participant_id,T1_Intention,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,S1_Response,S1_Score,S2_Response,S2_Score,S3_Response,S3_Score,S4_Response,S4_Score,S5_Response,S5_Score,Objective_Score_Total,Objective_Score,Intention_Behavior_Gap
P01100,5,5,5,5,5,5,5.0,b,2,b,2,b,2,c,1,b,2,9,9,0.14880002774927092
P01101,3,3,3,4,3,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.1288709988293082
P01102,5,3,3,5,4,3,3.6,b,2,a,0,b,2,a,0,c,1,5,5,-1.251199972250729
P01103,6,6,5,6,6,4,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P01104,3,4,3,4,5,4,4.0,a,0,c,1,a,0,a,0,a,0,1,1,-0.32887099882930837
P01105,6,6,5,4,5,5,5.0,c,1,b,2,c,1,b,2,b,2,8,8,-0.11236445896143898
P01106,7,7,6,6,7,6,6.4,c,1,b,2,b,2,b,2,b,2,9,9,1.0264710543278515
P01107,4,4,4,4,4,4,4.0,a,0,b,2,a,0,a,0,c,1,3,3,-0.5900354855400192
P01108,5,5,5,5,5,4,4.8,b,2,b,2,b,2,b,2,c,1,9,9,-0.05119997225072925
P01109,5,5,5,6,5,5,5.2,b,2,b,2,c,1,c,1,b,2,8,8,0.3488000277492711
P01110,3,4,3,2,2,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0,-1.5288709988293085
P01111,5,5,4,5,5,5,4.8,b,2,b,2,b,2,c,1,b,2,9,9,-0.05119997225072925
P01112,5,3,5,5,5,4,4.4,b,2,b,2,b,2,b,2,b,2,10,10,-0.4511999722507287
P01113,5,6,5,7,6,5,5.8,b,2,b,2,c,1,c,1,b,2,8,8,0.9488000277492707
P01114,4,4,4,3,3,3,3.4,a,0,b,2,a,0,a,0,a,0,2,2,-1.1900354855400193
P01115,7,6,6,7,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8264710543278513
P01116,6,5,6,6,6,4,5.4,b,2,b,2,c,1,b,2,b,2,9,9,0.28763554103856137
P01117,7,7,6,6,7,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.0264710543278515
P01118,5,5,6,5,5,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P01119,5,3,4,4,4,5,4.0,b,2,a,0,a,0,c,1,c,1,4,4,-0.8511999722507291
P01120,4,6,5,5,7,5,5.6,b,2,b,2,b,2,c,1,b,2,9,9,1.0099645144599805
P01121,5,5,5,6,6,4,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3488000277492711
P01122,3,3,3,3,3,1,2.6,a,0,a,0,a,0,a,0,a,0,0,0,-1.7288709988293083
P01123,3,4,5,4,4,2,3.8,c,1,b,2,a,0,a,0,c,1,4,4,-0.5288709988293085
P01124,5,5,6,5,6,4,5.2,c,1,b,2,b,2,c,1,b,2,8,8,0.3488000277492711
P01125,5,5,5,5,6,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P01126,4,5,6,5,6,5,5.4,b,2,b,2,c,1,b,2,c,1,8,8,0.8099645144599812
P01127,7,5,5,6,7,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.22647105432785075
P01128,6,5,5,6,5,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P01129,5,2,4,4,4,4,3.6,b,2,a,0,a,0,c,1,c,1,4,4,-1.251199972250729
P01130,7,6,7,7,7,6,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.2264710543278508
P01131,4,4,5,4,5,5,4.6,c,1,a,0,b,2,b,2,a,0,5,5,0.009964514459980478
P01132,3,2,3,4,3,3,3.0,a,0,a,0,a,0,a,0,c,1,1,1,-1.3288709988293084
P01133,3,4,5,5,5,5,4.8,c,1,b,2,c,1,c,1,a,0,5,5,0.47112900117069145
P01134,5,6,6,7,7,5,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.348800027749271
P01135,4,5,6,5,5,5,5.2,b,2,b,2,a,0,b,2,b,2,8,8,0.609964514459981
P01136,5,4,3,5,6,5,4.6,b,2,a,0,c,1,c,1,b,2,6,6,-0.25119997225072943
P01137,5,5,6,5,5,6,5.4,b,2,c,1,b,2,b,2,c,1,8,8,0.5488000277492713
P01138,6,5,4,4,4,6,4.6,c,1,b,2,b,2,b,2,b,2,9,9,-0.5123644589614393
P01139,5,4,3,5,4,5,4.2,b,2,b,2,a,0,a,0,b,2,6,6,-0.6511999722507289
P01140,3,4,4,4,5,5,4.4,b,2,b,2,b,2,b,2,a,0,8,8,0.07112900117069199
P01141,6,4,7,7,5,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P01142,4,4,4,4,5,4,4.2,a,0,b,2,c,1,a,0,a,0,3,3,-0.390035485540019
P01143,4,5,6,7,5,4,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.8099645144599812
P01144,4,5,4,4,4,3,4.0,b,2,c,1,a,0,b,2,b,2,7,7,-0.5900354855400192
P01145,5,6,6,7,7,6,6.4,b,2,b,2,c,1,b,2,c,1,8,8,1.5488000277492713
P01146,2,3,5,3,4,5,4.0,a,0,a,0,a,0,a,0,c,1,1,1,-0.06770651211859846
P01147,6,4,5,3,4,5,4.2,b,2,b,2,c,1,a,0,c,1,6,6,-0.9123644589614388
P01148,6,4,5,7,7,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P01149,3,5,6,5,4,4,4.8,b,2,b,2,c,1,c,1,b,2,8,8,0.47112900117069145
P01150,4,3,4,4,3,3,3.4,a,0,a,0,c,1,b,2,b,2,5,5,-1.1900354855400193
P01151,4,3,4,4,5,4,4.0,c,1,b,2,a,0,a,0,a,0,3,3,-0.5900354855400192
P01152,6,5,5,5,6,5,5.2,b,2,b,2,b,2,c,1,b,2,9,9,0.0876355410385612
P01153,1,5,4,6,4,6,5.0,b,2,c,1,c,1,b,2,b,2,8,8,1.1934579745921114
P01154,5,4,4,4,4,4,4.0,a,0,a,0,c,1,c,1,b,2,4,4,-0.8511999722507291
P01155,4,6,5,5,6,5,5.4,b,2,b,2,a,0,c,1,b,2,7,7,0.8099645144599812
P01156,3,7,7,6,7,6,6.6,c,1,b,2,b,2,b,2,b,2,9,9,2.2711290011706913
P01157,4,4,4,5,4,4,4.2,c,1,b,2,b,2,b,2,b,2,9,9,-0.390035485540019
P01158,4,4,3,3,5,3,3.6,b,2,b,2,c,1,b,2,b,2,9,9,-0.9900354855400191
P01159,4,4,4,4,3,4,3.8,a,0,b,2,a,0,c,1,c,1,4,4,-0.7900354855400193
P01160,5,5,5,6,6,5,5.4,b,2,b,2,b,2,c,1,b,2,9,9,0.5488000277492713
P01161,4,4,6,5,4,4,4.6,b,2,b,2,b,2,a,0,b,2,8,8,0.009964514459980478
P01162,3,4,5,5,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.47112900117069145
P01163,3,5,5,5,5,5,5.0,b,2,b,2,b,2,c,1,c,1,8,8,0.6711290011706916
P01164,6,5,6,7,7,6,6.2,b,2,c,1,b,2,b,2,b,2,9,9,1.0876355410385612
P01165,3,5,4,5,5,5,4.8,a,0,a,0,b,2,b,2,c,1,5,5,0.47112900117069145
P01166,3,4,6,5,5,5,5.0,b,2,c,1,c,1,c,1,b,2,7,7,0.6711290011706916
P01167,6,6,5,6,6,5,5.6,b,2,b,2,b,2,b,2,c,1,9,9,0.48763554103856066
P01168,3,4,5,4,6,3,4.4,b,2,b,2,b,2,b,2,a,0,8,8,0.07112900117069199
P01169,5,5,5,4,5,4,4.6,c,1,b,2,b,2,b,2,b,2,9,9,-0.25119997225072943
P01170,5,3,5,4,4,4,4.0,a,0,b,2,b,2,b,2,b,2,8,8,-0.8511999722507291
P01171,3,5,4,3,5,5,4.4,b,2,c,1,b,2,c,1,b,2,8,8,0.07112900117069199
P01172,5,5,4,4,5,4,4.4,a,0,a,0,b,2,b,2,c,1,5,5,-0.4511999722507287
P01173,6,7,7,7,6,7,6.8,b,2,b,2,b,2,c,1,b,2,9,9,1.6876355410385608
P01174,5,5,5,4,5,4,4.6,b,2,b,2,c,1,b,2,b,2,9,9,-0.25119997225072943
P01175,5,4,4,3,4,4,3.8,b,2,a,0,c,1,b,2,c,1,6,6,-1.0511999722507293
P01176,3,3,4,5,4,4,4.0,b,2,b,2,b,2,c,1,c,1,8,8,-0.32887099882930837
P01177,4,5,4,3,3,4,3.8,a,0,b,2,a,0,a,0,b,2,4,4,-0.7900354855400193
P01178,5,3,4,4,4,4,3.8,b,2,a,0,a,0,a,0,a,0,2,2,-1.0511999722507293
P01179,5,5,5,6,5,7,5.6,b,2,b,2,c,1,b,2,b,2,9,9,0.7488000277492706
P01180,6,7,6,6,6,4,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.6876355410385608
P01181,6,4,4,3,4,5,4.0,c,1,c,1,b,2,c,1,b,2,7,7,-1.112364458961439
P01182,6,7,6,7,6,6,6.4,b,2,b,2,c,1,b,2,b,2,9,9,1.2876355410385614
P01183,5,6,5,6,5,5,5.4,b,2,c,1,b,2,b,2,b,2,9,9,0.5488000277492713
P01184,6,5,5,4,6,4,4.8,a,0,c,1,b,2,b,2,a,0,5,5,-0.31236445896143916
P01185,5,6,6,6,6,7,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.348800027749271
P01186,5,5,4,4,4,4,4.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.6511999722507289
P01187,4,5,4,4,5,4,4.4,c,1,b,2,c,1,b,2,b,2,8,8,-0.1900354855400188
P01188,3,4,5,5,6,4,4.8,b,2,b,2,b,2,b,2,c,1,9,9,0.47112900117069145
P01189,6,4,4,5,4,5,4.4,a,0,b,2,c,1,b,2,b,2,7,7,-0.7123644589614386
P01190,5,5,5,5,5,5,5.0,b,2,b,2,c,1,b,2,c,1,8,8,0.14880002774927092
P01191,6,5,6,6,6,5,5.6,a,0,b,2,b,2,b,2,b,2,8,8,0.48763554103856066
P01192,3,4,5,5,5,5,4.8,b,2,b,2,b,2,b,2,c,1,9,9,0.47112900117069145
P01193,4,4,4,5,5,3,4.2,b,2,b,2,a,0,a,0,a,0,4,4,-0.390035485540019
P01194,5,5,5,4,4,4,4.4,a,0,b,2,b,2,c,1,a,0,5,5,-0.4511999722507287
P01195,4,5,5,5,5,5,5.0,c,1,b,2,b,2,a,0,b,2,7,7,0.40996451445998083
P01196,6,4,7,6,6,6,5.8,c,1,b,2,b,2,b,2,b,2,9,9,0.6876355410385608
P01197,6,5,6,5,5,5,5.2,c,1,b,2,b,2,b,2,c,1,8,8,0.0876355410385612
P01198,5,4,3,3,5,4,3.8,b,2,a,0,b,2,b,2,c,1,7,7,-1.0511999722507293
P01199,6,5,5,5,5,4,4.8,b,2,c,1,b,2,b,2,b,2,9,9,-0.31236445896143916
P01200,4,3,4,4,6,5,4.4,b,2,c,1,b,2,b,2,b,2,9,9,-0.1900354855400188
P01201,6,7,5,5,7,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,0.887635541038561
P01202,6,5,4,5,5,5,4.8,b,2,b,2,b,2,c,1,b,2,9,9,-0.31236445896143916
P01203,2,3,4,4,4,4,3.8,b,2,c,1,b,2,a,0,b,2,7,7,-0.26770651211859864
P01204,7,6,6,7,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8264710543278513
P01205,5,4,3,3,4,3,3.4,a,0,a,0,c,1,a,0,a,0,1,1,-1.4511999722507292
P01206,3,6,5,4,5,4,4.8,a,0,b,2,b,2,c,1,a,0,5,5,0.47112900117069145
P01207,7,5,5,5,5,5,5.0,b,2,b,2,b,2,c,1,b,2,9,9,-0.3735289456721489
P01208,3,4,5,5,6,3,4.6,b,2,c,1,a,0,b,2,b,2,7,7,0.2711290011706913
P01209,5,4,6,5,4,3,4.4,b,2,b,2,b,2,b,2,b,2,10,10,-0.4511999722507287
P01210,4,4,4,4,4,5,4.2,b,2,a,0,a,0,c,1,a,0,3,3,-0.390035485540019
P01211,4,4,4,5,6,3,4.4,b,2,c,1,b,2,b,2,b,2,9,9,-0.1900354855400188
P01212,5,4,5,5,4,5,4.6,b,2,b,2,a,0,c,1,b,2,7,7,-0.25119997225072943
P01213,7,6,7,6,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8264710543278513
P01214,5,4,4,3,4,5,4.0,a,0,c,1,c,1,a,0,c,1,3,3,-0.8511999722507291
P01215,3,5,3,4,5,4,4.2,a,0,b,2,a,0,a,0,a,0,2,2,-0.1288709988293082
P01216,6,5,5,4,4,4,4.4,c,1,c,1,c,1,b,2,a,0,5,5,-0.7123644589614386
P01217,4,5,4,5,4,5,4.6,b,2,b,2,b,2,c,1,a,0,7,7,0.009964514459980478
P01218,4,4,3,5,5,5,4.4,b,2,b,2,b,2,c,1,b,2,9,9,-0.1900354855400188
P01219,4,5,5,5,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.40996451445998083
P01220,6,4,4,6,4,5,4.6,c,1,c,1,b,2,b,2,c,1,7,7,-0.5123644589614393
P01221,2,5,4,4,4,4,4.2,b,2,b,2,b,2,a,0,b,2,8,8,0.13229348788140172
P01222,5,6,7,7,5,5,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P01223,5,5,5,6,6,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.7488000277492706
P01224,5,4,4,6,5,4,4.6,b,2,b,2,b,2,b,2,b,2,10,10,-0.25119997225072943
P01225,6,4,5,5,5,5,4.8,c,1,b,2,b,2,c,1,c,1,7,7,-0.31236445896143916
P01226,7,5,5,5,5,6,5.2,b,2,b,2,c,1,b,2,c,1,8,8,-0.17352894567214872
P01227,6,5,4,4,4,5,4.4,a,0,a,0,c,1,a,0,c,1,2,2,-0.7123644589614386
P01228,3,5,5,6,5,5,5.2,b,2,c,1,b,2,b,2,b,2,9,9,0.8711290011706918
P01229,5,5,5,6,7,5,5.6,b,2,b,2,b,2,c,1,c,1,8,8,0.7488000277492706
P01230,4,4,5,4,5,4,4.4,c,1,b,2,b,2,c,1,b,2,8,8,-0.1900354855400188
P01231,3,6,5,5,5,3,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.47112900117069145
P01232,4,4,3,3,4,4,3.6,b,2,a,0,b,2,a,0,b,2,6,6,-0.9900354855400191
P01233,4,4,5,5,4,5,4.6,b,2,b,2,c,1,c,1,b,2,8,8,0.009964514459980478
P01234,5,5,4,6,6,4,5.0,b,2,b,2,c,1,b,2,b,2,9,9,0.14880002774927092
P01235,3,5,4,5,5,4,4.6,c,1,c,1,c,1,c,1,b,2,6,6,0.2711290011706913
P01236,1,4,4,5,6,4,4.6,b,2,b,2,c,1,c,1,c,1,7,7,0.7934579745921111
P01237,6,5,5,4,4,5,4.6,b,2,b,2,b,2,b,2,b,2,10,10,-0.5123644589614393
P01238,5,5,5,6,4,4,4.8,b,2,b,2,b,2,b,2,b,2,10,10,-0.05119997225072925
P01239,5,7,6,5,5,5,5.6,b,2,c,1,b,2,b,2,b,2,9,9,0.7488000277492706
P01240,6,6,6,5,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P01241,6,7,5,7,6,5,6.0,b,2,b,2,c,1,c,1,b,2,8,8,0.887635541038561
P01242,3,2,3,3,4,3,3.0,b,2,a,0,a,0,a,0,a,0,2,2,-1.3288709988293084
P01243,5,5,4,6,6,5,5.2,b,2,b,2,c,1,b,2,b,2,9,9,0.3488000277492711
P01244,3,5,5,6,6,4,5.2,b,2,b,2,c,1,c,1,c,1,7,7,0.8711290011706918
P01245,5,4,4,4,3,3,3.6,c,1,c,1,a,0,b,2,c,1,5,5,-1.251199972250729
P01246,6,4,5,5,3,5,4.4,b,2,c,1,b,2,a,0,b,2,7,7,-0.7123644589614386
P01247,5,6,5,6,6,5,5.6,b,2,b,2,c,1,b,2,b,2,9,9,0.7488000277492706
P01248,5,6,6,6,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P01249,5,3,6,6,5,4,4.8,b,2,b,2,a,0,b,2,b,2,8,8,-0.05119997225072925
P01250,4,5,4,3,5,4,4.2,b,2,b,2,c,1,c,1,b,2,8,8,-0.390035485540019
P01251,4,4,6,5,5,4,4.8,a,0,b,2,b,2,b,2,b,2,8,8,0.20996451445998066
P01252,4,4,5,5,5,6,5.0,b,2,b,2,a,0,c,1,a,0,5,5,0.40996451445998083
P01253,6,6,5,5,5,4,5.0,b,2,b,2,b,2,b,2,b,2,10,10,-0.11236445896143898
P01254,2,4,3,3,2,3,3.0,a,0,a,0,a,0,a,0,a,0,0,0,-1.0677065121185985
P01255,6,4,6,4,5,5,4.8,b,2,a,0,c,1,b,2,b,2,7,7,-0.31236445896143916
P01256,4,5,5,4,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.20996451445998066
P01257,3,4,4,5,4,5,4.4,b,2,b,2,b,2,a,0,b,2,8,8,0.07112900117069199
P01258,3,5,5,5,5,5,5.0,b,2,a,0,b,2,c,1,b,2,7,7,0.6711290011706916
P01259,6,3,4,4,5,3,3.8,c,1,b,2,a,0,a,0,a,0,3,3,-1.3123644589614392
P01260,5,3,5,5,4,3,4.0,b,2,a,0,c,1,b,2,b,2,7,7,-0.8511999722507291
P01261,4,6,6,7,7,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.8099645144599812
P01262,5,4,5,5,5,5,4.8,a,0,b,2,b,2,a,0,a,0,4,4,-0.05119997225072925
P01263,3,4,5,4,4,5,4.4,b,2,c,1,b,2,c,1,b,2,8,8,0.07112900117069199
P01264,4,5,5,3,5,5,4.6,b,2,b,2,b,2,b,2,c,1,9,9,0.009964514459980478
P01265,4,2,2,3,3,3,2.6,a,0,a,0,a,0,a,0,a,0,0,0,-1.990035485540019
P01266,5,4,3,5,4,5,4.2,b,2,c,1,c,1,a,0,c,1,5,5,-0.6511999722507289
P01267,5,5,4,3,3,4,3.8,a,0,a,0,a,0,c,1,c,1,2,2,-1.0511999722507293
P01268,6,4,4,4,5,3,4.0,b,2,b,2,b,2,b,2,c,1,9,9,-1.112364458961439
P01269,3,5,3,5,5,5,4.6,a,0,c,1,b,2,a,0,c,1,4,4,0.2711290011706913
P01270,5,6,7,6,6,5,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P01271,6,6,5,4,5,4,4.8,c,1,b,2,b,2,b,2,c,1,8,8,-0.31236445896143916
P01272,5,5,4,5,5,4,4.6,c,1,b,2,b,2,c,1,b,2,8,8,-0.25119997225072943
P01273,1,3,4,3,3,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-0.6065420254078884
P01274,5,5,4,6,6,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P01275,3,4,6,5,5,6,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8711290011706918
P01276,7,4,4,5,5,5,4.6,b,2,b,2,b,2,b,2,b,2,10,10,-0.7735289456721492
P01277,2,4,4,4,5,4,4.2,a,0,b,2,a,0,a,0,a,0,2,2,0.13229348788140172
P01278,5,6,5,5,6,5,5.4,b,2,c,1,b,2,c,1,b,2,8,8,0.5488000277492713
P01279,7,6,6,7,7,7,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.2264710543278508
P01280,5,5,6,5,6,4,5.2,b,2,c,1,b,2,b,2,c,1,8,8,0.3488000277492711
P01281,5,6,4,6,6,5,5.4,b,2,b,2,c,1,b,2,b,2,9,9,0.5488000277492713
P01282,5,6,5,5,5,5,5.2,b,2,c,1,c,1,b,2,b,2,8,8,0.3488000277492711
P01283,6,5,5,6,5,4,5.0,b,2,b,2,c,1,b,2,c,1,8,8,-0.11236445896143898
P01284,6,6,6,7,5,5,5.8,b,2,b,2,c,1,b,2,b,2,9,9,0.6876355410385608
P01285,4,4,4,4,4,2,3.6,a,0,b,2,c,1,c,1,b,2,6,6,-0.9900354855400191
P01286,5,4,4,4,4,4,4.0,a,0,a,0,b,2,b,2,a,0,4,4,-0.8511999722507291
P01287,4,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,a,0,8,8,0.609964514459981
P01288,2,2,3,3,2,2,2.4,a,0,a,0,a,0,a,0,a,0,0,0,-1.6677065121185985
P01289,3,4,3,4,5,4,4.0,b,2,c,1,b,2,c,1,c,1,7,7,-0.32887099882930837
P01290,5,6,6,6,7,5,6.0,b,2,c,1,b,2,b,2,b,2,9,9,1.148800027749271
P01291,4,4,5,4,4,5,4.4,b,2,a,0,c,1,c,1,b,2,6,6,-0.1900354855400188
P01292,3,6,6,6,6,5,5.8,b,2,c,1,c,1,b,2,b,2,8,8,1.4711290011706915
P01293,4,4,4,2,4,3,3.4,c,1,a,0,a,0,a,0,b,2,3,3,-1.1900354855400193
P01294,7,6,6,7,6,5,6.0,b,2,b,2,b,2,b,2,b,2,10,10,0.6264710543278511
P01295,4,5,5,6,6,6,5.6,b,2,c,1,b,2,b,2,b,2,9,9,1.0099645144599805
P01296,5,4,3,4,3,3,3.4,a,0,c,1,a,0,a,0,a,0,1,1,-1.4511999722507292
P01297,4,4,4,6,4,5,4.6,c,1,c,1,a,0,c,1,b,2,5,5,0.009964514459980478
P01298,5,3,3,3,4,4,3.4,a,0,a,0,a,0,a,0,a,0,0,0,-1.4511999722507292
P01299,4,6,5,7,5,5,5.6,c,1,b,2,b,2,b,2,b,2,9,9,1.0099645144599805
P01300,4,3,4,4,4,4,3.8,c,1,a,0,a,0,a,0,a,0,1,1,-0.7900354855400193
P01301,6,7,7,7,7,7,7.0,b,2,c,1,b,2,b,2,b,2,9,9,1.887635541038561
P01302,6,5,4,5,5,3,4.4,b,2,b,2,b,2,c,1,a,0,7,7,-0.7123644589614386
P01303,5,7,5,4,5,6,5.4,b,2,b,2,c,1,b,2,b,2,9,9,0.5488000277492713
P01304,6,4,4,4,4,4,4.0,b,2,c,1,c,1,b,2,b,2,8,8,-1.112364458961439
P01305,3,4,3,4,3,4,3.6,b,2,c,1,b,2,b,2,c,1,8,8,-0.7288709988293083
P01306,5,4,4,4,5,4,4.2,b,2,a,0,b,2,a,0,a,0,4,4,-0.6511999722507289
P01307,4,5,5,4,5,4,4.6,b,2,b,2,b,2,c,1,c,1,8,8,0.009964514459980478
P01308,3,5,5,4,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.47112900117069145
P01309,7,6,5,6,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.22647105432785075
P01310,2,5,5,6,5,5,5.2,b,2,b,2,b,2,c,1,b,2,9,9,1.1322934878814017
P01311,4,4,4,5,3,4,4.0,a,0,a,0,b,2,b,2,c,1,5,5,-0.5900354855400192
P01312,2,4,5,6,5,5,5.0,c,1,b,2,b,2,b,2,b,2,9,9,0.9322934878814015
P01313,3,3,5,5,5,4,4.4,a,0,a,0,b,2,a,0,b,2,4,4,0.07112900117069199
P01314,3,3,4,4,4,3,3.6,c,1,a,0,b,2,a,0,c,1,4,4,-0.7288709988293083
P01315,5,6,4,5,5,5,5.0,b,2,b,2,b,2,c,1,b,2,9,9,0.14880002774927092
P01316,5,6,4,4,4,4,4.4,b,2,b,2,b,2,c,1,c,1,8,8,-0.4511999722507287
P01317,5,5,5,5,6,5,5.2,b,2,c,1,b,2,b,2,b,2,9,9,0.3488000277492711
P01318,2,4,5,4,4,3,4.0,b,2,b,2,a,0,b,2,b,2,8,8,-0.06770651211859846
P01319,3,5,6,4,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8711290011706918
P01320,6,6,5,6,5,6,5.6,c,1,b,2,b,2,c,1,b,2,8,8,0.48763554103856066
P01321,4,5,3,3,4,4,3.8,b,2,a,0,a,0,a,0,a,0,2,2,-0.7900354855400193
P01322,5,6,4,6,5,5,5.2,b,2,b,2,b,2,b,2,c,1,9,9,0.3488000277492711
P01323,6,6,5,5,4,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,-0.11236445896143898
P01324,6,5,4,5,4,5,4.6,a,0,b,2,b,2,b,2,a,0,6,6,-0.5123644589614393
P01325,4,5,5,4,5,5,4.8,b,2,b,2,b,2,c,1,b,2,9,9,0.20996451445998066
P01326,5,6,6,7,7,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.5488000277492713
P01327,4,4,6,4,5,4,4.6,b,2,b,2,b,2,b,2,b,2,10,10,0.009964514459980478
P01328,5,5,6,5,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P01329,5,6,7,6,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.348800027749271
P01330,5,4,4,5,4,5,4.4,b,2,c,1,a,0,c,1,c,1,5,5,-0.4511999722507287
P01331,7,6,6,5,5,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.026471054327851462
P01332,5,3,4,4,4,3,3.6,b,2,b,2,a,0,c,1,c,1,6,6,-1.251199972250729
P01333,4,4,4,3,4,4,3.8,a,0,a,0,a,0,b,2,a,0,2,2,-0.7900354855400193
P01334,5,3,3,4,4,3,3.4,b,2,a,0,a,0,a,0,c,1,3,3,-1.4511999722507292
P01335,4,4,5,5,4,4,4.4,c,1,b,2,c,1,b,2,b,2,8,8,-0.1900354855400188
P01336,3,5,5,6,5,6,5.4,b,2,b,2,b,2,b,2,b,2,10,10,1.071129001170692
P01337,5,5,4,4,4,4,4.2,c,1,b,2,b,2,b,2,a,0,7,7,-0.6511999722507289
P01338,6,4,4,4,5,6,4.6,b,2,c,1,b,2,b,2,b,2,9,9,-0.5123644589614393
P01339,5,4,4,5,5,4,4.4,c,1,b,2,a,0,a,0,a,0,3,3,-0.4511999722507287
P01340,4,4,4,4,5,4,4.2,b,2,b,2,b,2,c,1,a,0,7,7,-0.390035485540019
P01341,4,4,5,2,4,4,3.8,b,2,b,2,c,1,b,2,a,0,7,7,-0.7900354855400193
P01342,5,6,5,4,4,4,4.6,b,2,b,2,b,2,b,2,c,1,9,9,-0.25119997225072943
P01343,4,5,4,5,6,4,4.8,b,2,c,1,b,2,b,2,a,0,7,7,0.20996451445998066
P01344,6,4,4,4,4,4,4.0,b,2,a,0,b,2,b,2,a,0,6,6,-1.112364458961439
P01345,3,4,5,3,5,5,4.4,b,2,b,2,b,2,a,0,c,1,7,7,0.07112900117069199
P01346,6,5,4,5,6,4,4.8,b,2,b,2,b,2,b,2,c,1,9,9,-0.31236445896143916
P01347,5,4,6,4,4,5,4.6,b,2,b,2,b,2,c,1,b,2,9,9,-0.25119997225072943
P01348,4,5,6,5,5,6,5.4,b,2,b,2,b,2,c,1,b,2,9,9,0.8099645144599812
P01349,4,4,3,2,4,3,3.2,a,0,a,0,a,0,c,1,a,0,1,1,-1.390035485540019
P01350,4,4,4,7,4,5,4.8,c,1,b,2,c,1,c,1,b,2,7,7,0.20996451445998066
P01351,2,5,5,5,5,5,5.0,c,1,c,1,b,2,b,2,b,2,8,8,0.9322934878814015
P01352,1,3,3,3,2,4,3.0,a,0,a,0,a,0,a,0,a,0,0,0,-0.8065420254078886
P01353,4,5,5,5,5,4,4.8,b,2,b,2,b,2,c,1,b,2,9,9,0.20996451445998066
P01354,3,4,5,6,6,4,5.0,c,1,c,1,b,2,a,0,c,1,5,5,0.6711290011706916
P01355,4,5,6,5,6,5,5.4,b,2,b,2,b,2,c,1,c,1,8,8,0.8099645144599812
P01356,4,6,7,6,6,5,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.4099645144599808
P01357,4,4,4,4,3,3,3.6,b,2,a,0,c,1,a,0,a,0,3,3,-0.9900354855400191
P01358,5,4,4,4,4,3,3.8,c,1,a,0,a,0,c,1,b,2,4,4,-1.0511999722507293
