period,disco,band,customer_class,energy_rate_ngn_per_kwh,fixed_charge_ngn_per_month,energy_rate_usd_per_kwh,provenance,sources
2023-01-01,AEDC,A,residential,130.5,818.05,0.1004,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,B,residential,119.63,555.9,0.092,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,B,commercial,131.59,688.2,0.1012,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,B,industrial,137.57,803.16,0.1058,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,C,residential,95.7,468.97,0.0736,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,C,commercial,105.27,598.35,0.081,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,C,industrial,110.06,647.91,0.0847,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,D,residential,77.76,395.02,0.0598,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,D,commercial,85.53,420.34,0.0658,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,D,industrial,89.42,420.07,0.0688,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,E,residential,59.81,319.0,0.046,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,E,commercial,65.8,324.57,0.0506,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,E,industrial,68.79,370.45,0.0529,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,Premium,residential,239.26,1207.63,0.184,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,Premium,commercial,263.18,1295.62,0.2024,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,Premium,industrial,275.15,1155.53,0.2117,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,A,residential,144.74,667.79,0.1113,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,A,commercial,159.21,759.7,0.1225,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,A,industrial,166.45,994.46,0.128,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,B,residential,115.79,611.54,0.0891,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,B,commercial,127.37,667.75,0.098,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,B,industrial,133.16,598.14,0.1024,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,C,residential,92.63,480.01,0.0713,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,C,commercial,101.9,531.26,0.0784,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,C,industrial,106.53,558.07,0.0819,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,D,residential,75.26,404.83,0.0579,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,D,commercial,82.79,429.45,0.0637,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,D,industrial,86.55,504.73,0.0666,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,E,residential,57.9,307.98,0.0445,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,E,commercial,63.69,367.06,0.049,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,E,industrial,66.58,305.61,0.0512,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,Premium,residential,231.58,1325.33,0.1781,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,Premium,commercial,254.74,1224.56,0.196,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,JED,Premium,industrial,266.32,1310.22,0.2049,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,A,residential,129.48,854.12,0.0996,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,A,commercial,142.43,845.37,0.1096,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,A,industrial,148.91,949.02,0.1145,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,B,residential,103.59,681.47,0.0797,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,B,commercial,113.95,605.25,0.0877,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,B,industrial,119.12,707.49,0.0916,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,C,residential,82.87,532.91,0.0637,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,C,commercial,91.16,565.53,0.0701,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,C,industrial,95.3,564.34,0.0733,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,D,residential,67.33,332.93,0.0518,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,D,commercial,74.06,432.77,0.057,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,D,industrial,77.43,375.34,0.0596,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,E,residential,51.79,356.5,0.0398,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,E,commercial,56.97,311.42,0.0438,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,E,industrial,59.56,393.74,0.0458,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,Premium,residential,207.17,1297.38,0.1594,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,Premium,commercial,227.89,1517.35,0.1753,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KAEDCO,Premium,industrial,238.25,1286.02,0.1833,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,A,residential,153.23,791.37,0.1179,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,A,commercial,168.55,769.05,0.1297,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,A,industrial,176.21,754.77,0.1355,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,B,residential,122.58,560.43,0.0943,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,B,commercial,134.84,686.68,0.1037,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,B,industrial,140.97,682.12,0.1084,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,C,residential,98.07,551.91,0.0754,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,C,commercial,107.87,574.7,0.083,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,C,industrial,112.78,498.01,0.0868,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,D,residential,79.68,424.96,0.0613,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,D,commercial,87.65,461.38,0.0674,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,D,industrial,91.63,446.35,0.0705,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,E,residential,61.29,282.16,0.0471,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,E,commercial,67.42,294.4,0.0519,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,E,industrial,70.49,365.24,0.0542,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,Premium,residential,245.17,1368.61,0.1886,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,Premium,commercial,269.68,1296.54,0.2074,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,KEDCO,Premium,industrial,281.94,1415.54,0.2169,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,A,residential,136.13,653.92,0.1047,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,A,commercial,149.75,880.52,0.1152,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,A,industrial,156.55,996.38,0.1204,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,B,residential,108.91,480.09,0.0838,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,B,commercial,119.8,581.07,0.0922,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,B,industrial,125.24,662.96,0.0963,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,C,residential,87.12,533.67,0.067,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,C,commercial,95.84,467.57,0.0737,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,C,industrial,100.19,543.36,0.0771,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,D,residential,70.79,403.25,0.0545,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,D,commercial,77.87,440.98,0.0599,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,D,industrial,81.41,446.31,0.0626,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,E,residential,54.45,271.12,0.0419,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,E,commercial,59.9,292.04,0.0461,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,E,industrial,62.62,404.61,0.0482,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,Premium,residential,217.81,1313.36,0.1675,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,Premium,commercial,239.59,1190.2,0.1843,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,PHED,Premium,industrial,250.48,1220.25,0.1927,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,A,residential,136.96,832.63,0.1054,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,A,commercial,150.65,786.9,0.1159,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,A,industrial,157.5,958.21,0.1212,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,B,residential,109.57,591.88,0.0843,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,B,commercial,120.52,532.67,0.0927,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,B,industrial,126.0,752.87,0.0969,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,C,residential,87.65,569.98,0.0674,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,C,commercial,96.42,566.43,0.0742,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,C,industrial,100.8,522.91,0.0775,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,D,residential,71.22,410.18,0.0548,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,D,commercial,78.34,372.43,0.0603,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,D,industrial,81.9,437.16,0.063,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,E,residential,54.78,346.05,0.0421,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,E,commercial,60.26,392.27,0.0464,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,E,industrial,63.0,330.92,0.0485,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,Premium,residential,219.13,1227.52,0.1686,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,Premium,commercial,241.05,1086.48,0.1854,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,YEDC,Premium,industrial,252.0,1196.89,0.1938,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,A,residential,149.38,643.39,0.1149,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,A,commercial,164.31,966.19,0.1264,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,A,industrial,171.78,799.09,0.1321,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,B,residential,119.5,482.35,0.0919,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,B,commercial,131.45,531.06,0.1011,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,B,industrial,137.43,704.57,0.1057,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,C,residential,95.6,539.2,0.0735,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,C,commercial,105.16,612.61,0.0809,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,C,industrial,109.94,660.33,0.0846,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,D,residential,77.68,421.2,0.0598,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,D,commercial,85.44,387.77,0.0657,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,D,industrial,89.33,501.59,0.0687,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,E,residential,59.75,339.73,0.046,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,E,commercial,65.73,268.64,0.0506,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-06-01,AEDC,E,industrial,68.71,309.06,0.0529,synthetic_fabricated_from_policy_context,NERC publications; media reports
