anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,preheat_temp_c,material_compatibility,weld_strength_mpa,contact_resistance_ohm,weld_width_mm,penetration_depth_mm,porosity_percent,thermal_cycles_to_failure,resistance_degradation_rate,strength_retention_percent,primary_failure_mode
Ni,Cu,242.89050619183223,Anodized,USW,1529.5348328123932,86.98983483658509,3916.645833748003,473.596714469155,29.95492238698452,54.17061070319521,258.180818713152,0.505,193.94292743366938,0.00033076534074778763,1.4134495182776232,0.08486088968854534,0.07523842582321948,656.252989380833,4.510652698088035e-05,0.4656664491644667,Thermal_Fatigue
Steel,Cu,155.24048463681933,Plated,Electron_Beam,286.87263675840654,24.49580619738029,2853.2819198820753,828.4102059622295,36.88379497923551,718.0999296452147,208.34223729677262,0.4415,211.6160799288605,0.00017544216943930183,0.4672557024279662,0.028972862703948044,0.02675372251778511,860.1910436958417,3.9971861442765585e-05,0.4630182884023024,Thermal_Fatigue
Ti,Al,74.14347380436084,Coated,Electron_Beam,792.4224936919752,62.82034860541081,3916.9890073312313,188.19798361578532,12.662572036290921,357.4433299000223,75.10669666433739,0.281,247.129621201892,0.00025227324098706425,0.3744414373843807,0.06634625223229337,0.026819454431731896,831.0346312157596,6.779255674427536e-05,0.2963773132429598,Thermal_Fatigue
Al,Ti,243.1651435681266,Plated,Electron_Beam,3217.0764039071855,92.3355860358428,4286.576651760779,541.4077157380683,9.312961805697014,818.1827767542279,138.4701321767105,0.281,403.9131294707086,0.0001530117509116606,1.2709802204666625,0.2946272118052634,0.027588472861719796,1367.5664364758966,5.388816305104553e-05,0.2938264341066795,Thermal_Fatigue
Al,Ni,404.6922999822341,Coated,USW,3750.916833778322,13.784507767184099,952.0612918467714,13.544959900143287,32.33700346374238,388.30133523707866,191.37086358652692,0.4565,5.725915657350005,0.0006891598356401808,0.34252456969885653,0.18705349092541404,0.07792599063962811,107.15187497652028,6.348792544533416e-05,0.41517049205563866,Mechanical_Fatigue
Cu,Steel,371.87695909722964,Anodized,Friction_Stir,2393.282810028221,81.50740956985345,1601.0700452090946,790.5419863862595,20.263259960617965,767.846643894364,149.8577084518137,0.4415,155.66008462775036,0.0006287081265052409,3.0756857285318144,0.20539119219690738,0.03392540737737468,804.1608378555884,5.595634267170783e-05,0.4805591132582113,Thermal_Fatigue
Steel,Al,437.35770043707663,Plated,Resistance_Spot,3041.41056640123,32.161349276840426,3046.417255377356,202.66152514080846,21.90165032969554,901.3895978857706,210.3878472702346,0.393,114.29402175651886,0.00020795979065010587,1.570394998706484,0.23701561358673823,0.09703100142558187,267.2104996094091,4.5976260298828195e-05,0.31313750646277294,Mechanical_Fatigue
Ti,Al,54.31220947092003,Polished,Electron_Beam,863.8366777034464,70.26882357258768,1519.4240930988444,393.3064097528666,24.08488779904932,339.9513085034376,98.8300826079081,0.281,199.9524635055825,0.0002868531045132723,0.5665709123171838,0.040552854484710785,0.028947978458000304,672.1530753102122,6.04076916870527e-05,0.2942687304162333,Thermal_Fatigue
Al,Steel,484.8886925620693,Coated,USW,1652.2963356102648,74.56645396261884,4712.788351077246,534.9412635678655,26.06224386514668,469.89567708738116,64.44879786908697,0.393,247.6822988410472,0.0002232433099180786,1.5820736694981032,0.1477681452786967,0.06633772351354653,737.9310432563805,6.32652668989605e-05,0.34301161275205555,Thermal_Fatigue
Steel,Steel,203.63551368235176,Coated,Friction_Stir,3593.1308516609943,93.30266424615112,1051.2577756664118,153.41292965282148,10.580772880781147,537.8869146779615,27.957883650347988,1.0,167.78398286356907,0.0007428051122783793,1.6676018219256772,0.2707090484332142,0.02095377814429577,2493.886654197416,0.0,0.9268780503862086,Delamination
Cu,Steel,495.67900824138417,Polished,USW,1887.9664688169657,55.791948018066854,1849.0450916599516,927.404138358731,29.309157160808596,688.1546080490474,30.900398689250302,0.4415,186.91912780148508,0.00023545529042250847,2.1000726659303655,0.14619964129209143,0.06440753148961052,669.4512983865616,4.8714327705148047e-05,0.3914028160143375,Thermal_Fatigue
Ni,Cu,163.6787572707986,Plated,Resistance_Spot,1809.1749955801686,86.34079972814887,4972.100882584002,474.1180773821672,4.385750587467967,844.2611161880809,119.88320566608576,0.505,209.26000457529784,0.00012387451755681002,1.8269958343119777,0.22884607473256435,0.08848461556864086,687.5051737306151,3.6247022655770245e-05,0.3757843078517086,Thermal_Fatigue
Steel,Ni,262.1913744102102,Anodized,USW,1050.5639214276237,14.078621133965928,1026.9905557571956,239.46572686732955,6.562022381039505,211.179591186779,26.09207104725868,0.9365,180.55882379403528,0.0009861752900597559,0.8643881807994928,0.20521077225569498,0.04442923765272035,1507.5252363569718,6.673292634168006e-06,0.8255387582839614,Delamination
Steel,Cu,209.26745445888665,Rough,Laser,3014.6418927196823,47.848850223158635,2299.2067694827497,737.7913432111378,35.86489195607151,945.6934302167331,96.07152980675151,0.4415,189.72947760882016,0.0002913006791975939,1.9296438603870623,0.1105479046548166,0.05310213111855926,814.3199847495026,6.797756229020671e-05,0.4368182755233739,Thermal_Fatigue
Ni,Ni,210.0923217474362,Plated,Laser,4066.73916949407,49.55670358020318,1637.5332638436585,895.2712930513151,36.84028885682072,785.796551087654,163.75363999964358,1.0,463.9551106393107,0.0003231577679909252,2.4607240994172104,0.11869960188719203,0.03542459286690139,4609.807315775506,0.0,0.9660819891618624,Delamination
Steel,Cu,429.02694443669714,Plated,Electron_Beam,2400.280640167615,58.44506282592663,4068.0160336913373,913.5442057910294,14.049720990880434,140.3948647787454,228.3629994091293,0.4415,265.29290635340317,0.00014133360558806924,1.35684188293202,0.249465967224457,0.025346668272018834,1150.6317295501242,4.198159744727618e-05,0.4545579356366127,Thermal_Fatigue
Cu,Ti,385.88852288180243,Coated,USW,666.142356708337,53.320642729107405,1590.32147377832,436.82260028489463,10.050114144254714,336.50392347226676,184.90180178810095,0.3295,237.27772871043186,0.0004780118615838819,0.8453503465528764,0.16089414210333455,0.07376441259769503,652.7636016925718,7.453341917291225e-05,0.2664799827530957,Thermal_Fatigue
Cu,Ni,496.46814585352166,Coated,USW,4208.000416356303,97.11653687946594,891.001877255379,365.8666610837167,3.6456441123425956,252.11157658091875,169.68129072771785,0.505,75.60914947132228,0.0006032761839747686,1.8331303550740996,0.6627073354914202,0.07123455383639545,275.1001538183633,5.223548898902963e-05,0.4826002015544576,Mechanical_Fatigue
Ni,Al,326.0816072228806,Anodized,Electron_Beam,449.8458125475135,17.068561376326983,4672.362138779779,929.9648434226152,21.52542067245412,159.86335556329018,87.79715760704991,0.4565,268.8174958100683,0.00030718495475726766,0.5940388986571865,0.07473533794468842,0.022697483022892543,1497.860704817585,5.2168544132918925e-05,0.40967789733245474,Thermal_Fatigue
Ti,Ni,258.4654719775262,Anodized,Electron_Beam,2411.464128685883,33.85149957362135,1655.2716432897205,62.30977851426863,25.94320480310817,645.0886164475498,24.411651391248714,0.8245,211.32976553423558,0.0007399694385045012,0.386683007322092,0.1434632203342269,0.01805732209094073,2140.3464727114,1.6533673929537138e-05,0.7888541677126327,Delamination
Al,Ni,90.53323832610101,Anodized,Friction_Stir,1379.2789471705073,97.17659033045896,3734.562899771387,753.0347056530841,45.073502487830254,66.72806838493723,56.33450430632995,0.4565,202.82231027556836,0.00036146476995343844,2.325085715249175,0.0405191603418579,0.033308293324706646,1370.5758543619634,5.0502321741007695e-05,0.49474241389032303,Thermal_Fatigue
Ti,Ni,498.4526387812356,Polished,USW,4687.958965968414,50.07722915881261,1523.781853726707,185.7337379834439,1.120537943203538,599.1719977636586,294.91082272809547,0.8245,420.6315268493487,0.0003052866294696828,1.478463061786771,0.9137006960789115,0.06261042917329869,2402.454508612457,1.3839635905802607e-05,0.6631965333435911,Thermal_Fatigue
Steel,Ti,298.1887938195273,Rough,Resistance_Spot,3713.961669947844,61.40417069236466,975.0499942587351,470.8462785860727,20.887200513474742,827.8846329635658,279.77528795250345,0.888,621.2497725340307,0.0005213197452762134,2.4468309487507325,0.22185037241779282,0.06669521228969441,3127.9219696885257,1.4756393946029875e-05,0.6568522582073074,Delamination
Al,Cu,365.2148613605638,Rough,Resistance_Spot,2875.4040165428096,17.29229898776118,4031.8196945709387,954.1553290172794,21.544805385321087,362.53264493127216,107.11877339041112,0.6234999999999999,194.34848494328648,0.00018489505971680355,3.1893552257328963,0.18960399119385787,0.07684166768763942,875.5352680164957,5.175575120171591e-05,0.5364208941544343,Thermal_Fatigue
Ni,Al,233.03407423609013,Anodized,Resistance_Spot,3372.001659377845,35.56457919661633,372.35173778580986,585.3366446433982,44.44114247394985,490.18401733787744,109.87502146292238,0.4565,46.46121702664059,0.0011698461835817117,2.585493844072312,0.09358156969798956,0.08620690791995719,128.46478739834865,5.574200984170093e-05,0.3591017924669316,Mechanical_Fatigue
Ni,Cu,296.47206868065615,Coated,Electron_Beam,2710.3635877812035,13.568652879536426,1726.6669994741287,528.2063437459664,10.605948109506878,144.998545919238,269.5708467376879,0.505,127.50012535104369,0.00046427725990904543,1.1556992545205054,0.2865109276135212,0.028466261426905358,572.612353224989,5.3630063371073444e-05,0.47994896147792493,Mechanical_Fatigue
Al,Cu,474.1599793517992,Rough,Electron_Beam,823.2446315751085,22.375435823900936,3922.40017115066,71.18275100656511,4.243183605575633,720.68910959424,41.99082385995348,0.6234999999999999,42.76652486084495,0.00019340191136280247,0.23424154149873253,0.29307887207756017,0.021250744975315573,339.84933231921485,4.4126929455307353e-05,0.6211148777684591,Mechanical_Fatigue
Cu,Steel,124.88874706922124,Plated,Electron_Beam,3574.5835319830376,66.99833360093838,2609.4738558084214,284.5671416287962,19.69889642913539,908.8373247167071,67.99533974629009,0.4415,132.58013133607872,0.00019443579263486689,0.9257980450350527,0.14652193561506835,0.024160835210492174,692.9943132756148,4.21902028221005e-05,0.45506548622512283,Thermal_Fatigue
Al,Ti,181.56766294861455,Polished,Resistance_Spot,2514.1023661205077,78.72602174679379,3478.9117059700325,13.020591894094277,31.003556421157025,733.0294990717954,53.01707907161938,0.281,28.22507665005322,0.00015386192185055274,0.32271879411981447,0.09982473053911879,0.08141808703247945,100.11862472919321,5.4879281510924104e-05,0.1980380592191137,Mechanical_Fatigue
Steel,Steel,118.42687750011456,Coated,Friction_Stir,3208.115429481397,88.3076389209785,427.40284538870446,876.2556774106263,43.04907775101907,123.86964900354977,263.85702083153103,1.0,216.36994196061886,0.0010696820086386013,3.775243486833272,0.07877101299177107,0.027041310472780772,2350.471035328196,0.0,0.8832157788508317,Delamination
Cu,Ti,406.49715671214864,Polished,Laser,321.48815348862297,32.63179424916028,3774.0689557315595,648.406130832636,14.182105947660379,346.1149351765099,21.847358787916864,0.3295,495.7713387909441,0.00014759105183874237,0.5974453893341118,0.09707304652264985,0.05204360000853087,1758.402611036683,5.8421906181258634e-05,0.33597386952968217,Thermal_Fatigue
Ni,Cu,77.92036718982331,Plated,USW,795.9704835599404,39.95774574427529,942.5079874364782,126.84738860854317,13.314261856323176,174.0261895051101,24.047636948002324,0.505,36.738247096387774,0.00038011181060027346,0.4611709366572242,0.07103222504001074,0.06143085996971211,165.83311462938394,3.674974678404231e-05,0.4419373961114806,Mechanical_Fatigue
Al,Cu,86.73424243310224,Rough,Laser,2987.9153320667524,61.24585396965916,4062.6497771244904,369.83796210352483,16.972856533827233,589.8455956430447,247.87605854460548,0.6234999999999999,118.49340650944757,0.00017507440607077783,1.27463457185577,0.12352567016979317,0.05200549279442495,673.3484531360805,4.266774345376579e-05,0.6150266606172515,Mechanical_Fatigue
Ti,Ti,184.32235075431592,Polished,USW,2351.201625106452,17.531727712115075,2864.4561289715107,813.3011877840501,6.793426215427179,722.7815533699797,198.33357577689645,1.0,2678.0299158549965,0.00018403922402177532,2.1878189500825242,0.24281997736428299,0.05038935889486555,18895.354632978833,0.0,0.8957434533537996,Delamination
Ti,Cu,281.38468141445503,Polished,Electron_Beam,1211.6809778729046,82.60464341700047,3721.8929084119854,148.9001662552808,48.883547486450404,975.3385260858033,177.69383795163435,0.3295,225.91782400728957,0.00014502029745310096,0.42811192827522865,0.06291014112639463,0.027220223410551785,742.8820777450483,5.7377353045561654e-05,0.34080630927028205,Thermal_Fatigue
Steel,Cu,232.82366025181395,Polished,Resistance_Spot,1279.7285106144186,53.49628528379371,1142.8801884246916,237.96265124825948,27.490270598992822,503.4142871646461,278.40141977581186,0.4415,61.82499587717162,0.0002956354749733414,1.0855964794012831,0.09116054868630764,0.09166836290736596,153.12167982663877,5.1470190795107056e-05,0.3358098670313785,Mechanical_Fatigue
Ti,Al,70.16733980186328,Plated,Laser,3195.1257315241182,96.89567974251746,2037.5849815500396,545.9924578901007,14.338937013456082,637.6389629879194,155.3438959807436,0.281,285.0491209839032,0.0002707633591690525,1.6323308144270177,0.13528672917792414,0.05297028180621201,778.7249927344757,5.681488609372051e-05,0.2762578947571102,Thermal_Fatigue
Al,Steel,480.8712010419282,Coated,Electron_Beam,388.9384319524624,20.558440812313894,4030.1397290297937,153.49717981976718,18.725119292476133,107.4682551664961,150.71615100370303,0.393,107.57525630997482,0.0002715497168190957,0.22505586154106832,0.09693878877268212,0.026709234680530946,422.0674186662553,6.102417770355491e-05,0.3902072248403438,Mechanical_Fatigue
Al,Steel,478.79128416113764,Coated,USW,2227.865886695509,21.996134284770793,4562.942022089716,388.87927559814364,43.43185016965459,156.0982164071651,137.8161689306474,0.393,182.02331456026045,0.00023328799913785442,1.4615590121957336,0.12570023258467516,0.07231662262605093,582.4957976448163,6.884274029532812e-05,0.3554401698506094,Thermal_Fatigue
Ti,Steel,175.71034545834195,Plated,Laser,2663.207173160386,41.37195557053643,1210.2037569547376,982.3064506779998,34.012499078785446,232.46295130602456,202.62658567506924,0.888,963.0964653048761,0.0003972621392540231,2.1933898681223623,0.09845259889970398,0.03942698321258124,7277.113995329492,8.704141243354098e-06,0.8798116542240538,Delamination
Al,Ni,379.18652687086166,Polished,Laser,1609.8987534374369,28.60859794408197,3987.6289338520864,548.4128162321684,28.107085034877624,55.27596950620289,110.49482978194987,0.4565,181.94986120388026,0.00014686111407405378,1.117493101651563,0.12152225839186329,0.04634922139723018,1007.5662982111946,4.3852854043091916e-05,0.4562192200730956,Thermal_Fatigue
Steel,Al,310.3589351224507,Polished,Laser,4120.694159612447,72.69311339148317,631.9203739805708,704.5125034350556,36.51556145630506,408.7680226595421,207.15064457828424,0.393,75.53491665927513,0.00042387364071414814,2.027328512912071,0.14677277564284322,0.05396406321675949,245.67310671424192,5.333898503815466e-05,0.41457418692725245,Mechanical_Fatigue
Cu,Steel,156.86451275253083,Anodized,Laser,378.1709545873329,95.21294118354434,2186.168441452839,666.6482377688056,38.03533113355843,951.2392276434539,217.02700054241754,0.4415,161.1535230261518,0.0004976175922599221,0.6325602019481609,0.03198219029796662,0.06103924024344621,666.0710339032801,5.358976120195464e-05,0.46410498472528977,Thermal_Fatigue
Steel,Steel,167.97719828372695,Rough,Laser,4342.335647710059,18.09140589596053,4699.726365915687,219.5988646838019,10.516327943968234,653.2650843988413,79.21098537650826,1.0,498.0545115572489,0.00020461318183748176,1.2617082067667436,0.2396489888450857,0.031360002269298345,5046.885947741356,0.0,0.9550495466223868,Delamination
Steel,Al,271.0189284397027,Rough,Electron_Beam,3643.988665150077,31.801269980122406,4731.16877986877,847.6522530430428,8.775297193742027,436.5970411330719,186.58603209353265,0.393,269.6254295814154,0.00018117310177078862,1.590572001789664,0.3246950437396014,0.027652565950867666,1140.6047076931402,7.545590912205386e-05,0.39326075736759425,Thermal_Fatigue
Al,Cu,238.65662367381205,Coated,USW,2286.646456772665,31.410833322938046,1553.7427899931931,130.82965358548032,48.36812291440053,494.3858314151319,223.50342212657876,0.6234999999999999,39.946084004797996,0.0004479903398982484,0.8991113938865081,0.08098744255099807,0.06934154525869791,189.37854972548618,4.168615562006333e-05,0.5733326031437742,Mechanical_Fatigue
