Participant_ID,Data_Collection_Date,Country,Country_Name,Age,Gender,Gender_Label,Education,Education_Label,Income_Level,Income_Label,Income_Band_NGN,Income_Band_GHS,Bank_Type,Bank_Type_Label,Years_with_Account,Frequency_of_Use,Frequency_Label,Past_Victim,Past_Victim_Label
P0629,2025-01-17 14:48:00,2,Ghana,38,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,11.4,4,Monthly,0,No
P0630,2025-01-17 14:54:00,2,Ghana,38,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.6,1,Daily,0,No
P0631,2025-01-17 15:00:00,2,Ghana,50,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,3.7,2,Several times a week,1,Yes
P0632,2025-01-17 15:06:00,2,Ghana,38,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.4,3,Weekly,0,No
P0633,2025-01-17 15:12:00,2,Ghana,53,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,1.1,2,Several times a week,1,Yes
P0634,2025-01-17 15:18:00,2,Ghana,44,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,2.0,2,Several times a week,0,No
P0635,2025-01-17 15:24:00,2,Ghana,75,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.2,4,Monthly,0,No
P0636,2025-01-17 15:30:00,2,Ghana,37,2,Female,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.6,2,Several times a week,1,Yes
P0637,2025-01-17 15:36:00,2,Ghana,57,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,1.3,1,Daily,1,Yes
P0638,2025-01-17 15:42:00,2,Ghana,28,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.9,1,Daily,0,No
P0639,2025-01-17 15:48:00,2,Ghana,32,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,4.9,1,Daily,0,No
P0640,2025-01-17 15:54:00,2,Ghana,75,1,Male,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.6,2,Several times a week,0,No
P0641,2025-01-17 16:00:00,2,Ghana,52,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.6,2,Several times a week,0,No
P0642,2025-01-17 16:06:00,2,Ghana,46,2,Female,1,No formal education,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,1.0,3,Weekly,0,No
P0643,2025-01-17 16:12:00,2,Ghana,75,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,14.7,2,Several times a week,0,No
P0644,2025-01-17 16:18:00,2,Ghana,38,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,11.2,2,Several times a week,1,Yes
P0645,2025-01-17 16:24:00,2,Ghana,57,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,6.0,3,Weekly,1,Yes
P0646,2025-01-17 16:30:00,2,Ghana,58,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,13.9,5,Less than monthly,0,No
P0647,2025-01-17 16:36:00,2,Ghana,68,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,7.2,3,Weekly,0,No
P0648,2025-01-17 16:42:00,2,Ghana,27,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.4,1,Daily,0,No
P0649,2025-01-17 16:48:00,2,Ghana,38,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,4.7,1,Daily,0,No
P0650,2025-01-17 16:54:00,2,Ghana,43,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.0,3,Weekly,0,No
P0651,2025-01-17 17:00:00,2,Ghana,68,2,Female,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.4,3,Weekly,0,No
P0652,2025-01-17 17:06:00,2,Ghana,45,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,0.5,3,Weekly,0,No
P0653,2025-01-17 17:12:00,2,Ghana,58,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,10.3,2,Several times a week,1,Yes
P0654,2025-01-17 17:18:00,2,Ghana,26,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,4.6,1,Daily,0,No
P0655,2025-01-17 17:24:00,2,Ghana,35,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,6.5,2,Several times a week,0,No
P0656,2025-01-17 17:30:00,2,Ghana,62,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,11.6,2,Several times a week,1,Yes
P0657,2025-01-17 17:36:00,2,Ghana,37,3,Other/Prefer not to say,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,6.7,1,Daily,1,Yes
P0658,2025-01-17 17:42:00,2,Ghana,39,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,8.8,1,Daily,0,No
P0659,2025-01-17 17:48:00,2,Ghana,67,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0660,2025-01-17 17:54:00,2,Ghana,30,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,1,Yes
P0661,2025-01-17 18:00:00,2,Ghana,32,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.0,3,Weekly,0,No
P0662,2025-01-17 18:06:00,2,Ghana,26,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0663,2025-01-17 18:12:00,2,Ghana,68,2,Female,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,3.9,2,Several times a week,0,No
P0664,2025-01-17 18:18:00,2,Ghana,55,2,Female,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,11.6,1,Daily,1,Yes
P0665,2025-01-17 18:24:00,2,Ghana,54,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.7,5,Less than monthly,0,No
P0666,2025-01-17 18:30:00,2,Ghana,35,2,Female,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,7.9,4,Monthly,0,No
P0667,2025-01-17 18:36:00,2,Ghana,25,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,5.3,1,Daily,0,No
P0668,2025-01-17 18:42:00,2,Ghana,24,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.9,1,Daily,1,Yes
P0669,2025-01-17 18:48:00,2,Ghana,63,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,6.0,1,Daily,0,No
P0670,2025-01-17 18:54:00,2,Ghana,47,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.7,2,Several times a week,0,No
P0671,2025-01-17 19:00:00,2,Ghana,50,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,2.3,1,Daily,1,Yes
P0672,2025-01-17 19:06:00,2,Ghana,43,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,5.4,3,Weekly,0,No
P0673,2025-01-17 19:12:00,2,Ghana,30,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,2.6,2,Several times a week,1,Yes
P0674,2025-01-17 19:18:00,2,Ghana,35,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.0,4,Monthly,1,Yes
P0675,2025-01-17 19:24:00,2,Ghana,28,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,3.3,2,Several times a week,1,Yes
P0676,2025-01-17 19:30:00,2,Ghana,27,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,9.0,3,Weekly,0,No
P0677,2025-01-17 19:36:00,2,Ghana,53,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.6,3,Weekly,0,No
P0678,2025-01-17 19:42:00,2,Ghana,24,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,6.0,1,Daily,1,Yes
P0679,2025-01-17 19:48:00,2,Ghana,28,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,1,Daily,1,Yes
P0680,2025-01-17 19:54:00,2,Ghana,36,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,5.0,1,Daily,0,No
P0681,2025-01-17 20:00:00,2,Ghana,40,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,2.4,1,Daily,1,Yes
P0682,2025-01-17 20:06:00,2,Ghana,26,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.1,1,Daily,0,No
P0683,2025-01-17 20:12:00,2,Ghana,24,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.9,2,Several times a week,0,No
P0684,2025-01-17 20:18:00,2,Ghana,45,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0685,2025-01-17 20:24:00,2,Ghana,42,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",3,Microfinance Bank,0.5,5,Less than monthly,0,No
P0686,2025-01-17 20:30:00,2,Ghana,62,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,1.2,1,Daily,0,No
P0687,2025-01-17 20:36:00,2,Ghana,40,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,8.2,5,Less than monthly,0,No
P0688,2025-01-17 20:42:00,2,Ghana,47,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,5.8,1,Daily,1,Yes
P0689,2025-01-17 20:48:00,2,Ghana,31,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,3.2,4,Monthly,0,No
P0690,2025-01-17 20:54:00,2,Ghana,31,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,3.5,2,Several times a week,0,No
P0691,2025-01-17 21:00:00,2,Ghana,26,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,2.1,1,Daily,0,No
P0692,2025-01-17 21:06:00,2,Ghana,31,1,Male,2,Primary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,0.7,4,Monthly,0,No
P0693,2025-01-17 21:12:00,2,Ghana,35,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,17.0,2,Several times a week,1,Yes
P0694,2025-01-17 21:18:00,2,Ghana,60,2,Female,1,No formal education,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,2.6,4,Monthly,1,Yes
P0695,2025-01-17 21:24:00,2,Ghana,30,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,3.3,2,Several times a week,0,No
P0696,2025-01-17 21:30:00,2,Ghana,75,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,9.1,2,Several times a week,1,Yes
P0697,2025-01-17 21:36:00,2,Ghana,48,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,4.5,3,Weekly,0,No
P0698,2025-01-17 21:42:00,2,Ghana,45,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,11.4,3,Weekly,0,No
P0699,2025-01-17 21:48:00,2,Ghana,39,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,7.9,1,Daily,0,No
P0700,2025-01-17 21:54:00,2,Ghana,37,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,8.2,3,Weekly,0,No
P0701,2025-01-17 22:00:00,2,Ghana,32,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,2.7,3,Weekly,0,No
P0702,2025-01-17 22:06:00,2,Ghana,25,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.0,1,Daily,0,No
P0703,2025-01-17 22:12:00,2,Ghana,30,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,6.2,1,Daily,0,No
P0704,2025-01-17 22:18:00,2,Ghana,68,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,1.6,3,Weekly,0,No
P0705,2025-01-17 22:24:00,2,Ghana,47,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",3,Microfinance Bank,4.3,3,Weekly,0,No
P0706,2025-01-17 22:30:00,2,Ghana,68,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,3.9,3,Weekly,0,No
P0707,2025-01-17 22:36:00,2,Ghana,32,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.0,1,Daily,1,Yes
P0708,2025-01-17 22:42:00,2,Ghana,28,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,10.0,2,Several times a week,0,No
P0709,2025-01-17 22:48:00,2,Ghana,39,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,6.7,1,Daily,0,No
P0710,2025-01-17 22:54:00,2,Ghana,30,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,2.5,2,Several times a week,1,Yes
P0711,2025-01-17 23:00:00,2,Ghana,42,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.2,3,Weekly,1,Yes
P0712,2025-01-17 23:06:00,2,Ghana,24,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,6.0,2,Several times a week,0,No
P0713,2025-01-17 23:12:00,2,Ghana,22,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,4.0,2,Several times a week,0,No
P0714,2025-01-17 23:18:00,2,Ghana,44,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,6.3,5,Less than monthly,0,No
P0715,2025-01-17 23:24:00,2,Ghana,69,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,9.6,3,Weekly,0,No
P0716,2025-01-17 23:30:00,2,Ghana,45,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,1.6,4,Monthly,0,No
P0717,2025-01-17 23:36:00,2,Ghana,47,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,4.0,2,Several times a week,0,No
P0718,2025-01-17 23:42:00,2,Ghana,40,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,7.9,3,Weekly,0,No
P0719,2025-01-17 23:48:00,2,Ghana,41,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,3.4,1,Daily,1,Yes
P0720,2025-01-17 23:54:00,2,Ghana,25,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.8,1,Daily,0,No
P0721,2025-01-18 00:00:00,2,Ghana,31,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0722,2025-01-18 00:06:00,2,Ghana,59,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,2.2,2,Several times a week,1,Yes
P0723,2025-01-18 00:12:00,2,Ghana,28,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.2,4,Monthly,0,No
P0724,2025-01-18 00:18:00,2,Ghana,35,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.9,2,Several times a week,1,Yes
P0725,2025-01-18 00:24:00,2,Ghana,59,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,4.8,4,Monthly,1,Yes
P0726,2025-01-18 00:30:00,2,Ghana,41,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,7.1,2,Several times a week,0,No
P0727,2025-01-18 00:36:00,2,Ghana,41,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.0,3,Weekly,0,No
P0728,2025-01-18 00:42:00,2,Ghana,35,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,5.8,2,Several times a week,0,No
P0729,2025-01-18 00:48:00,2,Ghana,49,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,10.5,3,Weekly,0,No
P0730,2025-01-18 00:54:00,2,Ghana,54,2,Female,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,19.1,2,Several times a week,0,No
P0731,2025-01-18 01:00:00,2,Ghana,30,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",3,Microfinance Bank,2.0,1,Daily,0,No
P0732,2025-01-18 01:06:00,2,Ghana,26,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,4.6,5,Less than monthly,0,No
P0733,2025-01-18 01:12:00,2,Ghana,23,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,5.0,1,Daily,0,No
P0734,2025-01-18 01:18:00,2,Ghana,46,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,22.2,1,Daily,0,No
P0735,2025-01-18 01:24:00,2,Ghana,44,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,4.0,4,Monthly,0,No
P0736,2025-01-18 01:30:00,2,Ghana,75,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,3.9,2,Several times a week,1,Yes
P0737,2025-01-18 01:36:00,2,Ghana,40,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.5,3,Weekly,0,No
P0738,2025-01-18 01:42:00,2,Ghana,38,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0739,2025-01-18 01:48:00,2,Ghana,43,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,0.5,3,Weekly,1,Yes
P0740,2025-01-18 01:54:00,2,Ghana,43,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0741,2025-01-18 02:00:00,2,Ghana,37,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.6,1,Daily,0,No
P0742,2025-01-18 02:06:00,2,Ghana,30,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.1,2,Several times a week,1,Yes
P0743,2025-01-18 02:12:00,2,Ghana,39,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,5.6,3,Weekly,0,No
P0744,2025-01-18 02:18:00,2,Ghana,39,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,17.1,2,Several times a week,1,Yes
P0745,2025-01-18 02:24:00,2,Ghana,39,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,2.7,4,Monthly,0,No
P0746,2025-01-18 02:30:00,2,Ghana,51,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.6,1,Daily,0,No
P0747,2025-01-18 02:36:00,2,Ghana,39,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,7.6,2,Several times a week,1,Yes
P0748,2025-01-18 02:42:00,2,Ghana,26,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,2.5,2,Several times a week,0,No
P0749,2025-01-18 02:48:00,2,Ghana,32,2,Female,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,3.9,5,Less than monthly,0,No
P0750,2025-01-18 02:54:00,2,Ghana,36,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,8.4,1,Daily,1,Yes
P0751,2025-01-18 03:00:00,2,Ghana,40,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,3.7,3,Weekly,1,Yes
P0752,2025-01-18 03:06:00,2,Ghana,47,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,5.4,4,Monthly,1,Yes
P0753,2025-01-18 03:12:00,2,Ghana,40,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.4,1,Daily,0,No
P0754,2025-01-18 03:18:00,2,Ghana,22,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.4,4,Monthly,0,No
P0755,2025-01-18 03:24:00,2,Ghana,27,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,2.4,1,Daily,0,No
