Country,Age,Gender,Education,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Country_Label,Gender_Label,Education_Label,Bank_Type_Label,Frequency_of_Use_Label,Income_Band_Label
1,19.8,1,5,4,2,2,1,0,Nigeria,Male,Undergraduate,Digital-Only Bank,Daily,₦200k–₦400k
2,45.8,3,3,5,2,7,3,0,Ghana,Other/Prefer not to say,Secondary,Digital-Only Bank,Weekly,GH₵7k–GH₵12k
1,38.7,1,5,4,1,8,3,1,Nigeria,Male,Undergraduate,Traditional Commercial,Weekly,₦200k–₦400k
1,48.4,2,4,4,1,6,3,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Weekly,₦200k–₦400k
2,41.3,1,3,1,3,8,2,0,Ghana,Male,Secondary,Microfinance,Several times a week,< GH₵1k
1,33.0,2,3,3,3,7,2,0,Nigeria,Female,Secondary,Microfinance,Several times a week,₦100k–₦200k
1,43.2,2,6,4,2,7,3,0,Nigeria,Female,Postgraduate,Digital-Only Bank,Weekly,₦200k–₦400k
1,35.3,2,4,3,1,3,3,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Weekly,₦100k–₦200k
1,40.5,2,2,4,1,7,4,0,Nigeria,Female,Primary,Traditional Commercial,Monthly,₦200k–₦400k
2,49.3,1,5,4,3,5,2,0,Ghana,Male,Undergraduate,Microfinance,Several times a week,GH₵4k–GH₵7k
1,33.9,1,3,5,1,1,5,0,Nigeria,Male,Secondary,Traditional Commercial,Less than monthly,₦400k–₦800k
2,30.8,1,4,4,1,7,3,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,GH₵4k–GH₵7k
2,28.6,3,3,3,3,1,4,0,Ghana,Other/Prefer not to say,Secondary,Microfinance,Monthly,GH₵2k–GH₵4k
2,39.5,1,1,4,1,18,4,1,Ghana,Male,No formal education,Traditional Commercial,Monthly,GH₵4k–GH₵7k
2,26.2,1,4,5,1,5,3,1,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,GH₵7k–GH₵12k
2,31.5,1,4,4,1,10,5,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Less than monthly,GH₵4k–GH₵7k
2,25.3,2,4,4,1,10,2,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Several times a week,GH₵4k–GH₵7k
1,38.1,2,6,4,2,6,3,0,Nigeria,Female,Postgraduate,Digital-Only Bank,Weekly,₦200k–₦400k
1,25.5,2,3,5,1,3,5,0,Nigeria,Female,Secondary,Traditional Commercial,Less than monthly,₦400k–₦800k
2,22.1,1,4,5,1,7,2,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Several times a week,GH₵7k–GH₵12k
1,21.9,2,5,5,2,0,1,1,Nigeria,Female,Undergraduate,Digital-Only Bank,Daily,₦400k–₦800k
2,29.3,1,4,4,3,4,3,0,Ghana,Male,Vocational/Technical,Microfinance,Weekly,GH₵4k–GH₵7k
1,28.2,2,5,4,1,10,2,1,Nigeria,Female,Undergraduate,Traditional Commercial,Several times a week,₦200k–₦400k
2,37.5,2,4,5,2,5,1,0,Ghana,Female,Vocational/Technical,Digital-Only Bank,Daily,GH₵7k–GH₵12k
1,31.4,1,3,6,3,7,2,0,Nigeria,Male,Secondary,Microfinance,Several times a week,₦800k–₦1.5m
2,38.7,2,6,3,1,6,3,0,Ghana,Female,Postgraduate,Traditional Commercial,Weekly,GH₵2k–GH₵4k
1,37.5,1,3,6,1,3,2,0,Nigeria,Male,Secondary,Traditional Commercial,Several times a week,₦800k–₦1.5m
1,40.4,1,4,3,1,5,4,0,Nigeria,Male,Vocational/Technical,Traditional Commercial,Monthly,₦100k–₦200k
2,18.0,1,5,3,2,1,3,1,Ghana,Male,Undergraduate,Digital-Only Bank,Weekly,GH₵2k–GH₵4k
2,23.7,1,4,5,3,0,2,0,Ghana,Male,Vocational/Technical,Microfinance,Several times a week,GH₵7k–GH₵12k
2,40.5,1,4,4,3,10,1,1,Ghana,Male,Vocational/Technical,Microfinance,Daily,GH₵4k–GH₵7k
2,37.1,1,5,7,2,9,2,0,Ghana,Male,Undergraduate,Digital-Only Bank,Several times a week,> GH₵20k
1,42.8,2,5,4,3,6,3,1,Nigeria,Female,Undergraduate,Microfinance,Weekly,₦200k–₦400k
2,19.6,2,4,5,2,2,3,0,Ghana,Female,Vocational/Technical,Digital-Only Bank,Weekly,GH₵7k–GH₵12k
1,28.2,2,4,3,3,0,3,0,Nigeria,Female,Vocational/Technical,Microfinance,Weekly,₦100k–₦200k
1,30.0,1,3,4,1,5,3,0,Nigeria,Male,Secondary,Traditional Commercial,Weekly,₦200k–₦400k
1,34.7,2,5,5,2,0,3,1,Nigeria,Female,Undergraduate,Digital-Only Bank,Weekly,₦400k–₦800k
1,33.4,2,6,3,1,6,4,0,Nigeria,Female,Postgraduate,Traditional Commercial,Monthly,₦100k–₦200k
1,37.7,1,3,4,1,5,4,1,Nigeria,Male,Secondary,Traditional Commercial,Monthly,₦200k–₦400k
2,33.9,2,3,7,1,2,4,0,Ghana,Female,Secondary,Traditional Commercial,Monthly,> GH₵20k
1,46.7,2,6,4,2,6,3,1,Nigeria,Female,Postgraduate,Digital-Only Bank,Weekly,₦200k–₦400k
2,51.9,2,4,5,1,1,3,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Weekly,GH₵7k–GH₵12k
1,21.8,1,5,5,2,0,2,0,Nigeria,Male,Undergraduate,Digital-Only Bank,Several times a week,₦400k–₦800k
1,33.5,1,4,6,3,17,3,1,Nigeria,Male,Vocational/Technical,Microfinance,Weekly,₦800k–₦1.5m
2,43.0,1,4,3,1,3,2,1,Ghana,Male,Vocational/Technical,Traditional Commercial,Several times a week,GH₵2k–GH₵4k
1,38.9,2,3,5,1,12,2,0,Nigeria,Female,Secondary,Traditional Commercial,Several times a week,₦400k–₦800k
1,28.9,2,5,4,2,0,4,0,Nigeria,Female,Undergraduate,Digital-Only Bank,Monthly,₦200k–₦400k
2,37.5,1,4,4,1,8,4,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Monthly,GH₵4k–GH₵7k
1,18.0,1,4,5,1,1,3,1,Nigeria,Male,Vocational/Technical,Traditional Commercial,Weekly,₦400k–₦800k
1,32.8,1,4,6,1,8,4,0,Nigeria,Male,Vocational/Technical,Traditional Commercial,Monthly,₦800k–₦1.5m
2,20.4,2,6,5,2,0,3,0,Ghana,Female,Postgraduate,Digital-Only Bank,Weekly,GH₵7k–GH₵12k
1,38.1,1,5,2,1,12,3,0,Nigeria,Male,Undergraduate,Traditional Commercial,Weekly,₦50k–₦100k
2,23.8,1,2,4,2,1,2,0,Ghana,Male,Primary,Digital-Only Bank,Several times a week,GH₵4k–GH₵7k
2,36.6,2,3,5,1,9,2,0,Ghana,Female,Secondary,Traditional Commercial,Several times a week,GH₵7k–GH₵12k
1,36.2,1,3,1,1,6,3,0,Nigeria,Male,Secondary,Traditional Commercial,Weekly,< ₦50k
1,33.8,2,6,4,1,5,5,0,Nigeria,Female,Postgraduate,Traditional Commercial,Less than monthly,₦200k–₦400k
1,26.7,1,3,3,1,1,3,0,Nigeria,Male,Secondary,Traditional Commercial,Weekly,₦100k–₦200k
2,32.9,2,5,4,1,13,1,1,Ghana,Female,Undergraduate,Traditional Commercial,Daily,GH₵4k–GH₵7k
1,44.8,2,5,5,1,4,3,0,Nigeria,Female,Undergraduate,Traditional Commercial,Weekly,₦400k–₦800k
2,30.8,1,5,6,2,8,3,0,Ghana,Male,Undergraduate,Digital-Only Bank,Weekly,GH₵12k–GH₵20k
1,33.2,1,5,5,2,7,3,0,Nigeria,Male,Undergraduate,Digital-Only Bank,Weekly,₦400k–₦800k
2,29.4,2,3,3,1,2,2,0,Ghana,Female,Secondary,Traditional Commercial,Several times a week,GH₵2k–GH₵4k
1,43.2,2,4,5,3,3,3,0,Nigeria,Female,Vocational/Technical,Microfinance,Weekly,₦400k–₦800k
1,33.8,1,3,5,3,6,2,1,Nigeria,Male,Secondary,Microfinance,Several times a week,₦400k–₦800k
1,25.4,2,3,2,1,2,5,0,Nigeria,Female,Secondary,Traditional Commercial,Less than monthly,₦50k–₦100k
1,33.1,1,3,4,1,11,3,0,Nigeria,Male,Secondary,Traditional Commercial,Weekly,₦200k–₦400k
2,32.6,2,6,4,1,5,3,0,Ghana,Female,Postgraduate,Traditional Commercial,Weekly,GH₵4k–GH₵7k
1,46.9,2,3,5,1,5,5,1,Nigeria,Female,Secondary,Traditional Commercial,Less than monthly,₦400k–₦800k
1,32.6,1,3,5,1,6,3,1,Nigeria,Male,Secondary,Traditional Commercial,Weekly,₦400k–₦800k
1,19.2,2,3,2,2,2,1,0,Nigeria,Female,Secondary,Digital-Only Bank,Daily,₦50k–₦100k
1,38.0,1,3,3,2,0,2,0,Nigeria,Male,Secondary,Digital-Only Bank,Several times a week,₦100k–₦200k
2,52.9,2,3,6,1,2,4,1,Ghana,Female,Secondary,Traditional Commercial,Monthly,GH₵12k–GH₵20k
2,47.0,1,5,4,1,4,4,0,Ghana,Male,Undergraduate,Traditional Commercial,Monthly,GH₵4k–GH₵7k
2,24.0,2,5,6,2,0,2,0,Ghana,Female,Undergraduate,Digital-Only Bank,Several times a week,GH₵12k–GH₵20k
1,30.3,2,4,3,1,5,2,1,Nigeria,Female,Vocational/Technical,Traditional Commercial,Several times a week,₦100k–₦200k
1,32.7,2,6,7,1,4,4,1,Nigeria,Female,Postgraduate,Traditional Commercial,Monthly,> ₦1.5m
2,34.8,1,2,4,1,4,3,0,Ghana,Male,Primary,Traditional Commercial,Weekly,GH₵4k–GH₵7k
1,36.8,1,4,4,2,3,1,0,Nigeria,Male,Vocational/Technical,Digital-Only Bank,Daily,₦200k–₦400k
2,31.6,2,4,3,1,6,2,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Several times a week,GH₵2k–GH₵4k
1,23.8,1,5,6,3,5,1,1,Nigeria,Male,Undergraduate,Microfinance,Daily,₦800k–₦1.5m
1,42.5,3,3,5,3,2,2,0,Nigeria,Other/Prefer not to say,Secondary,Microfinance,Several times a week,₦400k–₦800k
2,23.8,2,4,6,1,4,3,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Weekly,GH₵12k–GH₵20k
1,25.0,2,3,4,3,2,4,0,Nigeria,Female,Secondary,Microfinance,Monthly,₦200k–₦400k
2,23.7,1,3,6,1,7,5,0,Ghana,Male,Secondary,Traditional Commercial,Less than monthly,GH₵12k–GH₵20k
1,39.1,1,5,4,3,5,2,0,Nigeria,Male,Undergraduate,Microfinance,Several times a week,₦200k–₦400k
1,34.1,1,3,3,1,5,5,0,Nigeria,Male,Secondary,Traditional Commercial,Less than monthly,₦100k–₦200k
1,41.8,2,6,7,1,25,1,0,Nigeria,Female,Postgraduate,Traditional Commercial,Daily,> ₦1.5m
1,25.1,1,6,4,2,0,3,0,Nigeria,Male,Postgraduate,Digital-Only Bank,Weekly,₦200k–₦400k
1,20.5,2,4,3,2,0,1,0,Nigeria,Female,Vocational/Technical,Digital-Only Bank,Daily,₦100k–₦200k
1,28.6,2,6,5,1,6,3,1,Nigeria,Female,Postgraduate,Traditional Commercial,Weekly,₦400k–₦800k
2,33.2,2,4,5,3,7,2,0,Ghana,Female,Vocational/Technical,Microfinance,Several times a week,GH₵7k–GH₵12k
2,37.1,2,1,3,1,10,4,0,Ghana,Female,No formal education,Traditional Commercial,Monthly,GH₵2k–GH₵4k
1,18.0,2,6,6,2,1,5,1,Nigeria,Female,Postgraduate,Digital-Only Bank,Less than monthly,₦800k–₦1.5m
1,37.8,1,3,7,3,7,2,0,Nigeria,Male,Secondary,Microfinance,Several times a week,> ₦1.5m
1,24.1,2,2,4,1,6,4,0,Nigeria,Female,Primary,Traditional Commercial,Monthly,₦200k–₦400k
2,28.5,2,3,7,1,4,1,0,Ghana,Female,Secondary,Traditional Commercial,Daily,> GH₵20k
1,44.7,2,5,3,3,19,2,1,Nigeria,Female,Undergraduate,Microfinance,Several times a week,₦100k–₦200k
1,18.0,1,3,4,1,3,5,0,Nigeria,Male,Secondary,Traditional Commercial,Less than monthly,₦200k–₦400k
1,36.2,2,5,6,1,11,1,0,Nigeria,Female,Undergraduate,Traditional Commercial,Daily,₦800k–₦1.5m
1,36.2,1,5,4,1,1,3,0,Nigeria,Male,Undergraduate,Traditional Commercial,Weekly,₦200k–₦400k
1,24.8,2,6,6,1,6,1,0,Nigeria,Female,Postgraduate,Traditional Commercial,Daily,₦800k–₦1.5m
1,28.5,1,6,5,1,3,4,0,Nigeria,Male,Postgraduate,Traditional Commercial,Monthly,₦400k–₦800k
2,47.2,2,3,3,3,2,2,0,Ghana,Female,Secondary,Microfinance,Several times a week,GH₵2k–GH₵4k
1,52.6,1,4,6,2,0,3,0,Nigeria,Male,Vocational/Technical,Digital-Only Bank,Weekly,₦800k–₦1.5m
1,43.6,1,6,4,1,4,3,0,Nigeria,Male,Postgraduate,Traditional Commercial,Weekly,₦200k–₦400k
1,51.9,2,3,2,3,6,3,0,Nigeria,Female,Secondary,Microfinance,Weekly,₦50k–₦100k
1,26.1,2,6,3,2,2,2,0,Nigeria,Female,Postgraduate,Digital-Only Bank,Several times a week,₦100k–₦200k
1,18.0,1,5,6,3,3,3,0,Nigeria,Male,Undergraduate,Microfinance,Weekly,₦800k–₦1.5m
1,32.5,2,6,5,1,8,4,0,Nigeria,Female,Postgraduate,Traditional Commercial,Monthly,₦400k–₦800k
1,41.0,2,3,5,3,12,1,0,Nigeria,Female,Secondary,Microfinance,Daily,₦400k–₦800k
2,18.0,2,3,2,3,3,4,1,Ghana,Female,Secondary,Microfinance,Monthly,GH₵1k–GH₵2k
1,23.7,1,6,6,3,4,2,1,Nigeria,Male,Postgraduate,Microfinance,Several times a week,₦800k–₦1.5m
2,26.8,2,3,4,1,9,3,0,Ghana,Female,Secondary,Traditional Commercial,Weekly,GH₵4k–GH₵7k
1,36.6,1,6,3,1,4,3,0,Nigeria,Male,Postgraduate,Traditional Commercial,Weekly,₦100k–₦200k
1,35.3,2,3,4,2,9,2,0,Nigeria,Female,Secondary,Digital-Only Bank,Several times a week,₦200k–₦400k
2,27.2,1,3,3,1,8,1,0,Ghana,Male,Secondary,Traditional Commercial,Daily,GH₵2k–GH₵4k
2,36.8,2,5,5,2,0,2,0,Ghana,Female,Undergraduate,Digital-Only Bank,Several times a week,GH₵7k–GH₵12k
1,21.6,1,6,4,2,4,4,0,Nigeria,Male,Postgraduate,Digital-Only Bank,Monthly,₦200k–₦400k
2,30.7,1,4,5,1,4,3,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,GH₵7k–GH₵12k
1,20.4,2,4,7,1,5,3,1,Nigeria,Female,Vocational/Technical,Traditional Commercial,Weekly,> ₦1.5m
1,31.5,2,3,4,3,8,3,0,Nigeria,Female,Secondary,Microfinance,Weekly,₦200k–₦400k
2,27.0,2,3,6,1,12,4,0,Ghana,Female,Secondary,Traditional Commercial,Monthly,GH₵12k–GH₵20k
2,41.9,2,5,4,1,4,4,0,Ghana,Female,Undergraduate,Traditional Commercial,Monthly,GH₵4k–GH₵7k
1,32.7,1,5,4,2,6,2,1,Nigeria,Male,Undergraduate,Digital-Only Bank,Several times a week,₦200k–₦400k
2,32.7,2,6,3,3,9,2,0,Ghana,Female,Postgraduate,Microfinance,Several times a week,GH₵2k–GH₵4k
1,50.7,1,3,5,1,9,4,1,Nigeria,Male,Secondary,Traditional Commercial,Monthly,₦400k–₦800k
1,36.8,1,2,5,1,7,2,0,Nigeria,Male,Primary,Traditional Commercial,Several times a week,₦400k–₦800k
2,31.3,1,5,3,1,4,3,0,Ghana,Male,Undergraduate,Traditional Commercial,Weekly,GH₵2k–GH₵4k
1,27.2,1,4,7,3,8,1,1,Nigeria,Male,Vocational/Technical,Microfinance,Daily,> ₦1.5m
1,21.2,1,5,4,2,0,2,0,Nigeria,Male,Undergraduate,Digital-Only Bank,Several times a week,₦200k–₦400k
1,32.3,1,3,5,1,5,2,1,Nigeria,Male,Secondary,Traditional Commercial,Several times a week,₦400k–₦800k
1,36.1,2,5,6,1,14,4,0,Nigeria,Female,Undergraduate,Traditional Commercial,Monthly,₦800k–₦1.5m
1,18.0,2,4,4,2,1,1,0,Nigeria,Female,Vocational/Technical,Digital-Only Bank,Daily,₦200k–₦400k
2,21.4,1,5,6,1,6,2,0,Ghana,Male,Undergraduate,Traditional Commercial,Several times a week,GH₵12k–GH₵20k
2,29.8,1,3,5,2,12,2,0,Ghana,Male,Secondary,Digital-Only Bank,Several times a week,GH₵7k–GH₵12k
2,24.0,1,2,4,1,9,5,1,Ghana,Male,Primary,Traditional Commercial,Less than monthly,GH₵4k–GH₵7k
1,33.4,2,3,4,1,2,3,1,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦200k–₦400k
1,34.8,1,4,5,1,7,3,0,Nigeria,Male,Vocational/Technical,Traditional Commercial,Weekly,₦400k–₦800k
1,31.8,2,4,6,2,1,2,0,Nigeria,Female,Vocational/Technical,Digital-Only Bank,Several times a week,₦800k–₦1.5m
1,38.5,1,3,7,1,2,3,0,Nigeria,Male,Secondary,Traditional Commercial,Weekly,> ₦1.5m
1,27.2,2,4,3,2,4,2,1,Nigeria,Female,Vocational/Technical,Digital-Only Bank,Several times a week,₦100k–₦200k
2,34.5,2,4,5,1,15,5,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Less than monthly,GH₵7k–GH₵12k
2,25.0,1,3,6,1,3,2,0,Ghana,Male,Secondary,Traditional Commercial,Several times a week,GH₵12k–GH₵20k
1,35.8,2,3,3,1,2,3,0,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦100k–₦200k
1,33.8,2,4,4,1,3,2,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Several times a week,₦200k–₦400k
2,23.0,1,2,5,3,3,2,0,Ghana,Male,Primary,Microfinance,Several times a week,GH₵7k–GH₵12k
1,31.4,2,2,4,2,4,5,0,Nigeria,Female,Primary,Digital-Only Bank,Less than monthly,₦200k–₦400k
2,34.6,1,4,3,1,19,3,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,GH₵2k–GH₵4k
1,35.8,2,2,3,3,5,3,0,Nigeria,Female,Primary,Microfinance,Weekly,₦100k–₦200k
1,36.2,1,5,5,3,6,2,0,Nigeria,Male,Undergraduate,Microfinance,Several times a week,₦400k–₦800k
1,25.8,2,4,7,1,9,1,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Daily,> ₦1.5m
2,42.6,2,2,3,1,5,3,0,Ghana,Female,Primary,Traditional Commercial,Weekly,GH₵2k–GH₵4k
1,38.2,2,3,4,1,3,4,0,Nigeria,Female,Secondary,Traditional Commercial,Monthly,₦200k–₦400k
2,27.8,1,2,2,1,3,3,0,Ghana,Male,Primary,Traditional Commercial,Weekly,GH₵1k–GH₵2k
1,21.6,1,6,5,2,0,3,1,Nigeria,Male,Postgraduate,Digital-Only Bank,Weekly,₦400k–₦800k
1,26.5,2,3,6,1,3,3,0,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦800k–₦1.5m
2,20.3,2,3,5,2,0,1,0,Ghana,Female,Secondary,Digital-Only Bank,Daily,GH₵7k–GH₵12k
1,35.1,2,5,5,1,20,4,0,Nigeria,Female,Undergraduate,Traditional Commercial,Monthly,₦400k–₦800k
1,44.8,2,3,6,3,3,3,0,Nigeria,Female,Secondary,Microfinance,Weekly,₦800k–₦1.5m
1,47.2,2,3,5,1,2,2,0,Nigeria,Female,Secondary,Traditional Commercial,Several times a week,₦400k–₦800k
2,24.1,3,5,5,2,0,3,0,Ghana,Other/Prefer not to say,Undergraduate,Digital-Only Bank,Weekly,GH₵7k–GH₵12k
1,40.9,2,4,5,3,5,3,0,Nigeria,Female,Vocational/Technical,Microfinance,Weekly,₦400k–₦800k
1,33.8,1,3,3,1,7,3,0,Nigeria,Male,Secondary,Traditional Commercial,Weekly,₦100k–₦200k
2,18.0,2,3,4,3,3,4,0,Ghana,Female,Secondary,Microfinance,Monthly,GH₵4k–GH₵7k
2,31.7,1,5,5,1,3,3,0,Ghana,Male,Undergraduate,Traditional Commercial,Weekly,GH₵7k–GH₵12k
2,30.6,2,3,5,1,3,1,0,Ghana,Female,Secondary,Traditional Commercial,Daily,GH₵7k–GH₵12k
2,47.1,1,4,3,1,16,3,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,GH₵2k–GH₵4k
2,26.3,3,3,4,3,11,3,0,Ghana,Other/Prefer not to say,Secondary,Microfinance,Weekly,GH₵4k–GH₵7k
1,38.6,2,3,4,1,5,4,0,Nigeria,Female,Secondary,Traditional Commercial,Monthly,₦200k–₦400k
1,31.9,2,2,6,1,5,5,0,Nigeria,Female,Primary,Traditional Commercial,Less than monthly,₦800k–₦1.5m
2,20.5,1,1,3,3,5,1,0,Ghana,Male,No formal education,Microfinance,Daily,GH₵2k–GH₵4k
2,29.5,2,4,3,1,11,5,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Less than monthly,GH₵2k–GH₵4k
2,50.3,1,4,6,2,2,2,0,Ghana,Male,Vocational/Technical,Digital-Only Bank,Several times a week,GH₵12k–GH₵20k
1,31.3,1,3,4,3,3,2,0,Nigeria,Male,Secondary,Microfinance,Several times a week,₦200k–₦400k
1,42.1,2,3,6,3,3,1,1,Nigeria,Female,Secondary,Microfinance,Daily,₦800k–₦1.5m
1,41.5,1,5,2,1,3,4,0,Nigeria,Male,Undergraduate,Traditional Commercial,Monthly,₦50k–₦100k
2,30.5,1,4,7,1,3,3,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,> GH₵20k
1,20.2,2,4,7,3,3,1,0,Nigeria,Female,Vocational/Technical,Microfinance,Daily,> ₦1.5m
2,23.5,2,3,3,3,2,4,0,Ghana,Female,Secondary,Microfinance,Monthly,GH₵2k–GH₵4k
1,47.5,1,4,2,1,6,3,0,Nigeria,Male,Vocational/Technical,Traditional Commercial,Weekly,₦50k–₦100k
1,34.5,2,4,4,2,1,3,0,Nigeria,Female,Vocational/Technical,Digital-Only Bank,Weekly,₦200k–₦400k
1,18.0,2,3,3,1,3,5,0,Nigeria,Female,Secondary,Traditional Commercial,Less than monthly,₦100k–₦200k
2,43.3,1,4,5,1,3,1,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Daily,GH₵7k–GH₵12k
2,18.0,2,2,2,2,1,1,1,Ghana,Female,Primary,Digital-Only Bank,Daily,GH₵1k–GH₵2k
1,24.7,2,3,3,1,6,3,0,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦100k–₦200k
1,33.8,1,4,5,1,3,5,0,Nigeria,Male,Vocational/Technical,Traditional Commercial,Less than monthly,₦400k–₦800k
1,58.2,1,3,6,1,4,4,0,Nigeria,Male,Secondary,Traditional Commercial,Monthly,₦800k–₦1.5m
1,41.2,1,5,2,3,0,2,1,Nigeria,Male,Undergraduate,Microfinance,Several times a week,₦50k–₦100k
1,28.2,2,3,3,1,5,2,0,Nigeria,Female,Secondary,Traditional Commercial,Several times a week,₦100k–₦200k
2,35.3,2,3,5,1,2,2,0,Ghana,Female,Secondary,Traditional Commercial,Several times a week,GH₵7k–GH₵12k
2,44.2,1,2,3,1,4,5,0,Ghana,Male,Primary,Traditional Commercial,Less than monthly,GH₵2k–GH₵4k
1,47.2,1,5,5,1,9,5,1,Nigeria,Male,Undergraduate,Traditional Commercial,Less than monthly,₦400k–₦800k
1,30.5,2,6,5,3,3,5,0,Nigeria,Female,Postgraduate,Microfinance,Less than monthly,₦400k–₦800k
1,30.8,1,6,4,3,4,3,0,Nigeria,Male,Postgraduate,Microfinance,Weekly,₦200k–₦400k
1,24.7,1,6,6,2,2,3,0,Nigeria,Male,Postgraduate,Digital-Only Bank,Weekly,₦800k–₦1.5m
1,39.7,2,6,2,1,6,2,1,Nigeria,Female,Postgraduate,Traditional Commercial,Several times a week,₦50k–₦100k
2,45.3,1,6,3,1,6,3,0,Ghana,Male,Postgraduate,Traditional Commercial,Weekly,GH₵2k–GH₵4k
1,18.0,2,3,3,1,3,3,0,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦100k–₦200k
2,31.0,1,5,7,2,5,1,0,Ghana,Male,Undergraduate,Digital-Only Bank,Daily,> GH₵20k
1,20.9,1,2,3,2,3,3,0,Nigeria,Male,Primary,Digital-Only Bank,Weekly,₦100k–₦200k
2,36.5,1,6,4,2,1,3,0,Ghana,Male,Postgraduate,Digital-Only Bank,Weekly,GH₵4k–GH₵7k
2,22.6,2,3,3,3,2,3,0,Ghana,Female,Secondary,Microfinance,Weekly,GH₵2k–GH₵4k
1,19.8,2,5,5,1,4,4,0,Nigeria,Female,Undergraduate,Traditional Commercial,Monthly,₦400k–₦800k
1,44.2,1,3,3,1,4,4,1,Nigeria,Male,Secondary,Traditional Commercial,Monthly,₦100k–₦200k
2,33.3,2,4,4,1,3,5,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Less than monthly,GH₵4k–GH₵7k
2,34.4,2,5,3,3,2,5,0,Ghana,Female,Undergraduate,Microfinance,Less than monthly,GH₵2k–GH₵4k
1,37.3,2,4,6,2,0,3,0,Nigeria,Female,Vocational/Technical,Digital-Only Bank,Weekly,₦800k–₦1.5m
1,42.7,2,6,7,3,0,3,0,Nigeria,Female,Postgraduate,Microfinance,Weekly,> ₦1.5m
1,28.8,2,3,4,1,7,3,0,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦200k–₦400k
2,31.0,1,4,3,1,7,3,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,GH₵2k–GH₵4k
2,31.1,2,6,4,1,4,3,0,Ghana,Female,Postgraduate,Traditional Commercial,Weekly,GH₵4k–GH₵7k
1,43.8,2,4,3,1,12,3,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Weekly,₦100k–₦200k
2,34.3,2,4,6,1,2,5,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Less than monthly,GH₵12k–GH₵20k
2,32.1,2,3,7,1,3,5,1,Ghana,Female,Secondary,Traditional Commercial,Less than monthly,> GH₵20k
2,38.9,2,5,4,2,4,3,0,Ghana,Female,Undergraduate,Digital-Only Bank,Weekly,GH₵4k–GH₵7k
1,51.3,2,3,5,1,7,2,0,Nigeria,Female,Secondary,Traditional Commercial,Several times a week,₦400k–₦800k
1,33.7,2,3,5,3,6,3,1,Nigeria,Female,Secondary,Microfinance,Weekly,₦400k–₦800k
1,30.3,2,3,5,1,8,2,0,Nigeria,Female,Secondary,Traditional Commercial,Several times a week,₦400k–₦800k
1,52.4,2,4,3,3,1,2,0,Nigeria,Female,Vocational/Technical,Microfinance,Several times a week,₦100k–₦200k
1,46.3,2,3,6,1,9,3,1,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦800k–₦1.5m
1,44.8,1,6,4,1,11,2,0,Nigeria,Male,Postgraduate,Traditional Commercial,Several times a week,₦200k–₦400k
1,28.0,2,5,6,2,1,1,0,Nigeria,Female,Undergraduate,Digital-Only Bank,Daily,₦800k–₦1.5m
2,29.0,2,6,4,1,3,4,0,Ghana,Female,Postgraduate,Traditional Commercial,Monthly,GH₵4k–GH₵7k
1,18.0,1,5,7,2,1,3,0,Nigeria,Male,Undergraduate,Digital-Only Bank,Weekly,> ₦1.5m
2,44.6,2,5,3,3,4,3,0,Ghana,Female,Undergraduate,Microfinance,Weekly,GH₵2k–GH₵4k
1,33.8,1,2,3,2,3,3,1,Nigeria,Male,Primary,Digital-Only Bank,Weekly,₦100k–₦200k
1,18.0,1,5,1,3,3,3,0,Nigeria,Male,Undergraduate,Microfinance,Weekly,< ₦50k
1,45.0,1,2,3,1,2,4,0,Nigeria,Male,Primary,Traditional Commercial,Monthly,₦100k–₦200k
