participant_id,Intention_T1,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,Objective_Q1_Choice,Objective_Q1_Score,Objective_Q2_Choice,Objective_Q2_Score,Objective_Q3_Choice,Objective_Q3_Score,Objective_Q4_Choice,Objective_Q4_Score,Objective_Q5_Choice,Objective_Q5_Score,Objective_Score_Total,Objective_Score_Percent,Intention_Behavior_Gap
1170,2.87,3,3,4,3,2,3.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.5581
1171,4.25,3,4,4,4,5,4.0,b,2,a,0,a,0,b,2,a,0,4,40.0,-0.0961
1172,3.21,4,4,4,5,5,4.4,b,2,b,2,c,1,b,2,c,1,8,80.0,0.7105
1173,1.0,2,2,4,3,2,2.6,a,0,a,0,a,0,b,2,c,1,3,30.0,-0.2275
1174,4.58,3,4,3,2,3,3.0,c,1,c,1,a,0,b,2,b,2,6,60.0,-1.2263
1175,3.24,2,2,3,2,2,2.2,b,2,b,2,b,2,c,1,b,2,9,90.0,-1.5008
1176,3.1,3,2,4,3,2,2.8,c,1,c,1,a,0,a,0,a,0,2,20.0,-0.8486
1177,3.73,2,2,1,3,2,2.0,b,2,b,2,a,0,a,0,b,2,6,60.0,-1.8918
1178,6.28,5,5,5,6,6,5.4,a,0,a,0,b,2,b,2,b,2,6,60.0,0.5102
1179,4.96,3,2,3,4,4,3.2,b,2,a,0,b,2,b,2,b,2,8,80.0,-1.1734
1180,3.51,3,4,4,4,3,3.6,a,0,b,2,a,0,a,0,a,0,2,20.0,-0.2062
1181,4.98,4,4,3,4,5,4.0,b,2,b,2,c,1,a,0,b,2,7,70.0,-0.3817
1182,6.17,4,4,6,5,5,4.8,c,1,c,1,b,2,b,2,b,2,8,80.0,-0.0449
1183,3.62,4,3,4,4,4,3.8,a,0,b,2,b,2,b,2,c,1,7,70.0,-0.0495
1184,3.78,4,2,4,4,4,3.6,b,2,b,2,a,0,a,0,b,2,6,60.0,-0.3138
1185,2.91,3,2,4,5,3,3.4,a,0,b,2,a,0,a,0,a,0,2,20.0,-0.1741
1186,3.93,2,3,3,2,3,2.6,b,2,c,1,b,2,c,1,b,2,8,80.0,-1.3711
1187,4.03,3,5,3,5,4,4.0,b,2,b,2,b,2,c,1,a,0,7,70.0,-0.0099
1188,4.07,5,7,6,6,5,5.8,b,2,b,2,b,2,b,2,b,2,10,100.0,1.7743
1189,4.51,4,3,3,4,4,3.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.5987
1190,5.17,3,3,3,4,4,3.4,b,2,a,0,b,2,c,1,c,1,6,60.0,-1.0573
1191,2.31,2,2,3,2,3,2.4,c,1,a,0,a,0,a,0,a,0,1,10.0,-0.9376
1192,2.74,4,4,3,4,5,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,0.4929
1193,3.1,4,4,3,4,5,4.0,a,0,c,1,b,2,a,0,a,0,3,30.0,0.3531
1194,5.9,4,4,4,4,5,4.2,c,1,a,0,b,2,b,2,b,2,7,70.0,-0.5394
1195,3.35,5,5,5,4,5,4.8,b,2,b,2,b,2,b,2,c,1,9,90.0,1.0568
1196,4.71,4,4,4,5,5,4.4,c,1,b,2,b,2,b,2,c,1,8,80.0,0.1252
1197,3.45,4,4,5,4,4,4.2,b,2,b,2,a,0,c,1,b,2,7,70.0,0.4141
1198,5.79,4,4,4,4,5,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.497
1199,3.38,2,4,3,4,4,3.4,b,2,a,0,b,2,c,1,c,1,6,60.0,-0.3558
1200,4.05,6,7,6,6,6,6.2,b,2,b,2,a,0,b,2,c,1,7,70.0,2.1802
1201,3.83,4,3,4,4,4,3.8,a,0,b,2,c,1,c,1,b,2,6,60.0,-0.1342
1202,3.18,3,5,4,3,4,3.8,a,0,b,2,a,0,a,0,a,0,2,20.0,0.121
1203,4.34,5,5,6,6,5,5.4,c,1,a,0,a,0,a,0,b,2,3,30.0,1.2696
1204,2.91,4,3,4,3,4,3.6,a,0,c,1,a,0,a,0,a,0,1,10.0,0.0257
1205,3.86,5,5,6,5,6,5.4,c,1,c,1,b,2,c,1,a,0,5,50.0,1.4557
1206,1.91,2,2,1,2,3,2.0,a,0,a,0,a,0,c,1,c,1,2,20.0,-1.1823
1207,5.92,4,4,4,4,4,4.0,c,1,b,2,c,1,c,1,c,1,6,60.0,-0.7475
1208,4.76,4,4,3,3,4,3.6,b,2,b,2,a,0,a,0,c,1,5,50.0,-0.6968
1209,4.65,2,4,2,2,5,3.0,b,2,b,2,b,2,b,2,c,1,9,90.0,-1.2541
1210,4.3,1,1,1,1,2,1.2,a,0,a,0,c,1,b,2,b,2,5,50.0,-2.9153
1211,3.68,3,3,2,4,4,3.2,c,1,b,2,b,2,a,0,a,0,5,50.0,-0.6748
1212,4.69,4,4,4,6,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.3338
1213,5.0,4,5,5,6,5,5.0,b,2,b,2,b,2,c,1,b,2,9,90.0,0.6091
1214,3.01,3,2,3,4,4,3.2,c,1,a,0,a,0,c,1,a,0,2,20.0,-0.411
1215,6.96,3,4,3,3,3,3.2,a,0,c,1,b,2,b,2,a,0,5,50.0,-1.9533
1216,3.58,4,3,3,4,4,3.6,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.2346
1217,4.12,3,3,4,4,4,3.6,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.4472
1218,3.56,5,6,5,5,5,5.2,c,1,b,2,c,1,b,2,b,2,8,80.0,1.3715
1219,3.39,3,3,3,4,2,3.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.7623
1220,4.22,5,5,4,4,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.5171
1221,1.88,2,2,4,3,3,2.8,c,1,a,0,c,1,c,1,b,2,5,50.0,-0.3693
1222,5.77,5,6,5,5,5,5.2,c,1,b,2,b,2,c,1,b,2,8,80.0,0.5102
1223,7.0,5,4,4,4,5,4.4,c,1,a,0,a,0,c,1,c,1,3,30.0,-0.7699
1224,3.65,2,3,3,3,4,3.0,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.8627
1225,4.34,4,3,2,2,3,2.8,b,2,b,2,c,1,a,0,b,2,7,70.0,-1.332
1226,4.86,3,2,2,2,2,2.2,a,0,b,2,a,0,a,0,b,2,4,40.0,-2.134
1227,5.19,3,5,4,3,4,3.8,c,1,c,1,b,2,b,2,b,2,8,80.0,-0.6649
1228,2.47,2,2,3,3,3,2.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.8028
1229,4.07,4,6,4,4,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.5728
1230,3.07,3,4,3,3,4,3.4,b,2,b,2,c,1,b,2,b,2,9,90.0,-0.2369
1231,6.08,3,4,4,5,5,4.2,a,0,a,0,a,0,b,2,a,0,2,20.0,-0.6106
1232,4.2,3,4,5,4,5,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,0.123
1233,4.08,4,5,4,4,4,4.2,b,2,b,2,b,2,c,1,b,2,9,90.0,0.1697
1234,3.05,4,4,4,4,4,4.0,a,0,b,2,b,2,b,2,b,2,8,80.0,0.3713
1235,4.13,3,3,3,3,2,2.8,c,1,b,2,b,2,c,1,a,0,6,60.0,-1.2504
1236,3.55,3,5,3,5,3,3.8,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.0248
1237,6.77,5,4,6,7,5,5.4,b,2,c,1,b,2,b,2,a,0,7,70.0,0.3191
1238,3.0,2,2,3,3,3,2.6,b,2,b,2,b,2,c,1,c,1,8,80.0,-1.0073
1239,2.9,3,4,4,4,5,4.0,a,0,a,0,c,1,a,0,a,0,1,10.0,0.4289
1240,2.87,5,6,5,6,6,5.6,c,1,a,0,c,1,b,2,b,2,6,60.0,2.0408
1241,4.59,3,5,4,3,4,3.8,b,2,c,1,c,1,b,2,b,2,8,80.0,-0.4293
1242,5.6,5,4,4,4,5,4.4,c,1,b,2,b,2,c,1,b,2,8,80.0,-0.2226
1243,4.4,5,7,6,6,6,6.0,c,1,b,2,b,2,c,1,a,0,6,60.0,1.8455
1244,3.83,4,4,4,4,5,4.2,b,2,b,2,b,2,a,0,c,1,7,70.0,0.269
1245,4.84,2,2,2,4,2,2.4,b,2,a,0,b,2,a,0,c,1,5,50.0,-1.9252
1246,3.32,4,4,6,5,6,5.0,b,2,b,2,c,1,c,1,c,1,7,70.0,1.2681
1247,4.18,3,4,3,4,4,3.6,a,0,b,2,a,0,a,0,b,2,4,40.0,-0.4698
1248,1.2,2,2,2,2,2,2.0,a,0,c,1,a,0,a,0,b,2,3,30.0,-0.9068
1249,1.95,3,2,3,5,3,3.2,a,0,a,0,c,1,b,2,b,2,5,50.0,0.0015
1250,2.86,4,3,4,4,3,3.6,b,2,b,2,a,0,b,2,b,2,8,80.0,0.0481
1251,3.59,5,4,3,4,5,4.2,c,1,b,2,a,0,b,2,a,0,5,50.0,0.3632
1252,3.44,3,3,4,3,3,3.2,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.5806
1253,4.68,4,5,5,4,5,4.6,a,0,a,0,a,0,a,0,a,0,0,0.0,0.335
1254,4.2,4,4,3,5,5,4.2,b,2,b,2,a,0,b,2,c,1,7,70.0,0.1225
1255,4.48,5,6,5,6,7,5.8,a,0,b,2,a,0,a,0,b,2,4,40.0,1.6157
1256,3.73,4,5,5,5,5,4.8,b,2,a,0,b,2,a,0,a,0,4,40.0,0.9053
1257,4.3,3,5,4,4,5,4.2,c,1,c,1,b,2,c,1,a,0,5,50.0,0.0854
1258,2.84,2,2,3,3,3,2.6,a,0,b,2,b,2,c,1,a,0,5,50.0,-0.947
1259,4.94,4,5,5,4,5,4.6,b,2,c,1,b,2,b,2,b,2,9,90.0,0.2355
1260,6.76,5,5,4,6,5,5.0,a,0,a,0,a,0,b,2,b,2,4,40.0,-0.0774
1261,3.81,4,3,5,6,5,4.6,b,2,c,1,b,2,c,1,b,2,8,80.0,0.6753
1262,2.02,2,5,2,5,3,3.4,c,1,a,0,a,0,a,0,a,0,1,10.0,0.1742
1263,2.68,4,3,4,5,4,4.0,a,0,b,2,c,1,b,2,a,0,5,50.0,0.515
1264,3.26,4,4,5,4,5,4.4,b,2,a,0,b,2,b,2,b,2,8,80.0,0.6885
1265,5.87,6,4,6,7,6,5.8,b,2,c,1,a,0,b,2,a,0,5,50.0,1.0719
1266,2.44,1,1,4,2,4,2.4,a,0,a,0,c,1,c,1,a,0,2,20.0,-0.989
1267,3.8,3,3,4,3,3,3.2,a,0,a,0,c,1,b,2,c,1,4,40.0,-0.7221
1268,2.24,3,2,3,3,3,2.8,a,0,a,0,b,2,a,0,a,0,2,20.0,-0.5115
1269,5.41,5,4,6,6,5,5.2,b,2,b,2,b,2,b,2,a,0,8,80.0,0.6513
1270,3.69,2,4,3,5,3,3.4,b,2,a,0,c,1,a,0,a,0,3,30.0,-0.4778
1271,5.13,4,4,5,5,4,4.4,c,1,c,1,a,0,b,2,b,2,6,60.0,-0.0417
1272,2.31,3,3,2,3,3,2.8,a,0,b,2,c,1,b,2,c,1,6,60.0,-0.5385
1273,5.44,5,5,5,4,6,5.0,b,2,b,2,b,2,b,2,a,0,8,80.0,0.4379
1274,6.59,5,6,7,7,6,6.2,b,2,c,1,a,0,b,2,b,2,7,70.0,1.1892
1275,3.75,3,6,4,4,4,4.2,b,2,b,2,b,2,c,1,b,2,9,90.0,0.3005
1276,5.19,3,4,3,4,4,3.6,b,2,a,0,a,0,c,1,c,1,4,40.0,-0.8623
1277,3.79,4,3,3,4,3,3.4,b,2,a,0,b,2,c,1,b,2,7,70.0,-0.5172
1278,1.98,3,3,3,3,3,3.0,a,0,a,0,c,1,b,2,b,2,5,50.0,-0.2102
1279,5.45,6,6,6,7,6,6.2,c,1,c,1,a,0,b,2,b,2,6,60.0,1.6355
1280,3.52,3,3,4,3,5,3.6,b,2,c,1,c,1,a,0,b,2,6,60.0,-0.2103
1281,4.65,2,4,3,4,4,3.4,b,2,b,2,b,2,c,1,c,1,8,80.0,-0.8513
1282,2.32,3,3,3,3,3,3.0,c,1,a,0,b,2,a,0,b,2,5,50.0,-0.3432
1283,1.78,2,4,3,2,3,2.8,c,1,a,0,c,1,c,1,b,2,5,50.0,-0.3314
1284,5.06,7,7,7,7,7,7.0,b,2,b,2,b,2,b,2,b,2,10,100.0,2.5883
1285,6.23,5,4,6,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,100.0,0.3296
1286,3.61,2,2,4,3,3,2.8,c,1,a,0,c,1,a,0,a,0,2,20.0,-1.0473
1287,2.93,3,4,4,4,4,3.8,a,0,c,1,b,2,c,1,b,2,6,60.0,0.2199
1288,4.6,3,4,3,4,4,3.6,b,2,a,0,b,2,c,1,c,1,6,60.0,-0.6327
1289,4.89,4,5,5,5,5,4.8,c,1,b,2,b,2,b,2,b,2,9,90.0,0.4539
1290,4.7,4,5,4,6,4,4.6,c,1,b,2,c,1,b,2,b,2,8,80.0,0.3272
1291,5.22,4,2,4,3,4,3.4,c,1,a,0,b,2,a,0,c,1,4,40.0,-1.0753
1292,5.51,4,4,5,4,5,4.4,c,1,a,0,a,0,c,1,c,1,3,30.0,-0.1892
1293,3.2,3,4,3,4,4,3.6,a,0,a,0,b,2,a,0,a,0,2,20.0,-0.0864
1294,3.21,4,4,5,6,6,5.0,b,2,b,2,b,2,c,1,b,2,9,90.0,1.3114
1295,5.77,4,4,5,6,5,4.8,c,1,b,2,a,0,a,0,b,2,5,50.0,0.1105
1296,3.42,5,6,5,4,6,5.2,a,0,b,2,a,0,b,2,b,2,6,60.0,1.4264
1297,1.0,2,2,2,2,2,2.0,b,2,a,0,c,1,a,0,a,0,3,30.0,-0.8275
1298,3.96,2,3,3,4,4,3.2,b,2,b,2,b,2,b,2,c,1,9,90.0,-0.7816
1299,2.61,3,3,3,4,3,3.2,b,2,c,1,b,2,c,1,a,0,6,60.0,-0.2545
1300,5.09,4,3,3,5,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.624
1301,4.62,5,4,6,5,5,5.0,c,1,a,0,b,2,a,0,c,1,4,40.0,0.7588
1302,3.55,4,3,4,4,5,4.0,c,1,b,2,b,2,b,2,c,1,8,80.0,0.176
1303,3.89,5,5,4,6,6,5.2,b,2,c,1,b,2,b,2,b,2,9,90.0,1.2455
1304,4.8,4,3,3,4,4,3.6,a,0,c,1,b,2,c,1,b,2,6,60.0,-0.7125
1305,4.43,3,3,2,2,4,2.8,a,0,a,0,b,2,b,2,b,2,6,60.0,-1.3677
1306,3.87,3,4,3,5,4,3.8,b,2,c,1,a,0,b,2,b,2,7,70.0,-0.1485
1307,4.09,5,5,5,5,6,5.2,b,2,a,0,b,2,c,1,b,2,7,70.0,1.1671
1308,2.53,2,4,4,3,5,3.6,c,1,c,1,b,2,b,2,a,0,6,60.0,0.1738
1309,3.54,3,3,2,3,2,2.6,c,1,b,2,b,2,a,0,b,2,7,70.0,-1.2202
1310,4.09,3,4,3,4,3,3.4,a,0,a,0,a,0,b,2,b,2,4,40.0,-0.6326
1311,2.53,1,3,2,3,2,2.2,a,0,a,0,a,0,a,0,a,0,0,0.0,-1.225
1312,3.09,5,4,5,3,5,4.4,a,0,a,0,a,0,a,0,a,0,0,0.0,0.7552
1313,3.67,4,4,5,5,4,4.4,b,2,a,0,b,2,a,0,b,2,6,60.0,0.5287
1314,3.01,2,1,1,2,2,1.6,b,2,b,2,c,1,b,2,c,1,8,80.0,-2.0106
1315,4.24,2,3,3,3,3,2.8,a,0,a,0,c,1,a,0,a,0,1,10.0,-1.2933
1316,6.67,7,7,7,7,7,7.0,a,0,b,2,a,0,b,2,c,1,5,50.0,1.957
1317,4.57,5,4,6,5,4,4.8,b,2,b,2,b,2,c,1,b,2,9,90.0,0.5805
1318,3.49,4,4,4,4,4,4.0,b,2,c,1,b,2,b,2,c,1,8,80.0,0.2003
1319,3.49,4,5,3,4,5,4.2,a,0,a,0,c,1,b,2,b,2,5,50.0,0.4003
1320,2.66,3,3,3,4,6,3.8,c,1,b,2,a,0,a,0,b,2,5,50.0,0.326
1321,4.05,4,6,5,6,6,5.4,c,1,b,2,b,2,b,2,b,2,9,90.0,1.3837
1322,2.85,1,1,3,3,4,2.4,a,0,b,2,b,2,a,0,a,0,4,40.0,-1.1514
1323,4.62,3,3,3,4,4,3.4,b,2,b,2,a,0,a,0,c,1,5,50.0,-0.842
1324,5.2,5,5,5,5,4,4.8,b,2,b,2,a,0,b,2,b,2,8,80.0,0.3335
1325,2.22,3,4,3,3,3,3.2,a,0,b,2,b,2,c,1,c,1,6,60.0,-0.1031
1326,4.05,3,4,4,5,5,4.2,b,2,a,0,a,0,b,2,c,1,5,50.0,0.1814
1327,2.76,3,5,4,5,5,4.4,c,1,b,2,a,0,b,2,a,0,5,50.0,0.8869
1328,2.41,4,4,5,3,5,4.2,b,2,a,0,b,2,a,0,c,1,5,50.0,0.8216
1329,3.79,5,4,5,4,4,4.4,b,2,b,2,b,2,c,1,b,2,9,90.0,0.4847
1330,4.81,4,3,3,3,4,3.4,b,2,a,0,b,2,b,2,c,1,7,70.0,-0.9167
1331,6.85,5,5,5,6,6,5.4,b,2,a,0,b,2,a,0,b,2,6,60.0,0.2884
1332,4.38,4,5,6,6,7,5.6,b,2,b,2,b,2,b,2,b,2,10,100.0,1.4542
1333,6.03,4,4,4,5,5,4.4,a,0,a,0,c,1,a,0,a,0,1,10.0,-0.3896
1334,3.34,3,3,4,3,2,3.0,a,0,a,0,a,0,b,2,b,2,4,40.0,-0.7403
1335,5.02,3,5,4,4,2,3.6,b,2,b,2,b,2,a,0,c,1,7,70.0,-0.7985
1336,3.08,3,2,3,3,3,2.8,c,1,b,2,a,0,b,2,c,1,6,60.0,-0.8408
1337,3.07,4,2,4,4,5,3.8,a,0,b,2,b,2,c,1,b,2,7,70.0,0.1642
1338,4.14,2,3,3,3,3,2.8,b,2,b,2,b,2,a,0,b,2,8,80.0,-1.2536
1339,2.51,3,4,3,3,4,3.4,b,2,b,2,b,2,b,2,c,1,9,90.0,-0.0164
1340,4.12,3,4,4,4,4,3.8,b,2,b,2,b,2,b,2,c,1,9,90.0,-0.247
1341,3.28,3,3,3,3,4,3.2,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.5169
1342,1.85,3,3,5,2,3,3.2,b,2,a,0,a,0,b,2,a,0,4,40.0,0.0392
1343,3.55,2,2,3,3,3,2.6,a,0,a,0,c,1,a,0,b,2,3,30.0,-1.2245
1344,3.82,5,4,5,5,5,4.8,b,2,b,2,b,2,a,0,b,2,8,80.0,0.8732
1345,3.59,4,6,5,6,5,5.2,b,2,a,0,b,2,b,2,c,1,7,70.0,1.3611
1346,5.42,3,3,6,4,4,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.5527
1347,3.43,6,6,6,6,6,6.0,b,2,a,0,b,2,a,0,b,2,6,60.0,2.2235
1348,4.33,3,4,3,4,4,3.6,a,0,b,2,c,1,b,2,c,1,6,60.0,-0.5283
1349,1.57,2,3,2,3,4,2.8,a,0,c,1,a,0,a,0,a,0,1,10.0,-0.2513
1350,3.61,3,3,3,3,4,3.2,c,1,b,2,a,0,b,2,b,2,7,70.0,-0.6449
1351,3.39,4,4,3,3,4,3.6,a,0,c,1,b,2,a,0,b,2,5,50.0,-0.1613
1352,3.78,4,3,3,4,5,3.8,c,1,b,2,a,0,b,2,a,0,5,50.0,-0.1109
1353,2.29,3,3,2,4,3,3.0,a,0,a,0,b,2,a,0,b,2,4,40.0,-0.3306
1354,5.02,4,4,3,4,3,3.6,c,1,b,2,b,2,a,0,b,2,7,70.0,-0.7979
1355,4.76,4,4,3,4,4,3.8,c,1,c,1,a,0,b,2,b,2,6,60.0,-0.4962
1356,5.17,5,5,5,6,5,5.2,c,1,c,1,b,2,b,2,b,2,8,80.0,0.7446
1357,2.61,3,2,2,3,3,2.6,b,2,a,0,a,0,b,2,c,1,5,50.0,-0.8575
1358,3.33,4,4,4,3,4,3.8,c,1,b,2,b,2,b,2,b,2,9,90.0,0.0621
1359,3.45,7,6,7,6,6,6.4,b,2,c,1,b,2,b,2,b,2,9,90.0,2.6148
1360,3.45,4,4,4,3,5,4.0,b,2,a,0,c,1,a,0,b,2,5,50.0,0.2175
1361,3.23,5,4,5,3,6,4.6,c,1,a,0,b,2,c,1,a,0,4,40.0,0.9028
1362,3.72,1,2,3,3,2,2.2,a,0,a,0,a,0,c,1,a,0,1,10.0,-1.6885
1363,4.35,3,4,4,5,3,3.8,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.3348
1364,3.09,5,4,6,4,6,5.0,a,0,a,0,a,0,a,0,a,0,0,0.0,1.3581
1365,4.2,3,3,4,3,4,3.4,a,0,c,1,b,2,b,2,b,2,7,70.0,-0.6759
1366,3.68,4,5,6,4,5,4.8,b,2,a,0,a,0,a,0,a,0,2,20.0,0.9274
1367,5.88,3,2,2,3,4,2.8,c,1,b,2,a,0,b,2,a,0,5,50.0,-1.9343
1368,5.34,4,3,5,4,5,4.2,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.3234
1369,4.51,6,4,4,6,6,5.2,b,2,b,2,c,1,a,0,c,1,6,60.0,1.0033
1370,3.26,4,4,4,2,4,3.6,b,2,b,2,c,1,c,1,b,2,8,80.0,-0.1106
1371,5.6,3,5,5,6,3,4.4,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.2224
1372,4.01,4,5,5,4,4,4.4,a,0,c,1,b,2,b,2,b,2,7,70.0,0.3964
1373,5.43,6,7,6,6,6,6.2,c,1,c,1,b,2,b,2,c,1,7,70.0,1.6412
1374,3.57,3,3,3,3,3,3.0,a,0,a,0,a,0,b,2,b,2,4,40.0,-0.8312
1375,4.42,4,3,3,3,4,3.4,c,1,b,2,a,0,b,2,b,2,7,70.0,-0.7623
1376,2.1,2,2,2,2,1,1.8,b,2,a,0,b,2,a,0,c,1,5,50.0,-1.4564
1377,2.75,2,2,3,3,4,2.8,a,0,c,1,b,2,b,2,b,2,7,70.0,-0.7125
1378,3.84,2,2,1,1,2,1.6,b,2,a,0,a,0,b,2,a,0,4,40.0,-2.3364
1379,5.77,5,4,5,4,6,4.8,c,1,b,2,a,0,b,2,b,2,7,70.0,0.1084
1380,3.76,5,4,4,6,6,5.0,a,0,b,2,a,0,a,0,c,1,3,30.0,1.0961
1381,2.83,3,4,4,4,4,3.8,b,2,a,0,c,1,b,2,b,2,7,70.0,0.2578
1382,4.23,5,4,5,4,4,4.4,a,0,b,2,b,2,b,2,b,2,8,80.0,0.3124
1383,3.77,4,4,4,5,4,4.2,b,2,b,2,b,2,a,0,c,1,7,70.0,0.2905
1384,3.0,3,4,5,4,3,3.8,a,0,b,2,b,2,b,2,b,2,8,80.0,0.1906
1385,5.4,4,4,5,4,5,4.4,a,0,c,1,b,2,b,2,c,1,6,60.0,-0.1436
1386,3.56,3,2,4,3,2,2.8,c,1,a,0,a,0,b,2,b,2,5,50.0,-1.0275
1387,5.03,5,5,4,5,5,4.8,c,1,b,2,c,1,c,1,b,2,7,70.0,0.4005
1388,1.58,2,2,2,2,2,2.0,a,0,b,2,a,0,b,2,b,2,6,60.0,-1.0556
1389,5.41,6,5,6,6,6,5.8,b,2,c,1,a,0,c,1,b,2,6,60.0,1.2506
1390,3.6,2,4,3,2,3,2.8,c,1,a,0,a,0,b,2,a,0,3,30.0,-1.043
1391,3.58,2,3,2,3,4,2.8,c,1,b,2,b,2,a,0,a,0,5,50.0,-1.0345
1392,3.96,4,4,5,5,4,4.4,a,0,a,0,a,0,a,0,a,0,0,0.0,0.4163
1393,4.17,5,3,7,5,5,5.0,b,2,b,2,c,1,b,2,b,2,9,90.0,0.9362
1394,3.1,4,4,3,5,5,4.2,c,1,c,1,c,1,c,1,a,0,4,40.0,0.5546
1395,3.44,5,4,5,4,5,4.6,c,1,b,2,b,2,a,0,a,0,5,50.0,0.8181
1396,4.36,4,6,5,6,6,5.4,c,1,c,1,b,2,b,2,c,1,7,70.0,1.2617
1397,5.3,2,3,3,3,2,2.6,c,1,b,2,b,2,b,2,b,2,9,90.0,-1.9079
1398,3.36,4,3,4,5,4,4.0,b,2,b,2,a,0,b,2,c,1,7,70.0,0.2496
1399,4.67,4,5,5,6,5,5.0,c,1,a,0,b,2,b,2,b,2,7,70.0,0.7382
1400,4.48,4,4,3,4,4,3.8,a,0,b,2,c,1,a,0,a,0,3,30.0,-0.3854
1401,3.8,2,3,5,4,5,3.8,a,0,b,2,a,0,c,1,a,0,3,30.0,-0.1221
1402,5.06,3,5,5,4,4,4.2,c,1,a,0,a,0,b,2,c,1,4,40.0,-0.2109
1403,2.9,4,3,5,3,4,3.8,b,2,b,2,b,2,c,1,b,2,9,90.0,0.2306
1404,2.53,4,4,3,4,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.3736
1405,3.4,2,3,3,1,2,2.2,c,1,c,1,a,0,a,0,a,0,2,20.0,-1.5649
1406,4.84,5,6,6,5,6,5.6,a,0,c,1,b,2,c,1,a,0,4,40.0,1.2739
1407,4.04,6,6,6,5,5,5.6,b,2,b,2,b,2,c,1,b,2,9,90.0,1.5874
1408,2.65,3,3,2,2,4,2.8,a,0,a,0,b,2,a,0,a,0,2,20.0,-0.6714
1409,2.97,4,4,3,3,3,3.4,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.1966
1410,5.45,5,4,6,5,6,5.2,b,2,b,2,b,2,c,1,b,2,9,90.0,0.6336
1411,1.98,4,5,4,4,4,4.2,b,2,a,0,b,2,a,0,c,1,5,50.0,0.9897
1412,3.23,4,3,4,4,3,3.6,a,0,c,1,b,2,c,1,b,2,6,60.0,-0.0966
1413,4.59,4,4,3,5,5,4.2,b,2,b,2,a,0,c,1,b,2,7,70.0,-0.0301
1414,4.59,3,3,3,2,3,2.8,a,0,b,2,b,2,a,0,b,2,6,60.0,-1.4291
1415,6.72,5,7,5,5,5,5.4,b,2,b,2,a,0,c,1,a,0,5,50.0,0.3399
1416,1.34,3,2,2,1,3,2.2,a,0,b,2,a,0,b,2,a,0,4,40.0,-0.7615
1417,4.82,5,4,5,6,5,5.0,c,1,c,1,b,2,b,2,a,0,6,60.0,0.6813
1418,5.76,5,6,4,7,6,5.6,a,0,b,2,b,2,b,2,b,2,8,80.0,0.9126
1419,1.55,3,1,4,2,1,2.2,c,1,a,0,a,0,a,0,a,0,1,10.0,-0.8406
1420,2.71,2,2,4,3,2,2.6,b,2,c,1,b,2,c,1,b,2,8,80.0,-0.8955
1421,3.01,3,4,3,2,3,3.0,c,1,b,2,b,2,b,2,c,1,8,80.0,-0.6119
1422,3.22,3,4,2,3,3,3.0,c,1,c,1,b,2,a,0,b,2,6,60.0,-0.6944
1423,4.29,4,4,3,4,4,3.8,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.3125
1424,3.28,5,4,5,4,4,4.4,b,2,c,1,c,1,b,2,b,2,8,80.0,0.6814
1425,4.42,4,4,4,4,5,4.2,a,0,c,1,b,2,b,2,a,0,5,50.0,0.0372
1426,3.85,4,4,4,4,4,4.0,a,0,c,1,c,1,c,1,a,0,3,30.0,0.0605
1427,5.35,5,5,4,5,7,5.2,c,1,a,0,a,0,a,0,a,0,1,10.0,0.6751
1428,4.17,4,5,5,4,5,4.6,a,0,c,1,c,1,c,1,b,2,5,50.0,0.535
1429,3.7,5,5,6,5,5,5.2,c,1,b,2,b,2,b,2,c,1,8,80.0,1.318
1430,4.08,4,2,4,4,4,3.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.4295
1431,1.66,2,1,2,3,2,2.0,b,2,a,0,b,2,a,0,a,0,4,40.0,-1.0854
1432,4.14,4,3,4,3,4,3.6,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.4549
