respondent_id,role,state,awareness_sofc,acceptance_sofc,perceived_cost_barrier,perceived_reliability_benefit,environmental_concern,policy_support_expectation,willingness_to_pilot,year,source
R1366,Academic/Researcher,Ondo,3,3,3,2,5,4,4,2024,Synthetic survey; use for scenario analysis only
R1367,Industrial Manager,Jigawa,1,2,3,2,2,3,5,2024,Synthetic survey; use for scenario analysis only
R1368,Community Leader,Ondo,2,2,5,3,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1369,Policymaker,Delta,3,1,2,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1370,Industrial Manager,Bauchi,2,2,3,3,2,2,2,2024,Synthetic survey; use for scenario analysis only
R1371,Community Leader,Edo,5,3,3,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1372,Policymaker,Lagos,2,3,3,3,3,2,4,2024,Synthetic survey; use for scenario analysis only
R1373,DisCo Official,Plateau,4,3,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1374,DisCo Official,Adamawa,3,3,3,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1375,Academic/Researcher,Abia,4,3,5,4,1,3,4,2024,Synthetic survey; use for scenario analysis only
R1376,Academic/Researcher,Plateau,3,3,4,2,5,4,2,2024,Synthetic survey; use for scenario analysis only
R1377,Academic/Researcher,Edo,4,2,4,3,4,5,3,2024,Synthetic survey; use for scenario analysis only
R1378,Academic/Researcher,Borno,3,3,3,3,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1379,Industrial Manager,Plateau,3,4,3,3,2,4,4,2024,Synthetic survey; use for scenario analysis only
R1380,Industrial Manager,Yobe,2,4,4,5,5,2,3,2024,Synthetic survey; use for scenario analysis only
R1381,Industrial Manager,Kogi,5,4,2,4,2,2,2,2024,Synthetic survey; use for scenario analysis only
R1382,Industrial Manager,Katsina,2,4,3,3,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1383,DisCo Official,Katsina,4,4,3,5,2,4,2,2024,Synthetic survey; use for scenario analysis only
R1384,DisCo Official,Yobe,3,2,4,2,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1385,Industrial Manager,Sokoto,3,3,5,4,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1386,Industrial Manager,Taraba,4,5,4,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1387,Investor,Ogun,3,2,4,4,2,1,5,2024,Synthetic survey; use for scenario analysis only
R1388,Community Leader,Katsina,4,3,4,4,4,5,3,2024,Synthetic survey; use for scenario analysis only
R1389,Community Leader,Borno,3,3,4,5,4,1,5,2024,Synthetic survey; use for scenario analysis only
R1390,DisCo Official,Nasarawa,3,3,4,3,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1391,Academic/Researcher,Kano,4,5,4,3,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1392,Community Leader,Plateau,3,3,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1393,Investor,FCT,3,3,4,5,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1394,Investor,Nasarawa,4,3,4,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1395,Community Leader,Bayelsa,2,2,5,5,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1396,Community Leader,Bayelsa,5,3,2,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1397,Academic/Researcher,Akwa Ibom,2,2,5,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1398,DisCo Official,Edo,3,2,4,3,2,4,4,2024,Synthetic survey; use for scenario analysis only
R1399,Industrial Manager,FCT,3,4,3,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1400,Academic/Researcher,Ebonyi,4,4,5,5,4,2,4,2024,Synthetic survey; use for scenario analysis only
R1401,Academic/Researcher,Ebonyi,3,2,5,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1402,Policymaker,Zamfara,3,3,4,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1403,Policymaker,Zamfara,3,2,3,3,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1404,Investor,Osun,2,1,4,2,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1405,Investor,Edo,4,3,4,4,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1406,Policymaker,Taraba,3,4,1,4,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1407,Policymaker,Osun,3,2,3,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1408,Community Leader,Ekiti,2,1,3,3,2,3,4,2024,Synthetic survey; use for scenario analysis only
R1409,Policymaker,Kwara,3,2,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1410,Academic/Researcher,Niger,2,3,4,3,3,2,4,2024,Synthetic survey; use for scenario analysis only
R1411,Community Leader,Ondo,4,3,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1412,Academic/Researcher,Ekiti,2,3,4,3,5,3,2,2024,Synthetic survey; use for scenario analysis only
R1413,Academic/Researcher,Sokoto,3,1,3,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1414,Industrial Manager,Katsina,3,4,3,3,1,3,3,2024,Synthetic survey; use for scenario analysis only
R1415,Academic/Researcher,Katsina,2,2,2,4,3,4,1,2024,Synthetic survey; use for scenario analysis only
R1416,Community Leader,Ebonyi,2,2,4,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1417,DisCo Official,Gombe,4,3,4,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1418,Community Leader,Adamawa,4,1,2,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1419,Industrial Manager,Plateau,4,3,5,2,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1420,Policymaker,Delta,4,4,5,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1421,Industrial Manager,Kogi,2,2,5,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1422,DisCo Official,Sokoto,3,3,3,3,4,2,2,2024,Synthetic survey; use for scenario analysis only
R1423,DisCo Official,Ondo,4,3,3,5,2,2,3,2024,Synthetic survey; use for scenario analysis only
R1424,Academic/Researcher,Abia,3,3,3,2,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1425,Investor,Jigawa,3,2,4,2,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1426,Investor,Imo,5,2,3,3,5,4,3,2024,Synthetic survey; use for scenario analysis only
R1427,Investor,Katsina,4,2,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1428,Academic/Researcher,Gombe,3,3,2,4,3,4,1,2024,Synthetic survey; use for scenario analysis only
R1429,Academic/Researcher,Bauchi,4,4,4,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1430,Investor,Cross River,3,4,5,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1431,Investor,FCT,3,5,3,4,4,5,3,2024,Synthetic survey; use for scenario analysis only
R1432,Investor,Edo,2,2,4,2,2,2,3,2024,Synthetic survey; use for scenario analysis only
R1433,Industrial Manager,Edo,4,3,4,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1434,DisCo Official,FCT,2,3,5,2,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1435,Policymaker,Imo,4,1,2,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1436,Industrial Manager,Plateau,3,2,5,2,2,5,4,2024,Synthetic survey; use for scenario analysis only
R1437,Investor,Ondo,4,3,5,4,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1438,Industrial Manager,Zamfara,2,3,5,2,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1439,Policymaker,Katsina,2,2,4,4,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1440,Policymaker,Osun,2,3,3,4,4,2,4,2024,Synthetic survey; use for scenario analysis only
R1441,Community Leader,Katsina,2,4,4,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1442,Community Leader,Enugu,3,4,4,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1443,DisCo Official,Yobe,3,3,3,3,1,4,2,2024,Synthetic survey; use for scenario analysis only
R1444,DisCo Official,Benue,3,4,4,3,3,4,5,2024,Synthetic survey; use for scenario analysis only
R1445,Community Leader,Niger,1,3,3,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R1446,Academic/Researcher,Kaduna,2,2,4,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1447,Industrial Manager,Ondo,3,4,5,3,5,2,2,2024,Synthetic survey; use for scenario analysis only
R1448,Policymaker,Jigawa,2,2,3,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1449,Investor,Zamfara,4,3,3,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1450,Academic/Researcher,Benue,3,2,4,3,4,1,3,2024,Synthetic survey; use for scenario analysis only
R1451,Investor,Jigawa,4,4,4,5,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1452,Community Leader,Abia,2,2,5,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1453,DisCo Official,Taraba,4,4,4,5,3,3,5,2024,Synthetic survey; use for scenario analysis only
R1454,Academic/Researcher,Rivers,4,2,5,2,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1455,Community Leader,Kaduna,4,3,4,3,1,4,4,2024,Synthetic survey; use for scenario analysis only
R1456,Academic/Researcher,Ebonyi,4,2,3,4,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1457,Policymaker,Kaduna,3,3,4,3,4,2,2,2024,Synthetic survey; use for scenario analysis only
R1458,Investor,Lagos,4,2,3,3,2,3,5,2024,Synthetic survey; use for scenario analysis only
R1459,Industrial Manager,Kaduna,2,5,5,4,3,2,1,2024,Synthetic survey; use for scenario analysis only
R1460,Community Leader,Delta,3,3,4,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1461,Industrial Manager,Niger,3,3,3,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1462,Industrial Manager,Enugu,2,3,4,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1463,Academic/Researcher,Adamawa,5,3,4,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1464,Academic/Researcher,Katsina,4,2,5,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1465,Investor,Niger,3,3,3,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1466,DisCo Official,Rivers,2,3,3,4,4,5,2,2024,Synthetic survey; use for scenario analysis only
R1467,DisCo Official,Jigawa,2,2,4,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1468,Industrial Manager,Kaduna,4,2,4,5,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1469,Industrial Manager,Akwa Ibom,3,3,4,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1470,Community Leader,Kano,4,3,4,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1471,Academic/Researcher,Adamawa,3,3,4,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1472,Policymaker,Ebonyi,2,4,3,2,2,2,1,2024,Synthetic survey; use for scenario analysis only
R1473,Industrial Manager,Benue,4,2,2,2,5,3,3,2024,Synthetic survey; use for scenario analysis only
R1474,Academic/Researcher,Ebonyi,4,4,4,2,1,3,2,2024,Synthetic survey; use for scenario analysis only
R1475,DisCo Official,Niger,3,2,4,3,4,4,5,2024,Synthetic survey; use for scenario analysis only
R1476,Community Leader,Borno,2,4,3,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1477,Industrial Manager,Borno,4,4,4,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1478,Investor,Delta,2,3,4,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1479,Community Leader,Abia,3,3,5,4,3,4,1,2024,Synthetic survey; use for scenario analysis only
R1480,Industrial Manager,Jigawa,3,4,3,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1481,Academic/Researcher,Ogun,2,2,4,2,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1482,Policymaker,Taraba,3,3,5,3,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1483,DisCo Official,Niger,3,4,3,4,3,5,3,2024,Synthetic survey; use for scenario analysis only
R1484,Academic/Researcher,Niger,2,2,4,2,2,3,4,2024,Synthetic survey; use for scenario analysis only
R1485,Policymaker,Ondo,3,1,4,4,1,3,2,2024,Synthetic survey; use for scenario analysis only
R1486,Academic/Researcher,Ebonyi,2,3,3,5,3,4,2,2024,Synthetic survey; use for scenario analysis only
R1487,Policymaker,Borno,4,3,2,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1488,Investor,Kebbi,2,2,4,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1489,Policymaker,FCT,2,2,3,1,3,5,3,2024,Synthetic survey; use for scenario analysis only
R1490,Community Leader,Abia,4,5,2,4,2,4,2,2024,Synthetic survey; use for scenario analysis only
R1491,DisCo Official,Gombe,3,2,4,5,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1492,Community Leader,Edo,3,3,2,4,4,5,4,2024,Synthetic survey; use for scenario analysis only
R1493,Investor,Nasarawa,4,3,3,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1494,Academic/Researcher,Akwa Ibom,2,2,1,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1495,Policymaker,Taraba,3,2,2,2,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1496,Policymaker,Bayelsa,3,2,4,5,4,3,1,2024,Synthetic survey; use for scenario analysis only
R1497,Policymaker,Lagos,3,2,4,3,3,5,3,2024,Synthetic survey; use for scenario analysis only
R1498,Policymaker,Benue,3,3,4,4,2,4,2,2024,Synthetic survey; use for scenario analysis only
R1499,Academic/Researcher,Edo,2,3,2,5,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1500,Policymaker,Edo,2,3,3,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
