sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n,effective_energy_j,energy_density_j_mm2,peak_temperature_c,fused_area_mm2,nugget_diameter_mm,porosity_pct,spatter_mass_mg,intermetallic_thickness_um,hardness_hv,bond_integrity_score,immediate_shear_strength_n,joint_resistance_mohm,cycles_to_failure,resistance_growth_pct_1000,retained_strength_pct_1000,delamination_probability,failure_mode
2712,Copper,Aluminum,79.294,tin_plated,RSW,3.642,6.343,35.12,,,,,,,,,,13.499287,3.737593,211.589273,132.931084,114.97923,3170.936837,25358.596834,1097.90327,3303026.538,23.097296,5.42295,35.0,25.0,12.0,350.0,0.0,677.78384,4.037747,73,16.632684,37.668471,0.994572,interfacial_delamination
2713,Copper,Aluminum,94.233,bare,USW,7.567,4.548,23.905,1977.750411,38.453148,696.534083,244.826302,,,,,,,,,,,,284.12492,8.256842,20926.353,34.198892,6.598741,35.0,6.755873,4.956661,350.0,0.160597,1139.885161,3.20515,787,18.962938,44.655177,0.779892,interfacial_delamination
2714,Copper,Aluminum,95.594,bare,USW,4.866,7.381,28.253,1434.223174,16.691488,450.312982,252.238545,,,,,,,,,,,,146.037701,4.065924,10174.687,30.195002,6.200441,5.046643,0.138552,2.609063,314.237442,0.622272,1609.478009,1.466106,2487,13.039457,75.77833,0.196243,tearing
2715,Copper,Nickel,134.897,tin_plated,RSW,4.972,2.0,38.169,,,,,,,,,,10.920633,1.368326,267.794272,50.0,97.892482,2662.171656,60586.626337,6092.383269,8652320.204,9.944651,3.55836,35.0,25.0,12.0,350.0,0.0,360.875691,7.314405,240,14.402686,43.768286,0.991629,interfacial_delamination
2716,Aluminum,StainlessSteel,100.528,silver_plated,Laser,3.364,7.25,48.801,,,,,100.0,5.0,0.0,0.0,0.293975,,,,,,,475.301283,19.490437,45497.986,23.304718,5.447246,35.0,25.0,12.0,350.0,0.0,683.14483,15.221719,133,15.510038,38.43177,1.0,interfacial_delamination
2717,Aluminum,Nickel,139.275,tin_plated,RSW,7.876,9.169,60.88,,,,,,,,,,9.546453,3.459403,224.909123,76.84728,103.860073,2276.222134,8395.963164,116.260302,191315.534,72.21694,9.589028,35.0,25.0,12.0,350.0,0.0,2001.469501,3.767419,209,16.240299,41.240296,0.912305,interfacial_delamination
2718,Copper,Aluminum,72.413,tin_plated,RSW,2.764,7.06,55.101,,,,,,,,,,9.003787,2.387807,50.0,118.737149,91.561935,2348.892566,2450.170333,125.57422,413742.402,19.51173,4.984286,35.0,25.0,12.0,350.0,0.0,576.061188,4.076008,337,18.392711,31.488844,0.947182,interfacial_delamination
2719,Copper,Copper,148.219,nickel_plated,RSW,4.339,3.061,48.27,,,,,,,,,,12.492479,2.929768,162.210806,71.119372,71.822337,1127.501425,11969.866541,901.099452,1234169.209,11.909748,3.894093,35.0,25.0,12.0,350.0,0.0,362.544891,3.904895,280,17.015766,37.754702,0.97982,interfacial_delamination
2720,Copper,Copper,138.368,nickel_plated,RSW,4.846,7.499,20.0,,,,,,,,,,18.011684,2.397215,197.593896,60.335965,114.564321,1804.450868,13167.418019,362.355351,531620.299,36.13154,6.782633,35.0,25.0,12.0,350.0,0.0,1042.968612,3.470672,197,13.802806,41.140416,0.988015,interfacial_delamination
2721,Copper,Copper,165.628,tin_plated,USW,6.887,7.214,64.234,850.337121,23.813857,949.270052,400.739092,,,,,,,,,,,,195.815703,3.941278,4894.721,46.267919,7.675294,3.396081,0.374274,0.143074,178.326629,0.736824,1951.074412,0.812127,2978,8.207186,82.967354,0.112155,mixed
2722,Aluminum,Nickel,117.17,brushed,USW,2.0,5.679,26.212,758.332434,41.358789,810.986428,558.742172,,,,,,,,,,,,237.415283,20.902038,40898.158,11.358475,3.802902,35.0,25.0,10.145249,350.0,0.0,372.068114,6.76825,158,15.636232,37.22887,0.958443,interfacial_delamination
2723,Copper,Nickel,94.47,tin_plated,RSW,9.077,3.438,27.698,,,,,,,,,,12.038411,2.710939,50.0,109.842516,145.830591,2335.161713,5566.635462,178.358359,361726.849,31.210398,6.303833,35.0,25.0,12.0,350.0,0.0,906.931274,4.351695,268,18.716297,36.997771,0.9486,interfacial_delamination
2724,Aluminum,StainlessSteel,72.788,brushed,USW,6.091,3.889,48.403,809.94564,22.512904,576.267474,322.633989,,,,,,,,,,,,131.651434,5.558869,17951.212,22.109625,5.305737,20.333677,0.825365,2.721349,350.0,0.589161,1181.643589,15.782681,2091,15.991542,76.926956,0.311289,porosity_cracking
2725,Aluminum,Nickel,122.031,nickel_plated,USW,7.849,5.772,24.652,1803.390176,41.959436,404.922784,323.490697,,,,,,,,,,,,255.551752,5.640894,10615.516,40.614348,7.191091,16.543961,0.193514,2.903333,326.657285,0.597438,2088.255661,2.167248,2014,12.725603,86.059106,0.293009,mixed
2726,Copper,Aluminum,93.41,tin_plated,RSW,4.046,4.194,66.171,,,,,,,,,,12.502106,1.514914,170.084265,109.606145,143.734629,1563.856868,13440.825076,792.145685,2023076.865,16.281541,4.553054,35.0,25.0,12.0,350.0,0.0,504.554373,4.189531,64,18.816717,32.630723,0.976125,interfacial_delamination
2727,Copper,Aluminum,179.454,graphite_coated,USW,2.458,6.394,45.743,1256.590839,29.99433,932.520164,215.110347,,,,,,,,,,,,170.983033,10.877637,14505.709,15.718767,4.473674,35.0,18.282675,5.919781,350.0,0.055527,502.259611,4.61636,450,17.532312,47.061342,0.834784,interfacial_delamination
2728,Copper,Aluminum,89.312,bare,USW,7.943,5.71,53.396,1637.501687,39.796747,350.783933,328.355191,,,,,,,,,,,,241.02661,5.313671,14246.255,39.793249,7.118029,15.894857,1.018198,3.673468,350.0,0.454302,1735.308104,1.986997,1742,15.500166,66.45692,0.420434,mixed
2729,Copper,StainlessSteel,133.565,silver_plated,Laser,4.805,6.22,32.148,,,,,657.230317,15.271767,0.0,0.0,0.220471,,,,,,,2372.587246,79.387009,113580.525,29.886341,6.168669,35.0,25.0,12.0,350.0,0.0,879.088734,12.443707,50,15.121827,47.669122,1.0,interfacial_delamination
2730,Copper,Aluminum,84.807,bare,USW,3.107,7.609,65.297,1149.662479,22.551054,737.177875,230.73991,,,,,,,,,,,,146.397113,6.193088,17485.778,23.288221,5.445318,26.533119,0.197855,4.736448,350.0,0.254319,827.07537,3.103027,1175,13.779532,61.613439,0.658834,interfacial_delamination
2731,Copper,Nickel,191.308,brushed,Laser,5.299,5.724,26.373,,,,,899.450463,53.273689,135.225482,1.015351,0.061316,,,,,,,4186.165161,137.997247,138218.462,30.335135,6.214812,35.0,25.0,12.0,350.0,0.0,895.518119,4.523333,50,17.943898,47.405718,0.95641,interfacial_delamination
2732,Copper,Copper,121.623,tin_plated,USW,7.821,3.871,63.631,1826.542196,45.337403,740.907026,170.656092,,,,,,,,,,,,146.695697,4.845328,8150.784,28.694016,6.044366,10.061739,0.394123,0.840209,251.825549,0.713123,1417.100594,1.476035,2909,7.848337,88.3355,0.181704,tearing
2733,Copper,Titanium,214.3,silver_plated,RSW,6.969,8.452,36.222,,,,,,,,,,17.039227,4.07146,86.101635,80.12516,70.040361,1445.756963,37819.507851,642.116289,735898.586,55.474558,8.404308,35.0,25.0,12.0,350.0,0.0,1551.645899,6.130908,241,19.306839,33.966626,0.904902,interfacial_delamination
2734,Copper,Copper,147.382,brushed,RSW,6.976,4.126,20.0,,,,,,,,,,18.655686,2.926446,180.349503,107.31566,127.671443,992.982837,13036.017809,452.924815,623854.457,25.323929,5.67833,35.0,25.0,12.0,350.0,0.0,759.460633,3.64325,228,16.753242,32.436628,0.964342,interfacial_delamination
2735,Copper,Aluminum,59.593,bare,RSW,7.091,8.655,58.137,,,,,,,,,,11.640826,2.80592,167.233373,118.758272,67.561129,2350.595974,4920.32161,80.164393,320961.626,61.377894,8.840179,35.0,25.0,12.0,350.0,0.0,1721.752823,3.24951,65,17.692582,33.240309,0.932342,interfacial_delamination
2736,Copper,Copper,113.202,brushed,USW,3.765,6.602,34.231,2281.611894,47.126425,1078.70872,219.446097,,,,,,,,,,,,240.659695,9.682038,17396.302,24.856306,5.625658,35.0,13.332511,1.473356,350.0,0.519487,1364.906606,3.192465,1810,11.401224,64.107558,0.544214,porosity_cracking
2737,Copper,Copper,149.482,silver_plated,Laser,6.522,5.947,20.0,,,,,751.157506,62.190168,378.975174,0.644499,0.213185,,,,,,,1224.610582,31.57376,42897.141,38.785706,7.027339,35.0,25.0,7.661418,350.0,0.0,1085.731251,2.949629,220,11.577083,41.59729,0.90236,interfacial_delamination
2738,Aluminum,Nickel,131.837,tin_plated,USW,5.695,11.086,57.399,616.827645,25.460404,409.583196,201.483408,,,,,,,,,,,,57.780086,0.915147,1647.801,26.222586,5.778203,13.257647,0.0,0.931146,122.9818,0.263802,1324.429503,2.286163,1191,20.565655,63.081017,0.191179,tearing
2739,Copper,Copper,120.635,brushed,USW,7.164,2.946,20.0,1854.697664,12.999152,459.587614,392.23469,,,,,,,,,,,,274.682182,13.014575,21920.086,19.85328,5.027721,35.0,25.0,1.160964,350.0,0.476996,1048.332076,3.287876,1662,12.628655,72.671211,0.516992,porosity_cracking
2740,Aluminum,StainlessSteel,89.468,brushed,RSW,5.315,4.774,51.13,,,,,,,,,,10.572435,1.422893,261.491525,117.670525,131.752124,1599.478116,150542.94242,5933.081648,15545543.25,24.48218,5.58316,35.0,25.0,12.0,350.0,0.0,695.667333,16.010038,123,20.327955,49.901584,0.965712,interfacial_delamination
2741,Copper,StainlessSteel,163.901,brushed,Laser,5.982,3.46,20.0,,,,,623.691197,27.157468,169.264366,1.628111,0.119129,,,,,,,2305.972979,111.39076,129854.599,20.701654,5.13402,35.0,25.0,12.0,350.0,0.0,615.999013,18.5144,106,13.957757,23.82792,0.954463,interfacial_delamination
2742,Copper,Aluminum,101.462,brushed,USW,4.106,6.617,26.279,1480.876533,39.188872,379.727323,297.659551,,,,,,,,,,,,202.449014,7.451581,17546.179,24.854451,5.625448,35.0,5.798593,5.326451,350.0,0.045555,781.579925,3.366983,426,20.667291,48.263532,0.854628,interfacial_delamination
2743,Copper,Nickel,174.991,tin_plated,Laser,5.304,6.322,28.055,,,,,542.983274,47.458306,0.0,0.0,0.131727,,,,,,,1119.231012,33.37844,36570.363,33.531555,6.534042,35.0,25.0,12.0,350.0,0.0,955.256094,4.31124,124,14.333,38.106654,0.950475,interfacial_delamination
2744,Aluminum,Nickel,122.916,nickel_plated,USW,6.258,2.015,20.0,1374.265194,15.78899,645.704267,154.203625,,,,,,,,,,,,88.43246,7.01382,13093.748,12.279911,3.954146,35.0,3.187955,3.969567,350.0,0.254012,504.614313,6.33161,1031,12.676302,48.191712,0.756688,interfacial_delamination
2745,Copper,Copper,142.603,nickel_plated,Laser,6.38,5.309,75.492,,,,,791.731517,50.874131,0.0,0.0,0.175493,,,,,,,1277.335268,37.713197,53760.4,33.869716,6.566907,35.0,25.0,9.77498,350.0,0.0,945.428821,3.396986,127,16.133565,35.014851,0.960878,interfacial_delamination
2746,Copper,Aluminum,167.197,brushed,Laser,3.565,4.476,29.655,,,,,828.555714,16.476571,0.0,0.0,0.229211,,,,,,,1501.757575,94.118642,134316.554,15.956006,4.507307,35.0,25.0,12.0,350.0,0.0,506.742346,4.496753,178,18.482601,38.861504,0.956011,interfacial_delamination
2747,Copper,Copper,64.579,tin_plated,Laser,8.0,7.388,20.0,,,,,908.319794,50.749596,0.0,0.0,0.080568,,,,,,,5716.814669,96.723445,304057.296,59.104746,8.674935,35.0,25.0,12.0,350.0,0.0,1634.686768,3.242541,295,16.753307,35.254459,0.940202,interfacial_delamination
2748,Copper,Aluminum,134.999,bare,USW,2.0,9.466,20.0,1764.297817,29.207579,801.529803,354.103859,,,,,,,,,,,,402.52003,21.260769,37589.402,18.932525,4.909749,35.0,25.0,12.0,350.0,0.0,550.891318,4.240243,153,11.402789,37.19556,0.934069,interfacial_delamination
2749,Aluminum,Aluminum,96.544,silver_plated,USW,8.039,5.506,20.0,1356.032207,26.722401,590.688843,354.407884,,,,,,,,,,,,268.262337,6.060403,18272.39,41.959416,7.309199,22.530394,2.030643,1.171595,350.0,0.570646,2167.12408,2.290729,1959,8.796725,74.578307,0.307607,porosity_cracking
2750,Aluminum,Aluminum,227.448,silver_plated,RSW,5.898,4.244,54.563,,,,,,,,,,10.45354,3.416573,154.620667,87.354597,128.112858,1742.846755,8361.921165,334.048397,427094.443,24.674793,5.60508,35.0,25.0,12.0,350.0,0.0,680.751967,3.664336,50,13.531748,43.801662,0.937642,interfacial_delamination
2751,Copper,StainlessSteel,156.799,tin_plated,Laser,4.598,3.559,21.986,,,,,970.010867,82.04195,0.0,0.0,0.167136,,,,,,,508.344481,31.059872,37864.414,16.366599,4.564932,35.0,25.0,12.0,350.0,0.0,479.071168,23.939051,211,15.726401,36.598585,0.922987,interfacial_delamination
2752,Copper,Titanium,178.295,brushed,Laser,8.909,6.562,84.645,,,,,716.259817,26.041323,251.425293,0.312112,0.146066,,,,,,,5079.827319,86.891011,119770.153,58.462058,8.627642,35.0,25.0,12.0,350.0,0.0,1613.796241,6.721682,116,17.279432,35.032341,0.918204,interfacial_delamination
2753,Copper,Copper,96.304,brushed,Laser,3.466,4.456,20.0,,,,,296.172626,50.967662,0.0,0.0,0.259257,,,,,,,112.383238,7.275845,15356.513,15.092936,4.383711,35.0,6.773508,2.157655,350.0,0.418618,881.585856,3.511497,1421,11.280111,57.806055,0.600977,porosity_cracking
2754,Copper,Copper,122.102,brushed,RSW,8.059,5.188,36.835,,,,,,,,,,6.017722,2.330256,253.898438,102.828941,72.201168,1182.496848,1332.594634,31.873576,53026.847,37.791475,6.936685,35.0,25.0,6.7919,350.0,0.0,1087.84592,3.063972,50,13.61152,39.730041,0.890704,interfacial_delamination
2755,Copper,Nickel,137.327,nickel_plated,USW,4.668,5.372,28.898,1719.421146,27.573016,890.825307,386.5544,,,,,,,,,,,,434.311564,17.322307,24194.405,25.072386,5.650058,35.0,25.0,6.864228,350.0,0.0,707.533958,4.31336,323,16.827094,39.998207,0.878732,interfacial_delamination
2756,Aluminum,Nickel,118.525,brushed,Laser,6.861,5.276,33.857,,,,,181.039057,51.933128,87.342935,0.315774,0.332576,,,,,,,131.232197,3.625334,7041.807,28.651341,6.039869,9.283421,0.667141,3.609756,263.476073,0.434147,1285.625782,2.682019,1662,14.995258,67.827878,0.352476,mixed
2757,Aluminum,Titanium,173.585,nickel_plated,Laser,6.922,6.426,53.044,,,,,605.489518,30.794346,164.742177,1.066038,0.248926,,,,,,,1800.73288,40.483058,73477.2,44.317433,7.511771,35.0,25.0,12.0,350.0,0.0,1258.435973,7.803819,232,15.149248,35.675784,0.9981,interfacial_delamination
2758,Copper,StainlessSteel,132.224,oxide_heavy,USW,5.586,7.13,37.799,1148.798383,24.113386,979.905731,269.689496,,,,,,,,,,,,191.617515,4.811718,6989.876,39.393854,7.082218,12.035808,0.893039,2.167658,245.053421,0.70045,2136.635925,19.024465,2645,7.002594,82.638493,0.205613,pullout
2759,Copper,Aluminum,130.803,bare,Laser,7.43,8.941,55.305,,,,,175.469871,44.8716,226.234528,1.04025,0.218734,,,,,,,831.679623,12.519197,22887.27,66.432347,9.196972,35.0,25.0,12.0,350.0,0.0,1851.219834,3.288307,171,14.746587,35.88595,0.970457,interfacial_delamination
2760,Copper,Copper,62.207,graphite_coated,USW,7.233,4.406,20.0,2233.195962,39.494936,1282.444411,239.29149,,,,,,,,,,,,381.374365,11.967538,39072.987,31.867404,6.369838,35.0,22.884831,1.78464,350.0,0.427466,1776.902244,3.247113,1521,14.376557,65.477339,0.57259,porosity_cracking
2761,Aluminum,StainlessSteel,198.285,nickel_plated,Laser,3.328,4.666,26.81,,,,,575.882054,56.059157,0.0,0.0,0.18514,,,,,,,337.118708,21.714057,25697.963,15.525367,4.446067,35.0,25.0,12.0,350.0,0.0,478.709002,24.05348,155,13.823371,43.238424,0.938705,interfacial_delamination
2762,Copper,Aluminum,139.338,silver_plated,USW,4.336,5.591,38.741,1675.595195,31.008047,1007.233856,290.942537,,,,,,,,,,,,347.558454,14.337061,24584.579,24.24196,5.555702,35.0,25.0,9.030795,350.0,0.0,705.803696,3.893001,216,18.598942,36.69155,0.919387,interfacial_delamination
2763,Aluminum,StainlessSteel,90.605,tin_plated,RSW,2.779,8.481,43.528,,,,,,,,,,8.726568,3.723042,162.698052,96.524398,67.616747,968.085783,74355.774685,3155.33433,8163785.307,20.665971,5.129594,35.0,25.0,12.0,350.0,0.0,621.683395,17.918379,292,20.16399,34.916674,0.972848,interfacial_delamination
2764,Aluminum,Nickel,92.925,nickel_plated,RSW,6.822,4.169,63.723,,,,,,,,,,11.635525,2.95591,76.456237,107.136963,73.049631,2012.006066,9088.286043,319.519567,787867.938,28.443598,6.017933,35.0,25.0,12.0,350.0,0.0,810.179211,4.51022,87,14.651242,32.72083,0.973784,interfacial_delamination
2765,Copper,Aluminum,120.915,bare,Laser,9.764,6.794,40.939,,,,,410.949502,45.380374,252.876803,0.497802,0.109738,,,,,,,2522.432301,38.024512,75059.712,66.337007,9.19037,35.0,25.0,12.0,350.0,0.0,1823.598966,3.604209,402,17.482558,29.755305,0.982121,interfacial_delamination
2766,Aluminum,Nickel,176.943,bare,USW,3.065,2.962,39.974,1112.156667,38.207489,582.621426,272.775279,,,,,,,,,,,,150.816248,16.614783,21553.752,8.810796,3.349366,35.0,25.0,8.054007,350.0,0.0,303.473606,8.533713,198,20.101982,41.460173,0.918358,interfacial_delamination
2767,Aluminum,Nickel,168.537,brushed,USW,6.581,5.348,65.129,1150.082461,31.636895,787.343143,329.803532,,,,,,,,,,,,232.160319,6.596374,9032.485,35.19514,6.694165,29.993025,3.403398,3.579919,302.306146,0.437237,1588.463014,3.490432,1476,14.993487,61.927622,0.547058,porosity_cracking
2768,Copper,StainlessSteel,165.996,brushed,Laser,8.512,7.869,20.0,,,,,172.161403,67.075414,0.0,0.0,0.229284,,,,,,,223.817058,3.341447,3865.559,56.472923,8.479597,7.355194,0.335907,2.914369,191.883615,0.655793,2873.363041,5.711875,2691,11.803828,85.844828,0.19925,mixed
2769,Copper,Aluminum,177.761,nickel_plated,USW,7.171,7.34,20.0,2081.408349,43.425421,772.149798,181.532069,,,,,,,,,,,,180.431882,3.427795,4620.072,45.031915,7.572081,8.75441,1.258469,2.833769,206.006658,0.702347,2322.798672,1.310162,2907,13.583009,75.409812,0.202098,tearing
2770,Copper,Nickel,95.262,nickel_plated,Laser,7.77,7.104,40.424,,,,,634.879598,70.014417,214.765455,0.299091,0.189758,,,,,,,1169.899679,21.195211,42665.623,55.196415,8.383213,35.0,25.0,12.0,350.0,0.0,1533.901445,3.727891,50,16.040726,30.680464,0.955932,interfacial_delamination
2771,Aluminum,Aluminum,140.222,nickel_plated,USW,4.147,3.301,20.0,2280.969995,31.317121,983.806315,117.037496,,,,,,,,,,,,188.743455,13.787315,28609.376,13.689645,4.174949,35.0,25.0,2.04674,350.0,0.45331,799.543307,4.386447,1525,10.119833,74.785238,0.547034,porosity_cracking
2772,Copper,Nickel,97.75,silver_plated,Laser,7.351,7.615,44.921,,,,,532.658673,32.976336,0.0,0.0,0.230499,,,,,,,1498.559494,26.769508,52510.047,55.980092,8.442515,35.0,25.0,12.0,350.0,0.0,1548.101485,3.731665,50,14.67419,36.52474,0.989566,interfacial_delamination
2773,Copper,Aluminum,109.539,oxide_heavy,RSW,4.789,7.28,33.252,,,,,,,,,,13.023798,3.815801,166.547088,59.913301,72.197957,2655.468382,25205.78011,723.021223,1574632.296,34.861743,6.662383,35.0,25.0,12.0,350.0,0.0,973.270756,4.255527,375,15.504255,32.147143,0.964308,interfacial_delamination
2774,Copper,Aluminum,88.652,brushed,Laser,7.469,7.908,63.187,,,,,125.080137,62.659192,0.0,0.0,0.225237,,,,,,,151.995062,2.573494,6988.2,44.19513,7.501399,4.822038,0.078732,3.545177,261.042387,0.581779,1968.172019,1.192725,2450,12.338061,75.152641,0.268229,mixed
2775,Copper,Nickel,78.822,nickel_plated,USW,4.099,6.465,20.0,1370.842648,19.296832,841.861641,318.647801,,,,,,,,,,,,223.827983,8.447363,20551.523,26.496788,5.808335,35.0,7.525929,2.845017,350.0,0.434423,1399.874392,4.041942,1648,14.232469,62.994253,0.611393,porosity_cracking
2776,Copper,Nickel,128.433,bare,Laser,5.499,6.778,48.639,,,,,643.041695,50.254883,261.682793,0.654047,0.178633,,,,,,,1366.388479,36.663214,54737.485,37.26865,6.888535,35.0,25.0,12.0,350.0,0.0,1054.33809,4.212243,95,12.954416,39.434018,0.941106,interfacial_delamination
2777,Copper,Copper,151.579,silver_plated,RSW,3.984,4.84,20.0,,,,,,,,,,10.964983,2.146089,91.319236,109.086799,98.855266,2827.00056,4214.286586,218.594206,292762.498,19.279041,4.954476,35.0,25.0,12.0,350.0,0.0,556.877586,3.791757,67,15.469579,37.594377,0.978821,interfacial_delamination
2778,Copper,Nickel,221.943,oxide_heavy,Laser,7.723,5.459,48.301,,,,,655.546147,46.258132,150.392875,1.014872,0.165887,,,,,,,1804.637022,42.802763,36995.103,42.161694,7.326796,35.0,25.0,12.0,350.0,0.0,1184.444245,5.103475,233,16.01214,31.446764,0.984086,interfacial_delamination
2779,Aluminum,Aluminum,135.654,graphite_coated,USW,7.866,7.191,37.735,790.742762,18.267411,1332.50165,296.342113,,,,,,,,,,,,120.285952,2.126677,4596.1,41.025292,7.22738,6.241449,0.619017,0.482321,176.955157,0.564997,1847.722537,1.183565,2485,9.171954,74.901828,0.097016,tearing
2780,Aluminum,Aluminum,86.852,brushed,USW,4.781,4.3,32.012,1557.704632,34.396376,1080.022984,363.65539,,,,,,,,,,,,436.40951,21.225472,71090.829,20.560651,5.116506,35.0,25.0,3.374247,350.0,0.401951,1008.093195,3.949886,1375,9.666632,60.353147,0.622911,porosity_cracking
2781,Copper,StainlessSteel,100.324,nickel_plated,Laser,8.581,6.313,35.04,,,,,249.359845,41.743004,0.0,0.0,0.247703,,,,,,,410.236835,7.573121,14455.967,53.576858,8.259308,35.0,5.656454,5.973235,350.0,0.0,1583.978927,8.813683,453,13.715083,39.920536,0.847132,interfacial_delamination
2782,Aluminum,Nickel,150.922,nickel_plated,USW,5.857,6.97,25.603,1764.290334,36.30475,829.004619,401.473538,,,,,,,,,,,,440.6002,10.793092,16410.66,40.822427,7.209489,35.0,16.815636,5.933194,350.0,0.005796,1193.73139,3.700238,398,15.74443,42.919186,0.847757,interfacial_delamination
2783,Copper,StainlessSteel,140.578,nickel_plated,USW,5.585,4.536,21.056,1302.983541,38.64892,529.772629,369.59509,,,,,,,,,,,,240.703537,9.50077,12932.171,24.211984,5.552266,35.0,12.262827,4.283958,350.0,0.305732,948.580039,15.123842,936,16.866662,47.006945,0.716633,interfacial_delamination
2784,Aluminum,Aluminum,94.132,graphite_coated,Laser,5.593,6.725,43.229,,,,,761.24671,34.801537,0.0,0.0,0.076582,,,,,,,4531.322127,120.472963,372170.687,37.612772,6.920265,35.0,25.0,12.0,350.0,0.0,1040.112591,4.007291,276,13.2461,40.297579,0.924529,interfacial_delamination
2785,Copper,Aluminum,109.734,tin_plated,USW,4.291,7.655,33.647,1746.109121,38.139895,367.982663,397.563748,,,,,,,,,,,,320.252853,9.748632,21226.347,30.200603,6.201016,35.0,11.670214,5.922903,350.0,0.0,902.392725,3.526276,251,18.623122,40.338382,0.838182,interfacial_delamination
2786,Copper,Nickel,93.916,nickel_plated,RSW,5.165,4.34,41.44,,,,,,,,,,11.15719,2.885921,185.350544,107.890807,50.0,1520.508503,19304.886583,861.346597,1757097.719,21.360764,5.21511,35.0,25.0,12.0,350.0,0.0,643.734078,4.838222,245,17.576751,39.90753,0.923986,interfacial_delamination
2787,Copper,Copper,179.651,oxide_heavy,USW,6.835,6.375,44.192,1207.686089,30.182142,553.415336,356.656055,,,,,,,,,,,,220.724943,5.065625,5768.073,39.786854,7.117457,18.387545,0.549525,0.954324,205.929493,0.5844,1995.594847,2.264942,2048,10.56081,68.743036,0.256506,porosity_cracking
