sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n
1055,Copper,Aluminum,101.908,bare,Laser,3.919,5.586,53.326,,,,,149.370824,6.009915,0.0,0.0,0.253351,,,,,,
1056,Aluminum,Nickel,135.031,nickel_plated,Laser,2.042,7.789,65.478,,,,,678.164629,50.000238,88.941563,1.135665,0.178559,,,,,,
1057,Aluminum,Nickel,75.166,tin_plated,USW,3.94,10.827,30.675,1581.256811,28.87686,974.82753,267.253116,,,,,,,,,,,
1058,Copper,Copper,87.836,silver_plated,Laser,3.879,10.671,24.209,,,,,722.847254,38.387339,277.590634,0.170008,0.31843,,,,,,
1059,Copper,Aluminum,95.11,silver_plated,USW,7.891,6.932,29.878,1500.236835,27.337498,857.990925,268.946052,,,,,,,,,,,
1060,Copper,Copper,66.462,nickel_plated,USW,11.246,5.839,34.932,886.188471,25.870491,1202.830357,139.318879,,,,,,,,,,,
1061,Aluminum,Aluminum,97.65,graphite_coated,Laser,4.776,3.792,32.665,,,,,487.480334,53.931116,261.81596,0.681198,0.117704,,,,,,
1062,Aluminum,Titanium,91.557,oxide_heavy,USW,6.027,6.304,66.006,1605.447045,38.144415,901.712712,275.545878,,,,,,,,,,,
1063,Copper,Aluminum,159.627,nickel_plated,RSW,6.594,5.516,20.141,,,,,,,,,,14.754974,2.434406,214.330927,75.551883,164.203809,1344.556243
1064,Copper,Aluminum,115.763,nickel_plated,USW,8.833,4.854,20.399,1256.083215,42.543156,1037.85115,50.0,,,,,,,,,,,
1065,Copper,Nickel,168.739,tin_plated,RSW,3.52,7.373,56.979,,,,,,,,,,7.920665,2.484195,152.707909,92.009061,98.28842,1466.088541
1066,Copper,Aluminum,131.287,nickel_plated,Laser,4.113,9.422,40.301,,,,,691.438968,37.956351,128.962573,0.335343,0.125015,,,,,,
1067,Copper,Copper,60.62,tin_plated,USW,6.862,5.008,27.274,1608.596487,30.885223,696.40178,250.242457,,,,,,,,,,,
1068,Copper,Copper,128.583,oxide_heavy,Laser,4.615,6.813,42.506,,,,,826.720682,61.557014,243.874756,1.622646,0.166895,,,,,,
1069,Copper,Nickel,112.307,tin_plated,USW,4.821,6.347,46.975,1358.9623,23.789983,366.11947,457.589972,,,,,,,,,,,
1070,Copper,StainlessSteel,91.696,nickel_plated,Laser,8.178,4.729,34.686,,,,,520.871177,34.4482,0.0,0.0,0.181222,,,,,,
1071,Copper,Aluminum,114.406,silver_plated,Laser,6.194,5.608,39.686,,,,,352.571957,7.727418,160.54282,0.449094,0.160298,,,,,,
1072,Aluminum,Aluminum,144.238,silver_plated,Laser,6.796,6.268,20.0,,,,,224.0896,23.877631,194.035404,0.920234,0.158632,,,,,,
1073,Copper,Copper,98.359,tin_plated,Laser,8.22,5.425,32.382,,,,,394.200445,31.243658,0.0,0.0,0.226621,,,,,,
1074,Copper,Aluminum,101.72,oxide_heavy,RSW,6.089,6.233,36.638,,,,,,,,,,12.501812,2.86047,197.189566,94.649294,107.234508,2015.947307
1075,Copper,StainlessSteel,72.857,brushed,USW,3.725,5.086,56.292,1989.74707,16.638332,924.278799,286.773323,,,,,,,,,,,
1076,Copper,StainlessSteel,185.446,bare,USW,5.682,8.121,20.0,2607.481384,39.617547,1196.423751,228.825909,,,,,,,,,,,
1077,Copper,Copper,164.096,bare,USW,8.369,3.878,20.0,1067.653428,43.821519,913.518503,421.174776,,,,,,,,,,,
1078,Copper,Aluminum,117.374,gold_plated,Laser,6.713,5.254,46.583,,,,,425.11578,31.573997,0.0,0.0,0.162303,,,,,,
1079,Copper,Aluminum,128.891,brushed,USW,2.356,5.619,28.727,1490.616933,20.376721,629.550623,471.735362,,,,,,,,,,,
1080,Copper,Aluminum,124.045,nickel_plated,Laser,3.33,2.0,57.936,,,,,991.895593,43.348478,242.085772,0.766712,0.106993,,,,,,
1081,Aluminum,StainlessSteel,148.213,nickel_plated,Laser,7.128,4.504,39.06,,,,,340.474131,33.408609,0.0,0.0,0.095772,,,,,,
1082,Copper,Aluminum,95.016,oxide_heavy,USW,4.554,8.279,43.548,1672.792988,40.78448,637.817366,494.758407,,,,,,,,,,,
1083,Copper,Copper,72.929,brushed,USW,6.501,2.0,22.271,1600.291059,29.002613,617.93047,295.170332,,,,,,,,,,,
1084,Copper,Copper,130.53,oxide_heavy,Laser,4.236,5.608,72.75,,,,,306.061935,5.0,248.747642,1.203513,0.445469,,,,,,
1085,Copper,Copper,133.548,nickel_plated,Laser,4.506,5.231,84.003,,,,,416.38504,38.724508,0.0,0.0,0.311448,,,,,,
1086,Aluminum,Titanium,57.446,tin_plated,USW,5.754,6.998,50.043,1084.28383,32.321585,687.836678,354.37942,,,,,,,,,,,
1087,Copper,Aluminum,164.241,graphite_coated,USW,7.677,5.501,32.493,1719.920784,30.528909,432.107469,50.0,,,,,,,,,,,
1088,Copper,Copper,145.336,nickel_plated,USW,6.758,6.316,72.863,1454.953901,46.068083,378.051908,458.269118,,,,,,,,,,,
1089,Copper,Aluminum,125.729,bare,Laser,6.508,4.659,20.0,,,,,446.59815,35.136965,225.432792,1.135198,0.201127,,,,,,
1090,Copper,StainlessSteel,149.68,tin_plated,RSW,8.576,8.195,75.385,,,,,,,,,,15.909157,2.680829,180.540755,50.0,61.244772,1802.219161
1091,Aluminum,Aluminum,175.084,nickel_plated,USW,7.484,6.894,20.0,1916.671709,20.385705,748.349681,300.568843,,,,,,,,,,,
1092,Aluminum,Titanium,84.366,bare,USW,3.362,5.201,52.361,1255.952449,30.075928,701.231931,189.404838,,,,,,,,,,,
1093,Copper,StainlessSteel,130.646,tin_plated,Laser,5.641,2.728,45.408,,,,,474.640181,33.146761,0.0,0.0,0.130682,,,,,,
1094,Copper,Nickel,157.734,gold_plated,RSW,7.82,4.663,45.25,,,,,,,,,,12.656413,1.240188,236.754739,63.288565,134.009383,3022.282268
1095,Aluminum,Aluminum,111.287,nickel_plated,Laser,3.985,4.434,43.767,,,,,404.513897,5.0,0.0,0.0,0.247294,,,,,,
1096,Copper,Aluminum,123.881,graphite_coated,Laser,2.765,5.596,38.145,,,,,605.026197,36.934712,206.389939,0.678445,0.178424,,,,,,
1097,Aluminum,Titanium,97.017,brushed,RSW,5.751,5.596,67.846,,,,,,,,,,11.58106,3.152362,163.98503,75.636846,101.39628,1559.145537
1098,Aluminum,Titanium,74.269,oxide_heavy,Laser,7.204,4.886,54.897,,,,,100.0,40.060931,0.0,0.0,0.202747,,,,,,
1099,Copper,Nickel,88.815,bare,Laser,8.944,9.951,36.133,,,,,687.87486,54.702506,0.0,0.0,0.223076,,,,,,
1100,Aluminum,Nickel,160.143,silver_plated,RSW,6.516,7.032,42.159,,,,,,,,,,2.668598,3.642798,216.673585,92.743022,76.893725,1717.850479
1101,Aluminum,Titanium,147.403,nickel_plated,Laser,8.089,6.91,52.38,,,,,499.559003,37.998896,0.0,0.0,0.134093,,,,,,
1102,Aluminum,Titanium,155.316,gold_plated,RSW,7.384,5.296,44.993,,,,,,,,,,14.674533,2.89048,251.574901,72.355248,98.332638,2156.936448
1103,Aluminum,Aluminum,124.035,bare,RSW,6.324,3.032,35.689,,,,,,,,,,11.770969,2.925483,297.581164,97.541186,76.647819,2175.3185
1104,Copper,Aluminum,134.474,nickel_plated,Laser,9.267,5.263,33.835,,,,,584.872681,40.98992,0.0,0.0,0.103515,,,,,,
1105,Copper,Aluminum,171.981,brushed,USW,9.744,6.272,35.882,2302.673118,36.931719,447.136035,396.207418,,,,,,,,,,,
1106,Aluminum,StainlessSteel,166.255,brushed,USW,9.513,2.0,24.637,1445.920333,19.293352,774.869114,328.933867,,,,,,,,,,,
1107,Copper,Aluminum,125.184,brushed,RSW,4.265,7.969,33.777,,,,,,,,,,9.268248,1.832119,193.312441,167.825682,126.958665,1985.804225
1108,Aluminum,Aluminum,96.772,silver_plated,USW,9.099,10.098,37.78,1337.624474,28.929235,238.097892,229.72572,,,,,,,,,,,
1109,Aluminum,Aluminum,112.576,silver_plated,Laser,4.658,7.208,45.22,,,,,395.60837,25.709104,171.096942,1.205696,0.191538,,,,,,
1110,Copper,Nickel,127.065,nickel_plated,USW,7.321,8.68,45.733,1752.524665,33.952573,649.020155,321.169331,,,,,,,,,,,
1111,Copper,StainlessSteel,140.191,tin_plated,RSW,7.944,2.485,31.497,,,,,,,,,,7.906671,2.673748,144.819686,136.287362,92.211744,1607.103432
1112,Copper,Aluminum,97.083,gold_plated,RSW,4.684,3.327,20.0,,,,,,,,,,11.729357,2.111653,176.595844,50.0,60.319771,1903.673655
1113,Copper,Aluminum,147.2,oxide_heavy,USW,4.48,4.674,20.0,1759.001415,27.614977,596.983617,465.219245,,,,,,,,,,,
1114,Aluminum,StainlessSteel,96.58,bare,Laser,8.671,8.298,39.893,,,,,444.516588,55.42696,339.436415,0.05,0.173972,,,,,,
1115,Aluminum,Titanium,176.062,bare,USW,7.538,5.276,31.035,1350.809044,29.809551,856.766722,157.231923,,,,,,,,,,,
1116,Aluminum,Aluminum,92.055,brushed,RSW,6.255,5.721,68.354,,,,,,,,,,4.589552,2.432634,126.122738,89.122884,50.0,2902.154014
1117,Copper,Aluminum,188.724,oxide_heavy,Laser,7.018,9.078,49.365,,,,,885.593476,8.745283,149.163291,0.179411,0.133599,,,,,,
1118,Copper,StainlessSteel,172.867,bare,Laser,6.333,4.918,39.732,,,,,593.793164,38.580368,221.313747,0.447891,0.182822,,,,,,
1119,Copper,StainlessSteel,59.527,gold_plated,USW,6.132,2.0,52.613,1690.860194,32.896293,484.380664,420.508161,,,,,,,,,,,
1120,Aluminum,Titanium,20.0,brushed,USW,9.499,2.832,45.119,1597.475533,33.466781,565.998378,241.595194,,,,,,,,,,,
1121,Aluminum,StainlessSteel,180.429,tin_plated,USW,5.682,4.756,21.303,1348.044843,29.662161,871.189771,398.123754,,,,,,,,,,,
1122,Aluminum,Nickel,153.121,graphite_coated,Laser,7.241,5.633,20.0,,,,,528.22363,65.702017,0.0,0.0,0.27283,,,,,,
1123,Aluminum,StainlessSteel,93.6,nickel_plated,USW,7.277,4.76,50.164,1557.727256,34.045952,322.853844,272.129862,,,,,,,,,,,
1124,Copper,Copper,123.47,nickel_plated,RSW,5.344,7.068,64.365,,,,,,,,,,5.222866,3.342931,144.244865,127.204897,129.203354,2609.443195
1125,Copper,Aluminum,113.351,bare,Laser,6.547,8.464,51.934,,,,,686.192331,47.3805,154.547587,0.714497,0.220428,,,,,,
1126,Aluminum,Titanium,33.26,gold_plated,RSW,3.916,7.758,40.008,,,,,,,,,,12.159829,1.865002,214.956597,103.896762,92.767153,2101.216988
1127,Copper,Nickel,93.643,silver_plated,USW,5.571,9.478,46.825,1428.50564,26.640096,1093.734822,324.068417,,,,,,,,,,,
1128,Aluminum,StainlessSteel,48.384,graphite_coated,RSW,6.225,9.092,27.513,,,,,,,,,,17.03141,4.300968,175.177294,115.745926,59.528521,1921.874506
1129,Aluminum,StainlessSteel,158.561,nickel_plated,USW,5.876,8.406,20.0,1165.948047,21.043487,535.887363,178.164627,,,,,,,,,,,
1130,Aluminum,Nickel,53.809,silver_plated,Laser,5.021,3.837,37.83,,,,,736.845349,22.167112,0.0,0.0,0.157232,,,,,,
1131,Aluminum,Nickel,141.881,silver_plated,Laser,5.762,4.338,20.0,,,,,150.70516,41.980237,146.888811,1.113466,0.321044,,,,,,
1132,Copper,Aluminum,141.608,nickel_plated,Laser,7.219,8.456,30.921,,,,,493.084963,57.995768,159.374046,1.014866,0.185967,,,,,,
1133,Aluminum,Nickel,38.823,bare,Laser,6.43,4.113,20.0,,,,,846.795465,49.211644,0.0,0.0,0.312529,,,,,,
1134,Copper,Copper,187.446,bare,USW,2.0,3.416,32.747,1604.465932,16.520874,708.344165,310.389063,,,,,,,,,,,
1135,Copper,Aluminum,139.527,nickel_plated,USW,6.718,4.39,38.673,2218.374933,35.183398,849.659893,458.944075,,,,,,,,,,,
1136,Aluminum,StainlessSteel,74.038,tin_plated,USW,4.337,9.06,20.0,1031.592051,47.279497,529.073699,496.19876,,,,,,,,,,,
1137,Aluminum,Titanium,91.378,nickel_plated,USW,8.122,3.618,20.0,2231.04599,23.586111,853.114953,183.382371,,,,,,,,,,,
1138,Copper,Aluminum,82.484,bare,Laser,3.305,8.651,60.309,,,,,976.393744,41.440904,178.359508,0.116128,0.274216,,,,,,
1139,Copper,Aluminum,146.668,nickel_plated,Laser,6.891,5.114,61.505,,,,,455.433372,35.687343,271.549742,0.902722,0.287485,,,,,,
1140,Copper,Titanium,100.301,brushed,USW,3.946,4.526,22.401,2472.470355,22.886613,579.290017,318.323276,,,,,,,,,,,
1141,Copper,Copper,96.231,nickel_plated,RSW,5.011,6.513,34.036,,,,,,,,,,17.353197,4.238058,154.199992,50.0,125.269504,2175.394773
1142,Copper,Aluminum,139.272,tin_plated,USW,5.748,6.363,52.731,1889.428284,20.300674,638.427712,364.018544,,,,,,,,,,,
1143,Copper,Aluminum,161.76,brushed,USW,4.353,8.969,70.415,1503.027514,23.837827,595.003903,210.2573,,,,,,,,,,,
1144,Copper,Copper,140.171,tin_plated,RSW,5.188,4.45,32.303,,,,,,,,,,7.92962,3.034443,191.56037,107.945425,77.272327,2270.578332
1145,Aluminum,Nickel,103.022,tin_plated,RSW,6.912,3.416,39.795,,,,,,,,,,20.061405,2.651742,230.328732,78.443842,138.271772,3057.673495
1146,Copper,Aluminum,101.058,gold_plated,Laser,6.798,4.424,51.134,,,,,759.833126,49.842856,0.0,0.0,0.232964,,,,,,
1147,Aluminum,Nickel,142.563,bare,Laser,9.485,5.136,40.868,,,,,299.151834,56.473365,196.395263,1.241345,0.216446,,,,,,
1148,Aluminum,Aluminum,173.221,nickel_plated,USW,3.417,4.393,50.383,1646.649029,22.300442,263.814366,419.66918,,,,,,,,,,,
1149,Copper,StainlessSteel,100.07,nickel_plated,USW,5.027,6.853,40.447,1809.532479,33.557842,1058.882431,446.411704,,,,,,,,,,,
1150,Copper,StainlessSteel,144.038,nickel_plated,USW,4.334,6.341,72.96,1011.504681,26.419781,338.889193,220.406111,,,,,,,,,,,
1151,Copper,Aluminum,80.721,brushed,Laser,6.639,2.507,46.325,,,,,434.433024,13.444403,0.0,0.0,0.29965,,,,,,
1152,Copper,Titanium,56.998,bare,USW,5.259,7.582,41.791,1564.710345,29.019802,739.030901,224.670547,,,,,,,,,,,
1153,Copper,Nickel,114.879,graphite_coated,Laser,3.851,5.098,45.941,,,,,571.249487,71.227533,0.0,0.0,0.185993,,,,,,
1154,Copper,Aluminum,109.785,silver_plated,Laser,7.475,3.6,20.0,,,,,431.298931,38.056111,78.59596,0.05,0.228445,,,,,,
1155,Copper,Nickel,185.489,silver_plated,USW,8.981,4.607,25.495,1171.39329,33.078277,821.041866,251.159396,,,,,,,,,,,
1156,Copper,Copper,123.931,nickel_plated,Laser,4.47,8.732,55.593,,,,,1011.603432,57.115716,0.0,0.0,0.227865,,,,,,
1157,Copper,Aluminum,161.686,nickel_plated,RSW,8.453,8.618,32.983,,,,,,,,,,12.815224,1.183511,123.200809,116.759161,71.913831,1988.464838
1158,Copper,Aluminum,192.456,bare,Laser,4.181,6.296,20.0,,,,,517.099871,22.123884,0.0,0.0,0.148345,,,,,,
1159,Copper,StainlessSteel,114.014,nickel_plated,USW,3.749,6.481,25.522,1069.736282,25.116734,561.497655,126.683808,,,,,,,,,,,
1160,Copper,Copper,97.635,tin_plated,Laser,7.044,5.075,47.663,,,,,490.557293,24.80394,153.578768,1.610429,0.181078,,,,,,
1161,Copper,StainlessSteel,138.507,gold_plated,Laser,6.689,6.469,33.181,,,,,771.628128,5.862716,126.885806,0.532129,0.193229,,,,,,
1162,Copper,Aluminum,121.03,bare,USW,7.64,3.549,20.0,565.482067,30.532559,414.712378,308.712099,,,,,,,,,,,
1163,Copper,StainlessSteel,34.184,bare,USW,6.117,8.512,86.718,2252.162952,27.51077,326.293806,351.668199,,,,,,,,,,,
1164,Copper,Aluminum,173.73,graphite_coated,USW,6.223,7.344,39.144,980.743807,38.710065,647.864544,178.494172,,,,,,,,,,,
1165,Aluminum,StainlessSteel,97.787,brushed,USW,4.608,5.434,41.778,1490.898994,24.917099,403.931323,188.708124,,,,,,,,,,,
1166,Copper,Aluminum,135.892,gold_plated,Laser,10.152,5.295,28.995,,,,,508.214787,40.513037,283.456605,1.001069,0.136133,,,,,,
1167,Copper,Titanium,149.266,oxide_heavy,RSW,7.788,3.957,48.696,,,,,,,,,,10.295775,4.619021,194.650748,80.477488,101.758355,1834.849863
1168,Aluminum,StainlessSteel,121.601,tin_plated,Laser,5.863,5.9,20.0,,,,,751.458338,42.870478,145.800478,0.234746,0.121775,,,,,,
1169,Copper,Copper,151.614,brushed,USW,6.193,2.929,20.0,1680.565056,19.562477,874.044473,388.650939,,,,,,,,,,,
1170,Copper,Aluminum,60.514,nickel_plated,USW,6.999,2.0,64.505,1601.894936,25.491986,428.111685,305.848094,,,,,,,,,,,
1171,Copper,Copper,116.648,bare,Laser,6.965,5.393,20.0,,,,,501.816199,69.019149,195.593003,0.426461,0.156877,,,,,,
1172,Aluminum,Nickel,135.338,silver_plated,USW,4.892,6.818,30.769,1199.233894,24.287957,791.725142,369.162074,,,,,,,,,,,
1173,Copper,StainlessSteel,70.234,bare,RSW,4.38,6.955,57.019,,,,,,,,,,6.41324,2.405629,208.29963,83.82851,114.35133,1526.731648
1174,Copper,Aluminum,83.042,nickel_plated,Laser,6.436,6.871,42.808,,,,,100.0,5.0,0.0,0.0,0.181727,,,,,,
1175,Aluminum,Titanium,113.24,gold_plated,Laser,4.999,6.584,52.63,,,,,616.084619,33.133366,0.0,0.0,0.198773,,,,,,
1176,Aluminum,Aluminum,77.43,brushed,Laser,5.526,4.635,68.682,,,,,1049.210729,43.800605,0.0,0.0,0.25034,,,,,,
1177,Aluminum,Aluminum,98.856,nickel_plated,Laser,10.805,9.047,20.0,,,,,565.84418,5.0,0.0,0.0,0.10003,,,,,,
1178,Aluminum,Aluminum,134.156,nickel_plated,RSW,8.75,5.051,57.33,,,,,,,,,,15.636323,2.060612,125.262199,78.414206,72.004801,1360.676896
1179,Copper,Copper,132.546,bare,USW,4.843,6.972,52.042,1667.612744,29.96031,401.002141,534.822687,,,,,,,,,,,
1180,Aluminum,Aluminum,76.181,brushed,Laser,4.044,6.267,28.402,,,,,275.717008,50.586574,235.039042,1.127506,0.178586,,,,,,
1181,Copper,Copper,72.983,nickel_plated,Laser,7.014,6.579,82.749,,,,,406.02132,13.065275,0.0,0.0,0.108411,,,,,,
1182,Aluminum,Aluminum,151.667,brushed,Laser,5.403,3.555,31.149,,,,,100.0,62.467114,217.930434,1.14286,0.196876,,,,,,
1183,Aluminum,Aluminum,101.597,silver_plated,RSW,6.325,6.203,23.304,,,,,,,,,,16.436121,3.690984,198.169156,109.256644,129.402457,1423.250453
1184,Aluminum,StainlessSteel,130.655,bare,USW,2.0,7.146,51.952,1509.760682,36.950363,912.341885,229.032242,,,,,,,,,,,
1185,Copper,Aluminum,80.026,bare,Laser,4.854,4.26,49.809,,,,,515.178344,36.949172,149.498408,0.937926,0.319896,,,,,,
1186,Aluminum,Nickel,104.183,silver_plated,USW,5.756,8.826,71.918,1668.0022,24.828202,1300.168637,357.179508,,,,,,,,,,,
1187,Aluminum,StainlessSteel,149.813,brushed,Laser,5.813,5.908,36.491,,,,,1053.513122,68.005136,0.0,0.0,0.251825,,,,,,
1188,Copper,Aluminum,68.23,nickel_plated,USW,2.0,5.231,43.113,1764.888389,30.714332,604.166475,424.850471,,,,,,,,,,,
1189,Copper,Aluminum,170.989,nickel_plated,USW,7.048,7.687,20.0,1867.879895,31.236454,1012.545013,274.392671,,,,,,,,,,,
1190,Copper,Aluminum,88.861,nickel_plated,RSW,7.783,5.17,47.065,,,,,,,,,,5.847962,4.569801,274.07849,106.026893,66.852882,2741.861363
1191,Aluminum,Aluminum,134.813,nickel_plated,USW,6.484,6.518,24.121,1439.15764,23.633247,194.696629,198.888381,,,,,,,,,,,
1192,Copper,Aluminum,151.724,nickel_plated,Laser,10.269,5.868,72.424,,,,,492.112482,31.846024,111.804071,0.59907,0.083969,,,,,,
1193,Copper,Aluminum,122.73,nickel_plated,Laser,4.096,5.397,23.255,,,,,855.612166,27.407375,81.91964,0.685097,0.215219,,,,,,
1194,Copper,Copper,128.201,oxide_heavy,Laser,3.2,3.326,20.0,,,,,783.067964,31.536021,352.923686,0.75887,0.159212,,,,,,
1195,Copper,Aluminum,107.382,tin_plated,Laser,5.652,7.14,70.082,,,,,491.836956,34.164059,142.211638,0.433565,0.286072,,,,,,
1196,Aluminum,Aluminum,147.406,tin_plated,RSW,3.346,5.245,60.364,,,,,,,,,,10.490796,3.293415,197.385225,143.908627,50.0,1679.891347
1197,Copper,Aluminum,96.541,silver_plated,Laser,5.291,6.52,20.0,,,,,272.295524,59.935092,171.274915,0.44845,0.287204,,,,,,
1198,Copper,Nickel,122.012,brushed,RSW,5.227,8.27,46.553,,,,,,,,,,10.317269,4.273719,143.237165,84.926059,142.82691,1253.760542
1199,Aluminum,Aluminum,119.728,brushed,USW,3.541,2.0,78.167,1459.59471,26.234266,230.496721,170.848228,,,,,,,,,,,
1200,Aluminum,Nickel,157.345,silver_plated,USW,7.18,8.067,58.595,1436.303908,37.092236,840.969962,449.129948,,,,,,,,,,,
1201,Copper,Nickel,139.693,bare,Laser,6.856,4.187,53.267,,,,,771.987824,31.367276,329.497905,0.149004,0.250658,,,,,,
1202,Copper,Nickel,91.084,nickel_plated,RSW,7.475,7.017,22.929,,,,,,,,,,5.306364,3.291539,93.88296,130.775572,73.692926,2080.464317
1203,Aluminum,StainlessSteel,139.765,nickel_plated,USW,3.33,7.771,24.906,1310.609656,19.157258,552.044022,175.587712,,,,,,,,,,,
1204,Copper,Nickel,161.462,nickel_plated,Laser,6.755,3.164,57.008,,,,,570.530758,72.25656,10.0,1.040428,0.306596,,,,,,
1205,Copper,Aluminum,94.593,oxide_heavy,Laser,8.359,3.603,20.0,,,,,744.207472,55.279287,100.486585,0.95135,0.319222,,,,,,
1206,Copper,Aluminum,92.838,tin_plated,RSW,7.48,6.721,27.483,,,,,,,,,,14.495176,1.62734,170.313472,108.111157,92.123038,2997.822732
1207,Copper,Nickel,136.689,silver_plated,USW,6.558,8.106,20.0,1961.005735,34.036043,1025.193331,424.948347,,,,,,,,,,,
1208,Copper,StainlessSteel,144.478,silver_plated,Laser,6.588,2.0,40.847,,,,,609.163299,52.561093,0.0,0.0,0.091196,,,,,,
1209,Copper,Aluminum,95.201,graphite_coated,Laser,6.961,6.666,34.123,,,,,380.088822,37.28615,0.0,0.0,0.134121,,,,,,
1210,Aluminum,StainlessSteel,68.459,bare,USW,4.987,2.249,61.142,1202.969365,22.690612,668.876635,242.923383,,,,,,,,,,,
1211,Aluminum,Aluminum,209.82,brushed,USW,3.368,3.929,47.287,1606.766607,26.799744,1066.233945,110.938579,,,,,,,,,,,
1212,Copper,Copper,206.482,brushed,USW,9.596,4.796,50.617,992.950238,22.265482,904.430859,298.968318,,,,,,,,,,,
1213,Copper,Aluminum,205.116,tin_plated,RSW,5.385,8.296,39.665,,,,,,,,,,11.263081,1.236286,266.305144,122.931168,60.512309,1270.065431
1214,Copper,Nickel,108.97,bare,USW,2.0,4.92,28.476,935.625783,28.84202,502.262595,132.05954,,,,,,,,,,,
1215,Copper,Aluminum,94.213,tin_plated,USW,5.319,9.09,31.644,1754.761304,31.895791,912.543482,499.343234,,,,,,,,,,,
1216,Copper,StainlessSteel,50.649,brushed,USW,6.791,4.522,40.308,1039.352046,31.257858,497.794653,342.902635,,,,,,,,,,,
1217,Aluminum,StainlessSteel,181.886,nickel_plated,USW,6.255,9.041,59.933,1364.077457,23.460019,707.64812,344.030595,,,,,,,,,,,
1218,Aluminum,Titanium,119.183,silver_plated,RSW,6.458,3.455,36.793,,,,,,,,,,5.788401,2.880396,275.121142,123.368669,160.182382,1824.355998
1219,Copper,Copper,115.032,graphite_coated,USW,6.409,7.701,111.67,1210.897348,24.786804,560.684502,324.826224,,,,,,,,,,,
1220,Copper,Aluminum,104.519,bare,USW,9.337,8.436,20.0,1352.473591,29.908951,741.428111,348.188195,,,,,,,,,,,
1221,Copper,Aluminum,132.568,bare,RSW,5.086,6.63,62.653,,,,,,,,,,10.415475,2.757162,67.320878,106.621581,94.181055,1635.536512
1222,Copper,Copper,118.996,bare,RSW,5.125,5.727,47.046,,,,,,,,,,10.097087,4.15836,71.832841,130.918506,136.443993,3274.575357
1223,Copper,Titanium,149.853,tin_plated,USW,2.977,6.915,48.093,1625.511377,31.491599,883.485046,386.855477,,,,,,,,,,,
1224,Copper,Copper,196.572,graphite_coated,RSW,7.931,7.158,30.313,,,,,,,,,,10.116933,5.217286,161.130382,81.874301,141.269209,1398.729129
1225,Copper,Aluminum,132.572,brushed,Laser,7.876,6.938,47.238,,,,,736.871794,59.223702,250.719651,0.812919,0.23219,,,,,,
1226,Copper,Aluminum,133.533,nickel_plated,Laser,4.482,6.602,61.255,,,,,573.511187,27.692568,20.532545,0.61405,0.126472,,,,,,
1227,Copper,Nickel,109.44,brushed,USW,8.087,3.095,20.0,1386.852772,37.938877,927.235058,485.129259,,,,,,,,,,,
1228,Copper,StainlessSteel,108.875,graphite_coated,USW,6.203,2.0,39.641,1253.571131,30.809123,880.885444,279.408415,,,,,,,,,,,
1229,Copper,Aluminum,142.035,silver_plated,Laser,8.087,7.617,44.124,,,,,554.289833,61.289728,298.755563,1.573176,0.086399,,,,,,
1230,Copper,Aluminum,47.131,bare,Laser,4.204,4.951,23.198,,,,,1086.530284,50.943779,140.442261,1.289106,0.215754,,,,,,
1231,Copper,StainlessSteel,81.891,nickel_plated,Laser,4.163,5.173,40.031,,,,,767.188733,22.030437,0.0,0.0,0.201426,,,,,,
1232,Aluminum,Nickel,34.42,bare,Laser,3.652,7.266,30.158,,,,,349.972955,42.974787,235.074554,1.153601,0.172152,,,,,,
1233,Copper,Aluminum,174.725,nickel_plated,Laser,4.39,6.844,44.61,,,,,446.173898,28.325623,200.27976,1.125828,0.215344,,,,,,
1234,Copper,Aluminum,154.329,tin_plated,USW,3.093,6.203,20.0,1661.459319,27.803288,946.391609,68.198214,,,,,,,,,,,
