resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
13.98,95.36,8520,0.21,0.4201,A
7.81,97.02,9140,0.126,0.3079,A
15.82,93.03,7800,0.267,0.4523,B
13.01,97.65,8477,0.264,0.4049,A
11.42,85.64,8670,0.312,0.4047,B
12.19,93.24,8335,0.242,0.4234,A
7.78,90.19,8123,0.252,0.3927,A
13.32,89.34,8211,0.347,0.472,B
12.44,90.22,8653,0.187,0.326,A
10.23,90.44,7392,0.235,0.3734,A
5.4,100.0,9679,0.133,0.3448,A
17.79,78.16,7388,0.227,0.6116,B
13.96,92.81,7213,0.18,0.3088,A
12.72,85.24,7409,0.321,0.4317,B
10.44,92.25,7787,0.222,0.321,A
16.87,95.46,6888,0.273,0.418,B
4.78,93.26,9094,0.126,0.352,A
11.83,91.01,7380,0.167,0.3921,A
11.01,98.83,10860,0.214,0.3216,A
13.09,97.56,8243,0.261,0.3455,A
12.33,87.72,9362,0.212,0.453,B
14.37,81.75,7022,0.251,0.4865,B
19.0,92.17,6604,0.233,0.3909,B
8.71,97.36,10083,0.266,0.3835,A
11.69,100.0,9795,0.169,0.303,A
9.14,95.64,7065,0.171,0.3564,A
7.99,92.02,9057,0.233,0.378,A
4.2,100.0,11708,0.16,0.2329,A
9.84,96.71,8959,0.211,0.3492,A
18.79,76.69,6859,0.303,0.6459,B
18.06,91.88,6383,0.266,0.4115,B
14.56,96.02,7199,0.306,0.492,A
14.84,97.23,8965,0.252,0.4096,A
15.27,84.02,8387,0.338,0.5712,B
7.81,100.0,9052,0.205,0.3544,A
16.26,79.85,6289,0.315,0.4749,B
10.06,91.41,7418,0.197,0.3688,A
22.22,80.36,5142,0.352,0.6245,B
18.12,92.97,6860,0.202,0.4739,B
18.52,87.84,6133,0.239,0.5571,B
15.47,94.12,7085,0.284,0.5236,B
11.59,87.62,8394,0.292,0.4426,B
12.55,93.88,8346,0.222,0.4407,A
6.53,100.0,9566,0.162,0.2899,A
13.62,88.96,9115,0.311,0.4551,B
20.22,81.66,6838,0.381,0.6719,B
10.01,94.45,9439,0.228,0.4099,A
10.99,89.11,8448,0.152,0.451,B
12.89,87.06,8592,0.319,0.457,B
5.33,96.85,9007,0.207,0.3634,A
14.02,93.27,7065,0.224,0.5229,A
21.04,87.7,6835,0.324,0.5305,B
13.55,89.33,8599,0.243,0.3679,B
13.68,81.02,6591,0.25,0.4168,B
9.36,92.11,7137,0.233,0.3979,A
10.3,96.71,8036,0.183,0.3666,A
13.65,100.0,11692,0.114,0.2058,A
9.53,98.57,9786,0.229,0.2773,A
11.17,97.76,8349,0.235,0.4118,A
12.85,89.23,7932,0.235,0.4757,B
17.36,88.74,8224,0.25,0.4273,B
14.8,85.54,8346,0.202,0.4626,B
21.42,87.39,6623,0.336,0.587,B
11.5,81.9,6634,0.27,0.5061,B
14.52,91.98,8663,0.273,0.3977,A
16.15,87.32,7376,0.28,0.4551,B
10.19,86.99,8349,0.129,0.3914,B
10.38,100.0,10919,0.203,0.2756,A
10.34,95.33,8791,0.239,0.3538,A
9.95,93.15,10194,0.206,0.3219,A
16.02,85.45,7190,0.293,0.4318,B
13.0,95.85,8257,0.265,0.4539,A
25.81,85.28,7188,0.424,0.5948,B
6.54,94.95,9926,0.178,0.2821,A
12.36,91.96,7948,0.203,0.4373,A
9.76,82.77,8937,0.251,0.5684,B
9.87,94.76,9180,0.245,0.3434,A
8.29,99.21,9154,0.124,0.3121,A
13.47,85.96,7036,0.237,0.3983,B
12.79,94.72,8667,0.335,0.4365,A
16.81,82.5,8088,0.23,0.5345,B
17.63,77.63,7072,0.27,0.6621,B
11.95,93.69,8852,0.217,0.331,A
17.03,87.67,6903,0.32,0.5833,B
10.81,92.03,8453,0.202,0.3342,A
4.1,96.04,8673,0.254,0.3426,A
13.89,87.53,5718,0.268,0.4767,B
24.32,79.91,6262,0.455,0.716,B
14.76,88.36,6540,0.23,0.3861,B
15.65,81.48,5736,0.28,0.4803,B
13.17,93.18,8067,0.23,0.3859,A
9.72,92.78,8299,0.218,0.3492,A
16.36,95.73,8540,0.292,0.4378,B
12.19,91.45,8686,0.289,0.4741,A
16.24,87.24,6246,0.245,0.5228,B
13.67,91.69,8986,0.201,0.3397,A
10.34,95.26,9746,0.279,0.4356,A
9.04,92.58,7870,0.181,0.4063,A
12.02,85.02,8413,0.247,0.497,B
17.76,87.08,7497,0.361,0.537,B
11.77,91.42,7735,0.19,0.4355,A
9.31,100.0,10355,0.228,0.2847,A
5.96,100.0,9968,0.21,0.2976,A
8.23,91.01,7898,0.219,0.3355,A
8.95,96.19,9783,0.116,0.2656,A
12.72,90.39,7588,0.327,0.4997,A
11.0,92.83,8031,0.191,0.4231,A
17.53,85.32,8368,0.281,0.6349,B
15.81,88.06,7645,0.289,0.5082,B
9.34,93.65,7626,0.129,0.4538,A
16.89,92.13,7068,0.288,0.4869,B
16.01,91.25,8934,0.368,0.5254,B
6.53,98.95,8893,0.173,0.2448,A
7.47,98.96,9172,0.208,0.3685,A
20.37,95.54,6517,0.284,0.4581,B
11.39,91.96,8757,0.313,0.3898,A
12.0,96.78,9482,0.145,0.27,A
9.83,93.95,8082,0.193,0.3267,A
11.62,95.12,9147,0.297,0.3392,A
11.71,90.42,7077,0.288,0.4141,A
8.17,95.89,9786,0.154,0.2531,A
10.75,93.89,7726,0.23,0.4046,A
12.26,99.45,8535,0.162,0.3819,A
11.96,91.41,8880,0.325,0.465,A
18.81,84.94,6625,0.313,0.594,B
9.77,100.0,9926,0.198,0.354,A
12.14,96.2,8792,0.224,0.4,A
9.04,96.57,10335,0.217,0.2839,A
18.11,93.83,7155,0.257,0.4397,B
6.98,94.9,9178,0.167,0.2625,A
5.8,98.73,11403,0.121,0.2483,A
10.4,97.29,10118,0.214,0.3062,A
14.47,97.3,8452,0.231,0.4033,A
9.88,91.65,7815,0.354,0.4967,A
11.66,93.15,8899,0.26,0.4001,A
12.86,88.34,9136,0.171,0.4704,B
15.08,85.05,7195,0.283,0.4288,B
7.71,90.73,6401,0.209,0.3805,A
14.49,93.33,8588,0.158,0.3628,A
16.13,82.05,6365,0.283,0.4935,B
11.31,94.58,8882,0.333,0.4516,A
8.89,98.52,8871,0.119,0.3649,A
12.12,89.68,7501,0.198,0.3974,B
5.59,100.0,9837,0.131,0.2455,A
6.57,97.54,9007,0.166,0.346,A
8.69,91.39,7847,0.174,0.4043,A
12.22,88.54,6795,0.248,0.4105,B
16.53,82.63,6538,0.242,0.4599,B
15.58,91.04,7892,0.34,0.423,B
11.67,93.23,7935,0.161,0.2992,A
10.1,86.51,8072,0.206,0.4227,B
11.68,96.1,9514,0.237,0.4065,A
13.67,89.86,6682,0.202,0.4471,B
10.92,95.34,8266,0.234,0.3858,A
14.14,91.82,7877,0.287,0.3788,A
11.53,93.73,8011,0.132,0.3971,A
12.95,97.11,10528,0.197,0.36,A
11.1,87.15,7545,0.243,0.4528,B
11.9,86.08,7793,0.181,0.461,B
17.07,87.15,8559,0.288,0.5638,B
21.71,88.11,5703,0.346,0.6005,B
15.02,85.23,7090,0.243,0.3804,B
7.52,100.0,8698,0.154,0.363,A
9.66,100.0,8809,0.144,0.3061,A
7.05,89.18,8358,0.22,0.3979,B
5.88,99.55,9701,0.183,0.262,A
12.26,93.7,8099,0.225,0.4632,A
10.61,90.06,7505,0.224,0.4911,A
15.54,87.88,7699,0.236,0.4724,B
12.58,90.89,6753,0.182,0.4337,A
15.28,89.27,7722,0.264,0.4103,B
13.8,91.9,7874,0.227,0.4001,A
7.2,98.89,9541,0.089,0.2605,A
16.98,88.8,8580,0.249,0.3946,B
13.99,82.43,7124,0.296,0.4903,B
20.29,93.96,8081,0.338,0.4311,B
15.36,93.13,9289,0.195,0.3913,B
14.85,89.73,9019,0.22,0.3617,B
16.73,86.34,7327,0.332,0.5289,B
8.6,95.37,7823,0.233,0.3464,A
13.81,91.47,7013,0.187,0.4559,A
7.22,95.87,8848,0.192,0.4164,A
7.95,99.14,9371,0.217,0.337,A
21.57,87.18,7190,0.315,0.5444,B
7.98,93.26,8754,0.239,0.3572,A
15.02,94.77,7725,0.167,0.3761,B
7.77,97.81,8466,0.157,0.3267,A
12.2,94.07,8550,0.208,0.4477,A
12.14,92.02,8571,0.222,0.3506,A
11.11,90.38,8542,0.271,0.394,A
17.57,81.08,7389,0.267,0.6167,B
12.17,100.0,9345,0.185,0.3416,A
6.46,98.09,9119,0.137,0.2603,A
20.26,76.04,5722,0.272,0.6533,B
19.32,88.45,8471,0.309,0.4455,B
7.77,93.71,8875,0.119,0.2325,A
13.54,95.47,7990,0.241,0.3924,A
10.27,89.73,8583,0.223,0.3748,B
13.56,82.8,6197,0.326,0.5672,B
9.81,90.89,9570,0.092,0.3294,A
10.86,92.87,9531,0.267,0.3014,A
14.08,88.68,8682,0.275,0.4387,B
13.75,86.64,8036,0.252,0.4824,B
19.85,80.0,6985,0.351,0.671,B
12.79,91.77,8485,0.213,0.408,A
11.33,96.56,8203,0.279,0.4229,A
18.26,79.41,5570,0.3,0.5393,B
15.89,98.47,7589,0.256,0.3441,B
12.35,86.45,7513,0.198,0.4624,B
9.12,91.57,9158,0.185,0.354,A
8.14,93.34,9790,0.182,0.3753,A
13.78,87.48,7910,0.204,0.479,B
12.3,98.78,9688,0.22,0.3989,A
16.51,85.99,7809,0.219,0.5453,B
13.88,90.1,8059,0.239,0.4688,A
11.01,94.51,9928,0.123,0.2996,A
12.79,88.99,7933,0.246,0.4612,B
11.57,100.0,9779,0.218,0.2859,A
22.13,84.27,5218,0.314,0.6897,B
20.46,86.34,6373,0.263,0.5919,B
11.09,100.0,9345,0.287,0.3607,A
10.04,100.0,10498,0.251,0.3924,A
20.45,81.92,7329,0.25,0.6121,B
16.08,83.82,6145,0.269,0.4422,B
11.05,93.35,9282,0.142,0.3634,A
18.83,87.96,6034,0.26,0.5171,B
14.23,80.75,7266,0.208,0.432,B
10.58,95.74,7936,0.214,0.3873,A
11.03,95.16,8121,0.216,0.3776,A
21.76,80.88,5827,0.323,0.5075,B
8.93,95.59,8778,0.271,0.4202,A
10.02,98.64,10560,0.236,0.2818,A
17.26,90.26,8541,0.3,0.4527,B
24.83,82.4,6375,0.417,0.6788,B
15.62,92.51,9144,0.225,0.4152,B
6.78,93.83,9016,0.115,0.2664,A
12.07,95.24,9038,0.18,0.4182,A
11.96,87.24,7378,0.239,0.4329,B
8.49,94.88,9582,0.309,0.4161,A
10.04,95.57,9398,0.235,0.444,A
10.65,82.58,8380,0.16,0.5246,B
10.84,92.98,7975,0.301,0.4458,A
9.02,97.7,8510,0.133,0.3274,A
8.65,95.16,9538,0.146,0.3178,A
19.14,78.1,7243,0.221,0.6121,B
14.41,100.0,8939,0.163,0.3723,A
7.29,100.0,11131,0.129,0.2579,A
12.41,90.55,9384,0.203,0.3857,A
5.83,99.41,10812,0.136,0.3069,A
12.88,100.0,9507,0.233,0.436,A
9.58,95.73,8729,0.289,0.3663,A
17.28,88.66,7681,0.181,0.4632,B
15.73,90.87,6760,0.311,0.583,B
10.47,94.86,8704,0.287,0.3416,A
11.05,91.04,9623,0.202,0.3589,A
12.05,94.23,8571,0.111,0.2972,A
7.33,89.87,7895,0.226,0.3852,B
21.57,92.24,6910,0.273,0.5178,B
8.9,95.35,10398,0.197,0.3032,A
12.75,95.53,8513,0.229,0.387,A
11.51,91.74,7650,0.12,0.3971,A
11.29,87.92,8308,0.24,0.4428,B
3.77,99.57,11437,0.116,0.2426,A
8.67,95.7,9032,0.137,0.3248,A
18.74,85.97,6974,0.308,0.5456,B
12.43,87.53,7704,0.259,0.4409,B
7.96,89.14,8758,0.193,0.4337,B
10.91,91.73,8392,0.278,0.4068,A
11.85,95.8,9173,0.17,0.3227,A
14.56,88.63,8534,0.35,0.4608,B
10.5,100.0,11091,0.226,0.3174,A
6.54,91.54,9141,0.178,0.3375,A
14.21,91.64,7469,0.287,0.386,A
10.74,90.52,8447,0.191,0.3525,A
9.08,90.55,7798,0.201,0.4045,A
21.81,79.62,8072,0.219,0.6092,B
12.49,88.86,8631,0.265,0.4173,B
11.62,93.86,9874,0.187,0.2966,A
11.89,92.66,6998,0.278,0.4422,A
12.81,91.01,7837,0.243,0.5084,A
17.09,97.37,8336,0.274,0.4137,B
7.24,92.59,9628,0.296,0.3923,A
11.63,97.04,8430,0.22,0.3458,A
9.14,94.97,8180,0.242,0.3136,A
14.09,91.52,8226,0.296,0.4921,A
15.63,91.16,7188,0.18,0.4352,B
10.34,100.0,10207,0.192,0.2683,A
10.73,100.0,9493,0.18,0.3251,A
15.19,82.98,7964,0.266,0.4816,B
4.09,99.06,11289,0.147,0.3149,A
12.73,80.34,6148,0.332,0.4942,B
7.92,100.0,10116,0.201,0.375,A
9.83,97.79,9552,0.205,0.3465,A
7.04,81.91,7916,0.236,0.4372,B
12.22,86.98,7958,0.195,0.4588,B
14.84,93.77,8874,0.24,0.3541,A
10.34,89.12,8249,0.228,0.4428,B
10.83,90.72,7379,0.249,0.4537,A
17.43,88.18,8364,0.344,0.5297,B
10.49,95.63,8054,0.221,0.3418,A
14.5,85.27,6432,0.219,0.4384,B
16.29,88.41,7082,0.325,0.463,B
14.04,92.17,8410,0.266,0.4238,A
16.02,93.83,7910,0.312,0.4565,B
16.76,78.72,6777,0.266,0.5165,B
16.02,90.83,8609,0.292,0.4729,B
20.4,88.94,6984,0.397,0.5826,B
7.66,91.37,7255,0.242,0.475,A
8.53,90.0,7162,0.157,0.399,B
13.86,95.01,8685,0.238,0.4053,A
9.9,93.93,8834,0.247,0.3324,A
9.07,97.14,9530,0.249,0.352,A
11.99,91.29,6781,0.272,0.3874,A
9.94,80.88,7093,0.284,0.5403,B
24.4,75.36,5946,0.314,0.7017,B
7.77,94.24,9520,0.236,0.3573,A
17.31,90.21,6758,0.359,0.5706,B
13.62,82.77,7612,0.285,0.5301,B
11.04,92.56,9055,0.227,0.3574,A
12.21,100.0,8519,0.236,0.3352,A
18.23,90.38,7645,0.252,0.4221,B
19.29,90.11,8894,0.195,0.5271,B
13.7,88.18,8404,0.164,0.4923,B
10.36,86.64,6969,0.211,0.4198,B
18.22,93.0,7211,0.276,0.4172,B
7.58,100.0,10168,0.135,0.2858,A
15.2,100.0,9163,0.222,0.3135,B
7.46,98.02,10582,0.202,0.3303,A
19.81,83.77,6251,0.291,0.5348,B
14.84,84.27,6746,0.255,0.5443,B
10.42,96.91,8415,0.223,0.3977,A
9.57,98.41,10876,0.207,0.2795,A
20.27,81.59,8089,0.452,0.6627,B
19.07,81.47,5528,0.254,0.4807,B
9.18,82.91,7862,0.209,0.4496,B
14.83,87.42,7137,0.275,0.5021,B
10.52,96.9,8798,0.248,0.3486,A
6.47,97.24,8687,0.144,0.415,A
11.58,95.98,10110,0.241,0.4111,A
11.72,92.33,6859,0.242,0.3922,A
7.91,93.77,9759,0.281,0.3326,A
16.25,92.76,7559,0.205,0.3991,B
21.04,96.93,9506,0.273,0.4659,B
15.14,90.0,8231,0.282,0.5106,B
14.06,95.1,7665,0.205,0.3724,A
11.43,98.01,9465,0.144,0.3158,A
13.99,88.32,7781,0.278,0.3806,B
10.35,94.22,7732,0.202,0.4208,A
17.36,93.12,7777,0.167,0.4028,B
15.65,79.65,6272,0.347,0.5464,B
11.21,87.31,9206,0.22,0.464,B
10.66,98.87,9263,0.184,0.3562,A
7.7,92.4,9344,0.14,0.3131,A
10.95,96.26,8228,0.296,0.4062,A
12.2,96.78,8700,0.207,0.4143,A
10.61,95.96,8342,0.21,0.4362,A
8.82,99.35,9666,0.157,0.3555,A
16.07,93.65,7198,0.279,0.5205,B
13.26,96.18,9460,0.164,0.401,A
14.61,88.52,8667,0.255,0.4081,B
10.99,96.17,8183,0.177,0.3782,A
10.74,93.45,9170,0.155,0.3875,A
16.94,84.43,6422,0.335,0.5031,B
10.05,94.99,9382,0.202,0.2989,A
15.19,83.91,8229,0.201,0.6161,B
11.49,86.56,7263,0.23,0.4027,B
12.56,97.19,9075,0.267,0.3783,A
14.13,92.19,8388,0.155,0.3397,A
10.96,93.51,8714,0.176,0.387,A
13.76,94.53,7244,0.354,0.4611,A
10.44,100.0,9226,0.239,0.3849,A
10.56,85.57,8052,0.244,0.4265,B
13.18,84.51,7232,0.15,0.4226,B
12.57,93.57,7619,0.149,0.3835,A
18.19,93.27,7042,0.277,0.5061,B
13.18,99.25,9651,0.207,0.3841,A
20.1,83.97,5385,0.327,0.5603,B
21.57,81.13,7845,0.307,0.7198,B
20.4,86.78,5799,0.281,0.4808,B
15.8,99.78,8073,0.203,0.3515,B
27.06,84.51,7122,0.448,0.6413,B
10.36,99.23,10379,0.126,0.356,A
11.31,98.15,8941,0.197,0.3422,A
10.48,92.97,8645,0.266,0.4223,A
10.86,97.07,9174,0.234,0.3799,A
9.13,94.02,8858,0.193,0.3372,A
6.75,100.0,10681,0.13,0.3035,A
11.28,91.73,7788,0.151,0.3793,A
10.71,94.53,8385,0.255,0.4438,A
9.2,94.6,8284,0.189,0.4052,A
10.13,100.0,10547,0.135,0.2823,A
12.54,79.96,7004,0.265,0.6103,B
12.82,92.55,7398,0.171,0.3892,A
8.64,99.02,9047,0.174,0.3379,A
9.87,100.0,10118,0.091,0.25,A
7.95,93.0,8021,0.326,0.3956,A
9.66,93.61,7526,0.179,0.3369,A
8.93,95.56,10207,0.104,0.3645,A
14.49,82.17,7366,0.269,0.5839,B
5.16,95.46,8455,0.184,0.32,A
16.77,90.22,6718,0.297,0.4952,B
11.94,88.82,8044,0.195,0.3351,B
11.13,94.68,8760,0.155,0.2975,A
24.45,83.52,6307,0.343,0.5701,B
18.89,74.34,7941,0.26,0.6433,C
10.72,90.7,8611,0.231,0.4062,A
12.96,93.14,8460,0.237,0.3602,A
13.2,95.18,8839,0.237,0.3507,A
17.78,87.71,7544,0.348,0.545,B
14.8,84.21,9196,0.242,0.5227,B
12.51,94.99,7918,0.172,0.3894,A
16.29,98.26,8020,0.2,0.3734,B
9.42,93.7,8796,0.148,0.3829,A
9.87,98.59,10036,0.184,0.3601,A
15.15,89.29,8228,0.255,0.4669,B
6.05,100.0,9209,0.14,0.2797,A
13.34,92.38,8292,0.189,0.3715,A
13.52,92.59,8080,0.257,0.4428,A
10.3,96.15,7669,0.177,0.3453,A
14.69,87.48,8059,0.262,0.4757,B
10.11,88.98,7339,0.31,0.4461,B
9.53,92.72,7748,0.247,0.3873,A
13.4,94.87,8739,0.271,0.4504,A
14.0,91.53,7649,0.234,0.4184,A
13.7,98.9,9111,0.173,0.3043,A
11.7,90.07,8680,0.225,0.4487,A
16.86,88.57,7503,0.247,0.5385,B
16.06,94.4,9469,0.247,0.3719,B
8.57,92.75,8995,0.229,0.3754,A
11.9,93.51,8555,0.263,0.4136,A
16.93,89.0,9205,0.416,0.5661,B
10.81,100.0,10420,0.221,0.3144,A
14.28,82.6,7602,0.224,0.4555,B
15.38,91.45,7849,0.214,0.5232,B
8.79,91.97,10629,0.192,0.2648,A
12.33,89.4,10051,0.236,0.4289,B
9.94,90.64,9406,0.24,0.3889,A
16.63,85.17,7396,0.252,0.6388,B
9.5,95.31,8560,0.22,0.3984,A
13.22,94.32,7229,0.198,0.4169,A
9.57,89.09,8190,0.256,0.3812,B
7.22,98.28,9126,0.169,0.3551,A
4.81,99.75,11670,0.197,0.2483,A
16.14,95.58,8151,0.204,0.4412,B
21.94,87.56,6853,0.373,0.589,B
17.88,97.54,8661,0.267,0.3622,B
18.56,92.97,6511,0.263,0.5089,B
7.07,92.69,9866,0.147,0.3865,A
15.29,87.72,7464,0.276,0.4922,B
20.06,91.88,6455,0.278,0.4777,B
14.59,87.46,6181,0.182,0.4021,B
17.28,94.1,7044,0.233,0.4201,B
9.74,94.54,8369,0.183,0.4545,A
17.55,90.39,5794,0.232,0.518,B
8.81,89.06,7870,0.204,0.3739,B
11.17,97.92,9114,0.139,0.2831,A
13.65,87.0,8725,0.202,0.4134,B
13.64,94.19,9424,0.201,0.3441,A
15.85,82.71,6114,0.331,0.5587,B
10.79,91.65,9011,0.171,0.3062,A
9.05,91.38,8665,0.24,0.4023,A
17.93,87.7,7015,0.291,0.5244,B
10.54,88.6,8372,0.225,0.4272,B
10.34,91.55,7976,0.261,0.3907,A
13.13,89.64,9169,0.254,0.3199,B
12.81,98.15,9076,0.235,0.3759,A
8.22,93.66,9718,0.197,0.2411,A
8.47,84.94,7526,0.271,0.4791,B
13.09,84.66,8282,0.181,0.4682,B
13.43,88.98,8406,0.188,0.4123,B
24.13,89.02,5917,0.428,0.6314,B
10.09,88.25,7393,0.274,0.4346,B
12.43,98.16,8645,0.252,0.3152,A
11.59,92.49,9136,0.24,0.3548,A
12.53,88.11,7663,0.173,0.3427,B
7.22,98.67,10129,0.207,0.3246,A
7.13,95.92,8884,0.177,0.2996,A
21.96,91.22,8077,0.372,0.5207,B
9.64,94.69,8881,0.156,0.3649,A
12.54,91.44,8557,0.224,0.3754,A
12.0,100.0,9726,0.198,0.3542,A
12.69,93.79,9120,0.143,0.3708,A
16.21,93.58,8797,0.254,0.4747,B
7.36,91.8,9033,0.173,0.4281,A
11.68,85.12,9313,0.231,0.5677,B
7.86,99.32,9682,0.151,0.2947,A
9.8,92.36,7470,0.189,0.399,A
18.44,91.99,8872,0.324,0.4904,B
9.31,96.05,8984,0.194,0.347,A
13.9,90.14,8170,0.212,0.49,A
15.13,86.43,7933,0.321,0.516,B
15.27,87.95,7493,0.311,0.4573,B
13.22,94.72,8984,0.284,0.4267,A
21.38,79.56,6234,0.341,0.6899,B
4.86,98.92,10031,0.133,0.2726,A
12.52,88.79,8410,0.246,0.4364,B
21.04,87.12,8067,0.461,0.6116,B
11.74,83.27,7560,0.206,0.4998,B
7.57,100.0,9463,0.13,0.3145,A
15.52,85.04,8634,0.243,0.5248,B
14.67,82.43,7161,0.277,0.597,B
9.29,96.77,10148,0.15,0.2715,A
13.48,86.68,6727,0.278,0.4578,B
8.12,100.0,11605,0.143,0.2444,A
8.18,90.45,7666,0.234,0.3745,A
11.27,92.61,8474,0.314,0.4934,A
17.63,84.43,7345,0.265,0.5376,B
15.45,87.52,6483,0.384,0.5261,B
15.5,84.91,7885,0.314,0.564,B
12.37,87.82,7765,0.247,0.4333,B
14.7,93.73,8205,0.338,0.5188,A
10.74,92.59,10516,0.181,0.3697,A
2.52,97.94,10352,0.166,0.3075,A
9.34,99.32,8157,0.181,0.3671,A
13.71,94.55,8305,0.266,0.4415,A
19.67,82.18,6689,0.255,0.5763,B
7.71,94.42,9339,0.226,0.3675,A
12.37,88.27,7194,0.152,0.4196,B
12.99,88.39,6901,0.35,0.4504,B
11.38,93.47,9774,0.141,0.4005,A
10.04,96.75,8843,0.176,0.3117,A
14.99,90.56,8904,0.192,0.4151,A
12.6,82.5,7641,0.229,0.4829,B
16.82,99.35,9096,0.253,0.4375,B
5.85,99.36,11584,0.203,0.2751,A
21.18,86.38,7617,0.373,0.5999,B
20.88,82.52,7658,0.324,0.6867,B
11.31,95.99,10001,0.254,0.3731,A
7.43,100.0,9271,0.166,0.2179,A
19.0,94.45,7440,0.276,0.4173,B
8.42,96.23,9047,0.23,0.3877,A
13.75,81.77,7329,0.237,0.5202,B
18.93,94.27,8245,0.324,0.4696,B
8.52,95.23,8691,0.248,0.3631,A
10.48,97.57,8476,0.2,0.3875,A
13.69,99.73,10780,0.183,0.3819,A
18.71,88.94,6751,0.319,0.5131,B
10.94,91.15,9567,0.19,0.3351,A
11.55,94.2,7369,0.262,0.4705,A
15.99,98.34,8055,0.3,0.4071,B
10.24,90.75,7626,0.224,0.38,A
15.54,95.73,6586,0.29,0.473,B
23.67,82.54,7626,0.289,0.5905,B
10.23,100.0,9240,0.205,0.3786,A
15.93,96.55,9134,0.189,0.3835,B
9.74,91.2,8185,0.155,0.37,A
12.91,92.74,7974,0.262,0.5197,A
6.41,100.0,11177,0.148,0.2641,A
11.99,88.06,9371,0.292,0.5884,B
37.06,66.53,6125,0.822,0.9603,C
10.59,87.45,8755,0.197,0.4404,B
17.47,80.99,8160,0.289,0.6302,B
29.62,67.48,7491,0.778,0.9605,C
34.76,63.64,6149,0.653,0.9716,C
21.11,75.7,7337,0.387,0.8901,B
18.61,78.51,9415,0.282,0.7389,B
22.29,76.34,6513,0.45,0.8985,B
16.73,82.55,8510,0.246,0.5509,B
13.05,94.91,7483,0.236,0.4176,A
11.16,83.34,6945,0.279,0.6068,B
14.14,84.86,9338,0.271,0.659,B
22.97,73.84,7064,0.327,0.7638,C
14.62,79.92,8410,0.22,0.5621,B
15.49,78.64,8616,0.348,0.7314,B
23.67,70.8,6781,0.431,0.8726,C
20.27,87.32,8006,0.366,0.6215,B
31.74,70.68,6837,0.673,0.9946,C
8.94,91.28,9292,0.216,0.363,A
15.74,81.37,8093,0.288,0.6418,B
22.39,73.87,7408,0.327,0.886,C
11.21,97.65,7809,0.243,0.3647,A
10.9,89.3,6896,0.289,0.5308,B
17.37,86.22,8779,0.204,0.5592,B
15.43,89.78,7598,0.205,0.4407,B
27.36,70.89,6986,0.457,0.9364,C
9.37,100.0,10038,0.228,0.296,A
24.92,73.53,7178,0.374,0.8158,C
14.52,81.49,7396,0.297,0.5531,B
13.04,97.29,8537,0.212,0.3574,A
21.03,75.14,8938,0.259,0.762,B
6.06,96.03,8584,0.183,0.3525,A
32.07,76.53,5973,0.462,0.9342,B
22.12,76.81,7867,0.376,0.8013,B
13.67,94.42,9607,0.234,0.4258,A
13.17,89.5,7330,0.234,0.5067,B
17.79,77.14,10119,0.26,0.743,B
14.79,82.82,8069,0.279,0.7028,B
17.97,77.17,8146,0.339,0.8389,B
10.25,83.85,8650,0.216,0.5308,B
17.07,82.37,7135,0.288,0.6131,B
18.31,78.42,6998,0.244,0.6485,B
14.79,79.37,8824,0.333,0.7105,B
12.83,87.4,9075,0.125,0.5376,B
26.0,68.91,6212,0.487,0.9211,C
26.73,76.12,7412,0.506,0.9302,B
23.27,69.8,6421,0.42,0.856,C
27.35,66.86,6572,0.441,0.916,C
34.46,63.77,7306,0.781,0.9971,C
16.18,88.69,6903,0.364,0.5312,B
24.59,72.14,6349,0.538,0.8938,C
20.73,78.95,7884,0.296,0.7718,B
18.91,86.47,7217,0.288,0.5949,B
10.51,88.06,8321,0.132,0.437,B
20.68,77.65,7978,0.42,0.8693,B
14.42,75.93,9206,0.267,0.7818,B
23.83,74.0,6755,0.408,0.8968,C
11.0,91.09,8756,0.329,0.4456,A
20.3,75.44,7813,0.406,0.8545,B
25.83,69.43,6451,0.439,0.8487,C
15.06,89.98,7047,0.266,0.5276,B
13.67,94.36,8189,0.231,0.4484,A
13.97,84.74,7978,0.234,0.5382,B
13.71,100.0,7940,0.264,0.4823,A
13.32,90.58,6934,0.308,0.4744,A
22.58,79.39,6964,0.29,0.6983,B
46.23,64.64,5401,0.94,0.9844,C
18.08,80.39,9047,0.262,0.7115,B
18.96,81.15,8824,0.209,0.6266,B
13.43,90.46,9382,0.222,0.4929,A
14.61,80.65,7004,0.376,0.8818,B
23.13,74.65,7103,0.321,0.8239,C
13.25,90.49,6790,0.26,0.4859,A
31.91,70.73,5956,0.592,0.9357,C
16.14,95.1,7795,0.397,0.5128,B
14.37,80.39,8403,0.283,0.6303,B
9.61,96.82,9124,0.293,0.4303,A
14.69,93.32,6409,0.237,0.4963,A
16.07,80.95,7815,0.316,0.7551,B
21.33,85.29,6574,0.395,0.6547,B
10.97,95.28,7830,0.24,0.3927,A
17.98,76.75,6158,0.523,0.9149,B
10.23,90.67,8873,0.202,0.3934,A
45.25,63.31,6570,0.916,0.9454,C
7.76,100.0,9157,0.243,0.3711,A
25.81,72.15,6538,0.554,0.8986,C
19.89,76.76,7653,0.404,0.8376,B
