date,region,state,saidi_hours,saifi_interruptions,caidi_hours,customers_affected,major_outages,grid_availability_percent
2024-04-01,South South,Bayelsa,131.35,14.59,9.0,241426,1,81.76
2024-04-01,South South,Cross River,214.2,23.8,9.0,105869,2,70.25
2024-04-01,South South,Delta,220.0,24.44,9.0,487002,3,69.44
2024-04-01,South South,Edo,130.45,14.49,9.0,388968,1,81.88
2024-04-01,South South,Rivers,185.95,20.66,9.0,51762,2,74.17
2024-04-01,South West,Ekiti,126.07,15.76,8.0,33707,1,82.49
2024-04-01,South West,Lagos,59.62,7.45,8.0,86830,2,91.72
2024-04-01,South West,Ogun,94.25,11.78,8.0,210861,1,86.91
2024-04-01,South West,Ondo,120.29,15.04,8.0,337990,2,83.29
2024-04-01,South West,Osun,117.25,14.66,8.0,48587,1,83.71
2024-04-01,South West,Oyo,87.49,10.94,8.0,159953,2,87.85
2024-05-01,North Central,FCT,134.11,16.76,8.0,18573,3,81.37
2024-05-01,North Central,Benue,274.12,34.26,8.0,189238,6,61.93
2024-05-01,North Central,Kogi,181.44,22.68,8.0,451491,4,74.8
2024-05-01,North Central,Kwara,210.75,26.34,8.0,429975,3,70.73
2024-05-01,North Central,Nasarawa,174.56,21.82,8.0,365031,0,75.76
2024-05-01,North Central,Niger,199.13,24.89,8.0,459860,3,72.34
2024-05-01,North Central,Plateau,191.85,23.98,8.0,64449,2,73.35
2024-05-01,North East,Adamawa,424.21,53.03,8.0,403096,1,41.08
2024-05-01,North East,Bauchi,266.28,33.28,8.0,229869,1,63.02
2024-05-01,North East,Borno,419.78,52.47,8.0,354634,1,41.7
2024-05-01,North East,Gombe,443.17,55.4,8.0,134834,4,38.45
2024-05-01,North East,Taraba,416.92,52.11,8.0,106328,2,42.09
2024-05-01,North East,Yobe,635.63,79.45,8.0,424698,0,11.72
2024-05-01,North West,Jigawa,293.63,36.7,8.0,185896,3,59.22
2024-05-01,North West,Kaduna,260.67,32.58,8.0,336379,2,63.8
2024-05-01,North West,Kano,357.59,44.7,8.0,438575,3,50.34
2024-05-01,North West,Katsina,398.08,49.76,8.0,27064,3,44.71
2024-05-01,North West,Kebbi,332.26,41.53,8.0,454561,2,53.85
2024-05-01,North West,Sokoto,366.28,45.79,8.0,145160,0,49.13
2024-05-01,North West,Zamfara,365.71,45.71,8.0,230537,2,49.21
2024-05-01,South East,Abia,245.28,31.22,7.86,126264,1,65.93
2024-05-01,South East,Anambra,310.51,39.52,7.86,413193,3,56.87
2024-05-01,South East,Ebonyi,356.76,45.41,7.86,283450,1,50.45
2024-05-01,South East,Enugu,313.4,39.89,7.86,296321,1,56.47
2024-05-01,South East,Imo,316.23,40.25,7.86,155850,1,56.08
2024-05-01,South South,Akwa Ibom,173.86,19.32,9.0,200240,2,75.85
2024-05-01,South South,Bayelsa,257.8,28.64,9.0,258611,4,64.19
2024-05-01,South South,Cross River,293.0,32.56,9.0,449004,1,59.31
2024-05-01,South South,Delta,262.59,29.18,9.0,134025,3,63.53
2024-05-01,South South,Edo,186.82,20.76,9.0,117424,4,74.05
2024-05-01,South South,Rivers,163.63,18.18,9.0,85728,2,77.27
2024-05-01,South West,Ekiti,168.43,21.05,8.0,112635,1,76.61
2024-05-01,South West,Lagos,108.18,13.52,8.0,167192,3,84.97
2024-05-01,South West,Ogun,115.85,14.48,8.0,461587,0,83.91
2024-05-01,South West,Ondo,177.96,22.24,8.0,473247,1,75.28
2024-05-01,South West,Osun,132.56,16.57,8.0,163574,4,81.59
2024-05-01,South West,Oyo,179.06,22.38,8.0,72327,1,75.13
2024-06-01,North Central,FCT,171.72,21.46,8.0,454746,2,76.15
2024-06-01,North Central,Benue,190.17,23.77,8.0,150793,0,73.59
2024-06-01,North Central,Kogi,171.6,21.45,8.0,115096,0,76.17
2024-06-01,North Central,Kwara,160.23,20.03,8.0,352289,3,77.75
2024-06-01,North Central,Nasarawa,162.94,20.37,8.0,84602,2,77.37
2024-06-01,North Central,Niger,247.15,30.89,8.0,376158,4,65.67
2024-06-01,North Central,Plateau,181.2,22.65,8.0,116627,1,74.83
2024-06-01,North East,Adamawa,434.22,54.28,8.0,141450,0,39.69
2024-06-01,North East,Bauchi,336.04,42.0,8.0,409642,1,53.33
2024-06-01,North East,Borno,542.23,67.78,8.0,291446,3,24.69
2024-06-01,North East,Gombe,246.84,30.85,8.0,488950,1,65.72
2024-06-01,North East,Taraba,401.05,50.13,8.0,294976,1,44.3
2024-06-01,North East,Yobe,369.05,46.13,8.0,354775,0,48.74
2024-06-01,North West,Jigawa,296.14,37.02,8.0,370701,7,58.87
2024-06-01,North West,Kaduna,222.91,27.86,8.0,220526,3,69.04
2024-06-01,North West,Kano,200.58,25.07,8.0,383030,4,72.14
2024-06-01,North West,Katsina,370.46,46.31,8.0,179127,1,48.55
2024-06-01,North West,Kebbi,264.42,33.05,8.0,229460,1,63.27
2024-06-01,North West,Sokoto,304.73,38.09,8.0,260565,1,57.68
2024-06-01,North West,Zamfara,221.02,27.63,8.0,24871,1,69.3
2024-06-01,South East,Abia,357.92,45.55,7.86,107712,0,50.29
2024-06-01,South East,Anambra,269.56,34.31,7.86,104308,0,62.56
2024-06-01,South East,Ebonyi,329.37,41.92,7.86,282978,0,54.25
2024-06-01,South East,Enugu,280.51,35.7,7.86,29028,1,61.04
2024-06-01,South East,Imo,341.42,43.45,7.86,370289,1,52.58
2024-06-01,South South,Akwa Ibom,238.74,26.53,9.0,19893,2,66.84
2024-06-01,South South,Bayelsa,209.38,23.26,9.0,150587,1,70.92
2024-06-01,South South,Cross River,241.83,26.87,9.0,399020,2,66.41
2024-06-01,South South,Delta,213.47,23.72,9.0,191095,0,70.35
2024-06-01,South South,Edo,278.54,30.95,9.0,347556,3,61.31
2024-06-01,South South,Rivers,168.62,18.74,9.0,476789,0,76.58
2024-06-01,South West,Ekiti,182.27,22.78,8.0,361849,1,74.69
2024-06-01,South West,Lagos,120.02,15.0,8.0,24130,1,83.33
2024-06-01,South West,Ogun,113.99,14.25,8.0,482713,2,84.17
2024-06-01,South West,Ondo,158.44,19.8,8.0,166825,2,78.0
2024-06-01,South West,Osun,150.69,18.84,8.0,251716,1,79.07
2024-06-01,South West,Oyo,186.76,23.34,8.0,420099,1,74.06
2024-07-01,North Central,FCT,154.07,19.26,8.0,61910,2,78.6
2024-07-01,North Central,Benue,278.75,34.84,8.0,216710,3,61.29
2024-07-01,North Central,Kogi,259.3,32.41,8.0,383626,1,63.99
2024-07-01,North Central,Kwara,255.14,31.89,8.0,491979,4,64.56
2024-07-01,North Central,Nasarawa,196.37,24.55,8.0,486247,1,72.73
2024-07-01,North Central,Niger,220.26,27.53,8.0,48714,3,69.41
2024-07-01,North Central,Plateau,250.89,31.36,8.0,205689,2,65.15
2024-07-01,North East,Adamawa,320.07,40.01,8.0,327939,1,55.55
2024-07-01,North East,Bauchi,372.15,46.52,8.0,358260,0,48.31
2024-07-01,North East,Borno,578.41,72.3,8.0,403948,1,19.66
2024-07-01,North East,Gombe,393.69,49.21,8.0,400518,2,45.32
2024-07-01,North East,Taraba,311.92,38.99,8.0,255793,1,56.68
2024-07-01,North East,Yobe,434.09,54.26,8.0,126742,2,39.71
2024-07-01,North West,Jigawa,337.52,42.19,8.0,134554,1,53.12
2024-07-01,North West,Kaduna,332.62,41.58,8.0,61252,1,53.8
2024-07-01,North West,Kano,341.7,42.71,8.0,131260,2,52.54
2024-07-01,North West,Katsina,384.2,48.02,8.0,155041,0,46.64
2024-07-01,North West,Kebbi,317.72,39.71,8.0,94441,3,55.87
2024-07-01,North West,Sokoto,259.68,32.46,8.0,459347,2,63.93
2024-07-01,North West,Zamfara,347.7,43.46,8.0,25449,1,51.71
2024-07-01,South East,Abia,277.63,35.33,7.86,223202,2,61.44
2024-07-01,South East,Anambra,335.94,42.76,7.86,229249,1,53.34
2024-07-01,South East,Ebonyi,308.89,39.31,7.86,173502,3,57.1
2024-07-01,South East,Enugu,254.34,32.37,7.86,238884,4,64.67
2024-07-01,South East,Imo,252.48,32.13,7.86,209607,4,64.93
2024-07-01,South South,Akwa Ibom,208.57,23.17,9.0,351504,2,71.03
2024-07-01,South South,Bayelsa,286.71,31.86,9.0,392700,1,60.18
2024-07-01,South South,Cross River,239.92,26.66,9.0,232625,2,66.68
2024-07-01,South South,Delta,229.99,25.55,9.0,138469,0,68.06
2024-07-01,South South,Edo,229.07,25.45,9.0,93970,1,68.18
2024-07-01,South South,Rivers,240.41,26.71,9.0,345284,1,66.61
2024-07-01,South West,Ekiti,147.21,18.4,8.0,85282,1,79.55
2024-07-01,South West,Lagos,94.82,11.85,8.0,340351,2,86.83
2024-07-01,South West,Ogun,201.53,25.19,8.0,238670,2,72.01
2024-07-01,South West,Ondo,141.71,17.71,8.0,114766,2,80.32
2024-07-01,South West,Osun,200.72,25.09,8.0,171805,1,72.12
2024-07-01,South West,Oyo,147.75,18.47,8.0,126035,3,79.48
2024-08-01,North Central,FCT,134.18,16.77,8.0,379234,3,81.36
2024-08-01,North Central,Benue,257.78,32.22,8.0,153725,1,64.2
2024-08-01,North Central,Kogi,206.67,25.83,8.0,52392,1,71.3
2024-08-01,North Central,Kwara,187.72,23.47,8.0,59665,3,73.93
2024-08-01,North Central,Nasarawa,191.63,23.95,8.0,432324,1,73.39
2024-08-01,North Central,Niger,247.62,30.95,8.0,85640,0,65.61
2024-08-01,North Central,Plateau,187.75,23.47,8.0,92364,3,73.92
2024-08-01,North East,Adamawa,334.89,41.86,8.0,267847,1,53.49
2024-08-01,North East,Bauchi,390.16,48.77,8.0,481443,2,45.81
2024-08-01,North East,Borno,651.67,81.46,8.0,465269,1,9.49
2024-08-01,North East,Gombe,436.53,54.57,8.0,21738,4,39.37
2024-08-01,North East,Taraba,429.7,53.71,8.0,243274,1,40.32
2024-08-01,North East,Yobe,476.4,59.55,8.0,24765,2,33.83
2024-08-01,North West,Jigawa,314.03,39.25,8.0,169318,2,56.38
2024-08-01,North West,Kaduna,249.01,31.13,8.0,292910,0,65.42
2024-08-01,North West,Kano,293.8,36.72,8.0,166269,3,59.19
2024-08-01,North West,Katsina,264.73,33.09,8.0,498368,3,63.23
2024-08-01,North West,Kebbi,314.43,39.3,8.0,113026,1,56.33
2024-08-01,North West,Sokoto,222.59,27.82,8.0,214090,5,69.08
2024-08-01,North West,Zamfara,283.54,35.44,8.0,97753,4,60.62
2024-08-01,South East,Abia,327.33,41.66,7.86,232161,0,54.54
2024-08-01,South East,Anambra,288.86,36.76,7.86,434207,3,59.88
2024-08-01,South East,Ebonyi,253.64,32.28,7.86,495006,5,64.77
2024-08-01,South East,Enugu,276.38,35.18,7.86,436715,4,61.61
2024-08-01,South East,Imo,225.59,28.71,7.86,164205,2,68.67
2024-08-01,South South,Akwa Ibom,209.39,23.27,9.0,426688,2,70.92
2024-08-01,South South,Bayelsa,295.4,32.82,9.0,220124,1,58.97
2024-08-01,South South,Cross River,287.96,32.0,9.0,172037,3,60.01
2024-08-01,South South,Delta,223.98,24.89,9.0,71070,2,68.89
2024-08-01,South South,Edo,283.12,31.46,9.0,194002,2,60.68
2024-08-01,South South,Rivers,132.87,14.76,9.0,409575,2,81.55
2024-08-01,South West,Ekiti,158.23,19.78,8.0,455308,1,78.02
2024-08-01,South West,Lagos,71.08,8.89,8.0,430953,2,90.13
2024-08-01,South West,Ogun,154.22,19.28,8.0,234417,0,78.58
2024-08-01,South West,Ondo,158.98,19.87,8.0,339594,4,77.92
2024-08-01,South West,Osun,146.79,18.35,8.0,79865,0,79.61
2024-08-01,South West,Oyo,175.86,21.98,8.0,269924,2,75.58
2024-09-01,North Central,FCT,144.89,18.11,8.0,307333,0,79.88
2024-09-01,North Central,Benue,263.96,33.0,8.0,178290,3,63.34
2024-09-01,North Central,Kogi,182.57,22.82,8.0,39584,2,74.64
2024-09-01,North Central,Kwara,248.21,31.03,8.0,161476,2,65.53
2024-09-01,North Central,Nasarawa,218.6,27.33,8.0,163758,1,69.64
2024-09-01,North Central,Niger,157.98,19.75,8.0,209132,1,78.06
2024-09-01,North Central,Plateau,200.65,25.08,8.0,138104,1,72.13
2024-09-01,North East,Adamawa,309.69,38.71,8.0,288312,2,56.99
2024-09-01,North East,Bauchi,411.51,51.44,8.0,20988,2,42.85
2024-09-01,North East,Borno,419.04,52.38,8.0,222098,3,41.8
2024-09-01,North East,Gombe,326.52,40.82,8.0,41181,0,54.65
2024-09-01,North East,Taraba,427.76,53.47,8.0,341935,5,40.59
2024-09-01,North East,Yobe,628.01,78.5,8.0,275601,1,12.78
2024-09-01,North West,Jigawa,366.26,45.78,8.0,132602,0,49.13
2024-09-01,North West,Kaduna,294.77,36.85,8.0,410501,5,59.06
2024-09-01,North West,Kano,237.59,29.7,8.0,58851,1,67.0
2024-09-01,North West,Katsina,301.67,37.71,8.0,60025,0,58.1
2024-09-01,North West,Kebbi,376.52,47.07,8.0,323853,2,47.71
2024-09-01,North West,Sokoto,271.61,33.95,8.0,222835,1,62.28
2024-09-01,North West,Zamfara,263.96,32.99,8.0,252429,3,63.34
2024-09-01,South East,Abia,277.56,35.33,7.86,488527,2,61.45
2024-09-01,South East,Anambra,214.53,27.3,7.86,342133,2,70.2
2024-09-01,South East,Ebonyi,343.66,43.74,7.86,169428,2,52.27
2024-09-01,South East,Enugu,341.25,43.43,7.86,83383,2,52.6
2024-09-01,South East,Imo,292.02,37.17,7.86,436307,1,59.44
2024-09-01,South South,Akwa Ibom,244.75,27.19,9.0,418888,0,66.01
2024-09-01,South South,Bayelsa,169.61,18.85,9.0,37583,1,76.44
2024-09-01,South South,Cross River,223.99,24.89,9.0,351897,2,68.89
2024-09-01,South South,Delta,267.13,29.68,9.0,292478,2,62.9
2024-09-01,South South,Edo,252.91,28.1,9.0,83884,4,64.87
2024-09-01,South South,Rivers,183.3,20.37,9.0,329193,2,74.54
2024-09-01,South West,Ekiti,134.93,16.87,8.0,107805,1,81.26
2024-09-01,South West,Lagos,79.88,9.99,8.0,209297,4,88.91
2024-09-01,South West,Ogun,174.3,21.79,8.0,91029,2,75.79
2024-09-01,South West,Ondo,119.05,14.88,8.0,266129,1,83.47
2024-09-01,South West,Osun,193.97,24.25,8.0,304826,2,73.06
2024-09-01,South West,Oyo,188.57,23.57,8.0,123006,1,73.81
2024-10-01,North Central,FCT,168.96,21.12,8.0,348326,0,76.53
2024-10-01,North Central,Benue,191.87,23.98,8.0,333695,3,73.35
2024-10-01,North Central,Kogi,239.48,29.94,8.0,76316,2,66.74
2024-10-01,North Central,Kwara,236.31,29.54,8.0,321745,3,67.18
2024-10-01,North Central,Nasarawa,226.38,28.3,8.0,27682,1,68.56
2024-10-01,North Central,Niger,237.51,29.69,8.0,287974,3,67.01
2024-10-01,North Central,Plateau,252.04,31.5,8.0,11789,1,64.99
2024-10-01,North East,Adamawa,409.24,51.15,8.0,339961,1,43.16
2024-10-01,North East,Bauchi,387.65,48.46,8.0,348537,0,46.16
2024-10-01,North East,Borno,470.22,58.78,8.0,52771,2,34.69
2024-10-01,North East,Gombe,262.94,32.87,8.0,247065,0,63.48
2024-10-01,North East,Taraba,424.99,53.12,8.0,22919,0,40.97
2024-10-01,North East,Yobe,534.32,66.79,8.0,459297,1,25.79
2024-10-01,North West,Jigawa,268.9,33.61,8.0,265308,0,62.65
2024-10-01,North West,Kaduna,313.29,39.16,8.0,229405,3,56.49
2024-10-01,North West,Kano,265.53,33.19,8.0,223213,5,63.12
2024-10-01,North West,Katsina,361.06,45.13,8.0,116928,3,49.85
2024-10-01,North West,Kebbi,344.18,43.02,8.0,317229,1,52.2
2024-10-01,North West,Sokoto,341.01,42.63,8.0,451786,0,52.64
2024-10-01,North West,Zamfara,217.22,27.15,8.0,90925,3,69.83
2024-10-01,South East,Abia,271.59,34.57,7.86,360467,3,62.28
2024-10-01,South East,Anambra,266.6,33.93,7.86,438944,4,62.97
2024-10-01,South East,Ebonyi,319.24,40.63,7.86,286105,6,55.66
2024-10-01,South East,Enugu,281.13,35.78,7.86,486567,4,60.95
2024-10-01,South East,Imo,325.22,41.39,7.86,229694,1,54.83
2024-10-01,South South,Akwa Ibom,223.28,24.81,9.0,113506,4,68.99
2024-10-01,South South,Bayelsa,223.83,24.87,9.0,305017,1,68.91
2024-10-01,South South,Cross River,195.65,21.74,9.0,242225,1,72.83
2024-10-01,South South,Delta,286.38,31.82,9.0,391739,0,60.22
2024-10-01,South South,Edo,208.75,23.19,9.0,270647,0,71.01
2024-10-01,South South,Rivers,207.77,23.09,9.0,198378,1,71.14
2024-10-01,South West,Ekiti,140.46,17.56,8.0,432228,4,80.49
2024-10-01,South West,Lagos,102.97,12.87,8.0,454017,0,85.7
2024-10-01,South West,Ogun,150.67,18.83,8.0,83186,3,79.07
2024-10-01,South West,Ondo,193.98,24.25,8.0,42926,1,73.06
2024-10-01,South West,Osun,122.81,15.35,8.0,94118,4,82.94
2024-10-01,South West,Oyo,116.61,14.58,8.0,252123,3,83.8
2024-11-01,North Central,FCT,132.57,16.57,8.0,279688,1,81.59
2024-11-01,North Central,Benue,163.95,20.49,8.0,475395,2,77.23
2024-11-01,North Central,Kogi,210.24,26.28,8.0,184668,1,70.8
2024-11-01,North Central,Kwara,195.18,24.4,8.0,172262,2,72.89
2024-11-01,North Central,Nasarawa,164.22,20.53,8.0,381600,3,77.19
2024-11-01,North Central,Niger,243.64,30.46,8.0,147347,1,66.16
2024-11-01,North Central,Plateau,215.5,26.94,8.0,422020,3,70.07
2024-11-01,North East,Adamawa,287.69,35.96,8.0,460113,3,60.04
2024-11-01,North East,Bauchi,237.66,29.71,8.0,144822,2,66.99
2024-11-01,North East,Borno,486.05,60.76,8.0,106079,1,32.49
2024-11-01,North East,Gombe,314.95,39.37,8.0,177447,2,56.26
2024-11-01,North East,Taraba,389.66,48.71,8.0,108295,7,45.88
2024-11-01,North East,Yobe,314.4,39.3,8.0,104031,1,56.33
2024-11-01,North West,Jigawa,281.64,35.21,8.0,264841,2,60.88
2024-11-01,North West,Kaduna,307.9,38.49,8.0,247158,3,57.24
2024-11-01,North West,Kano,274.73,34.34,8.0,23508,2,61.84
2024-11-01,North West,Katsina,322.94,40.37,8.0,248372,0,55.15
2024-11-01,North West,Kebbi,327.35,40.92,8.0,223168,2,54.53
2024-11-01,North West,Sokoto,299.02,37.38,8.0,186467,1,58.47
2024-11-01,North West,Zamfara,294.81,36.85,8.0,390994,2,59.05
2024-11-01,South East,Abia,202.3,25.75,7.86,19458,2,71.9
2024-11-01,South East,Anambra,217.06,27.63,7.86,290582,1,69.85
2024-11-01,South East,Ebonyi,274.3,34.91,7.86,154907,1,61.9
2024-11-01,South East,Enugu,242.42,30.85,7.86,146780,1,66.33
2024-11-01,South East,Imo,160.18,20.39,7.86,484251,3,77.75
2024-11-01,South South,Akwa Ibom,219.94,24.44,9.0,356932,2,69.45
2024-11-01,South South,Bayelsa,154.47,17.16,9.0,74214,1,78.55
2024-11-01,South South,Cross River,231.83,25.76,9.0,63846,3,67.8
2024-11-01,South South,Delta,161.86,17.98,9.0,424683,1,77.52
2024-11-01,South South,Edo,194.61,21.62,9.0,129383,4,72.97
2024-11-01,South South,Rivers,151.32,16.81,9.0,396628,2,78.98
2024-11-01,South West,Ekiti,92.56,11.57,8.0,400824,2,87.15
2024-11-01,South West,Lagos,50.68,6.34,8.0,484114,4,92.96
2024-11-01,South West,Ogun,141.8,17.73,8.0,18785,4,80.31
2024-11-01,South West,Ondo,98.08,12.26,8.0,209422,1,86.38
2024-11-01,South West,Osun,111.32,13.92,8.0,137837,2,84.54
2024-11-01,South West,Oyo,97.63,12.2,8.0,304258,2,86.44
2024-12-01,North Central,FCT,143.76,17.97,8.0,199545,3,80.03
2024-12-01,North Central,Benue,214.76,26.84,8.0,97509,2,70.17
2024-12-01,North Central,Kogi,252.8,31.6,8.0,217017,4,64.89
2024-12-01,North Central,Kwara,250.22,31.28,8.0,75435,3,65.25
2024-12-01,North Central,Nasarawa,157.53,19.69,8.0,227148,6,78.12
2024-12-01,North Central,Niger,195.66,24.46,8.0,423842,2,72.82
2024-12-01,North Central,Plateau,218.02,27.25,8.0,484661,3,69.72
2024-12-01,North East,Adamawa,291.38,36.42,8.0,406741,5,59.53
2024-12-01,North East,Bauchi,396.47,49.56,8.0,339679,3,44.93
2024-12-01,North East,Borno,433.83,54.23,8.0,387506,3,39.75
2024-12-01,North East,Gombe,260.96,32.62,8.0,241391,4,63.76
2024-12-01,North East,Taraba,399.78,49.97,8.0,326511,2,44.48
2024-12-01,North East,Yobe,571.76,71.47,8.0,353953,1,20.59
2024-12-01,North West,Jigawa,225.74,28.22,8.0,244093,4,68.65
2024-12-01,North West,Kaduna,245.49,30.69,8.0,387354,1,65.9
2024-12-01,North West,Kano,203.76,25.47,8.0,147478,0,71.7
2024-12-01,North West,Katsina,354.16,44.27,8.0,220821,0,50.81
2024-12-01,North West,Kebbi,223.71,27.96,8.0,168435,2,68.93
2024-12-01,North West,Sokoto,356.88,44.61,8.0,382552,2,50.43
2024-12-01,North West,Zamfara,286.39,35.8,8.0,231331,3,60.22
2024-12-01,South East,Abia,271.8,34.59,7.86,297574,0,62.25
2024-12-01,South East,Anambra,199.69,25.42,7.86,22609,0,72.27
2024-12-01,South East,Ebonyi,177.63,22.61,7.86,247355,1,75.33
2024-12-01,South East,Enugu,206.08,26.23,7.86,159126,1,71.38
2024-12-01,South East,Imo,234.48,29.84,7.86,31820,3,67.43
2024-12-01,South South,Akwa Ibom,133.34,14.82,9.0,306628,2,81.48
2024-12-01,South South,Bayelsa,189.52,21.06,9.0,55673,2,73.68
2024-12-01,South South,Cross River,162.2,18.02,9.0,193177,2,77.47
2024-12-01,South South,Delta,160.98,17.89,9.0,167823,2,77.64
2024-12-01,South South,Edo,165.48,18.39,9.0,146336,2,77.02
2024-12-01,South South,Rivers,185.61,20.62,9.0,130904,3,74.22
2024-12-01,South West,Ekiti,146.81,18.35,8.0,242790,1,79.61
2024-12-01,South West,Lagos,62.32,7.79,8.0,210393,0,91.34
2024-12-01,South West,Ogun,88.69,11.09,8.0,275319,1,87.68
2024-12-01,South West,Ondo,91.69,11.46,8.0,80200,2,87.27
2024-12-01,South West,Osun,138.4,17.3,8.0,104728,0,80.78
2024-12-01,South West,Oyo,155.61,19.45,8.0,229378,2,78.39
