firm_id,state,geo_political_zone,location_type,industry_code,industry_name,firm_age_years,num_employees,annual_turnover_naira,legal_structure,owner_age,owner_gender,owner_education,field_of_study,prior_entrepreneurial_exp,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,website_presence,social_media_presence,online_payments,new_production_methods,supply_chain_software,inventory_management,new_support_processes,new_products_services_3yrs,frequency_new_launches,product_improvement_efforts,revenue_model_changes,value_proposition_changes,customer_engagement_changes,competitive_pressure,customer_demand_innovation,management_innovation_attitude,access_to_credit,cost_of_innovation,internal_capital_sufficiency,skilled_employee_availability,training_costs,management_capability,electricity_reliability,internet_quality_cost,logistics_transportation,regulatory_burden,corruption_informal_charges,govt_support_effectiveness,competition_intensity,demand_uncertainty,international_market_access,profitability_growth_3yrs,sales_growth_3yrs,market_share_growth_3yrs,roi_satisfaction,overall_performance_satisfaction,annual_turnover_growth_pct,profit_margin_pct,employee_growth_pct,new_branches_3yrs,product_line_increase,service_quality_improvement,customer_satisfaction_improvement,innovation_composite_score,constraint_composite_score,performance_composite_score
SME_0296,Osun,South West,Urban,G47,Retail Trade,8,13,10844042,Partnership,61,Male,No Formal Education,Sciences,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,3,3,3,4,2,2,3,4,2,3,3,2,4,4,3,2,2,2,2,2,-0.9,7.0,-30.0,0,1,2,2,1.6,3.3333333333333335,2.0
SME_0297,Kebbi,North West,Rural,G47,Retail Trade,9,11,13495807,Partnership,47,Female,Master,Engineering,1,7,3,4,3,3,5,3,3,2,2,2,2,3,2,2,2,3,3,5,4,4,4,4,4,3,3,3,4,4,2,4,5,4,5,5,5,4,4,5,4,5,4,2,2,2,2,2,8.8,2.9,-0.2,0,3,3,3,3.4,4.333333333333333,2.0
SME_0298,Cross River,South South,Urban,P85,Education Services,8,1,684852,Sole Proprietorship,42,Female,HND/Bachelor,Other,1,5,1,2,1,1,1,1,3,3,3,3,3,3,4,1,1,2,3,3,2,2,4,4,5,4,3,3,4,5,5,5,5,4,5,5,4,3,4,3,4,4,4,2,1,1,2,1,,-5.0,5.1,0,1,1,1,1.6,4.666666666666667,1.3333333333333333
SME_0299,Cross River,South South,Urban,I56,Food and Beverage Services,1,13,15967288,Partnership,28,Male,Secondary Education,Law,1,6,2,4,2,3,3,2,2,3,3,2,4,4,3,3,3,3,2,4,2,3,3,2,2,5,5,5,5,5,4,4,4,5,2,2,2,1,2,4,3,2,3,4,4,3,3,3,-8.4,,9.7,0,3,2,2,3.0,3.6666666666666665,3.6666666666666665
SME_0300,Bauchi,North East,Urban,C25,Metal Products Manufacturing,8,4,6391807,Sole Proprietorship,52,Male,HND/Bachelor,Agriculture,0,6,3,4,4,3,4,5,2,1,2,2,1,2,2,3,4,2,4,1,2,1,4,4,4,5,5,5,4,4,4,4,5,4,4,5,5,3,4,3,5,5,3,2,2,1,1,2,-4.8,,,0,3,3,3,3.0,4.0,2.0
SME_0301,Bauchi,North East,Rural,G47,Retail Trade,8,4,2031321,Partnership,40,Male,OND/NCE,Agriculture,0,5,1,3,3,2,2,2,1,1,1,1,1,3,1,1,1,2,1,2,3,4,1,1,1,3,2,3,4,4,5,5,5,5,5,4,4,4,4,4,5,5,4,1,1,1,2,2,-22.6,-3.1,-17.1,0,1,2,2,2.0,4.666666666666667,1.3333333333333333
SME_0302,Taraba,North East,Urban,A01,"Agriculture, Forestry and Fishing",6,11,11655385,Limited Liability Company,52,Female,Secondary Education,Social Sciences,1,5,1,2,1,1,1,1,2,2,3,1,4,3,4,2,4,4,4,2,2,2,2,2,2,2,2,1,2,3,2,3,2,3,4,4,5,3,4,5,5,2,4,3,3,3,3,2,,-1.5,-18.8,0,2,2,2,1.6,3.0,2.6666666666666665
SME_0303,Abuja,North Central,Urban,Q86,Health Services,9,33,37027162,Partnership,36,Female,Master,Medicine/Health,1,7,4,4,5,4,4,4,3,4,2,4,5,5,5,4,3,3,4,5,5,5,2,3,2,4,4,4,1,2,2,2,2,3,2,2,1,3,3,2,4,3,3,5,5,5,5,5,,,,0,5,5,5,4.4,1.6666666666666667,5.0
SME_0304,Ondo,South West,Urban,F41,Construction,2,6,4116871,Sole Proprietorship,56,Female,HND/Bachelor,Education,1,5,2,3,3,3,3,3,2,3,2,3,3,2,2,4,3,4,4,3,3,2,2,2,1,5,5,5,3,3,3,5,5,5,4,3,4,4,3,3,3,1,3,3,3,2,3,3,-1.6,23.7,-30.0,0,2,3,2,3.0,4.0,3.0
SME_0305,Osun,South West,Rural,G47,Retail Trade,3,24,24405004,Limited Liability Company,46,Female,Primary Education,Education,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,3,3,3,2,2,3,3,2,4,3,4,2,3,2,3,3,3,2,2,3,2,2,1,,15.9,-8.7,0,3,2,3,1.6,2.6666666666666665,2.0
SME_0306,Bayelsa,South South,Rural,F41,Construction,9,1,791349,Partnership,53,Female,No Formal Education,Economics/Finance,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,4,3,4,3,2,2,2,1,2,1,2,1,2,4,5,4,4,5,3,4,5,5,4,3,4,5,5,4,1,1,1,1,1,-33.0,,-25.3,0,2,1,1,1.8,4.0,1.0
SME_0307,Jigawa,North West,Rural,I56,Food and Beverage Services,4,8,7189371,Limited Liability Company,46,Male,Primary Education,Agriculture,1,4,2,2,2,1,2,2,2,1,1,1,3,3,3,2,1,2,1,1,1,1,3,3,2,3,3,2,4,5,4,4,4,3,5,5,3,4,4,5,4,5,4,1,1,1,2,1,,,-30.0,0,1,1,2,1.8,4.333333333333333,1.0
SME_0308,Akwa Ibom,South South,Rural,I56,Food and Beverage Services,2,4,3444827,Sole Proprietorship,30,Male,Primary Education,Sciences,1,3,2,2,2,3,3,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,4,5,5,5,5,3,4,5,5,4,4,3,5,5,5,2,1,2,2,2,-33.6,1.6,-9.9,0,1,1,1,1.8,4.333333333333333,1.6666666666666667
SME_0309,Imo,South East,Rural,J58,Publishing Activities,6,9,14468287,Limited Liability Company,37,Female,No Formal Education,Arts/Humanities,1,5,1,2,2,2,2,1,1,2,2,2,2,3,3,3,3,2,2,1,2,2,2,3,2,3,3,3,5,3,2,4,4,4,5,4,5,4,5,4,3,5,4,1,2,1,1,1,-5.3,-5.0,-7.6,0,1,1,1,1.8,4.666666666666667,1.3333333333333333
SME_0310,Oyo,South West,Rural,C20,Chemical Products Manufacturing,11,5,11629263,Sole Proprietorship,26,Male,OND/NCE,Engineering,1,7,3,3,2,1,2,3,2,2,2,2,2,2,2,3,4,3,4,1,1,2,3,2,2,3,4,3,4,4,5,5,2,2,5,5,5,4,3,4,4,3,3,2,2,2,2,2,-20.8,0.3,-19.8,0,1,1,1,2.4,4.666666666666667,2.0
SME_0311,Sokoto,North West,Rural,C25,Metal Products Manufacturing,2,1,1410542,Partnership,44,Male,Secondary Education,Business/Management,1,5,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,3,4,3,3,3,3,3,4,3,5,5,5,4,5,5,5,5,5,4,4,4,5,5,5,1,1,1,1,1,-4.6,-0.9,-30.0,0,1,1,1,1.6,4.666666666666667,1.0
SME_0312,Imo,South East,Urban,C10,Food Products Manufacturing,18,3,1602090,Sole Proprietorship,25,Female,Master,Social Sciences,0,10,3,4,4,4,3,4,4,4,3,4,4,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4,4,5,5,5,5,2,3,3,3,3,-8.9,,40.0,1,2,2,2,4.0,4.666666666666667,2.6666666666666665
SME_0313,Bayelsa,South South,Rural,I56,Food and Beverage Services,2,1,1517226,Sole Proprietorship,45,Male,Primary Education,Economics/Finance,0,4,1,1,1,2,1,1,1,1,1,1,2,2,3,2,1,1,2,1,1,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,3,2,4,5,5,5,3,2,2,1,2,-6.2,,-7.7,0,1,1,2,1.2,5.0,2.3333333333333335
SME_0314,Abuja,North Central,Urban,A01,"Agriculture, Forestry and Fishing",4,1,1070544,Sole Proprietorship,25,Male,OND/NCE,Agriculture,0,5,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,3,1,2,1,2,1,2,2,3,2,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,3,2,2,1,2,21.4,-1.3,-14.0,0,1,1,2,1.6,4.333333333333333,2.3333333333333335
SME_0315,Kaduna,North West,Rural,I55,Accommodation Services,13,11,6064224,Sole Proprietorship,51,Male,Secondary Education,Computer Science/IT,0,6,1,2,2,1,1,2,2,1,2,1,2,2,2,4,3,4,3,3,3,3,3,2,3,1,1,2,5,4,5,5,4,5,5,5,5,5,5,4,4,4,5,1,1,1,1,1,,4.4,-30.0,0,2,1,1,2.4,5.0,1.0
SME_0316,Kaduna,North West,Rural,M69,Professional Services,4,5,11233620,Sole Proprietorship,28,Male,Master,Education,0,8,5,5,5,5,5,4,3,4,3,4,2,3,2,4,4,3,3,5,5,5,1,2,2,3,3,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,4,3,3,4,14.4,12.7,,0,2,2,2,4.8,4.666666666666667,3.6666666666666665
SME_0317,Ogun,South West,Urban,M73,Advertising and Market Research,9,9,7203593,Limited Liability Company,30,Female,OND/NCE,Arts/Humanities,1,6,4,3,4,4,3,4,3,4,2,3,5,5,5,4,5,4,4,2,3,2,3,3,2,3,3,4,1,1,2,3,3,3,3,3,3,3,2,3,2,3,2,4,5,5,4,4,-4.7,,20.0,0,3,4,3,3.4,2.3333333333333335,4.333333333333333
SME_0318,Oyo,South West,Urban,G47,Retail Trade,1,45,55437687,Limited Liability Company,58,Male,OND/NCE,Social Sciences,1,3,1,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,3,2,2,2,3,2,3,4,3,1,2,2,3,1,1,2,1,3,2,3,4,1,1,1,2,3,3,2,2,,19.0,,0,3,3,2,2.2,2.0,2.3333333333333335
SME_0319,Imo,South East,Rural,G47,Retail Trade,3,5,5399781,Sole Proprietorship,45,Male,HND/Bachelor,Other,0,7,3,3,3,4,3,3,3,2,3,4,3,3,4,4,3,3,3,3,2,2,4,2,3,4,4,3,3,4,4,3,3,4,5,3,4,4,4,5,2,3,2,1,2,3,2,2,,,12.9,0,2,2,2,3.2,3.6666666666666665,1.6666666666666667
SME_0320,Zamfara,North West,Urban,A01,"Agriculture, Forestry and Fishing",5,13,10280799,Partnership,52,Male,Secondary Education,Agriculture,1,4,2,3,2,1,3,3,1,1,1,2,3,2,2,4,3,3,4,1,2,1,2,2,1,2,2,2,5,5,5,1,3,3,5,4,4,3,4,5,2,3,3,2,2,1,2,2,,,-20.8,0,1,1,1,2.4,3.6666666666666665,2.0
SME_0321,Bauchi,North East,Rural,I56,Food and Beverage Services,1,7,10273595,Partnership,29,Male,No Formal Education,Other,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,2,2,2,2,2,1,2,1,3,2,2,4,5,5,4,4,5,4,5,5,4,4,4,4,3,4,1,1,1,1,1,,-2.5,18.0,0,1,1,1,1.6,4.0,1.0
SME_0322,Gombe,North East,Rural,K64,Financial Services,1,117,270513813,Limited Liability Company,53,Male,HND/Bachelor,Other,0,5,3,1,2,2,2,2,3,3,3,3,5,4,4,5,5,5,5,3,3,4,4,5,5,5,5,5,5,5,5,4,4,3,4,5,5,4,4,3,3,3,3,3,2,3,3,3,12.6,,-30.0,0,2,3,2,2.8,4.333333333333333,2.6666666666666665
SME_0323,Enugu,South East,Urban,C20,Chemical Products Manufacturing,8,1,858222,Sole Proprietorship,40,Male,HND/Bachelor,Social Sciences,1,5,2,3,3,3,3,2,2,2,1,2,3,2,3,3,3,2,3,3,4,4,3,4,4,1,1,1,4,3,5,4,3,4,4,3,5,5,4,5,5,5,5,2,2,3,3,2,10.1,,-19.5,0,2,3,2,2.8,4.0,2.0
SME_0324,Adamawa,North East,Urban,G47,Retail Trade,3,3,5183886,Sole Proprietorship,43,Male,No Formal Education,Social Sciences,0,3,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,3,1,2,2,2,2,2,1,1,1,2,3,3,5,5,4,4,5,4,5,5,5,5,4,5,2,2,1,1,1,-0.2,-0.0,27.2,0,1,2,2,1.2,3.6666666666666665,1.6666666666666667
SME_0325,Kano,North West,Urban,M69,Professional Services,3,14,34230611,Sole Proprietorship,59,Male,HND/Bachelor,Business/Management,1,5,1,1,1,1,2,1,4,3,4,4,4,5,4,3,4,3,4,3,3,3,4,5,5,4,5,5,3,4,4,4,4,4,4,5,5,3,4,2,4,4,5,4,4,3,4,4,-7.8,,7.8,0,3,3,2,1.8,3.6666666666666665,4.0
SME_0326,Oyo,South West,Urban,M69,Professional Services,3,3,5953931,Partnership,28,Male,HND/Bachelor,Business/Management,0,4,3,2,2,2,3,2,2,1,1,3,3,3,3,3,4,4,3,3,3,4,1,2,2,4,4,4,4,4,5,2,3,3,2,5,3,3,3,3,2,2,4,2,2,3,2,3,-2.7,8.4,-13.8,0,2,3,2,2.6,2.6666666666666665,2.3333333333333335
SME_0327,Niger,North Central,Rural,C20,Chemical Products Manufacturing,15,13,21873466,Partnership,52,Female,HND/Bachelor,Social Sciences,1,6,3,2,3,3,3,2,2,1,2,2,3,2,2,2,3,3,3,2,2,3,2,2,3,4,4,3,3,3,4,4,3,4,3,4,3,3,4,4,4,4,4,1,1,1,2,2,-4.9,,-6.9,0,3,3,2,2.4,3.3333333333333335,1.3333333333333333
SME_0328,Abia,South East,Rural,H49,Transportation and Storage,9,6,3835735,Sole Proprietorship,46,Female,Primary Education,Engineering,1,2,1,1,1,1,1,1,2,1,2,2,3,3,1,1,1,1,1,1,2,2,1,1,2,2,2,2,5,4,5,5,4,4,4,3,5,3,4,5,4,5,5,1,1,1,1,1,10.2,-1.1,-30.0,0,2,1,2,1.0,4.666666666666667,1.0
SME_0329,Anambra,South East,Urban,C13,Textiles Manufacturing,7,17,28664077,Limited Liability Company,39,Female,Secondary Education,Social Sciences,0,6,2,3,2,3,3,3,3,3,2,2,3,3,3,3,4,3,4,3,1,2,3,3,3,4,4,4,3,2,3,3,4,3,3,5,3,3,2,3,3,2,2,2,2,2,3,3,,2.3,-26.3,0,3,3,3,2.6,3.0,2.3333333333333335
SME_0330,Ebonyi,South East,Urban,A01,"Agriculture, Forestry and Fishing",4,2,858503,Partnership,28,Male,OND/NCE,Medicine/Health,1,9,2,2,3,3,3,3,1,1,2,1,3,5,3,3,3,3,3,3,3,2,2,2,2,2,2,3,4,5,5,4,5,4,5,4,3,4,3,3,4,5,5,2,2,2,1,2,-6.6,8.0,-14.5,0,3,3,2,2.6,4.333333333333333,2.0
SME_0331,Taraba,North East,Urban,N77,Rental and Leasing,1,8,4823211,Limited Liability Company,39,Male,OND/NCE,Medicine/Health,0,5,5,4,4,3,3,3,3,3,2,3,3,3,3,4,5,4,5,4,4,4,2,2,2,4,4,4,4,3,3,3,2,3,5,2,4,2,4,3,4,3,5,3,3,2,3,2,41.7,,26.0,0,3,3,3,4.2,4.0,2.6666666666666665
SME_0332,Lagos,South West,Urban,K64,Financial Services,4,11,28733666,Sole Proprietorship,32,Female,HND/Bachelor,Economics/Finance,1,5,2,4,3,3,4,3,1,2,1,2,2,2,2,3,3,3,3,4,3,4,4,3,3,4,4,4,4,4,4,3,1,3,4,5,4,2,3,3,1,3,4,3,3,3,2,3,,,14.6,0,2,2,2,3.2,3.6666666666666665,3.0
SME_0333,Delta,South South,Rural,J62,IT Services,3,8,8882308,Partnership,56,Male,HND/Bachelor,Computer Science/IT,1,6,2,3,3,3,4,4,3,3,4,3,5,5,4,4,3,4,4,4,3,5,2,3,2,3,5,5,4,3,3,3,4,4,5,4,3,4,4,3,3,4,4,2,3,2,2,2,,,29.0,0,4,4,3,3.2,4.0,2.3333333333333335
SME_0334,Lagos,South West,Rural,A01,"Agriculture, Forestry and Fishing",1,8,2864934,Limited Liability Company,43,Female,OND/NCE,Economics/Finance,1,5,2,2,3,2,2,2,1,1,1,1,3,4,3,1,3,2,2,3,3,3,2,2,1,3,2,3,3,5,3,2,4,4,4,5,4,5,4,5,3,4,3,2,2,1,2,2,15.4,,-29.1,0,3,4,3,2.2,3.0,2.0
SME_0335,Jigawa,North West,Urban,M69,Professional Services,16,24,35401708,Limited Liability Company,33,Female,Master,Computer Science/IT,0,10,5,5,5,5,5,5,3,3,3,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,3,4,2,3,4,3,4,3,3,2,2,2,3,2,3,5,5,5,4,5,35.0,,71.1,0,5,5,5,4.8,3.3333333333333335,5.0
SME_0336,Borno,North East,Rural,G47,Retail Trade,9,1,635243,Sole Proprietorship,25,Female,HND/Bachelor,Business/Management,0,9,2,3,3,3,2,2,2,2,2,3,2,3,3,1,3,2,2,3,4,3,4,4,4,4,4,4,3,5,5,4,5,5,5,4,5,4,5,5,5,4,5,2,2,1,1,1,-14.5,-1.7,,0,2,2,1,2.4,4.0,1.6666666666666667
SME_0337,Abia,South East,Rural,F41,Construction,7,8,5926184,Sole Proprietorship,36,Female,Secondary Education,Business/Management,1,6,3,4,3,3,3,3,1,1,2,1,2,2,2,3,4,4,4,3,3,3,2,2,2,5,5,5,3,3,4,5,4,4,4,4,5,4,5,4,5,5,5,2,3,2,2,2,0.4,,4.2,0,3,3,4,3.2,4.0,2.3333333333333335
SME_0338,Adamawa,North East,Rural,H49,Transportation and Storage,1,2,1230731,Sole Proprietorship,56,Female,Master,Business/Management,0,5,4,3,3,4,4,4,1,1,3,1,4,3,4,4,4,4,4,2,4,3,2,2,2,5,4,5,5,5,4,4,4,5,5,4,4,4,4,5,5,4,4,2,2,2,2,2,-9.2,1.8,-20.5,0,1,2,3,3.2,4.666666666666667,2.0
SME_0339,Cross River,South South,Urban,A01,"Agriculture, Forestry and Fishing",11,15,8480226,Partnership,43,Female,Secondary Education,Agriculture,1,6,3,3,3,4,4,3,2,1,1,1,1,1,2,4,3,3,2,3,4,3,4,3,4,3,4,3,5,5,3,3,2,3,2,2,2,5,4,4,3,3,3,2,3,2,2,2,13.2,19.7,,0,2,2,2,3.2,3.3333333333333335,2.3333333333333335
SME_0340,Rivers,South South,Rural,J62,IT Services,3,3,7079518,Partnership,39,Male,HND/Bachelor,Social Sciences,1,7,4,3,4,3,3,2,2,2,3,3,2,2,4,3,2,4,3,5,4,4,4,5,4,4,4,5,3,4,3,5,4,5,5,5,5,4,4,5,4,5,5,2,1,2,2,1,7.6,,-2.1,0,3,3,3,3.8,4.333333333333333,1.3333333333333333
SME_0341,Kebbi,North West,Urban,I55,Accommodation Services,3,1,1713390,Limited Liability Company,62,Female,OND/NCE,Agriculture,1,4,3,3,4,3,3,4,2,2,2,2,3,1,2,3,3,3,3,2,2,3,3,2,3,2,2,4,4,3,5,3,3,3,5,4,5,5,5,4,4,5,4,2,2,1,2,1,-26.4,,,0,1,1,1,3.0,4.0,1.6666666666666667
SME_0342,Zamfara,North West,Rural,C13,Textiles Manufacturing,6,16,18860807,Partnership,37,Male,OND/NCE,Engineering,0,3,3,4,4,3,3,4,2,1,2,2,4,3,5,4,3,4,3,1,2,1,1,1,1,1,1,1,3,4,3,4,3,4,5,5,4,4,4,5,4,4,4,3,2,2,2,3,,0.2,-20.7,0,2,2,3,3.2,4.0,2.6666666666666665
SME_0343,Plateau,North Central,Rural,C13,Textiles Manufacturing,5,5,6299153,Sole Proprietorship,32,Female,Secondary Education,Engineering,1,7,3,1,3,2,2,2,2,2,1,1,4,5,5,3,3,2,3,2,1,2,2,2,2,2,3,2,4,4,4,3,4,3,5,5,4,4,4,4,5,5,4,1,1,1,1,1,-16.2,,-30.0,0,1,1,1,2.4,4.0,1.0
SME_0344,Osun,South West,Rural,C13,Textiles Manufacturing,1,10,5489825,Limited Liability Company,46,Male,OND/NCE,Law,1,5,3,3,4,3,4,3,1,1,1,1,2,3,4,5,5,4,4,2,2,2,1,2,2,4,3,3,2,2,2,4,4,3,2,3,4,4,3,3,3,2,2,3,3,3,3,3,-5.5,,33.1,3,3,3,3,3.4,2.6666666666666665,3.0
SME_0345,Bayelsa,South South,Rural,A01,"Agriculture, Forestry and Fishing",4,30,12683462,Sole Proprietorship,47,Male,HND/Bachelor,Agriculture,1,6,4,3,5,4,4,5,3,4,3,4,4,3,3,2,2,2,2,4,3,4,4,4,3,3,4,4,3,4,5,2,3,4,5,4,5,4,3,3,5,5,4,2,3,2,2,2,-0.4,,,0,2,3,3,3.6,3.3333333333333335,2.3333333333333335
SME_0346,Ondo,South West,Urban,I55,Accommodation Services,1,10,8863515,Limited Liability Company,34,Female,HND/Bachelor,Other,1,6,4,4,4,3,4,4,2,2,3,2,3,2,1,4,3,4,4,4,3,4,5,3,4,4,4,3,4,3,2,3,4,3,1,3,2,2,1,1,3,2,1,4,4,3,3,3,-10.8,,13.0,0,4,3,4,4.0,2.6666666666666665,3.6666666666666665
SME_0347,Ogun,South West,Urban,M69,Professional Services,1,8,13684815,Limited Liability Company,32,Male,Master,Business/Management,0,7,5,5,5,4,4,5,3,3,3,3,4,4,5,3,3,3,3,3,4,4,4,4,3,4,3,4,4,3,3,4,3,3,3,3,2,2,3,3,3,4,3,4,4,4,4,3,-6.2,20.2,45.1,0,4,4,3,4.2,3.6666666666666665,3.6666666666666665
SME_0348,Kebbi,North West,Urban,A01,"Agriculture, Forestry and Fishing",6,7,7885700,Limited Liability Company,59,Female,Primary Education,Agriculture,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,3,2,3,2,2,1,2,3,2,1,4,3,2,4,4,3,5,5,5,3,4,3,2,1,2,2,2,2,3,3,-23.2,-5.0,,0,2,2,2,1.6,4.333333333333333,2.3333333333333335
SME_0349,Ekiti,South West,Urban,A01,"Agriculture, Forestry and Fishing",4,2,1970506,Sole Proprietorship,36,Male,Secondary Education,Agriculture,0,3,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,3,3,1,2,3,2,1,2,2,2,3,5,4,5,3,4,3,4,5,4,4,4,3,4,4,5,2,1,2,1,1,6.4,-5.0,-18.3,0,1,1,2,1.2,4.0,1.3333333333333333
SME_0350,Katsina,North West,Rural,H49,Transportation and Storage,13,5,5440958,Sole Proprietorship,25,Female,Master,Economics/Finance,1,9,3,3,4,3,4,4,3,3,4,4,5,4,4,4,4,3,3,2,3,2,3,4,4,4,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,4,2,2,2,2,2,-19.2,,-30.0,0,2,1,1,3.2,5.0,2.0
SME_0351,Ekiti,South West,Rural,K64,Financial Services,2,53,71813527,Limited Liability Company,44,Female,HND/Bachelor,Economics/Finance,0,5,4,5,4,4,5,5,2,3,2,2,4,3,4,3,3,3,3,4,5,5,3,4,4,5,4,4,3,3,3,3,3,3,2,3,4,5,3,3,1,2,3,5,4,4,4,5,,23.2,19.0,3,5,5,4,4.0,2.6666666666666665,4.666666666666667
SME_0352,Abia,South East,Urban,F41,Construction,15,5,8355799,Sole Proprietorship,52,Female,OND/NCE,Economics/Finance,1,3,2,1,3,2,2,2,3,4,4,4,2,2,2,3,3,3,3,3,3,2,2,2,3,1,1,1,4,3,3,3,2,5,3,3,4,4,3,4,4,5,4,2,2,2,2,3,,8.7,-13.8,0,1,2,1,2.4,3.3333333333333335,2.3333333333333335
SME_0353,Abia,South East,Urban,F41,Construction,2,6,6274074,Partnership,39,Male,OND/NCE,Engineering,1,7,3,2,3,2,3,1,2,1,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,2,3,2,2,3,1,3,2,2,3,5,3,1,4,3,3,3,3,3,4,,,,0,4,4,4,2.8,2.3333333333333335,3.3333333333333335
SME_0354,Akwa Ibom,South South,Urban,I55,Accommodation Services,3,25,40102025,Limited Liability Company,48,Male,No Formal Education,Law,1,2,1,1,1,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,1,1,2,1,4,3,4,2,3,2,4,2,3,3,3,2,3,3,2,2,3,3,2,2,3,2,2,-2.4,8.2,,0,3,2,2,1.6,3.0,2.0
SME_0355,Ondo,South West,Urban,C25,Metal Products Manufacturing,2,1,1269468,Partnership,29,Female,OND/NCE,Social Sciences,0,5,2,3,3,3,3,4,2,1,1,1,2,2,2,2,2,2,2,3,2,2,4,3,5,3,3,3,2,2,3,4,5,5,4,5,5,4,3,3,1,2,2,2,2,2,2,2,-31.7,-4.2,6.0,0,2,2,2,2.6,3.3333333333333335,2.0
SME_0356,Lagos,South West,Urban,A01,"Agriculture, Forestry and Fishing",6,13,14632737,Limited Liability Company,49,Male,OND/NCE,Agriculture,1,6,3,2,3,3,4,3,1,1,2,1,3,3,3,3,5,3,3,4,3,3,4,3,4,3,2,2,1,3,3,3,1,2,4,3,4,3,4,3,2,2,2,5,4,4,4,4,4.9,11.4,16.6,0,4,4,4,3.0,2.6666666666666665,4.333333333333333
SME_0357,Benue,North Central,Urban,J62,IT Services,8,1,2791401,Sole Proprietorship,30,Male,OND/NCE,Business/Management,1,9,4,4,3,3,3,4,2,3,4,2,4,5,4,4,3,3,3,4,4,3,3,3,3,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,4,2,1,3,3,2,-0.4,9.8,-4.4,0,3,3,2,3.8,4.666666666666667,1.6666666666666667
SME_0358,Ekiti,South West,Urban,I55,Accommodation Services,2,11,20696987,Limited Liability Company,45,Male,Secondary Education,Computer Science/IT,0,3,3,2,3,3,2,3,1,1,1,2,3,2,3,3,3,3,3,1,1,2,3,2,3,4,4,5,2,1,1,1,3,1,3,4,3,3,3,3,2,2,1,3,3,2,2,3,11.4,,,1,3,3,2,2.4,2.0,3.0
SME_0359,Abia,South East,Urban,H49,Transportation and Storage,13,7,9118621,Limited Liability Company,51,Male,OND/NCE,Education,0,4,1,1,1,2,1,2,2,1,2,1,3,3,3,3,4,3,3,2,3,3,5,4,4,4,5,4,3,3,4,4,3,4,2,1,3,2,4,3,3,4,3,2,2,3,2,2,8.7,,,0,2,2,3,1.6,3.0,2.0
SME_0360,Edo,South South,Urban,J62,IT Services,1,13,24711619,Partnership,43,Male,HND/Bachelor,Arts/Humanities,1,6,4,5,3,4,4,3,4,4,4,3,4,3,3,5,5,4,4,3,3,3,5,4,4,4,5,4,3,4,3,2,2,1,3,3,3,4,4,3,4,3,2,3,3,3,3,3,32.2,,44.8,0,3,3,4,4.0,2.6666666666666665,3.0
SME_0361,Abuja,North Central,Urban,I56,Food and Beverage Services,5,2,1437628,Limited Liability Company,27,Male,Secondary Education,Law,0,7,2,2,2,2,2,2,2,2,3,2,3,2,3,2,1,3,2,2,4,3,3,3,2,4,4,5,4,5,3,4,4,3,4,3,4,4,4,4,3,3,5,1,1,2,1,1,-28.3,8.8,-19.3,0,2,2,2,2.0,4.0,1.0
SME_0362,Bayelsa,South South,Urban,C13,Textiles Manufacturing,7,4,7614798,Sole Proprietorship,27,Male,HND/Bachelor,Engineering,0,9,4,3,4,3,4,4,4,4,4,2,3,3,2,4,3,3,3,4,2,3,4,4,5,5,5,5,3,4,4,3,2,3,5,5,5,4,3,3,4,2,4,2,2,3,3,3,-11.9,,4.0,0,2,2,1,3.8,3.6666666666666665,2.3333333333333335
