respondent_id,stakeholder_type,state,lga,industry_type,awareness_score_1_5,acceptance_score_1_5,perceived_benefits,perceived_risks,capex_concern_1_5,opex_concern_1_5,reliability_concern_1_5,regulatory_barrier_score_1_5,familiar_with_gas_price_volatility,prefer_grid_integration,prefer_isolated_minigrid,purchase_intent_0_1,comment,source,is_fabricated
R00679,DisCo Official,Bayelsa,Bayelsa LGA 4,Automotive,5,2,Scalable,Regulatory Risk,4,3,5,3,False,False,True,0,,Primary (synthetic),True
R00680,Policymaker,Bauchi,Bauchi LGA 18,Oil & Gas Services,3,3,Scalable,Technical Complexity,3,2,4,2,True,True,False,1,,Primary (synthetic),True
R00681,Policymaker,Sokoto,Sokoto LGA 12,FMCG,3,3,Lower OPEX,Technical Complexity,4,3,2,3,False,True,False,0,,Primary (synthetic),True
R00682,Engineer,Bayelsa,Bayelsa LGA 5,Retail,4,3,Scalable,Maintenance,4,3,4,2,False,False,True,0,,Primary (synthetic),True
R00683,Policymaker,Sokoto,Sokoto LGA 5,Retail,1,1,Scalable,Maintenance,4,2,3,3,True,True,False,0,,Primary (synthetic),True
R00684,Industrial Manager,Bayelsa,Bayelsa LGA 7,Hospitality,2,3,Scalable,Regulatory Risk,3,3,2,3,True,False,True,1,,Primary (synthetic),True
R00685,Community Leader,Oyo,Oyo LGA 26,Oil & Gas Services,2,1,Long Life,Regulatory Risk,4,2,3,4,True,True,False,0,,Primary (synthetic),True
R00686,DisCo Official,Ondo,Ondo LGA 1,Automotive,2,2,Reliability,Maintenance,3,3,3,4,True,True,False,0,,Primary (synthetic),True
R00687,Engineer,Ogun,Ogun LGA 9,Textile,5,3,Scalable,Technical Complexity,5,2,3,4,False,False,True,0,,Primary (synthetic),True
R00688,Policymaker,Jigawa,Jigawa LGA 13,Textile,4,2,Lower OPEX,Gas Price Volatility,2,3,2,4,True,True,False,0,,Primary (synthetic),True
R00689,Investor,Borno,Borno LGA 19,Food Processing,2,4,Long Life,Gas Price Volatility,2,2,5,3,True,True,False,1,,Primary (synthetic),True
R00690,DisCo Official,Ogun,Ogun LGA 1,Textile,3,3,Lower OPEX,Technical Complexity,3,4,4,3,True,False,False,1,,Primary (synthetic),True
R00691,DisCo Official,Rivers,Rivers LGA 5,Cement,3,2,Scalable,Capex,2,1,3,2,True,True,False,0,,Primary (synthetic),True
R00692,Investor,Plateau,Plateau LGA 3,Textile,3,1,Lower OPEX,Capex,2,2,4,3,True,False,True,0,,Primary (synthetic),True
R00693,DisCo Official,Bayelsa,Bayelsa LGA 8,Retail,1,2,Long Life,Maintenance,4,1,2,2,True,False,True,0,,Primary (synthetic),True
R00694,Engineer,Imo,Imo LGA 23,Retail,3,2,Lower OPEX,Maintenance,3,4,2,2,True,True,False,0,,Primary (synthetic),True
R00695,Industrial Manager,Kebbi,Kebbi LGA 2,Cement,2,2,Lower Emissions,Technical Complexity,3,3,3,2,False,True,False,0,,Primary (synthetic),True
R00696,Industrial Manager,Akwa Ibom,Akwa Ibom LGA 12,Cement,2,3,Scalable,Capex,3,2,2,2,True,True,False,1,,Primary (synthetic),True
R00697,Industrial Manager,Ogun,Ogun LGA 5,Oil & Gas Services,3,4,Scalable,Maintenance,3,3,4,3,False,True,False,1,,Primary (synthetic),True
R00698,Industrial Manager,Jigawa,Jigawa LGA 6,Oil & Gas Services,5,1,Scalable,Capex,3,2,5,2,True,True,False,0,,Primary (synthetic),True
R00699,DisCo Official,Kebbi,Kebbi LGA 14,Textile,5,3,Lower Emissions,Regulatory Risk,3,4,2,4,False,False,False,0,,Primary (synthetic),True
R00700,Community Leader,Katsina,Katsina LGA 21,Food Processing,3,1,Long Life,Capex,4,3,4,2,False,False,True,0,,Primary (synthetic),True
R00701,Academic,Ogun,Ogun LGA 11,Oil & Gas Services,4,3,Long Life,Technical Complexity,3,4,3,3,False,True,False,1,,Primary (synthetic),True
R00702,Community Leader,Delta,Delta LGA 10,Automotive,2,4,Scalable,Gas Price Volatility,3,2,2,4,True,True,False,0,,Primary (synthetic),True
R00703,Academic,Edo,Edo LGA 9,Cement,5,4,Long Life,Gas Price Volatility,4,2,3,4,True,False,True,0,,Primary (synthetic),True
R00704,Engineer,Benue,Benue LGA 16,Retail,2,3,Lower Emissions,Capex,3,3,4,4,False,False,False,0,,Primary (synthetic),True
R00705,Community Leader,Kaduna,Kaduna LGA 15,Retail,4,1,Reliability,Gas Price Volatility,3,2,3,3,True,True,False,0,,Primary (synthetic),True
R00706,Community Leader,Plateau,Plateau LGA 11,Retail,2,4,Reliability,Maintenance,2,4,4,3,False,False,True,1,,Primary (synthetic),True
R00707,Academic,Cross River,Cross River LGA 4,Food Processing,1,3,Long Life,Maintenance,2,4,3,3,True,True,False,1,,Primary (synthetic),True
R00708,Academic,Oyo,Oyo LGA 22,Textile,4,2,Long Life,Maintenance,4,3,4,5,False,False,False,0,,Primary (synthetic),True
R00709,Engineer,Rivers,Rivers LGA 22,Cement,1,3,Reliability,Capex,3,3,2,2,True,True,False,1,,Primary (synthetic),True
R00710,Policymaker,Zamfara,Zamfara LGA 9,Textile,4,1,Lower OPEX,Regulatory Risk,3,3,2,3,False,False,False,0,,Primary (synthetic),True
R00711,Academic,Jigawa,Jigawa LGA 11,Food Processing,4,3,Reliability,Maintenance,3,2,3,2,False,True,False,1,,Primary (synthetic),True
R00712,Industrial Manager,Gombe,Gombe LGA 5,FMCG,4,1,Long Life,Capex,4,2,2,3,True,True,False,0,,Primary (synthetic),True
R00713,DisCo Official,Bauchi,Bauchi LGA 14,Textile,3,3,Scalable,Technical Complexity,3,2,3,3,False,False,False,1,,Primary (synthetic),True
R00714,Policymaker,Plateau,Plateau LGA 7,Cement,4,3,Scalable,Gas Price Volatility,3,1,3,2,True,True,False,1,,Primary (synthetic),True
R00715,Academic,Sokoto,Sokoto LGA 17,Oil & Gas Services,4,2,Scalable,Technical Complexity,4,2,2,3,False,False,True,0,,Primary (synthetic),True
R00716,Policymaker,Katsina,Katsina LGA 21,Textile,3,2,Lower OPEX,Regulatory Risk,4,2,3,4,True,False,False,0,,Primary (synthetic),True
R00717,Community Leader,Edo,Edo LGA 9,Food Processing,4,2,Lower OPEX,Technical Complexity,3,3,3,4,False,False,False,0,,Primary (synthetic),True
R00718,Policymaker,Rivers,Rivers LGA 1,Textile,4,2,Scalable,Regulatory Risk,4,3,3,3,False,True,False,0,,Primary (synthetic),True
R00719,Investor,Borno,Borno LGA 2,Cement,4,3,Long Life,Capex,3,3,3,2,True,False,True,1,,Primary (synthetic),True
R00720,Academic,Zamfara,Zamfara LGA 13,Automotive,3,2,Lower OPEX,Maintenance,2,2,3,4,True,False,False,0,,Primary (synthetic),True
R00721,Academic,Kano,Kano LGA 21,Food Processing,3,2,Scalable,Technical Complexity,3,3,2,3,True,True,False,0,,Primary (synthetic),True
R00722,Industrial Manager,Kebbi,Kebbi LGA 4,FMCG,4,4,Lower Emissions,Maintenance,5,3,3,3,False,False,True,0,,Primary (synthetic),True
R00723,Industrial Manager,Osun,Osun LGA 27,Hospitality,4,3,Lower OPEX,Gas Price Volatility,1,4,3,2,True,False,False,1,,Primary (synthetic),True
R00724,Academic,Katsina,Katsina LGA 6,Cement,2,1,Lower Emissions,Gas Price Volatility,5,2,4,3,True,False,False,0,,Primary (synthetic),True
R00725,Policymaker,Kaduna,Kaduna LGA 20,FMCG,3,3,Lower Emissions,Regulatory Risk,3,1,2,3,True,True,False,1,,Primary (synthetic),True
R00726,Engineer,FCT,Kuje,Retail,4,4,Scalable,Regulatory Risk,3,2,2,3,True,True,False,1,,Primary (synthetic),True
R00727,Industrial Manager,Rivers,Rivers LGA 20,Hospitality,5,3,Long Life,Gas Price Volatility,3,3,4,2,False,True,False,1,,Primary (synthetic),True
R00728,Community Leader,Adamawa,Adamawa LGA 3,Retail,4,2,Reliability,Capex,2,4,2,2,True,False,True,0,,Primary (synthetic),True
R00729,Community Leader,Abia,Abia LGA 12,Cement,3,2,Lower Emissions,Gas Price Volatility,1,3,4,4,False,True,False,0,,Primary (synthetic),True
R00730,Engineer,Kano,Kano LGA 25,Textile,3,2,Scalable,Regulatory Risk,2,1,2,3,True,True,False,0,,Primary (synthetic),True
R00731,Community Leader,Kaduna,Kaduna LGA 6,Textile,2,2,Lower Emissions,Maintenance,3,3,4,3,True,True,False,0,,Primary (synthetic),True
R00732,Academic,Zamfara,Zamfara LGA 6,Oil & Gas Services,2,4,Scalable,Technical Complexity,4,3,3,3,True,False,True,0,,Primary (synthetic),True
R00733,Academic,Abia,Abia LGA 1,FMCG,4,3,Long Life,Technical Complexity,5,2,1,4,True,True,False,0,,Primary (synthetic),True
R00734,Engineer,Plateau,Plateau LGA 6,Textile,4,2,Long Life,Regulatory Risk,4,2,3,3,False,False,True,0,,Primary (synthetic),True
R00735,DisCo Official,Ebonyi,Ebonyi LGA 12,Automotive,3,3,Lower Emissions,Gas Price Volatility,3,3,5,2,True,True,False,1,,Primary (synthetic),True
R00736,Industrial Manager,Kwara,Kwara LGA 2,Cement,1,1,Lower OPEX,Maintenance,2,2,3,3,True,True,False,0,,Primary (synthetic),True
R00737,DisCo Official,Akwa Ibom,Akwa Ibom LGA 24,Food Processing,5,2,Long Life,Gas Price Volatility,2,3,3,3,False,False,False,0,,Primary (synthetic),True
R00738,DisCo Official,Abia,Abia LGA 16,Cement,4,2,Reliability,Regulatory Risk,3,4,3,2,True,True,False,0,,Primary (synthetic),True
R00739,Community Leader,Zamfara,Zamfara LGA 10,Retail,2,3,Lower OPEX,Regulatory Risk,3,4,4,4,False,True,False,0,,Primary (synthetic),True
R00740,Community Leader,Delta,Delta LGA 16,Oil & Gas Services,3,2,Lower OPEX,Technical Complexity,4,2,4,3,True,False,False,0,,Primary (synthetic),True
R00741,Community Leader,Gombe,Gombe LGA 11,Cement,2,3,Scalable,Technical Complexity,5,3,3,2,True,False,True,0,,Primary (synthetic),True
R00742,Investor,Anambra,Anambra LGA 13,Oil & Gas Services,4,3,Lower Emissions,Maintenance,3,2,3,3,False,True,False,1,,Primary (synthetic),True
R00743,Community Leader,Zamfara,Zamfara LGA 5,Hospitality,3,1,Reliability,Regulatory Risk,5,3,4,3,True,True,False,0,,Primary (synthetic),True
R00744,Policymaker,Osun,Osun LGA 27,Oil & Gas Services,3,2,Reliability,Technical Complexity,3,3,5,4,True,False,True,0,,Primary (synthetic),True
R00745,DisCo Official,Akwa Ibom,Akwa Ibom LGA 18,Hospitality,4,3,Reliability,Gas Price Volatility,3,2,2,2,False,False,True,1,,Primary (synthetic),True
R00746,Industrial Manager,Sokoto,Sokoto LGA 13,FMCG,4,4,Reliability,Technical Complexity,3,2,2,4,False,True,False,0,,Primary (synthetic),True
R00747,DisCo Official,Lagos,Eti-Osa,Oil & Gas Services,4,3,Long Life,Maintenance,3,3,4,3,False,False,True,1,,Primary (synthetic),True
R00748,Community Leader,Anambra,Anambra LGA 1,Retail,3,1,Reliability,Maintenance,4,3,2,4,False,False,False,0,,Primary (synthetic),True
R00749,Academic,Jigawa,Jigawa LGA 15,Hospitality,4,3,Reliability,Capex,4,3,3,2,True,True,False,0,,Primary (synthetic),True
R00750,Academic,Kwara,Kwara LGA 12,FMCG,4,2,Scalable,Technical Complexity,3,3,4,3,False,False,True,0,,Primary (synthetic),True
R00751,DisCo Official,Borno,Borno LGA 1,Hospitality,3,3,Lower Emissions,Gas Price Volatility,3,3,1,2,True,True,False,1,,Primary (synthetic),True
R00752,Academic,Benue,Benue LGA 8,Hospitality,4,2,Lower Emissions,Regulatory Risk,4,4,2,4,True,True,False,0,,Primary (synthetic),True
R00753,Industrial Manager,Nasarawa,Nasarawa LGA 2,FMCG,2,3,Scalable,Gas Price Volatility,3,3,4,3,True,True,False,1,,Primary (synthetic),True
R00754,DisCo Official,Osun,Osun LGA 16,FMCG,3,1,Reliability,Technical Complexity,4,3,3,3,True,True,False,0,,Primary (synthetic),True
R00755,Industrial Manager,Lagos,Eti-Osa,FMCG,3,4,Reliability,Maintenance,3,1,3,3,False,True,False,1,,Primary (synthetic),True
R00756,DisCo Official,Enugu,Enugu LGA 13,Oil & Gas Services,4,3,Reliability,Regulatory Risk,3,4,3,4,False,True,False,0,,Primary (synthetic),True
R00757,DisCo Official,Gombe,Gombe LGA 5,Cement,4,3,Lower OPEX,Maintenance,3,3,4,2,True,False,False,1,,Primary (synthetic),True
R00758,Engineer,Zamfara,Zamfara LGA 7,Oil & Gas Services,3,3,Reliability,Regulatory Risk,3,3,3,3,False,True,False,1,,Primary (synthetic),True
R00759,DisCo Official,Kogi,Kogi LGA 15,Automotive,3,4,Lower Emissions,Technical Complexity,3,3,3,2,True,True,False,1,,Primary (synthetic),True
R00760,Academic,Imo,Imo LGA 14,Textile,4,1,Long Life,Capex,4,3,3,3,False,False,True,0,,Primary (synthetic),True
R00761,Industrial Manager,Osun,Osun LGA 4,Hospitality,3,2,Reliability,Gas Price Volatility,3,3,4,4,False,False,False,0,,Primary (synthetic),True
R00762,Engineer,Bauchi,Bauchi LGA 12,Cement,1,2,Lower OPEX,Regulatory Risk,3,2,2,3,True,True,False,0,,Primary (synthetic),True
R00763,Engineer,Kogi,Kogi LGA 18,Cement,3,1,Lower OPEX,Capex,2,2,4,3,True,True,False,0,,Primary (synthetic),True
R00764,Community Leader,Anambra,Anambra LGA 11,Automotive,2,3,Reliability,Regulatory Risk,3,2,2,3,False,True,False,1,,Primary (synthetic),True
R00765,DisCo Official,Edo,Edo LGA 17,Hospitality,4,3,Long Life,Technical Complexity,4,3,3,3,True,True,False,0,,Primary (synthetic),True
R00766,Engineer,Enugu,Enugu LGA 10,Textile,2,1,Lower Emissions,Maintenance,3,4,3,4,True,True,False,0,,Primary (synthetic),True
R00767,Academic,Enugu,Enugu LGA 5,Cement,5,4,Reliability,Gas Price Volatility,4,3,3,2,True,False,False,0,,Primary (synthetic),True
R00768,Academic,Kaduna,Kaduna LGA 23,Textile,3,3,Lower OPEX,Technical Complexity,3,2,3,3,True,True,False,1,,Primary (synthetic),True
R00769,Industrial Manager,Cross River,Cross River LGA 17,Retail,3,3,Lower Emissions,Regulatory Risk,3,3,2,2,True,False,True,1,,Primary (synthetic),True
R00770,Engineer,Kwara,Kwara LGA 13,Cement,2,2,Lower OPEX,Capex,3,2,2,1,False,False,False,0,,Primary (synthetic),True
R00771,DisCo Official,Bauchi,Bauchi LGA 16,Retail,3,3,Lower OPEX,Maintenance,4,2,4,3,True,False,True,0,,Primary (synthetic),True
R00772,Engineer,Kaduna,Kaduna LGA 3,Retail,3,3,Lower OPEX,Regulatory Risk,5,4,4,3,True,True,False,0,,Primary (synthetic),True
R00773,Investor,Lagos,Lagos Island,Retail,2,4,Lower OPEX,Regulatory Risk,4,2,2,1,True,True,False,0,,Primary (synthetic),True
R00774,DisCo Official,Lagos,Ajeromi-Ifelodun,Oil & Gas Services,4,2,Reliability,Maintenance,3,3,4,3,False,True,False,0,,Primary (synthetic),True
R00775,Policymaker,Gombe,Gombe LGA 10,Hospitality,4,3,Reliability,Capex,3,3,3,3,False,True,False,1,,Primary (synthetic),True
R00776,DisCo Official,Kano,Kano LGA 10,Food Processing,3,1,Lower Emissions,Maintenance,4,2,4,3,False,True,False,0,,Primary (synthetic),True
R00777,Academic,Sokoto,Sokoto LGA 17,FMCG,2,3,Long Life,Technical Complexity,5,3,2,2,False,False,False,0,,Primary (synthetic),True
R00778,DisCo Official,Bayelsa,Bayelsa LGA 7,Food Processing,3,4,Long Life,Technical Complexity,3,3,5,2,False,False,True,1,,Primary (synthetic),True
R00779,Community Leader,Imo,Imo LGA 8,Oil & Gas Services,5,2,Lower Emissions,Regulatory Risk,4,3,4,4,True,True,False,0,,Primary (synthetic),True
R00780,Investor,Kaduna,Kaduna LGA 12,Automotive,3,2,Long Life,Regulatory Risk,3,2,1,3,False,False,False,0,,Primary (synthetic),True
R00781,DisCo Official,Kogi,Kogi LGA 7,Food Processing,2,3,Scalable,Capex,4,3,2,4,False,True,False,0,,Primary (synthetic),True
R00782,Community Leader,Enugu,Enugu LGA 9,Cement,3,3,Scalable,Maintenance,4,3,4,3,True,False,True,0,,Primary (synthetic),True
R00783,Community Leader,Niger,Niger LGA 20,Hospitality,3,2,Reliability,Gas Price Volatility,3,3,3,3,True,False,True,0,,Primary (synthetic),True
R00784,Industrial Manager,Lagos,Shomolu,Oil & Gas Services,4,4,Scalable,Regulatory Risk,3,3,3,2,True,False,True,1,,Primary (synthetic),True
R00785,DisCo Official,Ogun,Ogun LGA 4,Hospitality,4,2,Long Life,Technical Complexity,4,2,2,4,True,False,False,0,,Primary (synthetic),True
R00786,Academic,Adamawa,Adamawa LGA 18,Cement,2,3,Scalable,Capex,3,3,3,3,True,False,True,1,,Primary (synthetic),True
R00787,DisCo Official,Ebonyi,Ebonyi LGA 4,Oil & Gas Services,3,2,Long Life,Gas Price Volatility,4,2,2,3,True,True,False,0,,Primary (synthetic),True
R00788,Investor,Ebonyi,Ebonyi LGA 11,FMCG,3,2,Long Life,Capex,2,4,4,4,True,True,False,0,,Primary (synthetic),True
R00789,Community Leader,Kebbi,Kebbi LGA 14,Food Processing,3,3,Lower Emissions,Technical Complexity,4,2,5,3,False,False,True,0,,Primary (synthetic),True
R00790,Academic,Lagos,Ikeja,FMCG,5,4,Reliability,Maintenance,2,3,3,3,True,False,True,1,,Primary (synthetic),True
R00791,Engineer,Ondo,Ondo LGA 1,Oil & Gas Services,3,4,Lower OPEX,Capex,4,1,3,4,False,False,True,0,,Primary (synthetic),True
R00792,Engineer,Ekiti,Ekiti LGA 13,Hospitality,3,3,Reliability,Regulatory Risk,3,2,3,2,False,False,False,1,,Primary (synthetic),True
R00793,Academic,Kwara,Kwara LGA 5,Hospitality,4,2,Reliability,Technical Complexity,4,2,3,4,False,False,True,0,,Primary (synthetic),True
R00794,Industrial Manager,Ekiti,Ekiti LGA 6,Oil & Gas Services,2,3,Reliability,Technical Complexity,3,1,4,2,True,True,False,1,,Primary (synthetic),True
R00795,Industrial Manager,Sokoto,Sokoto LGA 12,Automotive,2,4,Long Life,Gas Price Volatility,2,3,2,3,False,False,False,1,,Primary (synthetic),True
R00796,Industrial Manager,Ekiti,Ekiti LGA 13,Cement,3,3,Scalable,Technical Complexity,3,3,4,2,False,False,True,1,,Primary (synthetic),True
R00797,Investor,Edo,Edo LGA 3,Automotive,2,1,Long Life,Capex,2,3,3,5,True,True,False,0,,Primary (synthetic),True
R00798,Community Leader,Jigawa,Jigawa LGA 5,Food Processing,5,2,Scalable,Gas Price Volatility,5,3,3,3,False,False,True,0,,Primary (synthetic),True
R00799,Engineer,Delta,Delta LGA 12,Textile,3,1,Long Life,Gas Price Volatility,3,1,4,5,True,False,False,0,,Primary (synthetic),True
R00800,DisCo Official,Kogi,Kogi LGA 7,FMCG,4,2,Lower OPEX,Gas Price Volatility,4,2,2,3,True,True,False,0,,Primary (synthetic),True
R00801,Industrial Manager,Rivers,Rivers LGA 9,Food Processing,5,3,Scalable,Maintenance,3,4,3,3,True,False,True,1,,Primary (synthetic),True
R00802,Policymaker,Nasarawa,Nasarawa LGA 3,FMCG,2,3,Long Life,Gas Price Volatility,2,3,3,2,True,True,False,1,,Primary (synthetic),True
R00803,DisCo Official,Plateau,Plateau LGA 2,Hospitality,3,3,Lower Emissions,Gas Price Volatility,4,4,3,3,True,False,False,0,,Primary (synthetic),True
R00804,DisCo Official,Kogi,Kogi LGA 14,FMCG,2,2,Long Life,Regulatory Risk,3,2,4,3,True,False,True,0,,Primary (synthetic),True
R00805,Industrial Manager,Abia,Abia LGA 5,Oil & Gas Services,4,5,Reliability,Gas Price Volatility,3,3,4,2,True,True,False,1,,Primary (synthetic),True
R00806,Investor,Ekiti,Ekiti LGA 8,Retail,4,2,Scalable,Capex,2,3,3,3,True,True,False,0,,Primary (synthetic),True
R00807,Community Leader,Rivers,Rivers LGA 16,Cement,4,1,Long Life,Maintenance,4,4,2,4,False,False,True,0,,Primary (synthetic),True
R00808,DisCo Official,Plateau,Plateau LGA 14,Food Processing,4,1,Lower Emissions,Technical Complexity,4,2,4,2,True,True,False,0,,Primary (synthetic),True
R00809,DisCo Official,Nasarawa,Nasarawa LGA 6,Food Processing,4,3,Reliability,Gas Price Volatility,3,2,3,4,True,False,True,0,,Primary (synthetic),True
R00810,Policymaker,Adamawa,Adamawa LGA 12,Retail,3,3,Lower OPEX,Gas Price Volatility,2,2,3,3,True,False,True,1,,Primary (synthetic),True
R00811,Engineer,Katsina,Katsina LGA 20,Retail,2,3,Long Life,Technical Complexity,2,3,2,5,True,True,False,0,,Primary (synthetic),True
R00812,Investor,Akwa Ibom,Akwa Ibom LGA 9,Hospitality,4,3,Long Life,Maintenance,2,4,3,3,True,False,False,1,,Primary (synthetic),True
R00813,Industrial Manager,Osun,Osun LGA 3,Hospitality,4,4,Lower OPEX,Technical Complexity,3,3,3,2,True,True,False,1,,Primary (synthetic),True
R00814,Policymaker,Taraba,Taraba LGA 6,Retail,2,2,Scalable,Regulatory Risk,3,3,3,4,False,False,False,0,,Primary (synthetic),True
R00815,DisCo Official,Niger,Niger LGA 12,Retail,2,2,Lower Emissions,Technical Complexity,5,3,5,2,True,True,False,0,,Primary (synthetic),True
R00816,Engineer,Bauchi,Bauchi LGA 10,Cement,1,4,Lower Emissions,Maintenance,2,2,3,4,True,True,False,0,,Primary (synthetic),True
R00817,Policymaker,FCT,Bwari,Oil & Gas Services,5,3,Scalable,Maintenance,4,2,3,4,True,True,False,0,,Primary (synthetic),True
R00818,Engineer,Plateau,Plateau LGA 7,Oil & Gas Services,3,3,Lower OPEX,Technical Complexity,5,2,3,2,True,True,False,0,,Primary (synthetic),True
R00819,DisCo Official,Akwa Ibom,Akwa Ibom LGA 16,Oil & Gas Services,4,2,Long Life,Regulatory Risk,4,4,3,2,True,False,True,0,,Primary (synthetic),True
R00820,DisCo Official,Abia,Abia LGA 2,Oil & Gas Services,2,2,Lower OPEX,Gas Price Volatility,3,3,3,2,True,False,True,0,,Primary (synthetic),True
R00821,Community Leader,Cross River,Cross River LGA 4,Automotive,3,3,Lower Emissions,Capex,2,4,2,3,False,False,True,1,,Primary (synthetic),True
R00822,Industrial Manager,Bayelsa,Bayelsa LGA 4,Oil & Gas Services,3,2,Lower OPEX,Technical Complexity,4,4,3,3,False,False,True,0,,Primary (synthetic),True
R00823,Community Leader,Enugu,Enugu LGA 10,Food Processing,3,2,Long Life,Maintenance,3,2,3,3,True,True,False,0,,Primary (synthetic),True
R00824,DisCo Official,Benue,Benue LGA 1,Food Processing,2,1,Scalable,Gas Price Volatility,2,3,2,2,True,False,False,0,,Primary (synthetic),True
R00825,Engineer,Kebbi,Kebbi LGA 5,Oil & Gas Services,2,4,Long Life,Capex,5,3,2,2,False,True,False,0,,Primary (synthetic),True
R00826,Industrial Manager,Jigawa,Jigawa LGA 7,Oil & Gas Services,3,3,Lower OPEX,Technical Complexity,4,4,3,2,True,False,False,0,,Primary (synthetic),True
R00827,DisCo Official,Ondo,Ondo LGA 13,Textile,2,3,Scalable,Technical Complexity,4,1,3,3,False,True,False,0,,Primary (synthetic),True
R00828,Community Leader,Cross River,Cross River LGA 1,Hospitality,1,4,Lower Emissions,Capex,4,4,3,4,True,True,False,0,,Primary (synthetic),True
R00829,Policymaker,Borno,Borno LGA 22,Automotive,2,4,Lower Emissions,Maintenance,2,3,3,2,True,False,True,1,,Primary (synthetic),True
R00830,Industrial Manager,Lagos,Epe,Cement,4,3,Reliability,Technical Complexity,3,4,3,2,True,True,False,1,,Primary (synthetic),True
