sample_id,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2
WLD_001414,1.58,0.13,2.718,287.4,189.7,35.7,0.6329,30.25,35.0,0.22,9.79,26.3,1.492,0.72,4.85,243.4,0.0,0.209,Medium,81.3,0.161
WLD_001415,1.107,0.438,2.426,304.2,153.3,108.5,3.8868,20.5,29.4,0.42,8.53,16.7,1.155,0.67,6.87,222.8,0.081,0.692,Low,61.2,0.38
WLD_001416,0.582,0.392,3.154,73.4,49.2,17.2,15.6515,29.17,16.1,3.14,3.03,23.6,0.454,0.33,5.03,203.1,0.265,3.017,Medium,79.9,0.179
WLD_001417,1.413,0.15,1.994,268.6,139.8,49.8,2.2541,32.06,21.7,0.52,5.07,26.5,1.254,0.76,5.27,129.1,0.094,0.559,High,70.0,0.167
WLD_001418,0.918,0.336,3.968,50.0,30.2,104.4,4.1783,34.94,17.6,0.3,0.36,34.4,0.939,0.66,0.51,160.2,0.0,0.179,Low,83.8,0.242
WLD_001419,1.517,0.177,1.418,369.4,275.3,116.2,1.2391,28.1,33.1,0.13,9.36,25.7,1.449,0.73,6.46,242.7,0.0,0.192,Low,93.8,0.211
WLD_001420,0.992,0.427,3.99,206.0,154.1,40.4,3.106,29.16,34.4,1.29,10.42,28.6,0.981,0.53,2.14,159.1,0.088,1.084,Low,93.7,0.332
WLD_001421,1.009,0.289,2.445,128.1,92.5,165.4,1.9031,31.14,23.9,0.19,5.79,29.7,0.863,0.66,5.55,291.8,0.21,-0.185,Medium,88.1,0.229
WLD_001422,0.658,0.464,2.244,50.0,30.3,22.5,4.5864,44.9,11.5,2.97,2.03,47.4,0.456,0.48,6.06,144.5,0.369,2.813,Medium,66.5,0.24
WLD_001423,0.86,0.169,3.129,179.7,113.8,72.7,2.2006,30.49,14.6,0.41,2.95,36.4,0.705,0.75,6.57,191.5,0.085,0.453,Medium,77.2,0.114
WLD_001424,1.426,0.095,2.162,175.3,101.6,59.3,0.7245,42.36,25.6,0.0,5.3,46.0,1.249,0.75,4.94,136.1,0.028,0.041,Medium,63.8,0.106
WLD_001425,0.589,0.324,1.262,50.0,37.1,39.8,10.633,36.82,12.1,0.98,1.54,24.3,0.449,0.45,5.53,154.8,0.093,0.865,Medium,62.8,0.15
WLD_001426,0.765,0.216,2.062,176.0,119.1,80.8,2.0858,28.58,17.9,0.48,3.11,22.9,0.699,0.74,5.68,83.3,0.122,0.698,Low,70.6,0.129
WLD_001427,0.591,0.449,3.867,50.0,33.1,49.5,4.4049,28.44,10.7,1.29,1.82,30.8,0.331,0.57,2.06,155.5,0.238,1.014,Low,83.8,0.208
WLD_001428,0.661,0.376,3.899,50.0,36.5,-7.4,132.3835,31.78,10.0,8.99,1.89,30.6,0.445,0.24,2.81,191.7,0.814,8.98,Low,64.8,0.195
WLD_001429,0.9,0.422,3.125,156.9,123.4,275.2,1.0904,28.48,31.5,0.23,8.92,23.9,0.843,0.62,4.67,124.7,0.085,0.232,Low,95.4,0.298
WLD_001430,1.31,0.053,2.784,156.1,113.0,30.4,1.6637,27.43,29.1,0.48,7.94,27.1,1.162,0.62,1.78,88.2,0.018,0.573,Medium,69.1,0.055
WLD_001431,1.15,0.071,2.998,80.0,62.0,4.6,6.5355,38.33,34.4,0.63,0.48,28.4,1.224,0.61,0.93,235.6,0.189,0.673,Medium,81.7,0.064
WLD_001432,0.734,0.24,2.74,50.7,30.8,122.0,0.7523,30.91,22.0,0.04,3.98,30.4,0.565,0.67,0.79,177.6,0.098,0.001,Low,85.4,0.138
WLD_001433,0.716,0.414,2.959,50.0,30.5,34.5,15.2047,22.31,11.3,1.83,1.68,20.2,0.609,0.41,4.76,88.5,0.121,1.675,Low,88.3,0.233
WLD_001434,0.709,0.324,3.764,50.0,36.8,9.5,5.9283,35.32,11.8,3.27,0.13,28.2,0.466,0.48,5.39,107.2,0.223,3.219,Low,88.4,0.18
WLD_001435,0.988,0.116,1.24,270.6,183.9,43.5,1.4164,18.98,22.2,0.25,5.47,22.2,1.083,0.79,7.36,256.3,0.0,0.167,Low,74.4,0.09
WLD_001436,0.625,0.346,2.948,50.0,34.1,10.2,65.8785,29.6,13.6,15.68,1.63,31.7,0.467,0.25,3.75,215.4,1.707,15.964,Medium,72.0,0.17
WLD_001437,0.912,0.431,2.768,212.0,152.6,53.3,5.3287,21.22,20.0,0.82,3.7,20.4,0.876,0.66,0.57,81.3,0.0,0.916,Medium,75.9,0.308
WLD_001438,1.499,0.203,2.193,91.5,65.4,137.8,1.0994,34.77,18.0,0.29,3.36,33.2,1.385,0.7,2.79,151.2,0.0,0.242,Low,60.9,0.238
WLD_001439,0.686,0.079,3.941,50.0,35.8,12.3,8.6506,46.32,13.8,5.47,1.99,40.4,0.551,0.28,7.3,89.3,0.538,5.597,Low,79.3,0.043
WLD_001440,1.379,0.362,4.854,62.4,45.5,347.8,0.5769,35.2,17.4,0.05,2.52,28.2,1.108,0.72,1.97,103.6,0.177,0.198,Medium,96.6,0.392
WLD_001441,1.033,0.273,1.586,199.5,158.3,34.5,0.5387,33.75,21.0,0.87,6.12,24.4,0.769,0.71,7.34,95.9,0.0,1.054,High,76.4,0.221
WLD_001442,0.83,0.399,4.199,53.6,51.2,377.9,0.3017,29.75,14.2,0.02,2.67,28.1,0.537,0.72,1.28,133.8,0.0,-0.05,Low,70.7,0.26
WLD_001443,1.687,0.232,3.749,372.0,175.4,29.2,0.5781,32.61,32.0,1.04,9.01,36.5,1.678,0.71,7.85,216.0,0.0,1.032,Low,71.8,0.307
WLD_001444,1.383,0.056,3.58,350.5,232.4,24.8,0.7935,29.64,30.0,0.52,9.09,33.5,1.333,0.73,3.69,195.0,0.0,0.183,Low,82.7,0.061
WLD_001445,0.791,0.268,3.851,50.0,39.4,-8.8,19.0111,48.4,12.3,5.91,2.22,41.4,0.652,0.24,1.31,80.7,0.807,6.082,High,70.2,0.166
WLD_001446,1.08,0.466,3.388,74.8,53.8,188.3,1.9792,29.8,16.8,0.22,3.4,25.1,0.91,0.67,3.13,170.6,0.098,0.519,Medium,69.9,0.395
WLD_001447,0.995,0.229,3.692,92.6,67.9,121.0,3.7111,26.92,36.5,0.0,10.17,26.5,1.008,0.48,0.97,114.5,0.0,0.478,Low,86.9,0.179
WLD_001448,1.376,0.205,1.904,93.9,56.1,38.1,11.3311,33.6,22.8,0.95,0.49,28.5,1.248,0.52,3.52,149.0,0.0,0.999,High,78.9,0.222
WLD_001449,1.596,0.079,3.928,245.7,225.6,54.3,0.6206,27.3,34.8,0.5,9.7,23.0,1.375,0.67,5.04,232.6,0.116,0.172,Low,86.5,0.098
WLD_001450,1.953,0.147,5.842,79.8,78.0,148.6,1.2867,29.72,25.5,0.15,4.18,27.6,1.647,0.67,3.11,120.7,0.146,0.529,Low,72.4,0.226
WLD_001451,0.686,0.179,3.563,57.3,43.5,59.3,6.4954,37.99,18.4,0.2,3.74,26.4,0.457,0.53,4.7,219.6,0.105,0.055,Low,93.9,0.097
WLD_001452,0.96,0.424,1.437,320.6,197.4,205.5,1.8668,19.11,23.3,0.13,5.26,14.6,1.239,0.82,4.41,168.2,0.038,0.065,Low,68.6,0.319
WLD_001453,1.6,0.208,2.359,151.5,102.7,121.2,0.8019,27.64,31.0,0.0,7.37,31.7,1.563,0.67,5.85,131.8,0.031,0.106,Low,66.6,0.261
WLD_001454,1.058,0.051,3.672,227.2,122.7,-0.2,36.5292,27.28,34.6,3.15,10.49,23.0,1.08,0.28,5.48,114.1,0.216,3.466,Low,88.7,0.042
WLD_001455,0.67,0.254,3.757,50.0,37.1,30.9,18.6147,19.93,10.2,1.49,1.54,14.1,0.394,0.43,4.53,241.7,0.078,1.418,Low,71.6,0.133
WLD_001456,0.864,0.453,3.239,282.6,136.7,93.7,1.5869,28.94,15.0,0.47,3.96,28.1,1.094,0.82,5.05,261.6,0.214,0.342,Low,71.7,0.307
WLD_001457,1.604,0.388,3.345,324.4,201.0,129.9,0.0538,31.34,34.9,0.4,9.31,28.7,1.753,0.75,5.12,170.3,0.052,0.098,Low,90.1,0.489
WLD_001458,0.523,0.315,3.378,50.0,32.6,1.8,21.0589,29.95,11.9,5.47,0.94,29.5,0.303,0.27,3.14,276.3,0.732,5.185,Medium,74.1,0.129
WLD_001459,0.882,0.327,3.74,246.1,195.7,66.9,6.5199,33.11,23.0,0.7,4.83,24.5,1.031,0.64,3.36,174.4,0.138,0.658,Low,76.1,0.226
WLD_001460,0.781,0.13,1.312,50.0,34.4,2.4,20.2443,30.92,17.5,1.66,2.95,22.1,0.704,0.38,7.7,250.3,0.255,1.541,Medium,84.5,0.08
WLD_001461,0.591,0.186,1.365,50.0,33.2,12.2,15.4142,32.57,10.8,8.91,1.05,36.4,0.18,0.27,5.23,233.1,0.845,9.258,Medium,73.8,0.086
WLD_001462,0.835,0.291,1.049,187.5,168.3,61.5,1.9901,35.35,20.9,0.49,5.29,27.5,0.735,0.7,4.36,281.6,0.11,0.839,Low,91.9,0.191
WLD_001463,0.891,0.149,3.085,142.3,106.7,36.7,2.842,41.37,24.9,0.8,5.57,38.3,1.211,0.62,7.55,140.6,0.0,0.998,High,65.9,0.104
WLD_001464,1.164,0.36,1.978,283.3,211.9,40.9,3.649,39.16,36.0,1.35,10.81,24.0,1.201,0.58,3.95,135.0,0.147,1.495,Low,66.4,0.329
WLD_001465,0.867,0.214,1.736,183.2,128.2,92.4,0.0508,36.12,34.9,0.35,9.24,29.1,0.981,0.65,3.32,224.1,0.095,0.652,High,80.8,0.146
WLD_001466,0.653,0.129,2.646,195.3,141.7,57.1,0.681,22.73,23.8,0.38,4.34,17.5,0.712,0.77,3.47,211.4,0.0,0.224,Medium,71.9,0.066
WLD_001467,0.714,0.437,2.389,143.8,129.6,163.8,1.0872,27.17,16.0,0.21,3.17,30.1,0.875,0.75,3.93,111.0,0.0,0.443,Low,72.4,0.245
WLD_001468,0.802,0.2,1.484,83.2,56.0,23.1,7.8417,29.04,20.0,0.75,4.84,31.0,0.683,0.46,1.79,242.0,0.0,0.588,High,76.1,0.126
WLD_001469,1.585,0.278,3.926,266.3,213.6,6.1,18.3962,33.24,42.5,4.16,12.56,30.6,1.667,0.26,1.48,178.3,0.313,4.135,Low,60.1,0.346
WLD_001470,0.68,0.489,3.867,50.0,35.4,243.4,2.9495,37.27,14.5,0.31,0.2,34.5,0.442,0.7,1.09,230.1,0.0,0.5,Low,63.3,0.261
WLD_001471,1.227,0.459,3.705,256.2,169.8,92.2,5.8672,34.9,35.2,0.75,11.32,28.2,1.319,0.53,1.92,294.9,0.184,1.184,Low,70.5,0.443
WLD_001472,0.774,0.192,2.64,297.7,206.7,72.9,2.3941,28.15,23.7,0.57,4.38,19.8,1.142,0.8,2.52,232.2,0.071,0.534,Low,84.2,0.117
WLD_001473,0.765,0.255,1.256,151.3,100.5,120.6,0.3924,28.95,15.6,0.26,2.66,22.7,0.681,0.79,2.25,193.3,0.0,0.269,High,82.9,0.153
WLD_001474,0.738,0.476,1.846,50.0,36.1,305.2,1.0803,37.71,14.5,0.35,0.31,22.3,0.385,0.74,5.75,208.2,0.115,0.405,Low,86.6,0.276
WLD_001475,1.742,0.073,3.317,142.0,88.9,29.8,2.3602,29.45,39.4,0.64,10.83,27.6,1.73,0.53,3.22,187.9,0.05,0.835,Medium,86.4,0.099
WLD_001476,1.194,0.279,3.795,246.6,214.1,15.7,113.2646,33.49,37.2,9.75,11.59,27.1,1.35,0.21,6.78,187.2,0.742,9.536,Low,63.1,0.261
WLD_001477,0.771,0.301,1.369,50.0,36.7,22.9,1.3336,22.36,12.8,1.86,2.1,10.0,0.607,0.61,6.38,138.0,0.108,1.782,Low,76.9,0.182
WLD_001478,0.965,0.311,2.759,102.2,62.5,8.4,26.8034,48.56,37.6,5.51,10.44,31.1,0.983,0.09,1.51,249.4,0.359,5.144,High,89.0,0.236
WLD_001479,0.856,0.406,3.134,50.0,32.0,42.6,1.4178,37.74,13.0,0.84,1.14,29.4,0.526,0.69,7.09,298.0,0.0,0.667,Medium,81.9,0.273
WLD_001480,2.403,0.261,5.485,64.7,61.7,214.1,1.3057,20.52,23.5,0.0,4.46,21.5,2.154,0.66,0.82,167.4,0.0,-0.152,Low,89.0,0.493
WLD_001481,1.229,0.483,1.157,308.1,161.1,191.5,1.3196,32.83,35.4,0.14,11.5,34.6,1.294,0.71,0.59,153.7,0.018,0.233,Low,91.5,0.466
WLD_001482,0.826,0.067,3.419,147.6,99.6,30.9,6.4214,32.05,19.8,0.13,5.35,26.0,0.945,0.57,4.1,200.4,0.0,-0.083,Low,86.1,0.043
WLD_001483,1.421,0.17,2.878,292.7,134.9,119.8,1.6282,18.97,31.0,0.21,8.19,19.6,1.413,0.74,6.04,206.4,0.085,0.221,Low,64.9,0.189
WLD_001484,1.748,0.253,4.269,67.7,36.9,128.3,2.202,32.0,17.8,0.0,0.06,23.8,1.67,0.75,2.77,179.7,0.0,-0.269,Low,79.6,0.347
WLD_001485,1.153,0.365,1.093,269.4,213.7,93.9,0.657,31.4,29.3,0.2,7.86,32.0,1.046,0.75,2.48,252.2,0.0,0.188,Low,68.1,0.331
WLD_001486,1.624,0.106,1.824,301.7,187.9,52.7,0.0345,34.07,30.0,0.14,8.29,26.5,1.536,0.78,6.76,125.1,0.0,0.719,Low,65.2,0.135
WLD_001487,1.214,0.438,3.395,263.9,198.0,66.6,2.7574,36.37,38.7,0.5,10.61,34.9,1.194,0.63,6.61,286.2,0.0,0.26,Low,91.1,0.417
WLD_001488,0.675,0.069,1.299,71.8,44.8,39.2,4.8461,49.4,16.4,0.46,4.02,48.9,0.654,0.57,2.05,239.3,0.167,0.196,Low,89.4,0.036
WLD_001489,0.688,0.463,3.588,50.0,38.1,45.2,7.0947,38.76,13.8,1.03,0.12,32.2,0.418,0.56,7.14,277.2,0.0,0.971,Low,75.0,0.25
WLD_001490,1.4,0.17,1.156,50.0,30.3,97.3,1.9893,31.26,17.1,0.31,2.31,28.0,1.186,0.67,1.29,261.5,0.002,0.167,Low,74.9,0.186
WLD_001491,0.57,0.198,3.896,50.0,37.1,94.2,1.4793,27.03,16.3,0.42,2.02,21.6,0.496,0.68,4.82,263.9,0.167,0.162,Medium,75.0,0.089
WLD_001492,0.756,0.388,1.981,108.6,61.1,278.5,0.5694,36.52,33.7,0.21,9.92,40.7,0.801,0.57,7.6,280.3,0.0,0.228,Medium,80.8,0.23
WLD_001493,0.566,0.091,2.186,50.0,37.4,15.9,18.0081,21.5,13.0,0.32,3.26,28.9,0.357,0.44,4.44,222.1,0.0,0.63,Medium,88.2,0.04
WLD_001494,0.652,0.166,1.604,128.5,95.4,52.6,3.6086,28.84,17.9,0.28,4.08,25.8,0.549,0.65,6.67,186.4,0.0,0.404,Medium,94.0,0.085
WLD_001495,1.169,0.108,3.0,181.7,112.6,5.0,5.829,18.82,17.5,0.19,4.04,15.8,0.896,0.65,3.34,116.0,0.0,0.329,Low,84.6,0.099
WLD_001496,0.795,0.326,2.943,127.7,68.5,23.9,12.6557,34.57,17.4,1.17,4.73,37.4,0.642,0.43,5.51,284.4,0.24,1.122,Low,83.4,0.203
WLD_001497,1.639,0.154,2.931,122.5,62.3,58.9,1.8416,32.09,21.0,0.29,4.81,31.7,1.399,0.67,5.36,171.4,0.095,0.336,Low,65.2,0.198
WLD_001498,1.166,0.36,1.702,251.9,215.8,73.6,0.4423,31.54,32.6,0.72,9.7,27.6,1.332,0.67,4.71,184.5,0.049,0.465,Low,86.0,0.329
WLD_001499,0.844,0.205,3.919,50.0,30.1,12.5,4.8725,35.77,11.0,1.61,2.23,25.8,0.775,0.53,5.0,249.7,0.226,1.392,Low,97.5,0.136
WLD_001500,0.773,0.338,1.932,50.0,33.8,187.5,1.1562,38.99,28.2,0.31,0.36,31.0,0.718,0.74,4.81,214.3,0.0,0.579,Low,63.6,0.205
WLD_001501,0.724,0.424,1.671,154.0,142.4,128.4,4.3817,20.8,18.7,0.67,3.77,15.2,1.096,0.64,5.72,161.1,0.151,0.793,Medium,93.1,0.241
WLD_001502,2.784,0.181,6.484,74.5,41.5,215.6,0.0783,28.5,25.2,0.21,4.89,22.5,2.561,0.68,4.89,108.6,0.0,0.294,Low,82.1,0.396
WLD_001503,0.783,0.219,3.106,50.0,32.5,105.0,0.9447,42.36,15.4,0.01,2.36,43.2,0.495,0.71,7.2,241.9,0.0,0.113,Low,88.6,0.134
WLD_001504,1.662,0.438,3.441,196.2,211.7,107.6,10.3102,20.63,25.5,0.15,6.8,16.3,1.484,0.49,0.9,214.2,0.0,0.282,Low,82.1,0.571
WLD_001505,0.579,0.273,1.346,50.0,33.8,31.8,8.1428,46.97,14.1,1.76,1.2,39.5,0.474,0.47,4.13,238.1,0.228,1.937,Low,64.8,0.124
WLD_001506,0.845,0.336,2.685,50.0,38.9,16.2,19.1603,34.7,13.7,3.31,0.08,32.3,0.815,0.37,2.98,227.3,0.329,3.5,Medium,90.2,0.223
WLD_001507,2.876,0.061,5.391,117.3,75.2,23.0,0.6827,32.37,26.6,0.0,6.17,36.8,2.661,0.68,3.19,291.8,0.145,0.061,Low,77.0,0.138
WLD_001508,0.921,0.139,3.344,50.0,35.0,43.9,2.1471,47.57,12.5,0.45,2.59,38.7,1.037,0.65,0.77,126.2,0.095,0.452,Medium,64.7,0.101
WLD_001509,2.696,0.378,4.49,138.8,71.7,46.3,1.4552,36.01,26.3,0.95,5.11,27.9,2.376,0.65,2.47,247.8,0.187,1.106,High,93.1,0.8
WLD_001510,0.892,0.168,2.423,66.8,58.4,72.6,0.7915,29.67,14.0,0.2,3.14,19.0,0.964,0.7,7.27,284.8,0.0,0.02,Medium,84.9,0.118
WLD_001511,0.719,0.113,2.124,50.0,31.9,61.1,0.3748,32.21,13.5,0.0,1.72,19.7,0.434,0.74,7.06,170.5,0.044,-0.683,Low,83.5,0.064
WLD_001512,0.753,0.33,2.782,67.8,47.3,86.7,5.1845,36.66,21.5,0.31,0.47,35.8,0.897,0.65,6.12,198.8,0.0,0.292,Low,82.9,0.195
WLD_001513,0.767,0.369,2.532,50.0,30.5,11.2,31.5233,49.36,13.3,4.02,1.66,37.2,0.66,0.3,7.16,217.5,0.452,4.209,Medium,71.2,0.222
WLD_001514,1.1,0.149,1.61,261.8,207.3,16.3,0.6822,30.31,30.6,1.06,7.93,21.7,1.05,0.7,7.25,87.8,0.131,1.266,Medium,88.5,0.129
WLD_001515,1.198,0.229,2.527,92.0,75.2,167.1,1.9575,34.44,32.5,0.5,0.43,35.3,1.255,0.74,2.47,242.5,0.141,0.43,Low,66.3,0.215
WLD_001516,0.797,0.075,2.153,297.1,200.9,13.7,2.2652,37.2,24.5,0.8,5.55,33.2,1.059,0.76,5.13,297.1,0.158,0.544,Medium,65.8,0.047
WLD_001517,0.789,0.084,3.599,50.0,38.3,-8.8,2.0812,33.08,15.4,1.43,2.29,23.4,0.729,0.61,4.44,160.3,0.208,1.428,Medium,95.3,0.052
WLD_001518,0.656,0.21,3.139,50.0,32.4,155.7,2.9827,34.29,30.4,0.05,0.3,26.6,0.619,0.71,4.25,269.9,0.0,0.048,Low,95.1,0.108
WLD_001519,1.394,0.379,3.284,50.0,39.2,75.1,8.7311,28.62,15.4,1.0,2.2,25.0,1.0,0.47,6.09,118.5,0.24,0.929,High,90.5,0.415
WLD_001520,1.09,0.274,3.5,115.1,100.2,106.4,0.9438,44.93,26.3,0.24,8.03,36.2,1.105,0.61,7.8,292.0,0.007,-0.141,Low,69.8,0.234
WLD_001521,0.591,0.388,2.929,50.0,38.2,25.4,9.4443,28.8,9.2,1.97,1.42,21.0,0.416,0.42,7.72,175.4,0.237,1.864,Low,97.0,0.18
WLD_001522,0.945,0.351,2.931,189.3,120.4,29.8,3.8166,33.02,19.1,1.55,4.01,24.8,0.753,0.63,1.66,153.1,0.265,1.801,Medium,73.2,0.26
WLD_001523,0.936,0.102,1.111,223.8,143.0,13.2,0.3583,34.99,22.0,0.78,3.87,29.4,1.158,0.79,5.12,94.0,0.205,0.737,Low,63.7,0.075
WLD_001524,2.118,0.074,4.0,197.2,160.9,14.4,10.1475,19.58,22.6,0.74,5.6,24.8,1.843,0.49,3.24,251.1,0.086,0.939,Medium,93.2,0.123
WLD_001525,1.237,0.227,1.847,217.2,189.9,30.2,10.2389,33.93,33.3,0.84,9.8,24.2,1.188,0.39,0.88,221.4,0.117,0.783,Low,62.5,0.221
WLD_001526,1.461,0.368,1.907,78.4,39.3,184.1,1.9041,33.66,17.9,0.45,2.89,32.0,1.186,0.67,4.7,299.0,0.0,0.559,Medium,85.6,0.422
WLD_001527,0.653,0.435,3.115,114.0,68.2,6.7,4.8783,30.18,14.6,1.92,2.68,28.5,0.624,0.56,0.85,226.8,0.136,2.196,Medium,60.3,0.223
WLD_001528,0.722,0.428,2.412,108.6,71.4,184.2,2.5011,48.0,19.5,0.42,4.39,43.4,0.748,0.65,1.53,128.3,0.0,0.351,Low,85.3,0.242
WLD_001529,0.847,0.492,3.137,50.0,35.6,112.1,0.2189,29.59,16.0,0.69,3.22,25.2,1.057,0.67,7.71,238.7,0.149,0.559,Medium,67.7,0.327
WLD_001530,1.658,0.288,2.19,348.4,271.6,126.9,0.1045,26.63,29.3,0.0,8.04,17.5,1.575,0.8,5.27,220.0,0.0,-0.058,Low,88.8,0.375
WLD_001531,2.077,0.315,4.771,150.3,101.9,197.7,0.7362,33.6,25.9,0.38,4.57,33.8,1.84,0.72,7.14,284.9,0.023,0.054,Medium,61.7,0.513
WLD_001532,0.87,0.416,1.68,204.9,147.6,10.1,2.0692,31.43,21.9,3.36,7.14,15.1,0.878,0.52,6.08,238.7,0.461,3.217,Low,68.3,0.284
WLD_001533,0.675,0.262,2.165,198.4,137.7,92.0,0.2907,30.33,20.4,0.26,5.06,21.2,0.748,0.77,4.75,147.6,0.099,0.41,Low,62.5,0.139
WLD_001534,0.657,0.233,2.027,154.3,92.4,108.6,0.1907,34.07,18.5,0.32,4.36,36.2,0.651,0.75,6.06,221.1,0.142,0.534,Low,71.6,0.12
WLD_001535,2.107,0.269,4.594,108.0,88.7,124.4,0.1902,29.09,23.1,0.46,5.39,24.0,1.763,0.68,5.08,152.9,0.111,0.707,Medium,76.7,0.446
WLD_001536,0.704,0.324,3.82,50.0,43.5,108.3,4.2361,34.8,20.9,0.49,4.96,28.1,0.619,0.54,3.61,280.5,0.025,0.304,Medium,68.0,0.179
WLD_001537,1.39,0.357,2.489,360.3,233.2,153.9,0.2504,28.41,28.6,0.44,7.82,23.9,1.312,0.78,0.87,191.2,0.0,0.181,Medium,79.7,0.389
WLD_001538,1.488,0.493,1.553,270.4,180.8,322.7,0.5493,33.02,39.8,0.09,12.02,20.9,1.568,0.71,6.73,169.0,0.0,0.311,Low,66.2,0.576
WLD_001539,1.23,0.204,3.068,153.7,120.3,62.9,5.6395,31.82,24.0,0.53,5.94,33.8,1.0,0.56,1.64,274.6,0.218,0.185,Low,87.7,0.197
WLD_001540,2.334,0.084,4.376,82.5,53.1,15.4,9.4969,30.86,25.1,0.53,4.77,17.4,2.233,0.44,3.14,139.8,0.028,0.422,Medium,85.0,0.154
WLD_001541,0.705,0.395,3.286,147.1,118.0,107.7,1.9248,29.16,18.2,0.55,3.43,24.8,0.626,0.71,4.07,269.4,0.093,0.32,Low,89.8,0.219
WLD_001542,1.658,0.469,1.112,186.1,105.8,18.6,4.1932,42.07,26.1,2.03,6.67,37.2,1.591,0.53,3.04,261.5,0.297,1.902,High,96.7,0.611
WLD_001543,1.717,0.243,2.268,258.8,187.2,162.3,0.7458,30.08,42.4,0.11,11.82,29.4,1.739,0.69,4.18,162.3,0.0,0.342,Low,61.7,0.327
WLD_001544,1.068,0.248,3.119,91.1,54.6,71.8,1.0618,36.25,35.7,0.23,0.2,28.6,1.212,0.78,1.87,123.3,0.165,0.314,Medium,69.9,0.208
WLD_001545,0.656,0.256,1.005,50.0,32.7,12.9,13.9736,33.18,8.6,2.13,1.69,22.4,0.449,0.39,4.7,156.4,0.355,1.915,Medium,80.9,0.132
WLD_001546,0.745,0.256,3.727,76.4,54.3,89.5,2.5821,39.24,20.5,0.0,4.52,29.5,0.524,0.64,7.51,280.0,0.024,0.203,High,71.8,0.15
WLD_001547,0.935,0.239,4.125,84.4,55.1,172.8,0.3057,46.79,15.5,0.17,2.92,38.5,0.671,0.73,5.63,173.9,0.0,0.142,Low,71.1,0.175
WLD_001548,0.8,0.474,3.332,61.2,37.5,208.2,3.0916,46.12,33.5,0.37,8.5,44.1,0.823,0.49,1.64,238.7,0.127,0.585,Medium,83.8,0.298
WLD_001549,1.876,0.153,5.631,100.8,77.8,178.3,0.5429,47.03,20.3,0.06,4.37,40.5,1.545,0.71,3.0,279.2,0.011,-0.002,Low,71.0,0.225
WLD_001550,0.779,0.259,1.953,52.1,33.4,129.0,1.4765,19.77,13.3,0.61,1.85,17.7,0.456,0.68,3.68,135.0,0.0,0.943,High,76.3,0.159
WLD_001551,0.776,0.251,1.535,94.0,89.7,53.3,0.6654,27.57,14.4,0.57,3.09,24.7,1.092,0.71,1.7,102.0,0.016,0.939,Low,76.1,0.153
WLD_001552,0.533,0.28,1.675,50.0,30.9,32.0,14.4273,21.01,14.6,1.13,1.52,20.3,0.428,0.45,5.99,122.5,0.006,1.117,High,91.0,0.117
WLD_001553,1.042,0.108,3.25,123.2,72.0,41.5,4.3862,32.86,30.1,0.05,7.82,33.6,0.943,0.54,1.16,94.2,0.0,0.32,Low,73.8,0.088
WLD_001554,0.874,0.273,1.378,172.7,124.3,28.6,42.9722,43.83,23.8,4.06,6.82,50.2,1.11,0.27,2.48,147.7,0.536,3.913,High,75.0,0.187
WLD_001555,0.613,0.249,2.753,50.0,34.5,-0.9,19.5739,38.36,12.2,2.5,1.44,25.9,0.2,0.38,1.63,135.1,0.201,2.579,Medium,90.9,0.12
WLD_001556,2.047,0.122,5.515,50.0,33.5,117.0,1.2143,27.95,25.8,0.0,3.82,25.7,1.678,0.67,5.53,178.9,0.108,0.247,Low,93.5,0.195
WLD_001557,1.393,0.292,2.99,151.1,92.1,170.7,0.8123,47.15,22.9,0.3,6.42,37.5,1.24,0.68,6.23,278.8,0.016,0.521,Medium,82.3,0.319
WLD_001558,1.225,0.306,1.119,171.5,104.1,11.2,15.0231,26.26,31.1,2.2,10.04,16.4,1.203,0.28,1.51,93.8,0.105,1.719,Low,96.9,0.294
WLD_001559,1.617,0.445,1.102,274.7,196.3,58.0,3.2872,35.09,25.2,0.88,5.15,30.4,1.491,0.72,5.35,230.3,0.2,0.944,Low,66.7,0.564
WLD_001560,1.521,0.325,2.61,180.4,133.0,93.4,1.7342,38.97,26.9,0.63,6.78,42.9,1.353,0.66,3.03,213.1,0.0,0.607,Low,68.2,0.388
WLD_001561,0.753,0.383,2.028,50.0,37.1,20.0,4.4471,45.57,13.9,4.04,1.65,35.6,0.642,0.44,6.45,278.7,0.574,4.524,Low,71.6,0.226
WLD_001562,1.364,0.238,3.344,345.6,286.3,30.3,2.8593,26.57,23.3,0.97,4.55,20.5,1.212,0.77,1.64,174.1,0.023,1.215,Medium,79.8,0.254
WLD_001563,0.743,0.337,3.918,295.2,251.5,124.9,4.2253,27.22,20.0,0.45,4.97,19.6,1.25,0.74,3.66,107.3,0.157,0.675,Medium,82.9,0.196
WLD_001564,0.646,0.489,2.914,59.7,37.4,257.8,1.9521,28.66,33.0,0.15,9.01,28.1,0.676,0.52,2.58,174.7,0.0,0.162,Low,97.2,0.248
