sample_id,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_001968,-33.7,119.5,1921,0.7081,0.8048,13.66,98.4,93.5,8667,1.42e-06,-4.12,1.82,Thermal Degradation,1921.0,0.222,0.605,0.823,0.928,2.04,198.0,0.627,0.803
WLD_001969,-39.5,146.6,4036,4.5449,6.3639,40.02,77.6,73.7,2011,2.14e-06,0.09,1.84,Intermetallic Embrittlement,700.7,1.0,0.138,0.745,0.809,0.93,193.7,0.652,0.762
WLD_001970,-23.3,90.8,7886,1.0352,1.299,25.48,79.3,75.3,58991,1.63e-06,11.65,4.4,Fatigue Cracking,7886.0,0.134,0.442,0.653,0.716,2.73,84.4,0.663,0.613
WLD_001971,-33.1,143.1,5117,2.0969,2.577,22.9,79.5,75.5,4000,2.36e-06,3.23,1.64,Thermal Degradation,925.9,1.0,0.418,0.771,0.893,1.01,135.8,0.718,0.921
WLD_001972,-33.8,113.1,7441,0.9226,1.2563,36.17,76.5,72.6,4993,1.3e-06,8.09,2.29,Thermal Degradation,1722.8,1.0,0.271,0.656,0.921,3.1,177.5,0.513,0.792
WLD_001973,-31.2,142.6,6628,8.1683,10.4614,28.07,80.2,76.2,1739,2.65e-06,7.75,2.11,Fatigue Cracking,660.4,1.0,0.42,0.905,0.728,3.02,60.7,0.63,0.752
WLD_001974,-34.0,146.2,6505,0.2344,0.3105,32.46,76.3,72.5,6480,1.55e-06,2.44,2.34,Thermal Degradation,1170.8,1.0,0.307,0.946,0.858,2.41,107.4,0.765,0.782
WLD_001975,-32.3,120.0,451,13.7224,15.4542,12.62,88.3,83.9,20542,7.3e-07,6.1,2.49,Intermetallic Embrittlement,451.0,0.022,0.465,0.786,0.864,1.13,78.4,0.687,0.709
WLD_001976,-39.6,146.3,3719,1.2659,1.5335,21.14,73.8,70.1,2145,1.97e-06,1.72,1.87,Thermal Degradation,662.0,1.0,0.408,0.707,0.825,2.69,75.9,0.524,0.699
WLD_001977,-35.3,106.2,8646,10.689,15.5275,45.27,78.1,74.2,1510,2.81e-06,2.22,2.25,Thermal Degradation,1656.3,1.0,0.188,0.668,0.757,0.8,175.4,0.503,0.825
WLD_001978,-35.8,109.7,5492,6.2078,7.4302,19.69,78.8,74.8,4114,1.04e-06,1.99,1.69,Fatigue Cracking,1621.1,1.0,0.497,0.808,0.742,0.73,78.5,0.692,0.702
WLD_001979,-29.3,128.8,5238,18.5693,24.2192,30.43,85.7,81.4,1489,3.45e-06,9.79,2.1,Fatigue Cracking,659.2,1.0,0.424,0.781,0.825,3.82,117.6,0.674,0.781
WLD_001980,-38.1,139.5,1037,1.4987,1.8695,24.74,89.7,85.2,7206,1.07e-06,4.06,3.01,Intermetallic Embrittlement,1037.0,0.144,0.351,0.913,0.812,3.75,112.0,0.808,0.817
WLD_001981,-25.2,135.4,220,2.5726,3.0166,17.26,93.5,88.9,4199,1.92e-06,2.98,2.48,Intermetallic Embrittlement,220.0,0.052,0.445,0.687,0.706,1.89,52.8,0.517,0.864
WLD_001982,-23.9,87.7,6557,0.3979,0.4355,9.46,79.8,75.8,25236,1.11e-06,9.7,2.4,Thermal Degradation,6557.0,0.26,0.554,0.857,0.841,4.86,134.6,0.792,0.669
WLD_001983,-35.9,96.3,4201,0.4068,0.4608,13.28,91.6,87.1,7966,9e-07,-2.62,1.79,Thermal Degradation,4201.0,0.527,0.575,0.911,0.938,2.76,161.4,0.73,0.861
WLD_001984,-24.8,85.1,3721,1.1651,1.3374,14.79,87.9,83.6,9888,1.34e-06,12.95,2.14,Interface Delamination,3536.5,0.376,0.492,0.916,0.836,0.68,52.4,0.522,0.695
WLD_001985,-33.8,135.0,4415,3.3576,4.0299,20.02,89.6,85.1,5919,1.45e-06,3.65,2.27,Intermetallic Embrittlement,4415.0,0.746,0.398,0.846,0.742,2.88,117.1,0.723,0.771
WLD_001986,-23.8,80.2,9639,0.4498,0.629,39.85,73.1,69.4,16086,1.59e-06,3.52,2.24,Fatigue Cracking,3420.5,0.599,0.267,0.684,0.904,3.4,106.0,0.703,0.805
WLD_001987,-22.8,119.1,320,1.6702,1.9345,15.82,87.3,82.9,57104,3.5e-07,3.68,1.63,Intermetallic Embrittlement,320.0,0.006,0.428,0.876,0.71,0.17,64.1,0.798,0.867
WLD_001988,-33.0,118.5,2317,0.2437,0.2662,9.24,97.5,92.6,27339,1.11e-06,10.85,2.07,Intermetallic Embrittlement,2317.0,0.085,0.545,0.757,0.853,3.46,82.6,0.846,0.653
WLD_001989,-32.2,117.2,1829,32.8437,41.9551,27.74,79.7,75.7,1898,3.38e-06,6.5,1.27,Interface Delamination,1046.1,0.963,0.321,0.691,0.885,3.79,183.5,0.826,0.744
WLD_001990,-35.1,138.3,249,0.1561,0.1879,20.37,87.4,83.1,3336,1.93e-06,6.44,1.86,Intermetallic Embrittlement,249.0,0.075,0.383,0.895,0.936,4.59,53.4,0.564,0.673
WLD_001991,-38.1,88.3,6414,2.4861,3.1474,26.6,85.3,81.1,43194,1.56e-06,8.99,2.06,Fatigue Cracking,6414.0,0.148,0.461,0.788,0.741,4.4,172.7,0.838,0.945
WLD_001992,-21.4,112.2,2701,2.6734,3.1212,16.75,95.6,90.8,25210,5.6e-07,9.85,3.18,Interface Delamination,2701.0,0.107,0.51,0.828,0.91,1.49,117.6,0.792,0.931
WLD_001993,-28.1,145.3,939,0.6136,0.7269,18.46,86.6,82.2,4810,1.77e-06,0.69,1.82,Interface Delamination,939.0,0.195,0.448,0.759,0.711,4.86,54.7,0.785,0.607
WLD_001994,-33.7,110.5,2788,7.0579,8.5814,21.59,76.8,73.0,4063,1.83e-06,15.13,4.62,Intermetallic Embrittlement,1863.6,0.686,0.318,0.858,0.873,3.07,134.5,0.893,0.94
WLD_001995,-37.4,114.4,7239,41.3512,55.2448,33.6,78.3,74.4,2022,4.36e-06,6.72,2.34,Fatigue Cracking,581.7,1.0,0.356,0.715,0.823,3.47,68.2,0.585,0.709
WLD_001996,-37.1,136.0,3113,5.4096,6.531,20.73,78.0,74.1,1479,2.06e-06,8.66,1.89,Interface Delamination,1119.7,1.0,0.383,0.853,0.915,0.42,62.8,0.521,0.648
WLD_001997,-27.4,82.6,6577,2.424,2.8858,19.05,80.5,76.5,13511,1.16e-06,0.13,2.07,Fatigue Cracking,6577.0,0.487,0.512,0.634,0.937,4.33,161.1,0.607,0.674
WLD_001998,-24.5,95.6,7236,0.7298,0.9159,25.5,73.2,69.6,3680,2.53e-06,0.83,2.23,Thermal Degradation,3293.0,1.0,0.361,0.899,0.806,2.29,63.0,0.681,0.818
WLD_001999,-32.9,149.7,653,1.2468,1.4453,15.92,92.1,87.5,1559,1.18e-06,16.9,1.79,Oxidation,653.0,0.419,0.651,0.724,0.915,4.87,95.7,0.718,0.716
WLD_002000,-28.8,144.6,4691,3.5458,4.033,13.74,79.2,75.3,11319,1.99e-06,2.63,2.49,Interface Delamination,3557.7,0.414,0.459,0.609,0.71,3.59,90.2,0.827,0.927
WLD_002001,-25.5,109.0,528,1.9387,2.2544,16.29,95.0,90.3,42525,1.77e-06,4.22,3.04,Intermetallic Embrittlement,528.0,0.012,0.462,0.784,0.786,3.01,142.4,0.859,0.853
WLD_002002,-25.8,126.5,7214,1.5331,1.9639,28.1,79.5,75.6,9574,1.39e-06,-0.48,1.4,Thermal Degradation,3573.0,0.753,0.367,0.625,0.87,3.8,194.5,0.559,0.629
WLD_002003,-31.4,81.4,9751,0.6181,0.8737,41.36,79.2,75.2,5840,2.54e-06,0.65,2.24,Fatigue Cracking,2632.8,1.0,0.282,0.799,0.783,3.17,183.7,0.714,0.922
WLD_002004,-40.0,148.8,8982,0.1122,0.1387,23.63,76.4,72.6,3712,6.4e-07,10.15,1.97,Fatigue Cracking,1794.2,1.0,0.446,0.888,0.824,1.85,121.9,0.871,0.722
WLD_002005,-23.3,139.6,5930,1.7671,2.0525,16.15,71.9,68.3,27245,1.94e-06,6.24,1.51,Fatigue Cracking,5930.0,0.218,0.498,0.846,0.913,1.49,155.9,0.521,0.688
WLD_002006,-27.9,90.7,2144,1.6484,1.9619,19.02,98.5,93.5,23171,1.37e-06,2.59,1.69,Oxidation,2144.0,0.093,0.652,0.77,0.95,4.52,76.8,0.695,0.73
WLD_002007,-34.8,102.7,5247,0.7054,0.8492,20.38,91.9,87.3,6359,2.34e-06,-1.28,1.71,Thermal Degradation,4663.3,0.825,0.506,0.722,0.78,2.35,189.4,0.635,0.823
WLD_002008,-24.3,119.4,5839,0.3182,0.3444,8.23,76.8,73.0,17946,1.17e-06,1.18,1.6,Fatigue Cracking,5752.0,0.325,0.602,0.728,0.733,1.59,169.0,0.589,0.889
WLD_002009,-24.4,109.3,5276,1.2192,1.4429,18.35,87.1,82.7,35118,9.5e-07,1.61,3.07,Fatigue Cracking,5276.0,0.15,0.552,0.663,0.943,4.36,76.0,0.589,0.624
WLD_002010,-20.2,128.9,3751,0.9968,1.1491,15.28,82.1,78.0,31973,1.61e-06,3.86,2.26,Interface Delamination,3751.0,0.117,0.458,0.895,0.776,3.04,107.7,0.869,0.639
WLD_002011,-28.6,98.6,4324,2.0813,2.6076,25.29,87.5,83.2,25724,1.12e-06,3.19,2.04,Thermal Degradation,4324.0,0.168,0.435,0.669,0.935,0.37,78.3,0.805,0.767
WLD_002012,-38.9,106.2,2408,0.1202,0.1408,17.18,96.6,91.8,21193,1.61e-06,-1.64,1.72,Fatigue Cracking,2408.0,0.114,0.611,0.821,0.807,1.79,164.4,0.569,0.627
WLD_002013,-39.6,105.1,6633,1.0784,1.2889,19.52,80.0,76.0,34704,1.86e-06,0.43,2.05,Thermal Degradation,6633.0,0.191,0.455,0.875,0.76,4.17,182.0,0.675,0.95
WLD_002014,-24.1,116.1,7390,9.2327,13.0778,41.65,76.8,73.0,997,1.55e-06,3.61,2.28,Fatigue Cracking,1991.4,1.0,0.268,0.901,0.759,2.67,152.6,0.7,0.799
WLD_002015,-23.0,147.8,2927,26.0881,31.2823,19.91,89.3,84.8,873,4.05e-06,7.6,2.47,Interface Delamination,403.6,1.0,0.447,0.918,0.827,3.23,86.5,0.549,0.771
WLD_002016,-34.3,135.2,6793,1.1688,1.634,39.81,76.5,72.7,10388,1.71e-06,7.49,1.99,Fatigue Cracking,2170.6,0.654,0.285,0.942,0.899,2.59,68.6,0.882,0.84
WLD_002017,-27.0,149.6,5987,0.0577,0.0727,25.97,93.2,88.6,1870,1.13e-06,7.73,2.68,Thermal Degradation,393.0,1.0,0.456,0.783,0.799,4.55,85.1,0.701,0.903
WLD_002018,-27.4,90.7,7684,2.4766,3.4904,40.93,80.3,76.3,24624,1.24e-06,5.65,2.95,Thermal Degradation,7684.0,0.312,0.242,0.879,0.816,2.89,99.6,0.5,0.928
WLD_002019,-39.4,92.2,7766,1.0609,1.4719,38.74,80.6,76.6,6833,2.12e-06,2.17,2.05,Fatigue Cracking,3692.7,1.0,0.315,0.806,0.793,1.75,77.0,0.83,0.703
WLD_002020,-22.2,107.1,3975,5.2376,6.0293,15.12,91.5,86.9,45643,2.19e-06,12.78,1.69,Intermetallic Embrittlement,3975.0,0.087,0.456,0.653,0.907,2.32,130.6,0.697,0.712
WLD_002021,-25.7,126.6,4185,3.4214,3.985,16.47,82.7,78.5,11966,1.65e-06,0.86,1.98,Fatigue Cracking,3088.9,0.35,0.549,0.667,0.895,3.63,58.2,0.898,0.847
WLD_002022,-38.8,82.8,6746,1.3455,1.7969,33.55,81.4,77.4,13853,1.32e-06,8.56,1.88,Fatigue Cracking,6746.0,0.487,0.372,0.728,0.829,2.36,189.6,0.826,0.645
WLD_002023,-37.8,80.5,7868,0.471,0.6156,30.7,77.0,73.2,10249,1.2e-06,-1.81,1.97,Fatigue Cracking,2553.6,0.768,0.378,0.939,0.809,3.5,134.4,0.591,0.608
WLD_002024,-33.6,109.4,8085,0.9725,1.3535,39.18,73.9,70.2,29627,2.36e-06,10.59,3.12,Fatigue Cracking,8085.0,0.273,0.278,0.954,0.941,1.97,108.9,0.6,0.771
WLD_002025,-28.2,83.8,9222,6.3513,8.0985,27.51,81.8,77.7,31200,2.06e-06,-0.28,1.79,Fatigue Cracking,9222.0,0.296,0.434,0.866,0.882,0.59,196.2,0.651,0.776
WLD_002026,-32.1,123.7,7858,14.4432,19.0781,32.09,74.5,70.8,20185,8.9e-07,10.0,3.32,Thermal Degradation,6286.4,0.389,0.302,0.713,0.764,3.83,180.1,0.879,0.947
WLD_002027,-38.8,137.7,8255,0.5007,0.6139,22.62,77.6,73.7,10482,9.3e-07,4.2,2.44,Thermal Degradation,4991.8,0.787,0.412,0.898,0.935,1.63,76.0,0.795,0.624
WLD_002028,-33.3,88.6,8751,1.5299,2.1221,38.71,75.0,71.2,23826,1.32e-06,2.18,1.78,Thermal Degradation,8751.0,0.367,0.238,0.965,0.87,2.62,162.2,0.71,0.912
WLD_002029,-25.2,111.9,2357,5.1716,6.4125,23.99,93.8,89.1,31193,1.7e-06,15.31,2.2,Interface Delamination,2357.0,0.076,0.429,0.86,0.83,2.95,59.5,0.515,0.614
WLD_002030,-38.1,96.3,7398,6.1543,7.3562,19.53,82.5,78.3,4468,3.21e-06,0.17,1.99,Thermal Degradation,3121.8,1.0,0.467,0.813,0.751,2.38,168.4,0.858,0.902
WLD_002031,-38.5,102.8,7367,4.8698,6.1148,25.57,79.0,75.0,30750,2.06e-06,8.61,2.01,Thermal Degradation,7367.0,0.24,0.389,0.68,0.785,2.76,101.5,0.759,0.768
WLD_002032,-37.0,129.9,8736,8.4508,10.8619,28.53,72.1,68.5,4538,1.93e-06,12.92,2.5,Thermal Degradation,3140.5,1.0,0.325,0.636,0.81,0.82,52.4,0.776,0.768
WLD_002033,-26.2,125.9,8206,0.9689,1.2458,28.58,76.6,72.8,5037,1.18e-06,3.1,1.99,Thermal Degradation,1450.6,1.0,0.347,0.85,0.738,4.9,198.1,0.833,0.76
WLD_002034,-27.2,92.8,3905,4.4888,5.5803,24.32,87.7,83.3,3600,1.53e-06,5.22,3.66,Mechanical Wear,3252.7,1.0,0.595,0.88,0.787,1.59,127.9,0.653,0.917
WLD_002035,-25.0,102.2,4731,2.2911,2.8826,25.82,90.0,85.5,5901,2.07e-06,13.66,1.58,Thermal Degradation,4055.6,0.802,0.442,0.639,0.881,1.83,60.8,0.565,0.661
WLD_002036,-26.3,85.4,5986,7.2169,9.1845,27.26,87.7,83.3,6603,6.5e-07,1.87,1.87,Thermal Degradation,4483.2,0.907,0.416,0.606,0.75,0.55,68.7,0.573,0.942
WLD_002037,-36.7,122.8,9184,1.7288,2.3435,35.55,74.7,71.0,2587,8.8e-07,0.24,2.71,Fatigue Cracking,1924.7,1.0,0.318,0.748,0.778,4.57,67.1,0.525,0.895
WLD_002038,-36.9,149.3,1746,0.9198,1.0816,17.59,87.4,83.1,1794,2.34e-06,7.37,1.43,Intermetallic Embrittlement,1339.8,0.973,0.411,0.941,0.919,4.64,198.9,0.585,0.799
WLD_002039,-31.9,145.8,4887,16.9134,22.4279,32.6,82.0,77.9,8369,2.79e-06,1.94,2.33,Intermetallic Embrittlement,3550.0,0.584,0.234,0.773,0.901,0.23,149.8,0.608,0.881
WLD_002040,-24.3,123.0,5835,7.0025,8.319,18.8,77.1,73.2,5404,2.25e-06,6.47,1.95,Fatigue Cracking,4593.5,1.0,0.497,0.684,0.761,1.55,172.9,0.589,0.895
WLD_002041,-22.1,113.6,7263,1318.6374,1760.5432,33.51,73.3,69.6,2649,0.00015973,7.54,47.22,Fatigue Cracking,1319.6,1.0,0.331,0.949,0.831,2.91,89.1,0.648,0.619
WLD_002042,-36.5,82.9,7445,0.9497,1.1559,21.71,81.4,77.3,9689,1.59e-06,2.06,3.35,Fatigue Cracking,6103.3,0.768,0.49,0.7,0.846,0.78,103.5,0.848,0.633
WLD_002043,-36.1,121.2,613,0.2057,0.2447,18.96,96.9,92.0,10721,2.04e-06,15.2,1.93,Intermetallic Embrittlement,613.0,0.057,0.445,0.901,0.875,2.17,131.9,0.851,0.731
WLD_002044,-33.3,147.8,4420,1.1199,1.2485,11.49,88.5,84.1,1240,1.26e-06,-2.31,1.98,Mechanical Wear,1090.0,1.0,0.728,0.961,0.745,4.26,63.5,0.525,0.725
WLD_002045,-33.3,82.3,9239,3.1002,4.1775,34.75,74.1,70.4,7889,1.31e-06,2.02,2.72,Thermal Degradation,3051.3,1.0,0.273,0.878,0.932,3.38,189.7,0.706,0.737
WLD_002046,-38.4,110.7,2429,0.1985,0.2029,2.23,94.3,89.5,13403,1.18e-06,5.98,2.37,Intermetallic Embrittlement,2429.0,0.181,0.599,0.652,0.823,3.47,103.8,0.715,0.638
WLD_002047,-21.1,111.8,3702,9.2856,12.5632,35.3,94.2,89.5,916,5.82e-06,2.7,3.57,Interface Delamination,1384.0,1.0,0.318,0.67,0.757,2.7,185.3,0.519,0.681
WLD_002048,-39.9,92.3,2103,2.0596,2.2498,9.24,88.4,84.0,13123,1.54e-06,4.12,1.9,Intermetallic Embrittlement,2103.0,0.16,0.5,0.869,0.944,2.12,112.0,0.832,0.631
WLD_002049,-27.8,84.3,4034,0.9017,1.0553,17.03,85.7,81.4,7819,1.86e-06,2.2,1.74,Fatigue Cracking,4034.0,0.516,0.558,0.715,0.729,3.93,108.7,0.898,0.918
WLD_002050,-33.1,130.7,7672,6.3854,8.3655,31.01,85.3,81.1,15534,1.69e-06,6.14,1.65,Fatigue Cracking,5769.7,0.494,0.417,0.889,0.871,1.06,100.4,0.554,0.873
WLD_002051,-36.0,120.1,4862,28.0936,33.7918,20.28,79.7,75.7,1934,4.71e-06,7.97,2.19,Interface Delamination,271.8,1.0,0.396,0.899,0.765,2.96,60.9,0.846,0.859
WLD_002052,-30.2,125.7,9692,0.6805,0.7521,10.52,80.6,76.5,31284,2e-07,2.07,1.25,Fatigue Cracking,2092.9,0.31,0.598,0.604,0.87,0.69,191.5,0.774,0.654
WLD_002053,-21.7,108.5,478,1.9345,2.2772,17.71,95.2,90.4,5580,2.04e-06,0.87,1.48,Intermetallic Embrittlement,478.0,0.086,0.449,0.772,0.706,2.09,186.0,0.896,0.832
WLD_002054,-35.8,87.1,9345,26.9469,36.7319,36.31,77.1,73.2,3525,2.59e-06,6.3,2.42,Fatigue Cracking,1330.0,1.0,0.322,0.966,0.92,1.55,143.0,0.76,0.619
WLD_002055,-26.5,103.9,1000,1.3697,1.5528,13.37,93.6,88.9,59909,1.29e-06,6.12,1.83,Fatigue Cracking,1000.0,0.017,0.635,0.814,0.775,0.1,107.1,0.892,0.888
WLD_002056,-20.1,103.3,7407,11.9873,16.9898,41.73,72.0,68.4,6116,2.83e-06,5.93,2.31,Thermal Degradation,3521.2,1.0,0.193,0.912,0.756,4.66,184.9,0.574,0.742
WLD_002057,-25.3,135.5,3414,1.3984,1.8258,30.57,71.8,68.2,4089,5.1e-07,2.07,1.58,Fatigue Cracking,1619.8,0.835,0.353,0.864,0.754,3.47,182.2,0.823,0.71
WLD_002058,-32.6,130.2,7746,4.8071,6.3774,32.67,74.1,70.4,4223,1.43e-06,1.08,2.01,Fatigue Cracking,3207.3,1.0,0.344,0.969,0.838,3.89,143.5,0.673,0.827
WLD_002059,-26.8,126.2,6082,0.6239,0.7489,20.03,77.3,73.4,8650,1.33e-06,2.97,2.08,Thermal Degradation,5497.2,0.703,0.436,0.869,0.803,3.45,67.6,0.897,0.803
WLD_002060,-20.8,140.8,6000,6.2459,7.5117,20.27,80.1,76.1,2331,2.25e-06,1.6,2.01,Thermal Degradation,2561.7,1.0,0.448,0.955,0.903,4.3,185.7,0.827,0.832
WLD_002061,-30.7,89.8,9338,4.4014,5.5657,26.45,82.8,78.7,13324,1.16e-06,5.21,1.76,Fatigue Cracking,8624.3,0.701,0.45,0.662,0.732,0.73,74.3,0.743,0.656
WLD_002062,-30.6,139.2,6645,0.3113,0.3978,27.78,78.6,74.6,5283,7e-07,3.64,1.75,Fatigue Cracking,2632.2,1.0,0.415,0.88,0.839,1.89,169.0,0.845,0.755
WLD_002063,-31.5,80.7,8777,2.7425,3.4523,25.88,76.2,72.4,20055,1.66e-06,5.39,2.32,Fatigue Cracking,3392.5,0.438,0.422,0.712,0.779,1.29,190.1,0.627,0.661
WLD_002064,-35.4,104.2,4173,1.3301,1.6239,22.09,79.8,75.8,18019,2.45e-06,3.25,1.93,Intermetallic Embrittlement,4173.0,0.232,0.328,0.815,0.715,4.55,130.7,0.507,0.813
WLD_002065,-31.6,137.7,1972,3.5565,4.4537,25.23,99.0,94.1,1609,2.6e-06,4.06,1.67,Intermetallic Embrittlement,1160.8,1.0,0.393,0.6,0.827,0.74,187.3,0.81,0.722
WLD_002066,-35.3,128.9,2898,2.4028,2.7439,14.2,83.5,79.3,27946,1.32e-06,8.33,2.43,Intermetallic Embrittlement,2898.0,0.104,0.425,0.888,0.869,3.48,151.9,0.643,0.845
WLD_002067,-34.2,114.2,5604,2.0684,2.5352,22.57,81.6,77.5,27359,1.47e-06,9.64,2.32,Fatigue Cracking,5604.0,0.205,0.482,0.755,0.853,3.77,198.8,0.652,0.902
WLD_002068,-36.6,106.6,1781,24.4262,26.1963,7.25,88.7,84.3,3530,2.99e-06,6.89,2.07,Interface Delamination,1042.9,0.504,0.571,0.621,0.763,3.99,139.4,0.678,0.876
WLD_002069,-34.7,98.2,4248,2.6628,3.215,20.74,84.5,80.3,15629,2.54e-06,0.94,3.36,Intermetallic Embrittlement,4248.0,0.272,0.365,0.945,0.916,2.85,91.9,0.799,0.747
WLD_002070,-35.8,140.8,9272,4.0061,5.426,35.44,77.0,73.2,6425,2.44e-06,4.0,1.62,Thermal Degradation,4548.6,1.0,0.281,0.812,0.852,0.89,81.6,0.898,0.853
WLD_002071,-30.2,85.4,4379,1.8378,2.1529,17.14,87.1,82.8,27441,1.91e-06,8.61,1.74,Intermetallic Embrittlement,4379.0,0.16,0.414,0.913,0.848,4.75,183.6,0.8,0.919
WLD_002072,-28.2,110.3,8353,0.9744,1.3109,34.53,74.5,70.8,5505,3e-07,0.46,1.69,Fatigue Cracking,3516.7,1.0,0.327,0.923,0.842,3.31,56.7,0.505,0.837
WLD_002073,-27.1,135.7,7616,0.208,0.2498,20.11,81.4,77.4,4887,2.38e-06,3.72,1.78,Thermal Degradation,1781.4,1.0,0.456,0.955,0.947,1.99,120.7,0.892,0.648
WLD_002074,-21.0,87.4,9627,1.8332,2.2442,22.42,77.2,73.3,39987,1.42e-06,4.37,2.03,Fatigue Cracking,9627.0,0.241,0.462,0.751,0.84,4.61,138.0,0.827,0.747
WLD_002075,-25.5,128.9,3296,9.5239,11.6512,22.34,85.1,80.9,15193,2.13e-06,5.56,2.15,Intermetallic Embrittlement,3296.0,0.217,0.352,0.802,0.883,0.94,157.6,0.827,0.845
WLD_002076,-31.3,144.3,8509,2.1777,2.3627,8.5,77.7,73.8,6822,3.1e-07,4.52,1.67,Fatigue Cracking,4646.4,1.0,0.603,0.959,0.839,1.09,182.8,0.706,0.813
WLD_002077,-35.9,148.3,2978,0.6988,0.8119,16.19,87.0,82.7,1772,1.77e-06,6.61,2.23,Intermetallic Embrittlement,2215.9,1.0,0.423,0.765,0.738,2.97,118.3,0.812,0.929
WLD_002078,-32.4,129.4,7525,0.4511,0.6026,33.58,80.6,76.6,22182,1.14e-06,12.83,2.23,Fatigue Cracking,7525.0,0.339,0.367,0.902,0.843,1.55,196.9,0.594,0.659
WLD_002079,-29.4,139.8,497,3.6647,4.2891,17.04,89.4,84.9,8905,2.36e-06,3.55,2.32,Fatigue Cracking,497.0,0.056,0.576,0.731,0.735,1.21,75.5,0.611,0.747
WLD_002080,-29.5,125.2,6357,10.1172,14.696,45.26,88.0,83.6,2633,1.95e-06,0.75,2.07,Fatigue Cracking,1199.7,1.0,0.287,0.7,0.705,4.19,195.6,0.711,0.782
WLD_002081,-27.1,137.4,5066,0.978,1.2088,23.6,80.7,76.7,2727,1.63e-06,-0.04,2.24,Fatigue Cracking,1812.9,1.0,0.468,0.741,0.718,3.71,174.1,0.871,0.682
WLD_002082,-39.4,108.0,970,21.102,24.7986,17.52,92.5,87.9,3482,2.49e-06,3.69,1.56,Interface Delamination,970.0,0.279,0.487,0.853,0.768,1.0,180.3,0.805,0.918
WLD_002083,-37.0,126.9,4501,3.2508,4.4852,37.97,88.0,83.6,2505,2.08e-06,7.57,1.6,Intermetallic Embrittlement,1386.6,1.0,0.21,0.682,0.77,4.12,134.4,0.81,0.689
WLD_002084,-29.7,115.9,4813,9.2657,10.4837,13.15,84.1,79.9,22716,1.44e-06,11.93,2.18,Intermetallic Embrittlement,4813.0,0.212,0.439,0.697,0.738,3.76,152.8,0.813,0.818
WLD_002085,-22.7,127.1,8322,1.8119,2.2132,22.15,78.5,74.6,27580,1.28e-06,9.25,1.53,Fatigue Cracking,8322.0,0.302,0.471,0.709,0.711,4.87,83.6,0.591,0.923
WLD_002086,-39.7,129.5,2759,1.0623,1.2218,15.02,84.4,80.2,5986,1.65e-06,15.83,2.44,Intermetallic Embrittlement,2759.0,0.461,0.422,0.732,0.88,3.87,118.0,0.825,0.645
WLD_002087,-25.7,101.9,879,23.7773,27.3177,14.89,89.9,85.4,2337,2.85e-06,-0.65,2.06,Interface Delamination,879.0,0.376,0.501,0.964,0.909,4.83,181.4,0.872,0.781
WLD_002088,-22.7,117.4,6790,3.1584,3.6054,14.15,78.9,75.0,3861,2.16e-06,13.37,2.83,Fatigue Cracking,4347.9,1.0,0.553,0.844,0.898,1.04,89.7,0.72,0.707
WLD_002089,-22.9,141.4,7715,2.238,2.9463,31.65,77.1,73.2,7084,2.13e-06,5.83,2.23,Thermal Degradation,2751.5,1.0,0.319,0.622,0.721,0.13,194.4,0.841,0.61
WLD_002090,-33.9,95.5,5122,7.0944,8.4436,19.02,81.6,77.6,5727,1.3e-06,9.89,2.05,Fatigue Cracking,3345.2,0.894,0.518,0.83,0.82,1.02,184.3,0.522,0.942
WLD_002091,-31.9,94.2,167,2.2888,2.4993,9.2,86.7,82.4,16350,1.88e-06,0.38,1.94,Thermal Degradation,167.0,0.01,0.592,0.923,0.869,0.98,138.4,0.62,0.664
WLD_002092,-35.9,90.4,8904,1.913,2.5851,35.13,79.8,75.8,13368,2e-06,-1.78,2.14,Thermal Degradation,8904.0,0.666,0.298,0.636,0.893,1.1,119.0,0.759,0.74
WLD_002093,-27.8,144.7,5754,4.3907,6.3911,45.56,78.2,74.3,2114,1.66e-06,1.46,1.86,Fatigue Cracking,1107.7,1.0,0.235,0.66,0.939,1.53,108.2,0.719,0.791
WLD_002094,-34.2,123.6,9370,1.7604,2.3371,32.76,69.6,66.1,36916,6.8e-07,6.34,1.73,Thermal Degradation,9370.0,0.254,0.27,0.654,0.904,1.07,188.0,0.795,0.679
WLD_002095,-37.0,82.4,9188,2.4977,3.4393,37.7,72.6,69.0,21445,1.83e-06,8.76,1.99,Thermal Degradation,9071.1,0.428,0.236,0.808,0.761,0.69,94.9,0.517,0.618
WLD_002096,-20.8,116.7,6536,0.8634,0.9957,15.32,81.5,77.4,13351,2.25e-06,5.88,2.25,Thermal Degradation,5296.1,0.49,0.504,0.615,0.776,3.25,175.3,0.534,0.859
WLD_002097,-24.0,128.5,1370,0.6474,0.7159,10.59,98.5,93.6,17739,1.59e-06,11.48,1.74,Intermetallic Embrittlement,1370.0,0.077,0.537,0.887,0.753,1.79,196.8,0.865,0.853
