sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um
WLD_000905,Titanium,Copper,186.2,Electropolished,Silver-plated,Laser Welding,1746.6,,397.4,0.096,23.7,269.1,30.4,20.4,67.6,Copper,Air,2.85
WLD_000906,Copper,Nickel,125.3,Anodized,Electropolished,Friction Stir Welding,1816.3,,2622.0,2.006,,,45.6,20.5,73.0,Copper,Helium,1.49
WLD_000907,Copper,Aluminum,308.5,Bare,Nickel-plated,Cold Welding,1438.2,32.8,1236.7,3.835,,188.0,89.2,29.6,77.1,Copper,None,2.19
WLD_000908,Copper,Nickel,161.8,Silver-plated,Silver-plated,Cold Welding,1874.0,65.0,2412.0,2.288,162.4,,105.5,27.5,65.9,Tungsten,Helium,0.93
WLD_000909,Copper,Steel,455.7,Bare,Passivated,Friction Stir Welding,269.7,30.2,964.6,2.663,,42.8,77.8,28.5,72.5,Graphite,Argon,2.16
WLD_000910,Copper,Nickel,104.0,Bare,Nickel-plated,Friction Stir Welding,2228.2,,2930.8,0.297,,68.3,96.6,34.5,58.4,Molybdenum,Argon,2.57
WLD_000911,Aluminum,Steel,440.7,Electropolished,Silver-plated,Electron Beam Welding,3932.6,10.9,153.7,0.884,59.2,46.7,139.7,33.4,47.2,Graphite,Nitrogen,0.13
WLD_000912,Titanium,Copper,189.8,Tin-plated,Nickel-plated,Cold Welding,2169.9,,375.3,1.948,209.4,183.3,25.6,18.3,78.7,Graphite,Helium,1.91
WLD_000913,Copper,Nickel,156.5,Anodized,Electropolished,Resistance Spot Welding,7759.4,,1224.2,0.263,,,93.5,30.6,61.9,Copper,Helium,4.8
WLD_000914,Copper,Aluminum,393.6,Passivated,Electropolished,Cold Welding,1774.3,60.3,2607.3,4.769,166.9,,25.2,21.2,40.0,Copper,Nitrogen,1.38
WLD_000915,Brass,Aluminum,239.2,Bare,Bare,Ultrasonic Welding,2382.0,24.6,1480.1,0.967,,,91.1,34.6,57.2,Tungsten,None,4.57
WLD_000916,Copper,Aluminum,129.7,Nickel-plated,Anodized,Laser Welding,1351.6,,75.3,0.092,117.4,329.9,38.2,30.0,48.6,Graphite,Air,4.12
WLD_000917,Copper,Aluminum,238.0,Nickel-plated,Passivated,Electron Beam Welding,938.4,39.4,1824.1,3.069,274.8,201.9,132.1,27.3,39.1,Graphite,None,3.16
WLD_000918,Copper,Nickel,171.7,Tin-plated,Anodized,Friction Stir Welding,1554.2,,2576.1,4.419,,179.2,32.9,28.1,67.9,Molybdenum,Helium,1.34
WLD_000919,Nickel,Copper,126.4,Silver-plated,Tin-plated,Electron Beam Welding,686.5,25.4,2933.3,0.308,,,127.1,24.4,68.3,Copper,Nitrogen,4.19
WLD_000920,Aluminum,Steel,459.1,Passivated,Oxide-cleaned,Electron Beam Welding,321.8,,1066.3,0.484,,283.5,45.5,29.6,62.7,Molybdenum,Nitrogen,3.49
WLD_000921,Titanium,Copper,298.3,Bare,Anodized,Friction Stir Welding,851.7,71.8,647.3,3.358,,206.0,105.0,33.9,79.8,Copper,Air,4.44
WLD_000922,Copper,Steel,257.6,Oxide-cleaned,Bare,Cold Welding,1651.7,,381.2,3.647,185.2,381.0,54.2,18.0,32.3,Molybdenum,Nitrogen,0.6
WLD_000923,Aluminum,Aluminum,130.8,Electropolished,Anodized,Friction Stir Welding,2642.6,33.4,2287.4,1.068,242.3,454.0,27.6,27.5,59.4,Molybdenum,Air,4.18
WLD_000924,Copper,Steel,428.8,Anodized,Oxide-cleaned,Cold Welding,3078.4,,927.0,2.379,,,34.5,26.6,39.4,Copper,Argon,4.68
WLD_000925,Aluminum,Steel,493.9,Anodized,Tin-plated,Resistance Spot Welding,3546.8,,827.1,0.612,,,92.6,34.9,72.5,Tungsten,Argon,1.79
WLD_000926,Copper,Steel,210.4,Oxide-cleaned,Bare,Friction Stir Welding,2311.0,52.9,2753.6,3.159,48.7,337.6,42.1,33.8,39.5,Tungsten,Nitrogen,2.37
WLD_000927,Nickel,Copper,139.6,Anodized,Nickel-plated,Ultrasonic Welding,2240.6,19.6,325.3,1.755,,,20.8,22.7,49.4,Graphite,Air,1.33
WLD_000928,Copper,Nickel,171.7,Anodized,Oxide-cleaned,Laser Welding,376.8,,363.2,0.022,92.3,647.0,55.4,30.5,49.2,Copper,Argon,2.69
WLD_000929,Aluminum,Steel,116.7,Bare,Nickel-plated,Electron Beam Welding,2762.1,,550.8,2.925,,220.7,64.0,21.6,44.7,Graphite,Helium,0.33
WLD_000930,Copper,Nickel,66.5,Silver-plated,Bare,Cold Welding,1436.8,73.1,1764.5,4.796,,479.4,132.1,23.6,38.4,Copper,Nitrogen,4.27
WLD_000931,Aluminum,Aluminum,292.8,Silver-plated,Silver-plated,Electron Beam Welding,3625.6,,1091.0,1.909,,401.1,113.6,27.6,31.1,Copper,Nitrogen,2.71
WLD_000932,Brass,Aluminum,420.7,Passivated,Nickel-plated,Cold Welding,1430.6,,2915.1,3.65,,,87.2,27.1,40.7,Copper,Helium,2.75
WLD_000933,Copper,Nickel,258.9,Anodized,Silver-plated,Electron Beam Welding,1361.9,,600.3,3.2,35.5,,82.4,27.6,74.4,Copper,Nitrogen,1.76
WLD_000934,Copper,Aluminum,467.5,Nickel-plated,Silver-plated,Laser Welding,196.1,,246.7,0.03,72.0,961.0,43.8,26.7,45.6,Copper,Argon,2.14
WLD_000935,Copper,Nickel,472.5,Electropolished,Oxide-cleaned,Ultrasonic Welding,1481.9,24.3,1682.4,0.184,,,60.1,27.6,64.0,Molybdenum,None,2.75
WLD_000936,Brass,Aluminum,139.0,Silver-plated,Nickel-plated,Cold Welding,3624.5,,2610.1,3.239,,17.9,149.7,23.1,73.6,Molybdenum,Nitrogen,1.97
WLD_000937,Nickel,Copper,442.9,Silver-plated,Silver-plated,Electron Beam Welding,2677.9,5.2,1903.3,2.963,236.8,428.6,50.2,21.0,70.3,Tungsten,None,4.71
WLD_000938,Copper,Aluminum,87.7,Nickel-plated,Electropolished,Laser Welding,251.0,,247.0,0.037,175.8,876.8,111.1,30.5,62.8,Molybdenum,Argon,4.7
WLD_000939,Nickel,Copper,129.5,Nickel-plated,Bare,Laser Welding,804.7,,365.2,0.042,63.1,610.1,109.3,27.6,53.0,Tungsten,Argon,4.43
WLD_000940,Nickel,Copper,209.5,Silver-plated,Oxide-cleaned,Laser Welding,508.5,,18.6,0.015,184.3,460.0,30.1,32.9,78.0,Molybdenum,None,4.67
WLD_000941,Nickel,Copper,378.7,Tin-plated,Silver-plated,Resistance Spot Welding,7088.3,,4086.1,0.412,,,120.7,23.6,43.1,Tungsten,Argon,4.52
WLD_000942,Brass,Aluminum,284.3,Anodized,Anodized,Ultrasonic Welding,1470.1,29.7,661.0,1.561,,,71.2,21.5,66.5,Copper,None,4.11
WLD_000943,Titanium,Copper,424.1,Oxide-cleaned,Silver-plated,Friction Stir Welding,1164.0,,1875.1,0.375,165.3,146.1,97.3,19.1,31.4,Molybdenum,None,3.32
WLD_000944,Copper,Aluminum,143.8,Silver-plated,Electropolished,Friction Stir Welding,1092.8,,508.6,3.0,,,81.3,19.6,31.3,Graphite,Nitrogen,2.2
WLD_000945,Aluminum,Aluminum,407.0,Passivated,Electropolished,Resistance Spot Welding,5317.0,,921.8,0.803,,,148.9,29.6,56.6,Tungsten,Air,4.73
WLD_000946,Aluminum,Steel,125.3,Passivated,Bare,Electron Beam Welding,3512.0,,1242.8,3.934,278.6,122.7,85.7,29.0,31.6,Tungsten,None,3.37
WLD_000947,Aluminum,Steel,408.4,Anodized,Passivated,Friction Stir Welding,955.2,23.5,526.7,1.073,41.6,483.1,146.6,34.1,32.0,Tungsten,Nitrogen,3.39
WLD_000948,Titanium,Copper,437.6,Nickel-plated,Silver-plated,Resistance Spot Welding,1417.5,,1929.8,0.992,,,74.9,34.5,36.6,Copper,None,4.34
WLD_000949,Aluminum,Aluminum,410.0,Anodized,Passivated,Laser Welding,184.9,,134.0,0.006,185.6,662.1,135.3,20.2,65.9,Copper,Air,4.51
WLD_000950,Copper,Nickel,206.2,Bare,Silver-plated,Laser Welding,1483.9,,448.4,0.006,36.9,598.7,100.5,24.7,31.7,Copper,None,3.72
WLD_000951,Copper,Steel,300.3,Tin-plated,Passivated,Ultrasonic Welding,1066.9,28.2,1911.2,1.716,,,38.9,33.9,31.5,Molybdenum,Helium,3.93
WLD_000952,Aluminum,Aluminum,94.8,Nickel-plated,Silver-plated,Cold Welding,2754.2,,443.0,1.061,92.1,,142.7,18.2,38.5,Molybdenum,Helium,4.13
WLD_000953,Nickel,Copper,464.2,Passivated,Bare,Ultrasonic Welding,763.3,37.3,1251.4,0.783,,,27.5,27.7,62.0,Graphite,Argon,4.55
WLD_000954,Aluminum,Aluminum,58.3,Passivated,Oxide-cleaned,Electron Beam Welding,2798.2,,1297.9,2.809,101.2,,83.6,19.9,67.3,Copper,None,0.19
WLD_000955,Aluminum,Steel,101.4,Bare,Tin-plated,Laser Welding,1705.7,,301.1,0.046,87.5,497.7,25.3,35.0,74.6,Tungsten,Argon,0.69
WLD_000956,Copper,Steel,471.2,Passivated,Electropolished,Friction Stir Welding,3422.1,47.7,1857.9,3.457,145.3,278.8,103.7,30.2,60.6,Graphite,Air,2.65
WLD_000957,Aluminum,Steel,485.7,Electropolished,Electropolished,Electron Beam Welding,205.4,61.1,2917.5,1.839,,,29.2,22.2,68.6,Copper,Helium,3.47
WLD_000958,Copper,Nickel,283.3,Silver-plated,Nickel-plated,Laser Welding,641.3,,448.0,0.086,41.2,26.9,31.7,34.5,44.3,Tungsten,Nitrogen,1.93
WLD_000959,Copper,Steel,75.2,Tin-plated,Nickel-plated,Laser Welding,1888.3,,424.8,0.085,107.3,789.6,43.3,34.7,58.7,Molybdenum,Nitrogen,4.33
WLD_000960,Copper,Aluminum,67.9,Anodized,Passivated,Cold Welding,2370.6,,1513.0,4.055,,,118.3,32.7,33.6,Molybdenum,Air,2.95
WLD_000961,Brass,Aluminum,99.5,Passivated,Passivated,Cold Welding,3913.2,44.2,496.5,3.937,,,47.5,31.4,57.8,Tungsten,Air,0.51
WLD_000962,Copper,Nickel,114.3,Oxide-cleaned,Electropolished,Electron Beam Welding,1035.7,95.6,2971.9,4.048,,,64.2,34.3,45.9,Molybdenum,Argon,3.65
WLD_000963,Copper,Steel,241.1,Tin-plated,Passivated,Cold Welding,765.3,79.6,1671.1,3.416,193.3,,78.4,20.2,73.0,Molybdenum,Nitrogen,2.93
WLD_000964,Copper,Nickel,162.0,Bare,Tin-plated,Laser Welding,377.1,,477.4,0.009,28.2,495.4,126.5,33.9,68.7,Tungsten,Argon,1.94
WLD_000965,Copper,Nickel,270.6,Oxide-cleaned,Electropolished,Cold Welding,3083.3,,1726.2,4.08,241.9,468.8,72.7,31.4,58.4,Tungsten,Air,4.98
WLD_000966,Copper,Nickel,165.0,Nickel-plated,Nickel-plated,Cold Welding,1196.8,,2141.9,0.47,209.6,,52.9,31.0,61.4,Graphite,Helium,1.08
WLD_000967,Nickel,Copper,311.6,Anodized,Nickel-plated,Laser Welding,1230.2,,425.3,0.002,17.0,597.1,70.6,23.1,74.5,Graphite,Air,2.69
WLD_000968,Nickel,Copper,412.6,Tin-plated,Nickel-plated,Resistance Spot Welding,2220.9,,3150.7,0.329,,,53.7,29.1,54.4,Molybdenum,Helium,1.31
WLD_000969,Copper,Steel,474.3,Oxide-cleaned,Electropolished,Laser Welding,1031.9,,37.1,0.004,99.1,399.3,37.8,34.9,64.4,Copper,Argon,3.16
WLD_000970,Brass,Aluminum,96.3,Electropolished,Tin-plated,Ultrasonic Welding,570.3,49.2,1962.7,0.818,,,23.3,32.1,66.4,Graphite,None,0.76
WLD_000971,Aluminum,Aluminum,115.9,Passivated,Oxide-cleaned,Resistance Spot Welding,7895.1,,933.1,0.357,,,133.0,32.9,33.6,Tungsten,Helium,2.1
WLD_000972,Aluminum,Aluminum,388.9,Oxide-cleaned,Electropolished,Laser Welding,1781.1,,361.9,0.067,161.8,257.9,100.3,31.3,53.0,Molybdenum,None,3.25
WLD_000973,Aluminum,Steel,287.4,Oxide-cleaned,Oxide-cleaned,Friction Stir Welding,2161.0,,2033.1,4.758,,,105.1,22.3,35.2,Tungsten,Helium,2.33
WLD_000974,Copper,Aluminum,142.1,Anodized,Anodized,Laser Welding,580.6,,341.7,0.073,180.1,760.9,26.3,22.6,48.6,Tungsten,Argon,1.35
WLD_000975,Aluminum,Aluminum,284.4,Electropolished,Oxide-cleaned,Electron Beam Welding,2159.8,,2769.4,0.229,73.1,69.7,95.4,26.1,74.4,Copper,Helium,1.74
WLD_000976,Copper,Steel,466.4,Electropolished,Passivated,Cold Welding,381.7,,472.4,2.812,,,24.7,28.1,71.6,Tungsten,Argon,0.44
WLD_000977,Aluminum,Steel,189.4,Nickel-plated,Tin-plated,Resistance Spot Welding,5337.9,,1786.7,0.925,,,121.5,34.1,42.2,Copper,None,3.29
WLD_000978,Copper,Nickel,462.9,Electropolished,Passivated,Laser Welding,1111.6,,449.3,0.1,153.1,970.8,122.3,30.0,78.2,Copper,Air,2.07
WLD_000979,Copper,Steel,213.3,Electropolished,Passivated,Resistance Spot Welding,5041.8,,4700.8,0.131,,,120.0,34.4,66.1,Molybdenum,Air,3.46
WLD_000980,Copper,Nickel,141.9,Tin-plated,Anodized,Laser Welding,1513.9,,379.9,0.065,85.0,608.8,25.2,19.7,68.1,Molybdenum,None,1.37
WLD_000981,Brass,Aluminum,297.6,Passivated,Bare,Resistance Spot Welding,6891.2,,1096.6,0.694,,,94.8,21.4,31.5,Molybdenum,Helium,0.46
WLD_000982,Aluminum,Aluminum,241.0,Oxide-cleaned,Nickel-plated,Laser Welding,501.9,,143.5,0.091,105.5,269.7,97.8,19.3,40.1,Molybdenum,None,2.55
WLD_000983,Aluminum,Aluminum,491.4,Oxide-cleaned,Passivated,Laser Welding,583.2,,386.3,0.027,49.7,944.3,22.5,20.5,78.3,Tungsten,None,0.97
WLD_000984,Aluminum,Aluminum,147.5,Silver-plated,Nickel-plated,Electron Beam Welding,2151.0,,1417.3,3.048,,,30.1,23.5,39.5,Copper,Argon,1.52
WLD_000985,Aluminum,Aluminum,121.6,Nickel-plated,Oxide-cleaned,Ultrasonic Welding,565.0,16.1,1291.0,0.24,,,44.7,19.3,46.9,Graphite,Argon,4.57
WLD_000986,Aluminum,Steel,355.9,Bare,Oxide-cleaned,Electron Beam Welding,2285.0,,109.9,2.833,,73.4,129.3,33.2,37.3,Molybdenum,Helium,2.79
WLD_000987,Copper,Steel,446.1,Electropolished,Tin-plated,Ultrasonic Welding,1614.4,19.8,1102.9,0.623,,,132.4,18.0,60.4,Copper,Helium,3.01
WLD_000988,Aluminum,Aluminum,222.4,Nickel-plated,Silver-plated,Cold Welding,911.3,97.4,683.5,0.975,,140.9,22.6,34.3,57.1,Graphite,Argon,2.16
WLD_000989,Brass,Aluminum,106.9,Anodized,Tin-plated,Resistance Spot Welding,4938.9,,4885.7,0.72,,,136.4,30.5,65.0,Graphite,Helium,1.59
WLD_000990,Aluminum,Aluminum,376.2,Passivated,Oxide-cleaned,Laser Welding,573.8,,408.5,0.012,167.6,603.1,44.3,22.8,57.1,Molybdenum,None,1.82
WLD_000991,Copper,Steel,260.3,Anodized,Nickel-plated,Ultrasonic Welding,2156.2,24.8,1327.4,0.777,,,107.6,29.7,66.5,Copper,None,2.52
WLD_000992,Aluminum,Steel,63.0,Bare,Anodized,Cold Welding,1143.9,16.2,1141.4,0.8,,,135.3,27.5,66.6,Copper,Air,2.6
WLD_000993,Aluminum,Steel,336.4,Tin-plated,Tin-plated,Electron Beam Welding,3897.0,,2783.3,0.099,,,120.1,32.3,46.0,Molybdenum,Air,3.37
WLD_000994,Titanium,Copper,56.9,Passivated,Silver-plated,Electron Beam Welding,2907.9,,1514.3,2.39,,85.3,65.8,18.5,68.7,Molybdenum,Air,4.89
WLD_000995,Copper,Nickel,444.3,Oxide-cleaned,Bare,Cold Welding,3350.3,,2986.9,3.031,112.7,,117.8,22.0,69.6,Graphite,None,4.35
WLD_000996,Brass,Aluminum,239.0,Bare,Nickel-plated,Laser Welding,975.8,,354.2,0.01,132.5,616.8,50.4,21.8,57.1,Molybdenum,Argon,2.91
WLD_000997,Aluminum,Steel,415.4,Nickel-plated,Anodized,Friction Stir Welding,1175.0,,1242.4,3.524,,23.2,134.6,26.9,74.7,Tungsten,Air,0.87
WLD_000998,Copper,Aluminum,436.0,Electropolished,Bare,Electron Beam Welding,3948.3,,1578.6,2.633,157.7,,20.2,19.7,34.9,Copper,Air,1.64
WLD_000999,Aluminum,Steel,467.9,Tin-plated,Nickel-plated,Friction Stir Welding,1233.2,21.7,2428.3,4.448,132.8,48.9,25.2,25.2,67.7,Copper,Helium,0.58
WLD_001000,Titanium,Copper,243.3,Oxide-cleaned,Electropolished,Friction Stir Welding,3305.1,33.3,2851.9,0.801,,,127.7,32.1,53.7,Graphite,Air,1.13
WLD_001001,Aluminum,Aluminum,425.7,Oxide-cleaned,Tin-plated,Ultrasonic Welding,1261.1,30.0,902.5,0.426,,,66.6,21.5,39.6,Molybdenum,Air,4.01
WLD_001002,Copper,Aluminum,154.2,Silver-plated,Tin-plated,Ultrasonic Welding,848.7,32.8,1501.9,1.122,,,66.2,30.0,78.9,Molybdenum,Air,0.3
WLD_001003,Titanium,Copper,147.8,Nickel-plated,Bare,Cold Welding,477.0,,1624.2,3.494,17.7,,35.9,25.4,51.6,Copper,None,4.47
WLD_001004,Aluminum,Aluminum,133.4,Nickel-plated,Passivated,Ultrasonic Welding,2196.2,42.8,1171.2,1.098,,,114.1,29.7,31.0,Molybdenum,Helium,3.6
WLD_001005,Copper,Nickel,85.9,Oxide-cleaned,Silver-plated,Cold Welding,3842.7,,2531.5,4.326,,162.2,97.1,29.3,56.9,Graphite,Argon,4.45
WLD_001006,Aluminum,Aluminum,482.7,Passivated,Anodized,Ultrasonic Welding,593.9,29.7,1807.0,0.462,,,147.7,30.1,70.4,Graphite,Nitrogen,0.84
WLD_001007,Copper,Nickel,239.9,Oxide-cleaned,Silver-plated,Laser Welding,967.4,,135.8,0.036,27.9,428.7,147.8,32.9,46.4,Tungsten,Air,4.77
WLD_001008,Aluminum,Aluminum,323.5,Electropolished,Silver-plated,Laser Welding,243.7,,231.4,0.099,156.2,962.1,121.4,30.0,73.7,Graphite,None,2.66
WLD_001009,Aluminum,Steel,200.8,Oxide-cleaned,Nickel-plated,Resistance Spot Welding,5711.1,,1870.6,0.132,,,141.6,23.1,59.3,Molybdenum,Nitrogen,4.16
WLD_001010,Copper,Aluminum,466.2,Bare,Bare,Cold Welding,1590.9,,75.2,4.176,,252.1,88.5,18.5,76.3,Graphite,Helium,3.26
WLD_001011,Copper,Aluminum,243.4,Bare,Nickel-plated,Cold Welding,988.4,,1325.8,0.654,,203.6,114.4,28.4,35.5,Copper,None,3.18
WLD_001012,Copper,Aluminum,87.3,Oxide-cleaned,Anodized,Resistance Spot Welding,2381.0,,4779.9,0.585,,,107.4,24.5,35.0,Copper,Helium,3.56
WLD_001013,Aluminum,Aluminum,267.3,Electropolished,Oxide-cleaned,Laser Welding,1804.9,,10.5,0.086,184.7,354.2,113.5,29.1,52.1,Copper,Helium,1.68
WLD_001014,Copper,Steel,161.9,Electropolished,Anodized,Laser Welding,762.5,,200.1,0.09,104.4,544.7,144.3,20.9,74.3,Tungsten,Air,4.86
WLD_001015,Titanium,Copper,289.4,Silver-plated,Nickel-plated,Electron Beam Welding,634.4,78.2,2908.6,3.878,,,148.1,23.3,47.0,Molybdenum,None,2.97
WLD_001016,Aluminum,Steel,395.0,Tin-plated,Tin-plated,Laser Welding,1133.5,,257.5,0.069,24.7,805.5,38.1,33.0,50.9,Copper,Nitrogen,1.96
WLD_001017,Titanium,Copper,235.4,Tin-plated,Oxide-cleaned,Resistance Spot Welding,7382.6,,3727.8,0.195,,,51.1,24.0,39.3,Tungsten,Nitrogen,0.45
WLD_001018,Copper,Aluminum,193.4,Bare,Nickel-plated,Resistance Spot Welding,4117.1,,2057.0,0.506,,,117.3,18.8,75.1,Molybdenum,Argon,3.48
WLD_001019,Copper,Aluminum,448.4,Passivated,Electropolished,Resistance Spot Welding,7930.6,,1951.2,0.859,,,43.4,24.4,33.1,Graphite,Nitrogen,1.18
WLD_001020,Aluminum,Aluminum,262.1,Oxide-cleaned,Electropolished,Friction Stir Welding,247.7,34.4,1155.4,2.372,,291.2,80.5,30.2,65.1,Copper,Argon,0.39
WLD_001021,Titanium,Copper,397.8,Tin-plated,Oxide-cleaned,Ultrasonic Welding,2028.8,19.6,1748.1,0.721,,,62.8,21.1,59.9,Graphite,Nitrogen,1.83
WLD_001022,Copper,Steel,355.9,Tin-plated,Anodized,Resistance Spot Welding,3154.2,,1068.9,0.785,,,130.6,24.9,42.9,Tungsten,Argon,2.35
WLD_001023,Brass,Aluminum,77.9,Passivated,Nickel-plated,Ultrasonic Welding,1368.2,17.5,760.8,1.392,,,54.2,24.6,51.3,Graphite,Helium,4.43
WLD_001024,Copper,Steel,433.6,Silver-plated,Electropolished,Cold Welding,744.7,,534.7,0.696,,,34.5,34.8,62.0,Graphite,Argon,0.32
WLD_001025,Aluminum,Steel,131.3,Oxide-cleaned,Anodized,Laser Welding,1710.5,,296.4,0.093,176.4,677.4,105.5,20.0,40.7,Copper,None,1.01
WLD_001026,Brass,Aluminum,120.2,Silver-plated,Bare,Ultrasonic Welding,1179.3,40.7,1720.6,1.58,,,102.0,30.0,55.7,Graphite,Nitrogen,4.22
WLD_001027,Copper,Nickel,427.0,Silver-plated,Silver-plated,Friction Stir Welding,3563.9,,1174.4,3.899,,173.3,68.0,25.9,74.4,Copper,Argon,1.46
WLD_001028,Brass,Aluminum,344.0,Bare,Electropolished,Cold Welding,3161.0,,2097.4,3.033,,,73.2,28.9,65.0,Graphite,None,3.87
WLD_001029,Copper,Nickel,218.9,Anodized,Nickel-plated,Cold Welding,1470.2,63.4,2476.0,2.754,,185.6,110.7,32.2,53.8,Graphite,Air,3.45
WLD_001030,Nickel,Copper,267.9,Silver-plated,Nickel-plated,Ultrasonic Welding,2472.5,23.2,1117.7,0.36,,,90.0,27.4,37.3,Tungsten,Air,2.01
WLD_001031,Copper,Nickel,444.0,Silver-plated,Silver-plated,Electron Beam Welding,3208.6,,158.3,0.969,124.5,262.4,22.9,19.9,65.8,Tungsten,Air,0.34
WLD_001032,Nickel,Copper,479.4,Nickel-plated,Passivated,Resistance Spot Welding,2104.6,,2264.6,0.86,,,124.9,22.6,61.2,Graphite,Nitrogen,4.62
WLD_001033,Brass,Aluminum,497.5,Nickel-plated,Passivated,Cold Welding,1604.5,,2022.3,1.972,,,125.0,28.8,78.3,Copper,Air,2.71
WLD_001034,Copper,Nickel,290.1,Anodized,Oxide-cleaned,Ultrasonic Welding,2736.3,17.6,752.5,1.266,,,32.4,22.3,47.7,Copper,None,3.52
WLD_001035,Copper,Aluminum,284.2,Nickel-plated,Tin-plated,Cold Welding,2310.9,,2894.3,2.888,,,124.0,21.2,56.2,Tungsten,Nitrogen,4.47
WLD_001036,Copper,Steel,345.2,Nickel-plated,Nickel-plated,Friction Stir Welding,630.9,,1399.0,2.777,,122.1,45.8,27.1,56.3,Molybdenum,Helium,3.88
WLD_001037,Aluminum,Steel,422.1,Nickel-plated,Bare,Electron Beam Welding,295.1,89.0,101.3,2.056,109.2,,147.6,19.1,40.0,Molybdenum,None,4.36
WLD_001038,Copper,Nickel,234.5,Silver-plated,Anodized,Ultrasonic Welding,2346.4,20.6,132.1,1.011,,,131.7,34.3,74.8,Copper,Argon,2.94
WLD_001039,Aluminum,Aluminum,223.5,Silver-plated,Anodized,Electron Beam Welding,2244.9,,2781.9,2.305,,337.0,47.4,22.9,71.8,Molybdenum,Nitrogen,3.68
WLD_001040,Copper,Aluminum,135.1,Tin-plated,Bare,Resistance Spot Welding,1984.2,,820.3,0.602,,,57.7,29.4,71.4,Graphite,Helium,0.58
WLD_001041,Aluminum,Aluminum,275.6,Nickel-plated,Silver-plated,Electron Beam Welding,1884.5,,1120.1,0.134,103.9,,60.0,24.7,43.9,Graphite,Nitrogen,2.59
WLD_001042,Copper,Nickel,450.7,Bare,Oxide-cleaned,Ultrasonic Welding,1630.0,30.8,1639.8,0.913,,,111.2,25.1,51.7,Tungsten,Air,0.96
WLD_001043,Brass,Aluminum,449.0,Passivated,Bare,Friction Stir Welding,1136.2,,2065.7,4.464,,,97.2,30.1,33.4,Graphite,Nitrogen,1.84
WLD_001044,Brass,Aluminum,260.7,Anodized,Oxide-cleaned,Ultrasonic Welding,1023.9,26.7,1738.6,0.505,,,70.8,20.6,45.9,Tungsten,Nitrogen,1.24
WLD_001045,Brass,Aluminum,354.1,Passivated,Anodized,Resistance Spot Welding,6343.4,,599.6,0.574,,,52.5,33.0,35.7,Graphite,Air,4.13
WLD_001046,Nickel,Copper,469.0,Anodized,Silver-plated,Ultrasonic Welding,2547.1,18.0,1200.5,0.987,,,74.6,25.4,74.5,Graphite,Helium,4.74
WLD_001047,Titanium,Copper,176.4,Anodized,Oxide-cleaned,Friction Stir Welding,2030.7,22.9,1027.0,2.011,276.2,,29.0,21.2,47.4,Molybdenum,Nitrogen,1.53
WLD_001048,Copper,Aluminum,277.9,Anodized,Oxide-cleaned,Friction Stir Welding,635.9,32.6,2772.9,1.663,77.6,161.9,86.2,28.0,63.7,Graphite,None,0.42
WLD_001049,Titanium,Copper,280.2,Oxide-cleaned,Oxide-cleaned,Cold Welding,1152.4,,787.1,2.701,273.2,,140.5,33.5,62.6,Graphite,None,3.47
WLD_001050,Brass,Aluminum,392.4,Tin-plated,Passivated,Ultrasonic Welding,2896.4,39.0,1779.2,1.846,,,86.5,25.1,61.5,Graphite,Helium,0.29
WLD_001051,Nickel,Copper,402.8,Passivated,Electropolished,Electron Beam Welding,3515.2,,441.4,4.067,76.3,201.0,142.1,20.7,60.4,Tungsten,Air,1.73
WLD_001052,Aluminum,Aluminum,429.1,Silver-plated,Bare,Ultrasonic Welding,1021.2,16.5,180.5,1.162,,,90.8,29.8,40.3,Molybdenum,None,2.71
WLD_001053,Aluminum,Steel,218.4,Bare,Passivated,Friction Stir Welding,846.4,,2671.4,2.824,146.0,99.1,91.1,27.6,79.9,Tungsten,Helium,4.0
WLD_001054,Copper,Nickel,163.0,Silver-plated,Anodized,Electron Beam Welding,952.3,47.0,2241.2,2.758,,479.0,120.1,34.8,60.2,Tungsten,Helium,0.41
WLD_001055,Brass,Aluminum,431.9,Tin-plated,Bare,Resistance Spot Welding,5445.7,,4572.6,0.728,,,68.2,33.7,39.1,Tungsten,Helium,4.42
WLD_001056,Titanium,Copper,172.1,Silver-plated,Electropolished,Laser Welding,796.0,,322.7,0.095,17.8,918.9,99.2,24.5,70.4,Graphite,Argon,4.4
WLD_001057,Aluminum,Aluminum,290.6,Tin-plated,Tin-plated,Ultrasonic Welding,522.3,17.5,1409.6,0.225,,,80.9,31.0,63.1,Tungsten,Helium,3.9
WLD_001058,Copper,Steel,73.5,Tin-plated,Silver-plated,Laser Welding,160.4,,225.6,0.087,38.7,13.8,34.3,27.9,48.2,Graphite,Nitrogen,4.03
WLD_001059,Brass,Aluminum,63.1,Nickel-plated,Bare,Ultrasonic Welding,1413.0,25.0,1055.8,0.247,,,108.7,21.8,47.6,Molybdenum,Helium,0.98
WLD_001060,Copper,Nickel,84.6,Oxide-cleaned,Bare,Ultrasonic Welding,1674.7,25.3,326.4,0.565,,,33.0,20.3,70.4,Tungsten,Nitrogen,1.21
