sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_002248,Nickel,Copper,234.9,Passivated,Passivated,Ultrasonic Welding,2321.0,40.5,1715.5,0.458,,,111.5,20.0,31.7,Graphite,Air,2.95,0.939,0.235,1.049,107.5,99.7,98.5,3.784,33.49,17.3,0.35,2.3,30.9,0.903,0.67,3.71,221.6,0.0,0.103,Medium,82.6,0.173,-37.8,136.7,3179,3.784,4.6937,24.04,87.5,83.1,5132,1.69e-06,3.85,1.8,Interface Delamination,2025.3,0.619,0.397,0.787,0.868,0.57,146.5,0.62,0.89
WLD_002249,Brass,Aluminum,61.5,Tin-plated,Nickel-plated,Resistance Spot Welding,1803.7,,4275.5,0.407,,,37.4,27.8,60.7,Molybdenum,Helium,4.31,1.059,0.061,4.474,51.2,42.3,57.3,0.8363,32.62,16.0,0.24,2.29,23.2,0.746,0.7,3.54,122.7,0.0,0.119,High,66.1,0.051,-29.1,130.9,4789,0.8363,0.984,17.66,92.3,87.7,3036,1.34e-06,2.73,3.22,Thermal Degradation,2075.9,1.0,0.535,0.779,0.745,3.44,110.4,0.769,0.935
WLD_002250,Aluminum,Steel,108.8,Tin-plated,Electropolished,Cold Welding,3822.3,,1488.2,2.03,26.2,423.1,148.5,24.5,64.9,Tungsten,Air,3.06,1.732,0.109,2.451,267.3,176.3,26.7,2.8571,20.48,26.3,0.2,6.94,22.1,1.462,0.72,6.02,200.3,0.0,0.217,Medium,75.6,0.148,-26.1,145.6,6116,2.8571,3.5455,24.09,78.7,74.8,18158,1.8e-06,15.45,3.02,Fatigue Cracking,6116.0,0.337,0.453,0.801,0.79,2.25,147.9,0.741,0.666
WLD_002251,Copper,Aluminum,327.2,Bare,Electropolished,Electron Beam Welding,2923.5,92.5,2126.9,3.203,59.0,,83.1,27.8,38.0,Graphite,Nitrogen,2.68,1.5,0.327,3.533,164.9,124.4,178.5,1.2187,46.39,32.0,0.15,8.89,36.5,1.414,0.63,3.34,136.5,0.059,0.01,Low,93.1,0.385,-30.0,109.7,7048,1.2187,1.3389,9.86,73.5,69.8,9199,1.34e-06,6.64,1.91,Fatigue Cracking,7048.0,0.766,0.569,0.807,0.933,1.88,121.9,0.539,0.743
WLD_002252,Copper,Aluminum,316.4,Tin-plated,Bare,Resistance Spot Welding,7035.9,,2330.7,0.524,,,130.1,24.6,34.5,Molybdenum,Helium,4.6,2.647,0.316,5.258,84.3,65.9,193.4,1.0855,42.33,26.7,0.0,5.92,34.5,2.34,0.64,4.73,289.1,0.169,-0.294,Low,88.9,0.657,-38.5,120.7,3507,1.0855,1.35,24.36,78.2,74.3,5944,1.38e-06,8.97,2.67,Intermetallic Embrittlement,1500.0,0.59,0.297,0.937,0.747,4.33,97.5,0.765,0.705
WLD_002253,Copper,Steel,96.2,Nickel-plated,Passivated,Laser Welding,970.9,,174.3,0.082,30.8,415.9,75.6,32.6,53.4,Tungsten,Air,0.6,0.694,0.096,3.057,50.0,37.2,-3.8,2.6064,31.6,10.4,3.02,1.17,27.5,0.48,0.55,3.38,195.0,0.294,3.144,High,96.0,0.052,-36.9,133.0,5781,2.6064,3.3417,28.21,70.6,67.1,2936,2.76e-06,6.11,2.58,Fatigue Cracking,1067.7,1.0,0.371,0.7,0.872,4.44,107.6,0.849,0.785
WLD_002254,Copper,Nickel,148.6,Electropolished,Oxide-cleaned,Electron Beam Welding,1821.3,,1115.6,1.336,,13.6,145.6,29.8,47.1,Graphite,Nitrogen,1.47,0.957,0.149,1.549,259.6,148.8,35.2,1.3981,34.11,21.1,0.34,4.91,36.2,0.818,0.79,2.93,185.1,0.0,-0.012,Low,60.3,0.112,-31.0,135.2,4192,1.3981,1.7476,25.0,80.4,76.3,16537,1.3e-07,3.67,2.63,Interface Delamination,4192.0,0.253,0.352,0.728,0.78,1.51,195.8,0.856,0.725
WLD_002255,Aluminum,Aluminum,231.1,Passivated,Anodized,Ultrasonic Welding,2981.2,10.8,512.3,1.582,,,45.2,32.5,64.9,Copper,None,2.42,0.858,0.231,1.753,83.2,64.5,46.1,6.4143,33.19,22.4,1.12,0.36,35.5,1.32,0.59,3.91,119.3,0.085,1.273,Medium,93.4,0.156,-28.0,88.8,6131,6.4143,7.8314,22.09,90.1,85.6,8726,2.05e-06,3.41,2.3,Fatigue Cracking,5935.5,0.703,0.529,0.604,0.753,1.63,141.9,0.753,0.647
WLD_002256,Titanium,Copper,107.0,Tin-plated,Oxide-cleaned,Resistance Spot Welding,4597.5,,3424.2,0.512,,,93.7,26.9,50.8,Tungsten,Nitrogen,3.42,1.964,0.107,5.16,218.3,121.8,84.2,1.1143,27.67,20.6,0.01,4.4,34.6,1.633,0.79,4.36,175.1,0.061,0.259,Low,69.0,0.165,-22.7,105.7,9462,1.1143,1.3243,18.84,79.3,75.3,42869,1.18e-06,8.04,3.43,Thermal Degradation,9462.0,0.221,0.458,0.916,0.809,4.52,172.5,0.799,0.865
WLD_002257,Titanium,Copper,391.4,Oxide-cleaned,Nickel-plated,Friction Stir Welding,370.8,41.0,1528.0,2.664,169.3,166.5,36.4,18.0,64.1,Tungsten,Air,1.17,0.673,0.391,3.149,62.3,46.7,162.9,1.3427,31.91,26.6,0.29,6.13,26.9,0.555,0.6,5.91,187.1,0.169,0.249,Low,77.6,0.207,-31.1,130.8,9723,1.3427,1.7658,31.51,73.7,70.0,2438,1.96e-06,6.78,1.38,Thermal Degradation,1930.8,1.0,0.303,0.95,0.783,3.38,122.3,0.837,0.826
WLD_002258,Nickel,Copper,351.6,Silver-plated,Silver-plated,Friction Stir Welding,1188.8,48.3,2413.1,2.169,5.0,5.0,112.8,24.5,41.7,Molybdenum,Nitrogen,4.25,0.861,0.352,1.799,212.1,109.7,215.1,0.8081,31.28,26.5,0.41,6.32,26.4,0.84,0.73,3.61,209.7,0.097,0.476,Low,95.4,0.238,-24.6,128.6,3003,0.8081,0.9571,18.43,89.9,85.4,15570,1.25e-06,0.36,1.98,Intermetallic Embrittlement,3003.0,0.193,0.415,0.86,0.71,0.21,139.1,0.698,0.741
WLD_002259,Brass,Aluminum,235.5,Oxide-cleaned,Tin-plated,Laser Welding,142.5,,482.9,0.003,169.8,961.3,149.1,32.7,53.0,Tungsten,Argon,2.18,0.521,0.235,2.932,50.0,35.0,41.7,6.7852,34.09,8.2,1.18,1.33,30.2,0.263,0.53,4.82,106.6,0.127,1.129,Medium,75.2,0.096,-28.0,85.5,2528,6.7852,8.0814,19.1,94.1,89.4,5651,1.92e-06,2.25,1.94,Interface Delamination,2528.0,0.447,0.48,0.843,0.937,3.45,139.7,0.727,0.707
WLD_002260,Copper,Nickel,312.9,Silver-plated,Electropolished,Cold Welding,532.4,65.3,2626.9,4.157,16.6,164.1,34.7,29.0,47.1,Copper,Nitrogen,2.28,0.67,0.313,3.655,70.6,49.5,197.8,0.58,37.14,32.9,0.16,9.62,22.1,0.784,0.55,2.17,224.8,0.014,0.213,High,90.5,0.164,-25.9,130.0,1503,0.58,0.6017,3.74,96.4,91.6,3931,2.19e-06,2.68,1.93,Intermetallic Embrittlement,1503.0,0.382,0.595,0.622,0.74,0.69,101.2,0.581,0.774
WLD_002261,Copper,Aluminum,216.0,Tin-plated,Nickel-plated,Friction Stir Welding,2551.6,33.3,1285.9,2.048,125.6,,52.8,19.9,30.1,Copper,Helium,3.44,1.333,0.216,3.127,165.3,104.3,85.7,2.0482,43.97,25.5,0.31,6.26,36.9,1.115,0.66,5.95,257.4,0.0,0.173,High,92.1,0.226,-34.1,91.5,9934,2.0482,2.7153,32.57,77.8,73.9,18934,1.51e-06,3.74,2.02,Fatigue Cracking,9301.3,0.525,0.363,0.971,0.752,1.4,69.1,0.741,0.74
WLD_002262,Titanium,Copper,364.0,Tin-plated,Silver-plated,Electron Beam Welding,2977.5,90.4,562.9,3.49,196.9,,102.7,24.7,64.4,Molybdenum,Helium,3.07,1.482,0.364,2.629,366.0,207.6,69.1,6.4612,26.59,34.0,0.96,9.63,22.4,1.574,0.55,7.82,271.4,0.0,0.838,Low,91.1,0.423,-37.4,135.4,4205,6.4612,8.5858,32.88,79.7,75.7,12237,1.71e-06,5.16,1.76,Intermetallic Embrittlement,4205.0,0.344,0.219,0.807,0.799,4.36,124.4,0.546,0.903
WLD_002263,Nickel,Copper,401.7,Silver-plated,Passivated,Electron Beam Welding,3357.5,62.4,1464.1,2.867,290.5,,47.9,29.2,32.9,Tungsten,Nitrogen,0.65,1.545,0.402,2.916,284.4,168.7,142.1,0.2552,32.88,29.4,0.86,8.14,29.0,1.5,0.73,6.83,142.0,0.144,0.919,Medium,62.6,0.487,-35.4,119.1,4071,0.2552,0.3376,32.28,90.0,85.5,14367,1.58e-06,5.09,2.19,Intermetallic Embrittlement,4071.0,0.283,0.277,0.943,0.828,1.25,109.1,0.739,0.736
WLD_002264,Aluminum,Aluminum,337.6,Passivated,Nickel-plated,Laser Welding,1133.5,,27.1,0.052,193.3,308.0,114.1,24.9,67.3,Copper,Helium,4.04,0.684,0.338,1.303,50.0,31.0,-14.4,246.71,35.79,12.9,18.85,0.06,35.1,0.495,0.29,1.35,198.3,1.94,18.746,Medium,66.0,0.181,-30.3,85.6,8309,246.71,307.6801,24.71,78.0,74.1,4705,7.71e-06,0.38,3.53,Fatigue Cracking,1833.8,1.0,0.443,0.626,0.725,4.76,94.1,0.534,0.639
WLD_002265,Brass,Aluminum,389.6,Bare,Electropolished,Ultrasonic Welding,1890.0,28.0,440.5,0.524,,,56.5,33.6,30.5,Tungsten,None,1.64,0.817,0.39,1.364,65.8,54.1,42.5,5.4023,28.71,13.5,1.14,2.69,26.8,0.857,0.55,1.47,294.8,0.086,1.06,High,91.6,0.25,-21.9,149.8,6078,5.4023,6.4864,20.07,79.9,75.9,1751,1.53e-06,0.54,2.01,Thermal Degradation,1493.3,1.0,0.449,0.808,0.744,4.43,65.1,0.824,0.921
WLD_002266,Copper,Steel,360.2,Bare,Tin-plated,Resistance Spot Welding,4031.1,,2356.0,0.206,,,101.1,29.4,38.8,Graphite,Argon,0.8,1.68,0.36,4.487,60.2,46.0,217.4,0.4514,28.89,15.6,0.4,3.16,35.9,1.454,0.69,7.18,92.5,0.0,0.43,Low,80.9,0.475,-24.0,106.9,8319,0.4514,0.567,25.61,69.4,65.9,5097,1.26e-06,5.22,2.05,Thermal Degradation,2317.1,1.0,0.341,0.908,0.931,4.96,129.3,0.539,0.866
WLD_002267,Brass,Aluminum,273.0,Oxide-cleaned,Anodized,Cold Welding,2069.1,38.2,2262.2,4.529,,65.7,49.7,23.2,58.1,Copper,Air,4.56,1.229,0.273,2.605,96.5,112.0,155.2,2.8181,26.88,35.4,0.16,11.2,24.2,1.27,0.5,2.63,98.5,0.0,0.068,Low,91.2,0.263,-34.3,133.4,1185,2.8181,3.4131,21.11,85.7,81.4,2024,2.14e-06,0.31,1.82,Intermetallic Embrittlement,1185.0,0.585,0.367,0.645,0.737,1.36,75.2,0.628,0.874
WLD_002268,Brass,Aluminum,128.4,Passivated,Electropolished,Ultrasonic Welding,765.6,23.2,459.8,0.144,,,42.5,20.8,40.1,Tungsten,Helium,0.5,0.665,0.128,3.143,50.0,32.2,20.1,1.7667,30.98,10.8,1.07,1.85,31.0,0.456,0.65,5.5,269.3,0.037,1.275,Medium,80.3,0.067,-38.6,145.0,4487,1.7667,2.1601,22.27,84.2,80.0,2560,8.3e-07,4.27,2.08,Mechanical Wear,1642.9,1.0,0.598,0.646,0.805,0.19,110.2,0.846,0.748
WLD_002269,Copper,Nickel,458.7,Passivated,Silver-plated,Resistance Spot Welding,7304.3,,712.4,0.565,,,78.6,29.3,76.4,Copper,Air,3.59,2.701,0.459,4.543,176.8,120.9,75.8,6.2537,33.31,25.4,0.63,5.11,32.8,2.484,0.58,5.16,295.8,0.072,0.797,Low,83.8,0.973,-25.4,104.9,7175,6.2537,8.3309,33.22,82.7,78.6,15547,1.62e-06,2.01,1.87,Thermal Degradation,6976.5,0.461,0.331,0.851,0.949,4.08,70.9,0.641,0.723
WLD_002270,Copper,Aluminum,441.6,Oxide-cleaned,Electropolished,Resistance Spot Welding,5677.2,,524.4,0.879,,,71.6,24.7,62.3,Graphite,Nitrogen,4.46,2.22,0.442,3.895,137.4,99.1,58.5,10.3996,47.62,27.0,0.5,5.85,38.9,1.925,0.44,7.24,134.9,0.185,0.509,Medium,63.6,0.77,-33.7,85.1,2253,10.3996,11.2328,8.01,89.8,85.3,8343,1.52e-06,9.34,1.79,Intermetallic Embrittlement,2253.0,0.27,0.519,0.684,0.925,0.68,192.8,0.625,0.701
WLD_002271,Copper,Aluminum,491.1,Silver-plated,Anodized,Friction Stir Welding,2586.9,32.2,758.4,2.607,71.8,14.9,109.8,29.7,52.9,Graphite,None,4.89,1.275,0.491,1.004,186.9,109.2,105.8,3.4122,43.94,25.7,0.7,7.4,33.0,1.276,0.6,5.77,246.8,0.0,0.8,Low,66.0,0.491,-20.6,132.1,6810,3.4122,4.5132,32.27,76.2,72.4,16304,2.51e-06,10.3,2.02,Fatigue Cracking,4526.2,0.418,0.358,0.653,0.719,1.46,195.5,0.676,0.692
WLD_002272,Copper,Nickel,379.8,Nickel-plated,Bare,Resistance Spot Welding,5786.3,,2544.0,0.84,,,122.7,19.6,70.0,Tungsten,Helium,1.15,2.218,0.38,5.083,237.1,163.2,246.1,0.3252,33.99,23.3,0.25,6.06,22.3,2.021,0.78,7.29,292.5,0.06,0.033,High,68.9,0.661,-34.8,131.4,2698,0.3252,0.3555,9.33,95.4,90.6,11823,1.37e-06,5.76,2.18,Intermetallic Embrittlement,2698.0,0.228,0.534,0.806,0.743,2.83,133.8,0.536,0.933
WLD_002273,Brass,Aluminum,351.3,Nickel-plated,Bare,Friction Stir Welding,3020.0,,383.4,3.248,182.3,280.6,121.7,27.3,78.8,Molybdenum,None,4.85,1.565,0.351,3.376,153.4,102.0,38.5,9.4843,29.51,37.7,1.11,9.13,30.4,1.525,0.36,1.69,148.3,0.103,1.298,Medium,71.5,0.432,-31.4,116.4,1096,9.4843,11.2859,19.0,89.2,84.8,5367,2.15e-06,3.76,2.05,Intermetallic Embrittlement,1096.0,0.204,0.406,0.711,0.752,4.55,91.0,0.875,0.854
WLD_002274,Copper,Aluminum,108.1,Silver-plated,Electropolished,Laser Welding,1487.8,,106.5,0.038,183.0,115.4,116.9,20.2,65.1,Copper,Air,2.89,0.792,0.108,2.438,50.0,35.5,8.2,12.0955,46.28,11.1,4.7,1.54,41.3,0.638,0.27,1.76,102.5,0.586,4.713,Low,68.4,0.067,-20.8,149.9,9808,12.0955,17.092,41.31,62.7,59.6,863,3.62e-06,8.53,2.6,Fatigue Cracking,685.0,1.0,0.2,0.675,0.846,2.78,103.6,0.583,0.604
WLD_002275,Copper,Steel,428.3,Tin-plated,Silver-plated,Friction Stir Welding,2148.6,17.3,2800.4,1.34,,39.2,101.6,22.2,75.8,Molybdenum,Nitrogen,4.11,1.224,0.428,1.589,347.6,231.7,291.6,1.0598,28.05,19.8,0.2,4.78,22.9,1.024,0.84,1.69,251.8,0.145,0.331,Low,77.0,0.412,-26.8,124.8,2936,1.0598,1.3,22.67,89.0,84.6,40049,1.51e-06,9.29,1.84,Fatigue Cracking,2936.0,0.073,0.519,0.758,0.92,3.94,152.1,0.896,0.859
WLD_002276,Aluminum,Steel,169.6,Passivated,Passivated,Friction Stir Welding,1737.3,,2845.8,1.723,,,132.5,18.3,44.6,Molybdenum,Air,4.92,0.917,0.17,3.253,207.9,172.8,125.7,4.3458,19.62,20.9,0.26,5.43,16.7,0.829,0.67,7.75,139.3,0.055,0.578,High,67.6,0.122,-30.1,82.3,1476,4.3458,5.2081,19.84,92.8,88.2,41226,1.42e-06,12.68,2.36,Intermetallic Embrittlement,1476.0,0.036,0.416,0.854,0.716,1.73,153.2,0.547,0.806
WLD_002277,Titanium,Copper,393.0,Nickel-plated,Anodized,Resistance Spot Welding,3601.7,,4077.4,0.759,,,44.1,18.6,58.2,Graphite,Helium,3.6,1.575,0.393,5.137,295.4,210.9,417.6,0.6582,28.48,21.4,0.38,4.42,22.5,1.346,0.85,5.09,195.2,0.169,0.337,Low,61.1,0.486,-31.5,94.1,8373,0.6582,0.8067,22.55,76.3,72.5,27684,1.49e-06,9.57,1.74,Thermal Degradation,8373.0,0.302,0.406,0.827,0.757,2.2,50.8,0.867,0.616
WLD_002278,Titanium,Copper,179.4,Nickel-plated,Electropolished,Cold Welding,3443.9,37.6,534.3,4.894,145.6,84.5,95.4,18.4,74.5,Molybdenum,Argon,2.58,1.694,0.179,2.023,380.4,271.9,21.3,3.7927,27.1,42.2,0.92,13.12,24.1,1.776,0.61,7.99,223.2,0.0,0.529,Low,61.4,0.239,-35.8,109.1,4334,3.7927,4.2711,12.61,78.7,74.8,21724,1.64e-06,7.1,2.56,Intermetallic Embrittlement,4334.0,0.199,0.418,0.722,0.701,2.82,115.0,0.58,0.943
WLD_002279,Aluminum,Aluminum,166.4,Passivated,Anodized,Electron Beam Welding,3586.8,38.6,226.8,3.427,,,106.6,18.2,54.3,Graphite,Nitrogen,3.53,1.583,0.166,1.89,71.0,78.9,18.1,18.0618,34.84,34.9,2.01,0.43,28.9,1.541,0.45,0.69,146.8,0.071,1.846,Medium,64.0,0.207,-36.8,132.5,3468,18.0618,22.2872,23.39,85.0,80.7,1216,1.6e-06,-1.85,2.6,Interface Delamination,1067.9,1.0,0.391,0.938,0.843,2.57,145.7,0.634,0.856
WLD_002280,Brass,Aluminum,348.3,Tin-plated,Oxide-cleaned,Cold Welding,536.9,54.8,954.6,2.06,,183.0,112.8,29.1,61.4,Graphite,Air,1.51,0.735,0.348,3.256,50.0,39.7,111.0,1.4867,31.51,22.6,0.13,5.4,21.2,0.53,0.61,1.45,287.8,0.006,0.359,Low,70.3,0.201,-35.5,95.9,5592,1.4867,1.6556,11.36,94.0,89.3,4114,1.39e-06,6.06,1.54,Fatigue Cracking,2916.6,1.0,0.656,0.865,0.943,3.83,70.4,0.57,0.62
WLD_002281,Titanium,Copper,225.5,Anodized,Silver-plated,Cold Welding,3092.2,,2594.9,2.966,,,69.8,19.5,62.0,Copper,Argon,1.6,1.518,0.226,2.387,354.0,211.3,158.7,1.0166,30.83,30.9,0.6,8.82,27.7,1.433,0.72,4.36,275.7,0.0,0.47,Low,73.0,0.269,-24.2,86.7,4959,1.0166,1.1753,15.61,94.0,89.3,55150,1.37e-06,8.05,2.17,Intermetallic Embrittlement,4959.0,0.09,0.464,0.806,0.788,2.74,139.0,0.599,0.615
WLD_002282,Aluminum,Aluminum,296.1,Silver-plated,Electropolished,Cold Welding,3644.4,75.7,2537.9,3.346,,,122.4,26.7,75.3,Graphite,Argon,3.75,1.588,0.296,1.771,95.7,68.2,191.4,0.8395,29.95,35.9,0.0,0.08,31.1,1.571,0.81,2.88,148.9,0.0,-0.007,Low,75.5,0.369,-29.7,95.7,9154,0.8395,1.1146,32.77,73.9,70.2,25662,5.2e-07,0.63,2.1,Fatigue Cracking,9154.0,0.357,0.342,0.783,0.735,4.39,51.9,0.801,0.627
WLD_002283,Aluminum,Steel,56.7,Nickel-plated,Bare,Electron Beam Welding,1486.8,,2963.8,3.079,,,110.9,34.8,44.1,Graphite,Air,3.7,1.09,0.057,1.535,181.2,147.3,46.3,1.6086,20.68,25.4,0.05,7.23,14.1,0.943,0.68,1.42,111.9,0.0,-0.004,Medium,72.3,0.049,-35.4,107.6,9677,1.6086,2.1171,31.61,75.1,71.4,10367,1.23e-06,13.08,3.42,Thermal Degradation,9677.0,0.933,0.31,0.698,0.843,3.5,67.1,0.727,0.656
WLD_002284,Copper,Steel,143.2,Nickel-plated,Oxide-cleaned,Electron Beam Welding,3440.6,,288.6,3.261,,,86.4,26.8,54.1,Graphite,Nitrogen,2.47,1.554,0.143,2.226,363.4,211.3,26.4,5.8092,26.18,30.3,1.67,9.03,27.9,1.62,0.55,3.95,207.3,0.226,1.594,Medium,69.2,0.175,-35.4,147.2,7270,5.8092,7.9506,36.86,87.4,83.0,10757,2.38e-06,1.86,2.78,Fatigue Cracking,6295.7,0.676,0.368,0.766,0.845,4.72,186.8,0.847,0.762
WLD_002285,Nickel,Copper,313.4,Oxide-cleaned,Anodized,Friction Stir Welding,416.0,91.0,1156.4,2.654,,,82.3,21.1,36.5,Graphite,None,4.35,0.646,0.313,3.203,56.7,35.0,89.7,5.8815,37.33,25.0,0.26,6.31,28.9,0.667,0.48,5.18,262.0,0.019,0.283,Medium,85.8,0.159,-28.2,91.8,9397,5.8815,7.4462,26.6,71.9,68.4,4744,1.2e-06,2.09,1.8,Fatigue Cracking,2323.1,1.0,0.394,0.749,0.875,4.83,118.9,0.589,0.886
WLD_002286,Copper,Nickel,138.8,Silver-plated,Oxide-cleaned,Cold Welding,2297.6,71.5,589.3,2.021,48.1,,72.1,19.9,77.0,Graphite,Air,0.75,1.271,0.139,3.609,341.9,194.7,21.0,0.9791,35.15,28.2,0.94,6.14,27.1,1.015,0.77,2.21,230.2,0.025,0.926,Low,65.0,0.138,-36.4,124.2,3822,0.9791,1.1937,21.92,81.3,77.2,24715,4.3e-07,4.07,2.27,Intermetallic Embrittlement,3822.0,0.155,0.337,0.917,0.835,3.67,105.7,0.796,0.671
WLD_002287,Brass,Aluminum,198.4,Electropolished,Bare,Cold Welding,3825.6,33.8,435.3,1.761,44.1,,84.3,22.6,31.6,Graphite,Helium,1.69,1.721,0.198,2.555,178.2,100.8,22.6,5.3884,29.87,26.2,1.27,6.53,27.2,1.565,0.54,7.24,195.5,0.096,1.546,Low,88.9,0.268,-36.3,91.9,1125,5.3884,6.0664,12.58,89.5,85.0,14836,2.3e-07,4.9,2.53,Intermetallic Embrittlement,1125.0,0.076,0.471,0.723,0.746,0.11,82.9,0.792,0.801
WLD_002288,Copper,Aluminum,396.7,Oxide-cleaned,Anodized,Electron Beam Welding,2221.7,68.1,236.6,0.316,69.9,312.4,41.4,32.7,68.1,Molybdenum,Argon,4.4,1.05,0.397,1.908,53.4,33.0,24.7,18.8513,45.32,17.2,2.17,2.19,41.4,0.81,0.38,6.91,85.8,0.261,2.147,Medium,95.4,0.327,-35.8,102.4,3866,18.8513,24.3066,28.94,83.7,79.5,4137,2.92e-06,7.86,2.33,Interface Delamination,2078.5,0.934,0.329,0.959,0.703,0.3,197.1,0.709,0.793
WLD_002289,Aluminum,Steel,353.8,Oxide-cleaned,Electropolished,Laser Welding,714.8,,74.4,0.067,56.6,456.9,83.9,28.2,53.9,Tungsten,Air,4.95,0.703,0.354,2.014,50.0,39.4,8.9,186.5446,21.82,13.0,6.4,1.55,21.4,0.435,0.25,7.35,115.6,0.737,6.204,Low,89.8,0.195,-26.6,125.3,9328,186.5446,251.4351,34.79,69.1,65.7,2103,3.88e-06,13.76,2.35,Fatigue Cracking,998.9,1.0,0.298,0.849,0.94,0.97,184.0,0.564,0.845
WLD_002290,Copper,Aluminum,209.6,Nickel-plated,Oxide-cleaned,Cold Welding,504.7,35.1,727.0,1.931,203.2,431.6,48.4,19.7,61.8,Graphite,Argon,2.96,0.633,0.21,3.192,50.0,38.5,41.5,2.2955,43.78,18.2,0.82,4.98,43.5,0.474,0.57,4.92,150.5,0.0,0.98,Medium,74.1,0.104,-39.3,106.9,6279,2.2955,2.7039,17.79,81.2,77.2,2650,2.08e-06,7.75,1.98,Fatigue Cracking,717.8,1.0,0.528,0.777,0.79,0.3,123.5,0.625,0.629
WLD_002291,Titanium,Copper,487.3,Oxide-cleaned,Passivated,Ultrasonic Welding,523.4,35.8,1332.1,1.887,,,58.8,28.5,39.5,Tungsten,Nitrogen,3.62,0.686,0.487,3.317,81.7,55.9,169.1,4.1984,29.58,21.5,0.47,4.8,21.8,0.536,0.57,7.78,93.8,0.0,0.736,Low,95.3,0.262,-20.5,98.6,5760,4.1984,5.5209,31.5,75.9,72.1,8322,2.23e-06,6.12,1.85,Fatigue Cracking,4187.0,0.692,0.364,0.864,0.867,2.36,105.0,0.543,0.658
WLD_002292,Brass,Aluminum,77.1,Oxide-cleaned,Oxide-cleaned,Electron Beam Welding,2472.9,,1385.6,4.799,49.1,,49.7,30.1,36.8,Graphite,Helium,3.47,1.303,0.077,2.311,147.2,91.6,33.2,4.1059,27.42,37.3,0.67,12.56,20.0,1.424,0.49,7.3,87.0,0.0,0.563,Low,91.7,0.079,-39.8,125.3,897,4.1059,4.497,9.52,87.3,82.9,7162,1.68e-06,-0.35,3.39,Intermetallic Embrittlement,897.0,0.125,0.491,0.944,0.948,2.05,56.5,0.589,0.698
WLD_002293,Brass,Aluminum,195.0,Bare,Tin-plated,Laser Welding,386.6,,230.7,0.095,162.3,206.5,70.9,20.1,76.4,Copper,Nitrogen,1.38,0.54,0.195,2.891,50.0,30.1,11.5,9.2013,32.21,9.3,2.09,1.38,20.9,0.28,0.42,4.93,173.8,0.33,2.224,High,92.5,0.083,-39.3,109.7,459,9.2013,10.2809,11.73,89.9,85.5,3356,2.48e-06,3.1,1.59,Interface Delamination,459.0,0.137,0.532,0.965,0.82,4.15,155.5,0.502,0.608
WLD_002294,Aluminum,Aluminum,235.3,Tin-plated,Silver-plated,Cold Welding,2590.9,,1838.9,2.56,,,103.1,25.0,51.6,Graphite,Helium,3.07,1.268,0.235,3.107,103.5,66.3,101.0,0.9498,32.94,28.3,0.31,0.49,31.1,1.207,0.78,4.83,197.7,0.071,0.323,High,62.0,0.234,-25.2,94.5,7307,0.9498,1.1996,26.3,79.2,75.2,20156,1.3e-06,2.19,2.35,Fatigue Cracking,7307.0,0.363,0.433,0.604,0.745,0.27,112.4,0.818,0.683
WLD_002295,Titanium,Copper,410.7,Electropolished,Nickel-plated,Friction Stir Welding,2776.3,77.0,2234.8,4.273,,,128.0,25.8,41.9,Graphite,Nitrogen,4.58,1.468,0.411,2.8,320.9,209.1,214.3,4.1085,29.75,37.3,0.08,10.5,28.6,1.4,0.64,5.08,193.4,0.0,0.461,High,94.9,0.473,-25.6,115.6,6666,4.1085,5.1949,26.44,84.2,80.0,31746,1.43e-06,6.89,1.59,Fatigue Cracking,6666.0,0.21,0.457,0.771,0.71,3.13,116.1,0.771,0.836
WLD_002296,Nickel,Copper,450.2,Electropolished,Anodized,Resistance Spot Welding,7136.9,,4897.9,0.552,,,60.9,19.5,43.2,Molybdenum,Argon,0.35,2.608,0.45,6.337,115.6,99.9,566.0,0.1506,30.34,29.2,0.34,5.55,33.2,2.408,0.69,2.25,160.4,0.056,0.354,Low,88.3,0.922,-21.4,125.5,8179,0.1506,0.1929,28.1,86.5,82.2,15250,9.2e-07,3.18,2.14,Fatigue Cracking,8179.0,0.536,0.452,0.678,0.77,3.54,113.8,0.678,0.66
