Participant_ID,Country,Age,Gender,Education,Location_Type,Employment_Status,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Num_Fraud_Incidents,Months_Since_Last_Incident,Financial_Loss_Band,Recovery_Success,Card_Fraud,Online_Banking_Fraud,SMS_Phishing,ATM_Skimming,Social_Engineering,Technology_Adoption_Score,Financial_Literacy_Score,Risk_Tolerance,Trust_in_Banks,Internet_Hours_Daily,Social_Media_Usage,Data_Collection_Timestamp
715,1,18,1,2,2,3,2,1,2,3,0,0,,0,,0,0,0,0,0,5.9,6.5,5,6.8,2.0,3,2024-06-04 16:46:00
716,1,18,2,5,1,4,5,1,2,2,0,0,,0,,0,0,0,0,0,10.0,5.4,4,6.3,2.6,0,2024-04-12 17:51:00
717,1,52,1,1,2,1,3,1,6,4,0,0,,0,,0,0,0,0,0,4.1,6.3,3,5.7,4.0,1,2024-02-18 15:00:00
718,1,25,1,1,1,3,3,1,6,3,0,0,,0,,0,0,0,0,0,5.5,3.2,4,7.6,3.4,2,2024-05-22 11:17:00
719,1,39,2,4,1,1,4,2,8,2,0,0,,0,,0,0,0,0,0,5.7,6.5,2,7.1,6.4,2,2024-03-15 12:27:00
720,1,18,2,3,2,2,2,1,2,1,1,1,4.0,4,0.0,1,1,1,0,1,7.7,7.7,2,7.1,12.2,3,2024-05-23 13:10:00
721,1,43,1,5,1,1,5,1,21,3,1,1,9.0,1,1.0,0,0,1,0,0,6.3,8.6,1,4.5,2.7,1,2024-07-02 17:30:00
722,2,33,2,4,2,1,3,2,7,2,1,1,4.0,1,1.0,1,0,1,0,0,7.6,8.9,3,2.2,7.0,1,2024-02-27 16:18:00
723,1,30,2,4,2,2,3,1,10,2,1,1,28.0,3,0.0,1,0,0,1,0,4.1,10.0,2,6.3,2.5,3,2024-02-08 13:07:00
724,1,29,1,3,2,5,2,1,11,3,0,0,,0,,0,0,0,0,0,8.1,5.7,7,8.0,6.7,1,2024-03-25 10:39:00
725,2,38,2,4,1,6,3,3,8,1,0,0,,0,,0,0,0,0,0,8.8,7.1,4,8.9,8.4,2,2024-06-14 12:29:00
726,2,18,2,4,1,1,3,1,1,4,0,0,,0,,0,0,0,0,0,5.9,8.4,5,7.8,4.0,2,2024-03-17 16:54:00
727,1,18,1,5,1,4,4,2,2,1,0,0,,0,,0,0,0,0,0,10.0,4.7,6,4.6,11.1,3,2024-02-17 13:55:00
728,1,50,2,5,1,1,4,1,5,3,1,1,1.0,1,0.0,0,1,0,0,0,6.1,6.9,1,5.3,4.7,2,2024-07-05 16:16:00
729,2,45,1,2,1,1,3,1,4,4,0,0,,0,,0,0,0,0,0,1.8,2.1,3,6.2,4.9,2,2024-01-26 15:08:00
730,2,33,3,4,1,1,5,2,7,1,1,1,57.0,1,1.0,0,1,1,0,0,5.8,7.8,3,3.6,10.2,1,2024-05-30 12:47:00
731,2,18,2,3,2,2,2,1,2,3,0,0,,0,,0,0,0,0,0,5.4,5.6,5,6.8,2.7,3,2024-06-08 11:02:00
732,1,44,2,5,1,1,5,1,4,5,0,0,,0,,0,0,0,0,0,8.3,5.4,2,7.8,1.2,1,2024-03-07 17:29:00
733,2,18,2,6,1,2,4,1,2,2,0,0,,0,,0,0,0,0,0,9.7,6.5,5,6.9,4.7,3,2024-05-17 08:34:00
734,1,19,1,3,1,1,1,1,2,1,0,0,,0,,0,0,0,0,0,7.3,4.0,6,6.8,4.0,3,2024-02-06 12:07:00
735,1,37,1,5,1,1,4,2,3,1,1,1,5.0,1,0.0,1,1,1,1,1,8.4,8.6,3,4.8,4.1,3,2024-04-04 16:12:00
736,2,36,2,5,1,3,3,1,18,2,0,0,,0,,0,0,0,0,0,7.3,6.3,6,7.4,7.1,1,2024-04-06 08:01:00
737,2,38,2,2,1,1,2,2,2,1,0,0,,0,,0,0,0,0,0,3.5,2.7,5,6.1,9.6,3,2024-02-18 16:56:00
738,1,23,2,3,2,4,1,2,7,2,0,0,,0,,0,0,0,0,0,10.0,1.8,4,5.5,3.2,2,2024-03-21 13:21:00
739,1,39,1,5,2,3,4,1,7,1,1,1,58.0,1,0.0,1,1,1,0,0,6.4,10.0,5,4.1,4.7,3,2024-03-31 17:45:00
740,1,37,1,1,2,1,3,1,12,5,0,0,,0,,0,0,0,0,0,5.8,2.5,4,5.5,3.4,2,2024-07-12 13:37:00
741,1,32,2,4,2,1,3,2,6,1,1,4,2.0,1,1.0,0,1,0,0,0,9.1,6.4,1,5.3,2.4,1,2024-04-26 12:54:00
742,1,26,2,6,1,2,3,2,3,2,0,0,,0,,0,0,0,0,0,8.9,9.1,3,5.5,10.0,2,2024-01-19 15:18:00
743,2,41,1,4,1,1,3,1,3,4,0,0,,0,,0,0,0,0,0,5.1,8.5,2,4.4,1.8,2,2024-04-23 14:57:00
744,1,41,2,3,2,1,1,1,17,3,1,1,3.0,4,0.0,1,1,1,0,0,1.9,4.5,3,3.6,7.5,3,2024-01-26 09:39:00
745,1,32,2,5,2,1,4,1,12,2,0,0,,0,,0,0,0,0,0,7.0,3.4,4,9.1,8.0,1,2024-06-09 12:11:00
746,1,41,1,3,2,1,3,1,19,2,1,1,15.0,3,1.0,1,0,1,1,0,4.8,3.6,3,2.7,3.7,0,2024-03-02 17:56:00
747,1,38,2,5,1,3,4,3,12,2,1,2,1.0,1,0.0,1,1,1,0,1,4.6,9.8,3,3.9,4.0,2,2024-04-08 09:53:00
748,2,30,1,3,2,3,3,1,12,4,1,3,1.0,1,1.0,0,1,1,1,0,6.0,7.8,1,5.1,1.4,0,2024-06-02 16:01:00
749,1,21,1,4,1,1,3,1,5,4,0,0,,0,,0,0,0,0,0,5.3,7.7,7,8.9,1.0,3,2024-02-12 10:44:00
750,1,51,2,3,1,1,3,1,18,2,0,0,,0,,0,0,0,0,0,6.5,3.8,2,5.3,2.3,3,2024-01-27 08:06:00
751,2,54,2,2,1,1,3,1,3,3,1,1,4.0,2,0.0,1,1,1,1,1,4.3,6.4,4,3.9,2.2,1,2024-05-30 12:02:00
752,2,37,2,2,1,1,1,1,3,5,0,0,,0,,0,0,0,0,0,3.2,4.6,1,5.7,1.8,1,2024-03-21 11:49:00
753,1,48,2,4,1,1,3,1,15,1,0,0,,0,,0,0,0,0,0,3.5,10.0,6,5.3,2.6,2,2024-01-29 13:56:00
754,2,25,2,5,2,5,2,1,8,2,1,1,7.0,2,0.0,1,1,1,0,0,9.2,9.6,4,3.9,1.8,0,2024-02-18 15:10:00
755,2,18,2,4,1,2,5,1,2,1,0,0,,0,,0,0,0,0,0,6.1,6.3,5,5.2,3.6,1,2024-03-01 16:56:00
756,1,36,1,2,2,2,1,1,12,2,0,0,,0,,0,0,0,0,0,1.4,1.9,5,6.8,0.8,3,2024-05-14 08:25:00
757,2,46,2,4,1,1,3,1,23,1,1,1,3.0,1,0.0,0,0,0,0,0,7.8,7.6,3,4.2,1.5,2,2024-03-01 09:44:00
758,1,39,1,3,1,1,1,2,4,1,1,1,2.0,1,1.0,1,0,0,0,1,5.8,5.6,2,5.8,2.5,3,2024-04-20 15:04:00
759,2,36,1,4,1,1,3,1,10,2,0,0,,0,,0,0,0,0,0,4.9,8.2,6,8.1,7.1,2,2024-04-07 12:57:00
760,2,19,2,5,2,1,4,1,1,4,0,0,,0,,0,0,0,0,0,9.4,9.8,6,9.2,10.0,1,2024-04-29 11:10:00
761,1,35,1,4,1,1,4,1,6,5,0,0,,0,,0,0,0,0,0,2.7,6.8,6,5.1,6.2,1,2024-02-27 12:02:00
762,1,18,2,2,1,4,3,2,2,2,0,0,,0,,0,0,0,0,0,9.5,3.2,7,3.7,4.8,2,2024-06-21 13:51:00
763,1,28,2,5,1,3,4,3,10,2,0,0,,0,,0,0,0,0,0,6.3,7.6,5,5.8,1.7,2,2024-03-16 17:43:00
764,2,36,2,4,1,4,2,1,10,4,0,0,,0,,0,0,0,0,0,3.6,7.3,6,6.0,8.7,2,2024-05-26 11:02:00
765,2,45,1,1,2,1,2,3,15,3,0,0,,0,,0,0,0,0,0,5.8,2.4,3,7.4,2.6,1,2024-06-25 17:57:00
766,2,66,2,2,2,6,1,3,8,2,0,0,,0,,0,0,0,0,0,2.5,1.8,2,8.1,0.5,1,2024-04-28 09:22:00
767,1,30,2,3,2,5,2,1,12,2,1,1,2.0,1,0.0,1,0,0,0,1,4.1,5.1,3,2.5,6.1,0,2024-02-13 11:35:00
768,1,26,2,3,1,5,2,3,3,1,1,1,15.0,1,1.0,1,0,1,0,1,3.8,6.6,3,2.8,9.1,3,2024-03-15 13:37:00
769,1,24,2,4,1,1,4,1,1,2,0,0,,0,,0,0,0,0,0,8.7,10.0,5,6.0,1.7,2,2024-01-20 08:56:00
770,2,28,1,3,1,1,4,1,7,2,0,0,,0,,0,0,0,0,0,5.4,6.3,3,4.0,9.4,3,2024-05-29 14:11:00
771,1,44,1,5,1,1,4,1,22,3,0,0,,0,,0,0,0,0,0,7.0,7.2,3,5.9,3.1,3,2024-03-03 11:35:00
772,2,40,2,5,2,6,5,1,6,2,0,0,,0,,0,0,0,0,0,7.9,6.8,6,8.5,3.4,3,2024-06-10 11:43:00
773,2,31,1,3,2,3,3,1,15,1,0,0,,0,,0,0,0,0,0,4.7,8.4,5,7.0,2.9,3,2024-05-13 11:17:00
774,1,47,2,3,2,1,2,1,12,3,1,2,6.0,4,0.0,1,0,1,1,0,4.5,8.5,4,4.5,3.0,1,2024-01-22 16:14:00
775,1,37,1,2,2,1,3,1,2,1,1,4,9.0,1,0.0,1,0,1,0,0,2.3,4.3,4,6.4,1.2,1,2024-01-23 09:00:00
776,1,28,1,4,1,1,3,2,7,2,1,1,3.0,3,0.0,1,0,1,0,0,9.4,8.4,5,3.9,1.2,2,2024-01-30 11:01:00
777,2,51,1,3,2,2,2,1,11,1,0,0,,0,,0,0,0,0,0,3.2,5.8,3,5.5,6.3,3,2024-05-29 14:47:00
778,2,24,1,4,2,1,3,2,2,1,0,0,,0,,0,0,0,0,0,9.5,7.7,5,7.1,3.7,2,2024-02-22 13:28:00
779,2,48,1,3,2,1,5,1,22,1,0,0,,0,,0,0,0,0,0,4.7,5.6,5,6.9,4.1,0,2024-02-22 08:13:00
780,1,62,1,2,2,1,1,1,3,5,0,0,,0,,0,0,0,0,0,1.3,2.6,3,5.5,0.7,2,2024-05-25 12:56:00
781,2,33,1,3,2,1,3,2,2,1,0,0,,0,,0,0,0,0,0,9.3,4.7,5,1.7,2.0,3,2024-03-11 08:26:00
782,1,60,1,1,2,1,3,1,2,4,0,0,,0,,0,0,0,0,0,1.0,6.1,2,7.4,2.5,2,2024-05-10 09:37:00
783,2,31,1,2,2,1,2,1,12,4,0,0,,0,,0,0,0,0,0,3.1,4.9,6,7.4,7.7,0,2024-07-12 11:02:00
784,1,51,2,3,1,1,5,1,18,2,0,0,,0,,0,0,0,0,0,8.6,6.0,4,5.3,0.8,2,2024-07-08 17:23:00
785,2,27,1,4,1,3,3,2,5,3,0,0,,0,,0,0,0,0,0,10.0,6.0,5,5.2,1.8,2,2024-01-16 17:04:00
786,2,18,2,3,2,1,3,1,2,2,0,0,,0,,0,0,0,0,0,7.3,5.9,6,5.8,4.6,3,2024-03-01 12:16:00
787,1,52,2,5,1,1,4,1,10,1,0,0,,0,,0,0,0,0,0,4.5,7.7,4,6.9,2.2,2,2024-05-27 10:36:00
788,1,27,2,5,1,1,3,2,2,2,1,1,1.0,4,0.0,1,1,1,0,0,10.0,7.1,4,2.8,3.1,3,2024-06-01 12:07:00
789,2,18,1,5,1,4,2,2,2,2,0,0,,0,,0,0,0,0,0,10.0,7.3,6,6.2,10.1,2,2024-07-02 11:44:00
790,2,28,2,5,1,1,4,2,5,3,0,0,,0,,0,0,0,0,0,10.0,6.7,5,6.7,6.0,3,2024-07-03 17:14:00
791,1,33,2,6,1,4,1,1,4,2,1,1,1.0,2,0.0,0,0,0,0,0,6.3,9.6,1,3.3,1.6,0,2024-04-01 11:57:00
792,1,32,1,4,1,3,5,3,10,4,0,0,,0,,0,0,0,0,0,3.6,8.2,2,7.1,0.9,3,2024-03-18 16:10:00
793,1,52,2,3,2,5,1,1,24,1,0,0,,0,,0,0,0,0,0,7.1,2.2,6,7.6,6.7,0,2024-06-11 14:53:00
794,1,25,2,4,1,1,3,1,6,2,0,0,,0,,0,0,0,0,0,8.6,10.0,6,7.3,13.8,3,2024-05-18 12:56:00
795,2,22,1,4,1,1,3,2,1,1,1,1,17.0,3,1.0,1,0,1,1,1,7.8,7.2,3,2.3,14.6,0,2024-05-30 17:25:00
796,1,18,1,4,1,4,1,1,1,2,0,0,,0,,0,0,0,0,0,8.0,8.6,4,5.7,3.9,3,2024-02-01 11:13:00
797,1,48,1,3,1,5,2,1,15,1,1,1,2.0,3,0.0,0,0,1,0,0,5.2,3.2,4,4.0,8.2,3,2024-02-25 13:34:00
798,1,33,1,5,1,1,4,2,6,2,0,0,,0,,0,0,0,0,0,9.0,7.5,5,2.2,8.1,1,2024-06-17 11:34:00
799,1,26,1,5,1,1,1,2,8,1,0,0,,0,,0,0,0,0,0,8.5,6.2,5,7.2,13.0,1,2024-04-07 16:46:00
800,1,51,2,2,1,1,2,1,10,3,1,1,15.0,4,1.0,0,0,1,1,1,2.5,4.8,4,5.8,2.4,1,2024-04-26 12:11:00
801,1,41,1,5,1,1,5,2,8,1,0,0,,0,,0,0,0,0,0,8.4,6.8,4,8.5,2.8,3,2024-03-10 10:55:00
802,1,44,1,3,1,1,3,1,17,1,0,0,,0,,0,0,0,0,0,5.1,3.1,6,6.7,6.5,3,2024-07-07 16:15:00
803,2,29,1,4,2,3,3,1,1,1,0,0,,0,,0,0,0,0,0,7.9,9.8,6,6.8,2.7,2,2024-02-28 17:15:00
804,1,55,2,1,1,1,2,3,4,3,0,0,,0,,0,0,0,0,0,4.5,6.0,2,5.4,4.4,2,2024-06-17 14:53:00
805,1,34,2,3,2,1,1,3,13,1,1,1,14.0,2,0.0,1,0,0,0,1,3.3,9.2,3,3.7,3.8,1,2024-04-09 11:00:00
806,2,28,1,3,2,1,1,1,7,4,0,0,,0,,0,0,0,0,0,4.9,4.0,6,7.3,16.0,3,2024-03-25 14:30:00
807,2,38,1,5,1,3,4,1,17,2,0,0,,0,,0,0,0,0,0,8.3,8.0,5,10.0,12.7,2,2024-04-15 15:56:00
808,1,47,1,3,2,3,2,3,12,2,0,0,,0,,0,0,0,0,0,6.6,5.2,3,7.1,4.1,2,2024-02-14 09:01:00
809,2,49,2,2,1,1,3,1,23,4,0,0,,0,,0,0,0,0,0,2.9,4.5,2,4.9,0.9,1,2024-06-09 13:00:00
810,1,20,2,5,1,4,3,3,1,2,1,2,10.0,5,0.0,0,1,1,0,0,10.0,8.1,6,1.0,8.8,2,2024-02-01 12:44:00
811,1,18,1,2,2,1,3,2,1,3,0,0,,0,,0,0,0,0,0,7.5,3.3,4,4.9,8.8,3,2024-02-08 11:06:00
812,1,24,2,3,2,1,1,1,1,3,0,0,,0,,0,0,0,0,0,5.9,4.5,2,8.7,10.9,2,2024-05-11 15:30:00
813,2,18,1,5,2,4,5,1,2,1,0,0,,0,,0,0,0,0,0,7.6,7.6,6,7.2,1.0,3,2024-05-10 13:20:00
814,1,27,1,2,1,1,4,1,3,3,0,0,,0,,0,0,0,0,0,4.3,1.9,5,5.9,7.1,2,2024-03-03 10:29:00
815,1,35,2,4,2,3,3,1,10,2,0,0,,0,,0,0,0,0,0,6.4,8.0,2,9.7,8.2,0,2024-05-16 12:26:00
816,1,33,2,4,1,2,3,1,6,3,0,0,,0,,0,0,0,0,0,6.2,7.3,6,5.5,3.8,1,2024-05-02 10:11:00
817,1,24,1,4,1,3,6,2,3,1,0,0,,0,,0,0,0,0,0,7.7,9.7,7,7.1,7.7,3,2024-07-08 12:40:00
818,1,50,2,3,2,1,1,3,14,3,0,0,,0,,0,0,0,0,0,2.2,3.4,3,8.6,5.3,2,2024-01-26 08:13:00
819,2,33,2,3,2,3,4,1,10,2,1,3,7.0,3,0.0,1,0,1,1,1,6.1,5.7,3,4.4,2.4,3,2024-05-27 14:17:00
820,1,33,2,2,2,2,3,1,11,3,0,0,,0,,0,0,0,0,0,2.0,1.0,2,6.0,4.6,2,2024-02-16 17:23:00
821,1,59,2,3,2,6,3,1,17,3,0,0,,0,,0,0,0,0,0,3.1,7.2,4,6.7,1.5,0,2024-04-03 16:32:00
822,1,42,2,4,2,1,3,1,23,4,0,0,,0,,0,0,0,0,0,4.2,7.1,5,6.7,4.6,2,2024-02-10 12:01:00
823,1,44,1,2,2,2,2,1,18,1,1,1,10.0,4,0.0,0,1,1,1,1,3.1,3.0,1,7.0,0.5,2,2024-02-27 11:31:00
824,1,33,1,4,1,1,3,2,6,1,0,0,,0,,0,0,0,0,0,7.3,9.9,4,7.1,4.4,1,2024-02-09 14:42:00
825,1,42,1,5,1,1,3,1,21,4,1,1,15.0,1,0.0,0,1,1,0,0,6.7,7.6,2,4.6,8.7,2,2024-06-07 16:13:00
826,1,40,2,1,2,1,2,1,7,2,0,0,,0,,0,0,0,0,0,2.1,2.4,4,7.6,2.5,3,2024-06-11 15:18:00
827,1,38,2,5,1,3,4,1,3,3,0,0,,0,,0,0,0,0,0,5.3,6.4,4,4.3,5.4,2,2024-02-25 17:56:00
828,2,18,1,4,1,2,1,1,2,5,0,0,,0,,0,0,0,0,0,5.8,8.4,5,4.2,4.1,3,2024-05-02 08:04:00
829,2,38,2,2,1,1,4,1,19,4,0,0,,0,,0,0,0,0,0,3.2,3.8,4,6.8,0.8,1,2024-04-01 11:03:00
830,1,45,2,3,2,1,2,1,24,3,0,0,,0,,0,0,0,0,0,3.3,3.0,4,5.4,0.5,1,2024-02-22 16:25:00
831,1,62,2,2,2,5,3,1,25,2,0,0,,0,,0,0,0,0,0,2.6,3.2,3,7.4,0.8,2,2024-06-24 15:05:00
832,1,41,2,3,2,6,2,1,22,2,1,1,32.0,5,1.0,1,0,1,0,1,7.4,5.1,4,5.9,3.2,3,2024-01-15 17:35:00
833,1,39,1,4,1,5,2,1,23,1,1,2,6.0,1,0.0,1,1,1,1,0,5.9,6.7,2,5.7,4.9,3,2024-01-21 11:44:00
834,2,32,1,3,1,3,3,3,6,1,1,1,6.0,2,0.0,1,1,1,1,1,7.2,5.9,3,6.2,6.0,3,2024-02-29 14:33:00
835,1,58,2,1,1,6,3,1,7,1,0,0,,0,,0,0,0,0,0,2.7,5.1,3,7.7,1.2,1,2024-05-15 16:57:00
836,1,46,2,4,1,1,4,1,14,1,1,1,5.0,3,0.0,1,0,0,0,1,4.0,8.7,4,4.3,4.2,3,2024-01-30 14:28:00
837,1,18,2,5,1,4,1,2,1,2,1,2,16.0,1,1.0,0,1,1,0,0,10.0,9.5,3,4.2,3.0,3,2024-03-23 14:11:00
838,2,58,1,4,1,1,1,1,7,1,0,0,,0,,0,0,0,0,0,3.2,8.2,3,7.2,5.0,2,2024-03-25 14:44:00
839,1,36,1,4,1,5,2,1,1,5,1,1,4.0,2,0.0,1,0,1,0,1,4.5,9.6,3,4.5,7.7,3,2024-03-01 14:58:00
840,1,21,1,2,1,2,1,1,3,2,0,0,,0,,0,0,0,0,0,8.8,2.9,7,7.0,4.4,2,2024-06-22 15:03:00
841,1,47,2,3,1,5,2,2,7,2,0,0,,0,,0,0,0,0,0,7.8,6.2,2,4.4,1.9,3,2024-03-11 17:34:00
842,1,32,2,6,1,1,4,2,4,1,0,0,,0,,0,0,0,0,0,6.6,9.1,4,4.1,3.4,0,2024-04-30 15:01:00
843,1,18,2,2,1,5,1,1,1,2,0,0,,0,,0,0,0,0,0,8.2,3.0,7,8.2,1.4,1,2024-06-03 13:11:00
844,2,48,3,3,2,1,1,1,9,1,0,0,,0,,0,0,0,0,0,3.4,5.2,4,7.7,3.2,2,2024-02-29 16:16:00
845,1,49,2,5,1,3,4,1,23,2,1,1,34.0,4,1.0,0,0,1,1,0,5.7,7.6,2,4.9,8.3,3,2024-02-27 14:01:00
846,1,25,2,2,1,2,3,1,1,4,0,0,,0,,0,0,0,0,0,6.1,3.3,4,7.6,12.7,2,2024-04-29 08:42:00
847,2,18,1,5,1,1,5,2,1,2,1,1,16.0,1,1.0,1,0,0,0,0,10.0,9.0,1,3.1,6.0,2,2024-02-20 16:17:00
848,2,33,2,3,2,1,1,1,12,4,0,0,,0,,0,0,0,0,0,7.5,6.3,7,5.0,5.3,1,2024-02-20 16:16:00
849,2,51,2,4,2,1,1,3,8,5,0,0,,0,,0,0,0,0,0,5.4,10.0,5,5.9,8.0,3,2024-04-24 08:00:00
850,2,42,1,3,1,3,3,1,2,2,1,1,1.0,2,1.0,1,1,1,1,0,4.5,6.9,2,4.0,3.4,1,2024-04-18 16:08:00
851,1,52,3,3,2,1,2,1,20,1,0,0,,0,,0,0,0,0,0,6.9,8.8,5,6.0,8.9,0,2024-04-13 13:11:00
852,2,41,2,3,1,3,4,1,15,1,1,2,1.0,1,1.0,1,1,1,0,1,4.6,5.1,3,2.0,2.6,0,2024-02-01 11:27:00
853,1,51,2,3,1,2,4,1,16,3,0,0,,0,,0,0,0,0,0,4.7,2.8,3,7.5,2.0,2,2024-01-29 16:44:00
854,1,45,2,6,1,2,4,3,13,2,0,0,,0,,0,0,0,0,0,4.6,2.3,2,6.6,1.4,0,2024-05-29 15:37:00
855,1,32,1,4,1,1,3,2,2,2,0,0,,0,,0,0,0,0,0,8.2,7.5,5,4.5,2.2,1,2024-05-05 08:28:00
856,1,36,1,4,1,3,3,1,9,4,1,4,11.0,4,0.0,0,1,1,1,1,5.4,8.2,4,3.2,6.2,2,2024-06-05 12:20:00
857,1,25,1,5,2,4,2,2,3,5,0,0,,0,,0,0,0,0,0,10.0,8.0,3,7.1,5.6,2,2024-07-11 10:24:00
858,2,24,2,4,1,3,3,1,7,1,0,0,,0,,0,0,0,0,0,9.2,10.0,4,5.4,11.8,3,2024-05-29 16:46:00
859,1,33,2,4,2,2,5,2,5,4,0,0,,0,,0,0,0,0,0,5.6,6.6,3,6.3,5.1,1,2024-04-20 11:22:00
860,1,45,2,3,1,2,4,3,15,3,0,0,,0,,0,0,0,0,0,4.0,7.4,5,7.0,6.0,1,2024-04-14 12:44:00
861,1,26,1,2,2,2,2,1,5,2,1,1,6.0,2,1.0,0,1,0,0,0,5.4,2.5,2,6.9,3.3,3,2024-02-06 12:12:00
862,1,33,2,4,1,2,5,2,4,2,0,0,,0,,0,0,0,0,0,6.4,10.0,4,4.9,3.6,1,2024-05-28 14:00:00
863,1,26,2,3,2,1,4,1,5,2,0,0,,0,,0,0,0,0,0,5.5,8.2,5,5.7,7.0,2,2024-03-25 09:37:00
864,2,24,2,4,2,1,3,1,1,3,1,2,6.0,1,0.0,1,1,0,0,1,6.7,10.0,3,1.0,6.3,3,2024-05-01 11:52:00
865,1,34,2,3,1,1,4,2,6,3,0,0,,0,,0,0,0,0,0,4.1,3.0,4,3.4,0.5,1,2024-06-06 14:54:00
866,1,39,1,2,2,2,3,1,18,3,1,1,18.0,2,0.0,0,1,1,0,1,5.3,3.7,3,3.2,5.4,0,2024-04-23 15:27:00
867,1,33,1,4,1,3,4,2,5,2,1,2,5.0,1,1.0,1,1,0,0,1,8.7,8.9,6,2.6,7.6,2,2024-01-28 12:43:00
868,2,41,1,3,1,2,3,1,16,3,0,0,,0,,0,0,0,0,0,2.6,7.2,7,7.4,1.1,3,2024-07-09 09:22:00
869,2,26,1,5,1,1,4,1,9,2,0,0,,0,,0,0,0,0,0,6.7,6.4,4,6.0,3.1,3,2024-03-25 09:52:00
870,1,51,1,4,1,5,1,1,24,1,0,0,,0,,0,0,0,0,0,9.0,7.3,4,6.8,5.8,3,2024-02-09 10:29:00
871,1,40,2,3,1,3,4,1,4,2,1,1,35.0,1,0.0,1,0,0,0,1,4.4,5.5,5,3.1,1.1,0,2024-06-06 11:38:00
872,1,32,1,5,1,2,2,2,5,2,0,0,,0,,0,0,0,0,0,7.1,7.5,4,6.5,8.4,1,2024-02-29 12:47:00
873,2,48,2,4,1,2,3,2,2,1,0,0,,0,,0,0,0,0,0,5.4,7.3,4,4.8,2.7,1,2024-06-23 16:58:00
874,2,56,2,1,1,5,2,3,5,2,1,1,6.0,3,0.0,1,1,0,1,1,1.9,4.7,2,3.6,1.3,0,2024-05-21 13:13:00
875,2,19,2,6,1,1,1,2,1,1,0,0,,0,,0,0,0,0,0,10.0,7.7,4,4.7,6.1,3,2024-04-08 16:45:00
876,2,35,1,4,2,1,3,2,3,1,0,0,,0,,0,0,0,0,0,7.7,9.4,4,6.2,5.4,2,2024-07-09 13:40:00
877,1,19,2,4,2,1,3,2,2,1,0,0,,0,,0,0,0,0,0,10.0,9.3,6,6.8,7.1,3,2024-06-09 13:24:00
878,1,18,1,4,2,1,3,1,2,4,0,0,,0,,0,0,0,0,0,8.1,6.6,5,6.3,6.4,3,2024-06-07 10:08:00
879,2,46,2,2,1,1,1,1,7,1,0,0,,0,,0,0,0,0,0,2.1,5.6,2,6.6,2.1,1,2024-03-24 17:02:00
880,2,33,1,3,1,4,2,1,8,2,1,1,2.0,1,0.0,1,1,1,0,0,8.7,8.4,3,4.8,1.2,2,2024-05-06 12:06:00
881,2,22,1,2,1,2,2,1,6,1,0,0,,0,,0,0,0,0,0,7.2,2.3,4,4.2,2.2,3,2024-02-25 08:04:00
882,1,25,2,4,1,1,4,2,7,1,0,0,,0,,0,0,0,0,0,10.0,10.0,4,6.7,6.2,2,2024-03-09 17:26:00
883,1,34,2,5,1,1,4,1,3,4,0,0,,0,,0,0,0,0,0,6.0,7.6,3,6.1,0.5,1,2024-03-06 08:37:00
884,2,45,2,2,2,1,3,1,2,3,0,0,,0,,0,0,0,0,0,4.5,4.9,2,8.7,6.6,0,2024-06-16 16:00:00
885,2,43,2,4,1,1,3,1,23,1,0,0,,0,,0,0,0,0,0,4.9,8.0,4,8.7,7.4,1,2024-07-06 11:09:00
886,1,32,1,5,2,4,2,1,6,2,1,1,13.0,3,1.0,1,1,0,0,1,5.0,7.0,2,3.9,1.0,0,2024-02-22 10:43:00
887,2,28,2,3,1,1,3,1,9,3,0,0,,0,,0,0,0,0,0,8.6,6.8,7,7.7,3.4,2,2024-03-07 10:13:00
888,1,30,1,3,2,1,3,3,10,2,0,0,,0,,0,0,0,0,0,6.8,5.8,5,6.8,4.9,3,2024-05-19 08:37:00
889,2,49,1,3,2,1,3,2,5,1,1,1,33.0,3,0.0,1,1,1,1,0,6.4,4.5,2,1.3,3.4,2,2024-04-06 11:47:00
890,1,22,1,4,1,1,4,1,3,1,0,0,,0,,0,0,0,0,0,6.6,10.0,4,4.5,8.9,2,2024-04-29 12:46:00
891,1,33,1,2,1,1,3,1,13,4,0,0,,0,,0,0,0,0,0,2.1,5.3,4,8.0,3.4,2,2024-02-07 10:32:00
892,2,57,2,3,2,5,2,1,6,3,0,0,,0,,0,0,0,0,0,3.2,2.1,4,6.6,1.3,1,2024-06-04 09:30:00
893,1,25,2,4,1,4,2,1,4,4,0,0,,0,,0,0,0,0,0,7.1,9.2,6,4.5,9.9,1,2024-07-12 09:18:00
894,1,47,1,1,2,1,3,1,2,3,0,0,,0,,0,0,0,0,0,2.9,5.1,3,5.8,4.9,3,2024-03-18 13:12:00
895,2,49,1,3,2,1,6,1,24,4,1,1,5.0,3,1.0,0,1,0,0,0,4.5,5.8,6,1.3,1.0,2,2024-02-27 17:02:00
896,1,29,1,4,1,1,3,1,10,3,0,0,,0,,0,0,0,0,0,7.1,6.3,6,6.2,4.0,3,2024-01-22 08:47:00
897,2,39,2,4,1,6,3,2,3,2,0,0,,0,,0,0,0,0,0,6.8,5.3,3,7.4,3.9,2,2024-04-27 12:28:00
898,2,45,1,1,1,1,6,1,13,2,0,0,,0,,0,0,0,0,0,1.0,2.6,5,8.4,10.1,0,2024-04-07 14:44:00
