participant_id,age,gender,education,income,banking_years,prev_incident,tech_comfort,t1_attitude,t1_subjective_norm,t1_pbc,t1_intention,t1_knowledge,t1_risk_perception,t1_trust_banking,t2_srb1_check_statements,t2_srb2_strong_passwords,t2_srb3_two_factor_auth,t2_srb4_logout_after_use,t2_srb5_verify_alerts,t2_srb_composite,t2_objective_scenario1_phishing_sms,t2_objective_scenario2_suspicious_email,t2_objective_scenario3_public_wifi,t2_objective_scenario4_password_sharing,t2_objective_scenario5_suspicious_app,t2_objective_score,t2_intention_behavior_gap,t2_gap_category,t2_gap_pbc_moderated,t2_gap_age_moderated,t2_gap_incident_moderated,time_gap_weeks,t2_dropout,completion_status
P0552,25,Female,High School,47628.89,6,1,6.33,6.34,4.62,3.73,5.3,1.36,3.49,3.55,3.0571236920377785,4.010531320057408,3.2051041302671086,3.1852944543179573,3.6273662748050355,3.42,2.0,2.0,0.0,1.0,0.0,4.92,0.21,Slight Overperformer,0.2281163535843346,0.1361544152442697,0.7111544152442697,3.55,0,Complete
P0553,59,Other,Bachelor's,52312.97,7,0,4.59,3.32,5.42,5.38,5.98,3.8,4.7,3.73,5.316001922284837,4.677386000603743,6.767637430952059,5.070444598720395,3.4514988456164364,5.06,2.0,2.0,2.0,2.0,1.0,9.54,1.51,Overperformer,0.8856351617966203,1.6025939293281424,1.5075939293281424,3.66,0,Complete
P0554,32,Female,Bachelor's,20000.0,10,0,1.68,4.73,4.84,4.5,5.44,3.43,6.1,3.78,5.151637650022683,5.2265352211617255,4.044335418760473,4.245613149937903,4.242656834366449,4.58,1.0,1.0,0.0,1.0,1.0,3.98,1.31,Overperformer,1.1088412316757454,1.2664968675505377,1.3064968675505377,4.34,0,Complete
P0555,25,Male,Master's,82232.69,6,0,1.8,4.5,5.3,3.04,4.33,3.97,5.71,4.8,2.98183961517122,2.40287617870667,2.855131876766805,3.817379628999967,2.174838201230361,2.85,2.0,1.0,2.0,2.0,2.0,9.14,0.13,Slight Overperformer,0.16365647913860154,0.05203587452774246,0.12703587452774245,3.59,0,Complete
P0556,27,Female,Bachelor's,114587.55,7,1,4.74,6.1,3.87,6.11,5.52,5.55,5.69,2.78,4.374093057915601,3.3485328367408167,,4.560229056542584,3.407935545263672,3.6,2.0,1.0,2.0,1.0,2.0,8.81,0.28,Slight Overperformer,0.10312296957608852,0.2154129180257382,0.7804129180257382,5.53,0,Complete
P0557,19,Male,Bachelor's,20000.0,8,0,5.79,3.73,4.02,6.86,4.26,7.0,4.36,3.18,2.1371783550128804,2.112394040143654,2.7479948292486833,3.013910805523061,2.162422507517936,2.43,2.0,1.0,1.0,2.0,0.0,6.37,-0.25,Slight Underperformer,-0.03568852913779261,-0.3553421642696284,-0.2503421642696284,3.08,0,Complete
P0558,27,Male,High School,20000.0,3,1,2.07,5.08,4.61,4.18,4.36,5.02,6.73,4.98,3.4352770147918372,2.802435149541775,2.9280388941960953,3.044388883587911,3.483124553233615,3.14,2.0,2.0,0.0,2.0,2.0,8.79,0.41,Slight Overperformer,0.38335423949704467,0.3405921905283779,0.9055921905283779,2.0,0,Complete
P0559,18,Male,Master's,25331.33,10,0,5.17,4.38,3.33,4.65,3.11,2.15,5.48,4.63,1.0,1.9055409903952203,1.0,1.0294673900855875,1.0,1.19,2.0,2.0,1.0,1.0,2.0,7.93,-0.92,Underperformer,-0.7416629399629355,-1.0323762847928255,-0.9223762847928254,4.84,0,Complete
P0560,41,Female,High School,20000.0,2,0,6.5,5.77,4.74,2.39,3.93,3.48,5.54,5.05,1.9721938350264494,1.0455198748048886,2.428055961246012,1.0,2.9622129528418224,1.88,1.0,2.0,0.0,2.0,1.0,5.58,-0.64,Slight Underperformer,-0.9506818469733074,-0.635743619723187,-0.640743619723187,3.64,0,Complete
P0561,36,Male,Bachelor's,43440.24,6,0,7.0,4.94,4.29,3.92,4.26,4.89,6.53,4.74,3.2564354838330436,2.7958378487475186,3.7041100927574178,3.755416714401748,3.5347267710630907,3.41,2.0,2.0,0.0,2.0,2.0,7.93,0.72,Slight Overperformer,0.7408465015198532,0.7034529414961508,0.7234529414961508,3.19,0,Complete
P0562,23,Male,Some College,20000.0,6,0,5.0,4.56,4.19,5.21,2.72,4.72,4.41,7.0,1.0,1.0,,1.0,1.4661029420550322,1.09,0.0,0.0,1.0,2.0,2.0,5.43,-0.82,Slight Underperformer,-0.5224035344624705,-0.9068864603435896,-0.8218864603435896,4.38,0,Complete
P0563,30,Female,Master's,20000.0,6,0,5.26,4.94,5.22,5.0,4.56,5.48,5.75,4.96,1.0,1.0,1.0,2.1508014261251045,1.0,1.23,2.0,2.0,1.0,2.0,1.0,7.57,-1.6,Underperformer,-1.124105654442171,-1.6536653283607246,-1.6036653283607245,4.42,0,Complete
P0564,31,Male,Bachelor's,124412.48,2,0,1.3,7.0,2.43,3.79,4.43,3.85,5.97,4.31,3.2729873935685045,2.088842670051461,2.1477757557915664,2.0682643651261965,2.093087272603414,2.33,0.0,2.0,2.0,2.0,2.0,8.41,-0.44,Slight Underperformer,-0.46623154070204625,-0.4835087967765142,-0.4385087967765142,3.24,0,Complete
P0565,22,Male,Bachelor's,20000.0,1,0,7.0,4.7,4.5,4.12,3.89,3.45,4.9,4.93,,2.9252977695751214,5.081277356701383,4.4872113749859155,4.290452798883958,3.91,1.0,2.0,1.0,2.0,0.0,5.76,1.41,Overperformer,1.362239163538478,1.3213802137225465,1.4113802137225466,5.19,0,Complete
P0566,29,Male,High School,98198.15,5,0,3.64,3.95,7.0,3.87,4.42,6.63,6.22,6.13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,4.65,-1.77,Underperformer,-1.833002772109491,-1.8211904212477166,-1.7661904212477166,4.86,0,Complete
P0567,31,Male,Some College,48255.76,7,0,3.1,5.9,3.39,4.11,3.02,4.09,6.02,4.74,2.002370083548009,1.6536231145409777,1.7637134451522578,1.0,1.393743443102754,1.56,2.0,1.0,0.0,2.0,2.0,7.05,-0.5,Slight Underperformer,-0.4841789887260145,-0.5457253685174183,-0.5007253685174182,5.97,0,Complete
P0568,28,Female,Bachelor's,20000.0,13,0,4.12,5.03,6.47,5.09,4.22,2.47,5.39,5.69,3.6266765862195465,2.476063288466414,3.8309402522231943,1.9127147228788595,3.69900916124981,3.11,2.0,2.0,0.0,1.0,2.0,6.51,0.44,Slight Overperformer,0.2986497912971944,0.384259753825345,0.444259753825345,3.54,0,Complete
P0569,25,Female,Bachelor's,60370.95,7,0,6.77,3.5,4.87,1.75,3.55,6.21,5.35,5.31,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,5.91,-1.33,Underperformer,-2.229867667837474,-1.4051798247080611,-1.3301798247080612,4.16,0,Complete
P0570,23,Female,High School,33052.95,2,0,7.0,7.0,4.02,4.4,4.66,1.76,6.08,4.42,2.832679172121104,1.782782449317141,3.7147881303032833,2.115259316071504,2.462831307099862,2.58,2.0,2.0,2.0,0.0,2.0,7.51,-0.31,Slight Underperformer,-0.26891134568921976,-0.3901556612246853,-0.3051556612246853,4.23,0,Complete
P0571,28,Male,PhD,25225.9,5,0,4.69,4.78,3.08,4.99,4.32,1.0,6.37,4.94,1.0,,1.1437431893927306,2.0899410614580267,1.1857698740759828,1.28,2.0,2.0,2.0,2.0,1.0,8.78,-1.43,Underperformer,-1.00558422519946,-1.4903976213523111,-1.430397621352311,3.67,0,Complete
P0572,26,Male,Master's,44177.27,5,0,6.0,4.75,4.98,3.7,3.46,5.15,5.57,6.88,,,,,,,,,,,,,,Missing,,,,4.4,1,Incomplete
P0573,38,Male,Some College,53088.03,12,0,4.56,5.39,6.69,3.83,4.5,5.37,6.73,5.12,3.2679108731398596,2.060368620616738,2.8185275424972627,2.3372334901009455,2.209782936874908,2.54,2.0,2.0,1.0,1.0,2.0,8.37,-0.27,Slight Underperformer,-0.2819419563666912,-0.2781790405963587,-0.26817904059635866,4.48,0,Complete
P0574,51,Female,Master's,63963.86,7,0,2.94,7.0,4.29,3.87,2.66,4.62,6.22,3.52,1.0,1.0,1.0589790286469114,1.0,1.0,1.01,2.0,2.0,2.0,1.0,1.0,8.48,-0.87,Underperformer,-0.908864187779058,-0.8196095240304498,-0.8746095240304499,4.48,0,Complete
P0575,43,Female,Bachelor's,93209.25,3,0,6.72,3.18,4.69,3.83,4.1,2.05,3.53,4.38,1.074613419306257,1.0,1.0,1.4820333666586152,1.2506788172792271,1.16,1.0,1.0,0.0,2.0,2.0,6.08,-1.45,Underperformer,-1.5191932152966645,-1.4301976656787418,-1.4451976656787417,3.67,0,Complete
P0576,31,Male,Bachelor's,50337.66,4,1,3.57,5.53,6.11,4.51,6.13,3.91,3.95,2.05,3.1129549704647967,3.0451639723407027,2.8715379324563055,3.0782204847734747,3.7552818284181977,3.17,2.0,0.0,1.0,2.0,2.0,8.04,-0.45,Slight Underperformer,-0.38172263523497946,-0.4953948765439558,0.049605123456044176,3.79,0,Complete
P0577,25,Female,Some College,20000.0,9,0,6.8,7.0,5.24,4.68,4.17,3.58,6.8,4.98,4.125730227685747,4.43069357210621,6.972499034218902,4.027608262241343,5.753888376139136,5.06,2.0,0.0,1.0,2.0,2.0,8.0,2.42,Overperformer,1.9277307738130172,2.347323615578678,2.4223236155786783,3.43,0,Complete
P0578,42,Female,Bachelor's,24861.7,6,1,6.45,5.35,2.76,1.56,2.03,3.19,5.23,6.51,2.0356319920894688,2.4284571471795138,,2.471100877704062,2.2826380223625145,2.04,1.0,0.0,1.0,1.0,2.0,4.64,0.48,Slight Overperformer,0.8240975664152352,0.48574757438853466,0.9757475743885347,3.25,0,Complete
P0579,39,Male,Bachelor's,200000.0,6,0,5.42,3.72,4.93,5.41,4.62,6.12,5.68,3.06,3.296415234002464,3.472123258307442,3.1061354597515973,2.9775896461392755,3.9953564936400205,3.37,2.0,2.0,2.0,1.0,2.0,8.68,0.5,Slight Overperformer,0.290263410313909,0.49911310950097476,0.5041131095009748,3.94,0,Complete
P0580,50,Female,Some College,64834.48,5,0,7.0,4.46,6.77,4.09,5.51,2.43,6.75,4.99,3.61991880730701,3.8850611933754866,4.295667483508134,2.588172525934387,4.849200611798432,3.85,1.0,2.0,2.0,2.0,1.0,7.8,0.54,Slight Overperformer,0.5222257829136916,0.58738015508974,0.5373801550897399,5.52,0,Complete
P0581,33,Female,Bachelor's,200000.0,9,0,7.0,5.45,4.75,7.0,5.38,4.47,5.49,6.08,,3.4313062017798366,2.428884535642551,3.4306083176222013,2.502180448458837,2.61,0.0,1.0,0.0,2.0,2.0,5.2,-0.64,Slight Underperformer,-0.0637578667266282,-0.6725786672662836,-0.6375786672662835,6.04,0,Complete
P0582,58,Female,Bachelor's,110895.91,4,0,4.24,6.8,1.24,2.83,2.44,5.79,5.54,6.22,2.034043852204048,1.0982689036655868,1.402298948953184,1.3857278083743643,1.6450371753452102,1.51,2.0,2.0,2.0,1.0,2.0,10.0,-0.26,Slight Underperformer,-0.34895252818053957,-0.16838911178677626,-0.25838911178677626,5.31,0,Complete
P0583,33,Female,Bachelor's,44065.91,4,0,3.29,4.79,5.3,3.29,3.65,4.57,4.54,6.46,3.203349356239189,4.7576437989713956,3.997807258432922,2.1093537141272716,3.879560365015052,3.59,2.0,2.0,0.0,2.0,0.0,5.85,1.21,Overperformer,1.4712228684841009,1.1766088940405723,1.2116088940405723,3.54,0,Complete
P0584,25,Other,High School,46218.05,10,0,1.7,6.19,4.54,4.22,3.63,5.86,5.91,2.37,3.5991149895217447,2.89282482641892,3.892724479741449,2.4009842811199227,3.1428830052072714,3.19,1.0,2.0,0.0,1.0,1.0,5.3,0.82,Overperformer,0.7637684316942063,0.7416709280874383,0.8166709280874382,4.41,0,Complete
P0585,26,Female,Master's,35268.16,1,1,7.0,3.48,2.42,5.08,3.02,4.85,6.15,5.46,,,,,,,,,,,,,,Missing,,,,2.0,1,Incomplete
P0586,37,Female,Bachelor's,20000.0,2,0,3.84,3.47,2.62,1.77,2.03,4.64,4.86,2.84,2.0244303176250633,1.39769994071172,1.6260667258106163,2.7562404457965153,1.9651963937219288,1.95,2.0,1.0,1.0,1.0,0.0,4.76,0.39,Slight Overperformer,0.6453695779002999,0.3716057421029263,0.3866057421029263,3.84,0,Complete
P0587,26,Female,Some College,36843.62,3,0,6.2,4.62,6.07,3.34,3.19,4.55,4.49,3.5,6.9981793103764405,4.9256470292309915,4.852817352240978,3.540252895866984,5.00429978066968,5.06,1.0,0.0,2.0,1.0,2.0,5.39,2.91,Overperformer,3.491431210525991,2.8438433001109646,2.9138433001109645,3.61,0,Complete
P0588,58,Male,High School,95658.48,10,0,3.39,6.93,3.85,5.33,4.36,4.92,7.0,5.87,4.279947593400863,4.6245862704209975,3.2230945489688922,2.549858157148967,2.7380834034004393,3.48,2.0,1.0,1.0,2.0,0.0,5.38,0.75,Overperformer,0.4509704530742532,0.8395617081309245,0.7495617081309245,5.87,0,Complete
P0589,36,Female,Bachelor's,22477.9,6,0,6.81,5.28,3.62,3.17,3.64,3.42,5.4,5.01,,2.4433827790589477,1.0,2.5886453281169106,2.0709073060484218,1.82,1.0,2.0,2.0,2.0,1.0,8.6,-0.55,Slight Underperformer,-0.6902712932703167,-0.573008031865927,-0.553008031865927,4.26,0,Complete
P0590,31,Male,Master's,50491.61,2,0,3.45,5.55,4.75,6.42,5.35,2.05,4.75,5.74,3.4907304058449915,3.174866727376383,3.364480797113853,2.7639550110450064,4.600951526775952,3.48,2.0,2.0,2.0,2.0,1.0,9.43,0.25,Slight Overperformer,0.0673822767217607,0.20039328189250488,0.24539328189250487,4.05,0,Complete
P0591,32,Female,Some College,71773.66,2,0,2.71,5.53,3.96,3.86,2.86,5.43,6.28,3.59,1.0,1.458537184740182,1.0632409705473156,1.0,1.0,1.1,2.0,2.0,1.0,2.0,2.0,8.88,-0.88,Underperformer,-0.9151036195468866,-0.9193736891194992,-0.8793736891194992,3.93,0,Complete
P0592,28,Female,Bachelor's,20000.0,11,0,4.19,6.53,4.93,3.24,4.56,5.74,5.44,6.72,4.478489022200049,4.046883840567234,5.428571656202097,5.158973214806938,5.149652899950432,4.85,2.0,2.0,2.0,2.0,1.0,9.74,2.02,Overperformer,2.4768630052747866,1.9574219076217325,2.0174219076217326,3.71,0,Complete
P0593,20,Female,High School,25310.07,2,0,3.7,4.47,4.54,5.35,4.08,4.38,4.31,5.69,3.237619188604849,4.5744787167140455,2.5628629471417073,5.991381618123753,6.598946471257321,4.59,2.0,1.0,2.0,2.0,2.0,8.39,2.0,Overperformer,1.184962435534453,1.8959029837855121,1.9959029837855122,4.53,0,Complete
P0594,26,Male,Bachelor's,20000.0,3,0,5.39,6.03,3.24,6.75,5.73,3.18,6.03,5.96,,,,,,,,,,,,,,Missing,,,,3.34,1,Incomplete
P0595,55,Male,PhD,20000.0,4,0,4.42,4.2,4.14,5.08,4.75,1.66,4.56,3.4,,,,,,,,,,,,,,Missing,,,,4.55,1,Incomplete
P0596,33,Female,Bachelor's,20000.0,8,0,5.44,7.0,5.38,6.26,5.25,4.13,7.0,6.32,,,,,,,,,,,,,,Missing,,,,5.43,1,Incomplete
P0597,45,Female,High School,20000.0,4,0,4.06,4.24,4.85,6.85,5.47,1.98,6.04,4.39,3.5429130447580066,,3.323486619885267,2.4667905939836783,2.814891396050069,2.82,2.0,1.0,1.0,2.0,1.0,6.99,-0.47,Slight Underperformer,-0.06893904299213194,-0.44779027793120985,-0.47279027793120987,4.11,0,Complete
P0598,45,Male,Bachelor's,113047.63,2,0,3.5,4.14,4.69,3.21,2.8,1.77,5.2,4.01,2.9928120338467714,2.6317009786683636,2.4085476136987265,2.1618612720671937,2.659946270751749,2.57,1.0,0.0,2.0,2.0,0.0,4.97,0.62,Slight Overperformer,0.7662087463015235,0.6443184067705573,0.6193184067705573,3.69,0,Complete
P0599,30,Female,High School,20000.0,8,0,3.62,5.86,7.0,5.81,6.54,3.97,5.62,5.61,5.360493449828376,5.295639328243544,4.388786003734408,5.017488548928074,4.7443666214588935,4.96,1.0,0.0,0.0,2.0,2.0,4.93,1.13,Overperformer,0.5163215037374415,1.0825928801172882,1.1325928801172882,3.92,0,Complete
P0600,39,Male,Some College,40181.72,8,0,7.0,5.3,5.75,2.37,3.05,2.85,6.49,5.56,3.704929140215503,4.365444418118239,,3.6364846697652107,1.5694302803449283,3.11,2.0,2.0,1.0,0.0,1.0,5.95,1.03,Overperformer,1.5415747300595117,1.0297127911212818,1.0347127911212817,5.2,0,Complete
P0601,20,Female,Bachelor's,24287.21,14,0,4.84,5.59,5.91,5.09,5.18,4.52,5.7,3.7,1.338008255975109,1.0,1.0,1.0,1.6137661542160557,1.19,2.0,2.0,2.0,2.0,2.0,10.0,-1.96,Underperformer,-1.3133009211973472,-2.055652812097107,-1.9556528120971073,4.14,0,Complete
P0602,53,Male,Bachelor's,93254.98,7,1,1.52,5.47,4.58,4.4,4.17,3.76,7.0,7.0,2.8372963030130514,1.0,2.6762136935476724,2.698573794055725,1.2061270394397239,2.08,2.0,0.0,1.0,2.0,1.0,5.18,-0.56,Slight Underperformer,-0.48927077966928345,-0.49101889403928517,-0.05601889403928517,3.39,0,Complete
P0603,51,Male,High School,103666.04,2,0,3.72,3.89,5.09,6.24,3.87,3.09,6.75,7.0,3.207211960191913,4.759113981428384,4.759176058345479,4.147481706006597,2.6160457163330895,3.9,0.0,1.0,1.0,2.0,2.0,6.47,1.41,Overperformer,0.46214280136049457,1.464139871901397,1.409139871901397,4.81,0,Complete
P0604,37,Male,Master's,72493.78,14,0,4.65,7.0,4.24,6.14,6.13,1.44,6.04,5.59,,,,,,,,,,,,,,Missing,,,,3.29,1,Incomplete
P0605,34,Male,Bachelor's,46393.18,4,0,7.0,6.27,5.81,5.3,4.67,2.72,4.47,5.36,3.7980735453902597,5.386654596419923,5.227946475540506,5.6917270422105855,2.8150998764495374,4.58,2.0,0.0,2.0,2.0,2.0,7.21,1.69,Overperformer,1.0334651495923683,1.6622881814505506,1.6922881814505506,3.77,0,Complete
P0606,31,Female,Some College,30186.57,9,0,6.04,6.83,4.66,4.92,3.59,2.78,5.34,5.23,4.77652203843297,4.216018044579893,5.217096121617111,5.429948404405833,6.533681208089282,5.23,2.0,0.0,1.0,0.0,1.0,3.72,2.89,Overperformer,2.0914253006374928,2.8410768997004165,2.8860768997004165,4.23,0,Complete
P0607,47,Male,Bachelor's,20000.0,14,1,3.12,4.57,5.09,5.21,2.17,2.16,6.03,2.79,1.5391082368096618,4.281770310273641,2.74816388032406,1.992659535365333,2.4864214238232387,2.61,0.0,2.0,1.0,2.0,2.0,7.34,0.97,Overperformer,0.6191906186028955,1.0078280588841408,1.472828058884141,3.19,0,Complete
P0608,40,Female,Bachelor's,171926.63,6,0,7.0,5.7,5.01,4.59,3.85,3.51,4.59,4.95,2.6148252533445016,3.465697740023424,2.3851374468639612,2.3789843584342174,1.8274614126261195,2.53,2.0,2.0,2.0,2.0,2.0,9.7,0.06,Slight Overperformer,0.046361255290014926,0.05625981987145012,0.05625981987145012,2.21,0,Complete
P0609,27,Female,Bachelor's,20000.0,5,0,4.45,5.44,4.78,4.41,5.45,2.28,6.92,4.93,4.51466647513729,1.5430129742527638,3.2779730549493555,4.342628065671998,3.246298463539883,3.38,1.0,2.0,2.0,2.0,1.0,8.07,0.1,Slight Overperformer,0.08930502809497762,0.03698104669159047,0.10198104669159047,4.45,0,Complete
P0610,22,Male,Bachelor's,61754.19,7,0,6.37,6.55,7.0,6.52,6.98,3.75,4.43,4.05,3.1212550185936747,5.038873301592706,4.5221764161524005,2.860218626079914,2.8911279943691266,3.69,2.0,0.0,1.0,2.0,1.0,5.37,-0.36,Slight Underperformer,-0.08820108147612554,-0.451306344505631,-0.36130634450563104,2.0,0,Complete
P0611,21,Male,Bachelor's,84766.23,7,0,2.77,6.59,3.93,6.69,4.86,4.36,4.8,4.4,1.2137983265339483,1.0,1.0,1.0,1.0,1.04,2.0,2.0,1.0,2.0,2.0,8.18,-1.95,Underperformer,-0.37663805858727195,-2.0405824394417746,-1.9455824394417747,3.07,0,Complete
P0612,47,Male,High School,23289.91,10,0,1.0,5.43,3.92,4.3,3.83,2.76,4.88,1.7,1.726846581379211,1.41829809547879,1.684773272100306,2.3231604203024485,1.0,1.63,2.0,1.0,0.0,2.0,1.0,5.33,-0.84,Underperformer,-0.7656722167909082,-0.8068635048788558,-0.8418635048788559,4.78,0,Complete
P0613,30,Female,Master's,83317.18,5,0,2.39,3.38,5.7,4.83,3.72,4.64,6.32,3.37,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9.55,-1.41,Underperformer,-1.0596327244736996,-1.4624806990391017,-1.4124806990391017,4.42,0,Complete
P0614,36,Male,Bachelor's,66927.86,6,0,1.0,7.0,4.03,4.61,3.68,1.96,4.61,6.0,,,,,,,,,,,,,,Missing,,,,3.84,1,Incomplete
P0615,32,Male,High School,144693.22,4,0,7.0,5.87,4.42,2.24,2.78,2.33,3.52,7.0,,,,,,,,,,,,,,Missing,,,,3.1,1,Incomplete
P0616,21,Female,Bachelor's,24947.35,4,0,4.82,4.47,3.39,4.03,4.42,3.83,6.7,3.57,1.0,1.0,1.0,1.0,1.1513589027988775,1.03,2.0,2.0,0.0,2.0,2.0,8.59,-1.73,Underperformer,-1.7177286928564603,-1.8277989447467065,-1.7327989447467065,3.57,0,Complete
P0617,20,Female,Master's,20000.0,3,0,3.11,5.69,5.44,6.74,5.89,5.03,5.01,5.04,2.73057733384132,,4.12248661533099,4.5498489425965385,2.3153954735951103,3.58,1.0,2.0,0.0,0.0,0.0,2.85,0.08,Slight Overperformer,0.014263367147990494,-0.019924612711098272,0.08007538728890173,4.58,0,Complete
P0618,27,Female,Master's,24236.33,4,0,5.18,3.39,5.46,3.45,3.71,5.3,4.32,6.23,6.790793367956114,2.7251001168063427,4.207461529450396,4.475905311722288,4.801044604061944,4.6,2.0,0.0,2.0,2.0,2.0,8.89,2.19,Overperformer,2.553833156130222,2.1273086039404228,2.1923086039404227,3.87,0,Complete
P0619,28,Female,Some College,42919.56,3,0,4.78,6.47,4.39,7.0,4.55,6.42,4.67,4.12,3.123869381212621,2.806727655334759,2.27023831877336,3.2799360170408645,1.106912824019579,2.52,2.0,2.0,1.0,2.0,1.0,8.01,-0.31,Slight Underperformer,-0.03130849704599953,-0.3730849704599967,-0.3130849704599967,2.76,0,Complete
P0620,28,Other,High School,38046.72,10,1,5.43,3.43,5.73,6.14,4.71,3.44,7.0,5.68,1.4490797534174447,1.3976938153669314,1.0,1.785368387908657,1.8493323369422994,1.5,2.0,2.0,0.0,0.0,0.0,4.49,-1.42,Underperformer,-0.5065614753902281,-1.4761354019798314,-0.9161354019798313,3.12,0,Complete
P0621,28,Male,Bachelor's,26509.27,8,0,6.31,4.93,2.38,5.06,2.14,3.81,4.78,4.76,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,5.34,-0.62,Slight Underperformer,-0.42449283546784555,-0.682998299809336,-0.622998299809336,3.57,0,Complete
P0622,66,Male,High School,20000.0,5,1,4.07,5.49,3.88,5.29,5.21,2.45,5.36,6.35,1.0941241503406134,1.0,1.5381713998879452,1.6011043531083895,1.0,1.25,2.0,1.0,0.0,2.0,2.0,6.96,-1.92,Underperformer,-1.1772189323672948,-1.7859035577428606,-1.4159035577428605,4.37,0,Complete
P0623,45,Other,Master's,52912.05,6,0,3.18,6.45,4.58,3.22,4.34,2.12,5.01,3.13,,1.1388153531763132,3.8654051435571044,2.9260134090302645,2.4367698548182224,2.53,1.0,2.0,1.0,2.0,2.0,7.87,-0.2,Slight Underperformer,-0.24514492451413114,-0.17346146638104046,-0.19846146638104045,4.1,0,Complete
P0624,33,Female,High School,175936.0,3,0,5.74,5.33,3.28,4.13,2.83,4.34,4.14,3.36,2.602498207127807,1.0,1.3653484609091366,1.0,1.7584821677067495,1.55,2.0,2.0,2.0,2.0,2.0,10.0,-0.42,Slight Underperformer,-0.40689245608215624,-0.45823082678145954,-0.4232308267814595,2.75,0,Complete
P0625,30,Male,Some College,52648.92,5,0,5.7,5.96,2.53,6.52,6.19,2.84,4.68,5.16,3.6403571635278587,4.327724325558464,2.894703853799112,1.9562271739716515,3.971509725583123,3.36,2.0,2.0,0.0,1.0,1.0,6.09,-0.3,Slight Underperformer,-0.07246824309142938,-0.3462574705673595,-0.2962574705673595,5.35,0,Complete
P0626,30,Female,Some College,59119.05,11,0,4.65,5.17,4.4,3.64,2.45,5.85,4.07,4.93,1.0,1.619191189154941,1.0,1.0,1.0,1.12,2.0,2.0,1.0,1.0,2.0,7.89,-0.65,Slight Underperformer,-0.7249712567298837,-0.7042457695829882,-0.6542457695829882,3.26,0,Complete
P0627,40,Male,Some College,57408.99,11,1,7.0,5.16,5.7,5.99,5.51,1.81,6.55,4.73,3.972896550119794,2.98300885671883,3.185521040082605,3.0631569488254233,4.314979654920901,3.5,2.0,2.0,0.0,2.0,2.0,7.64,0.19,Slight Overperformer,0.07829795557596854,0.19365119894710991,0.6936511989471099,4.44,0,Complete
P0628,30,Female,Bachelor's,49893.07,14,1,3.84,5.3,6.47,2.57,4.36,4.73,5.61,5.55,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.91,-1.73,Underperformer,-2.476867868043725,-1.784067937419487,-1.234067937419487,3.05,0,Complete
P0629,43,Male,Bachelor's,76521.94,10,0,3.15,4.97,4.09,2.82,2.45,2.49,7.0,3.59,1.0,2.5049853520696117,2.0164346722122533,1.7194972779628033,3.186263620344708,2.09,1.0,2.0,2.0,2.0,1.0,8.35,0.31,Slight Overperformer,0.4171370246220552,0.32325365478421875,0.30825365478421873,6.48,0,Complete
P0630,35,Female,High School,49826.34,7,0,5.13,3.18,5.75,7.0,4.87,2.77,4.72,3.02,1.1125602166834987,2.2645454033948234,1.0,1.323680551723283,1.5915880244992282,1.46,0.0,0.0,2.0,2.0,2.0,5.14,-1.53,Underperformer,-0.15341164404434893,-1.5591164404434892,-1.5341164404434893,5.33,0,Complete
P0631,66,Female,Some College,28278.53,9,0,3.49,4.28,5.63,4.48,2.89,4.81,4.56,4.15,1.0,1.6560328249198368,1.0,1.5136582439595065,1.8456491299113291,1.4,1.0,2.0,2.0,2.0,2.0,8.76,-0.6,Slight Underperformer,-0.5108208753247401,-0.46747116100204,-0.59747116100204,3.23,0,Complete
P0632,29,Male,Bachelor's,20000.0,2,1,5.24,5.49,6.38,3.75,2.15,2.99,7.0,4.3,,,2.6279403930974583,2.904275582335639,2.7974343452198567,2.6,2.0,1.0,0.0,2.0,2.0,6.61,0.97,Overperformer,1.0434088368899594,0.9145576748166843,1.4695576748166843,4.09,0,Complete
P0633,46,Female,High School,29757.04,9,0,3.25,4.9,4.34,6.41,4.05,3.23,6.66,4.43,1.699284057980113,2.1884034464357445,3.1620603628408723,3.601814445692144,3.405877674609358,2.81,1.0,1.0,1.0,2.0,1.0,5.81,0.23,Slight Overperformer,0.06447505654015911,0.26221798297510657,0.23221798297510654,2.97,0,Complete
P0634,23,Male,Bachelor's,46690.85,10,0,3.9,5.01,2.46,6.24,4.0,2.78,5.92,6.45,2.8581599826081514,,4.202350478701725,3.554337546011851,3.791319467886926,3.79,2.0,0.0,1.0,1.0,0.0,4.03,1.24,Overperformer,0.4036461314152864,1.1503175834852244,1.2353175834852244,3.64,0,Complete
P0635,25,Female,Bachelor's,28201.59,5,0,7.0,4.81,4.89,5.79,5.25,6.68,4.27,5.8,3.265415337941416,,5.462596505216506,5.473353940429528,6.648016406582975,5.12,0.0,2.0,2.0,1.0,0.0,4.68,1.94,Overperformer,0.8987890166125696,1.8650428169836386,1.9400428169836386,4.42,0,Complete
